"Status","Year","Disability","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","AA","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","AO","45","40","25530","25110"
"In post","2022","Declared disabled","Mixed","London","EO","125","120","30480","31060"
"In post","2022","Declared disabled","Mixed","London","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","G7","75","75","56790","54760"
"In post","2022","Declared disabled","Mixed","London","HEO","105","100","35900","34710"
"In post","2022","Declared disabled","Mixed","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","London","SEO","55","55","42900","41820"
"In post","2022","Declared disabled","Mixed","London","Unknown","40","35","34130","33900"
"In post","2022","Declared disabled","Mixed","Outside London","AA","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Outside London","AO","245","220","22450","21260"
"In post","2022","Declared disabled","Mixed","Outside London","EO","270","245","27500","27570"
"In post","2022","Declared disabled","Mixed","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Outside London","G7","55","55","53760","53240"
"In post","2022","Declared disabled","Mixed","Outside London","HEO","125","120","33360","33080"
"In post","2022","Declared disabled","Mixed","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Outside London","SEO","60","55","41560","40340"
"In post","2022","Declared disabled","Mixed","Outside London","Unknown","100","95","31500","30210"
"In post","2022","Declared disabled","Mixed","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","EO","50","50","30280","31060"
"In post","2022","Declared disabled","Other ethnicity","London","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","G7","25","25","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","HEO","35","35","36020","35800"
"In post","2022","Declared disabled","Other ethnicity","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","SEO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outside London","AO","45","40","22500","21260"
"In post","2022","Declared disabled","Other ethnicity","Outside London","EO","65","60","27620","27570"
"In post","2022","Declared disabled","Other ethnicity","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outside London","HEO","40","40","33440","33250"
"In post","2022","Declared disabled","Other ethnicity","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","AO","60","50","25160","25110"
"In post","2022","Declared disabled","Undeclared","London","EO","140","130","30300","30780"
"In post","2022","Declared disabled","Undeclared","London","G6","30","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","G7","50","50","58020","57460"
"In post","2022","Declared disabled","Undeclared","London","HEO","55","55","36710","36620"
"In post","2022","Declared disabled","Undeclared","London","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","London","SEO","40","40","43440","42690"
"In post","2022","Declared disabled","Undeclared","London","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Outside London","AA","40","35","20340","19810"
"In post","2022","Declared disabled","Undeclared","Outside London","AO","480","425","22550","21260"
"In post","2022","Declared disabled","Undeclared","Outside London","EO","540","490","27920","27570"
"In post","2022","Declared disabled","Undeclared","Outside London","G6","20","20","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Outside London","G7","85","85","53460","53490"
"In post","2022","Declared disabled","Undeclared","Outside London","HEO","235","220","33550","33300"
"In post","2022","Declared disabled","Undeclared","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Outside London","SEO","165","160","41310","40580"
"In post","2022","Declared disabled","Undeclared","Outside London","Unknown","100","90","33160","33360"
"In post","2022","Declared disabled","Undeclared","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","AO","35","30","25270","24900"
"In post","2022","Declared disabled","Unknown","London","EO","65","60","30340","30470"
"In post","2022","Declared disabled","Unknown","London","G6","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","G7","45","45","56340","54110"
"In post","2022","Declared disabled","Unknown","London","HEO","50","50","35590","35300"
"In post","2022","Declared disabled","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","London","SEO","35","35","42820","41950"
"In post","2022","Declared disabled","Unknown","London","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Outside London","AA","55","45","20670","20950"
"In post","2022","Declared disabled","Unknown","Outside London","AO","330","280","22880","21840"
"In post","2022","Declared disabled","Unknown","Outside London","EO","290","265","29360","27570"
"In post","2022","Declared disabled","Unknown","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Outside London","G7","50","50","54730","54160"
"In post","2022","Declared disabled","Unknown","Outside London","HEO","145","135","33910","33370"
"In post","2022","Declared disabled","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Outside London","SEO","80","75","43050","40580"
"In post","2022","Declared disabled","Unknown","Outside London","Unknown","45","45","32160","29200"
"In post","2022","Declared disabled","Unknown","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","London","AA","95","90","22670","22050"
"In post","2022","Declared disabled","White","London","AO","540","505","26220","25110"
"In post","2022","Declared disabled","White","London","EO","1135","1070","30270","30330"
"In post","2022","Declared disabled","White","London","G6","535","510","68900","68040"
"In post","2022","Declared disabled","White","London","G7","1135","1100","56750","55430"
"In post","2022","Declared disabled","White","London","HEO","1155","1120","35800","35170"
"In post","2022","Declared disabled","White","London","SCS level","260","250","89760","80620"
"In post","2022","Declared disabled","White","London","SEO","850","820","43460","42470"
"In post","2022","Declared disabled","White","London","Unknown","150","140","36370","34100"
"In post","2022","Declared disabled","White","Outside London","AA","1640","1445","20310","19850"
"In post","2022","Declared disabled","White","Outside London","AO","10765","9410","22430","21260"
"In post","2022","Declared disabled","White","Outside London","EO","11700","10535","27500","27570"
"In post","2022","Declared disabled","White","Outside London","G6","590","565","68370","67290"
"In post","2022","Declared disabled","White","Outside London","G7","2045","1960","54050","54050"
"In post","2022","Declared disabled","White","Outside London","HEO","5210","4915","33120","33080"
"In post","2022","Declared disabled","White","Outside London","SCS level","145","145","87630","80000"
"In post","2022","Declared disabled","White","Outside London","SEO","3390","3235","41240","40520"
"In post","2022","Declared disabled","White","Outside London","Unknown","2630","2445","30630","28200"
"In post","2022","Declared disabled","White","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","G6","25","25","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","G7","55","55","55020","54470"
"In post","2022","Declared disabled","White","Overseas","HEO","60","60","34170","33860"
"In post","2022","Declared disabled","White","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","SEO","20","20","[c]","[c]"
"In post","2022","Declared disabled","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","AO","20","20","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","EO","40","35","27690","27570"
"In post","2022","Declared disabled","White","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","HEO","15","15","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","SEO","5","5","[c]","[c]"
"In post","2022","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","London","AA","220","195","22680","22460"
"In post","2022","Declared non-disabled","Asian","London","AO","1645","1460","25470","25110"
"In post","2022","Declared non-disabled","Asian","London","EO","3650","3400","29920","30410"
"In post","2022","Declared non-disabled","Asian","London","G6","465","445","69710","67700"
"In post","2022","Declared non-disabled","Asian","London","G7","1500","1465","56920","55920"
"In post","2022","Declared non-disabled","Asian","London","HEO","2240","2185","35790","35200"
"In post","2022","Declared non-disabled","Asian","London","SCS level","175","170","88000","80350"
"In post","2022","Declared non-disabled","Asian","London","SEO","1490","1460","42870","41980"
"In post","2022","Declared non-disabled","Asian","London","Unknown","125","125","33210","32090"
"In post","2022","Declared non-disabled","Asian","Outside London","AA","300","270","19950","19810"
"In post","2022","Declared non-disabled","Asian","Outside London","AO","4595","4060","21750","21260"
"In post","2022","Declared non-disabled","Asian","Outside London","EO","4835","4555","27080","27570"
"In post","2022","Declared non-disabled","Asian","Outside London","G6","160","155","68530","66610"
"In post","2022","Declared non-disabled","Asian","Outside London","G7","750","730","54460","54000"
"In post","2022","Declared non-disabled","Asian","Outside London","HEO","2155","2080","32830","33080"
"In post","2022","Declared non-disabled","Asian","Outside London","SCS level","65","60","91580","90800"
"In post","2022","Declared non-disabled","Asian","Outside London","SEO","1215","1190","41240","40180"
"In post","2022","Declared non-disabled","Asian","Outside London","Unknown","485","450","29000","26310"
"In post","2022","Declared non-disabled","Asian","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","EO","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","G6","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","G7","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","HEO","40","40","34930","33900"
"In post","2022","Declared non-disabled","Asian","Overseas","SCS level","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","AO","50","40","24050","25110"
"In post","2022","Declared non-disabled","Asian","Unknown","EO","60","55","29730","30330"
"In post","2022","Declared non-disabled","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","HEO","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","London","AA","200","190","23530","22900"
"In post","2022","Declared non-disabled","Black","London","AO","1455","1360","26490","25110"
"In post","2022","Declared non-disabled","Black","London","EO","2740","2640","30300","31060"
"In post","2022","Declared non-disabled","Black","London","G6","125","125","69800","68720"
"In post","2022","Declared non-disabled","Black","London","G7","685","680","56800","55550"
"In post","2022","Declared non-disabled","Black","London","HEO","1385","1360","35840","35200"
"In post","2022","Declared non-disabled","Black","London","SCS level","55","55","85790","78480"
"In post","2022","Declared non-disabled","Black","London","SEO","865","855","43130","42170"
"In post","2022","Declared non-disabled","Black","London","Unknown","480","465","32980","31710"
"In post","2022","Declared non-disabled","Black","Outside London","AA","165","155","21360","20890"
"In post","2022","Declared non-disabled","Black","Outside London","AO","1370","1270","22810","21260"
"In post","2022","Declared non-disabled","Black","Outside London","EO","1650","1580","27390","27570"
"In post","2022","Declared non-disabled","Black","Outside London","G6","35","35","70080","67320"
"In post","2022","Declared non-disabled","Black","Outside London","G7","230","225","53450","52080"
"In post","2022","Declared non-disabled","Black","Outside London","HEO","740","725","32730","33000"
"In post","2022","Declared non-disabled","Black","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Outside London","SEO","465","460","40920","40060"
"In post","2022","Declared non-disabled","Black","Outside London","Unknown","380","360","28690","26310"
"In post","2022","Declared non-disabled","Black","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","G7","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","HEO","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","SEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","London","AA","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","London","AO","280","270","26670","25120"
"In post","2022","Declared non-disabled","Mixed","London","EO","540","515","29820","30330"
"In post","2022","Declared non-disabled","Mixed","London","G6","175","165","67670","66290"
"In post","2022","Declared non-disabled","Mixed","London","G7","505","495","56190","54850"
"In post","2022","Declared non-disabled","Mixed","London","HEO","565","555","35360","35050"
"In post","2022","Declared non-disabled","Mixed","London","SCS level","80","75","85840","79390"
"In post","2022","Declared non-disabled","Mixed","London","SEO","370","360","42970","42000"
"In post","2022","Declared non-disabled","Mixed","London","Unknown","85","85","33670","33700"
"In post","2022","Declared non-disabled","Mixed","Outside London","AA","95","90","20380","20890"
"In post","2022","Declared non-disabled","Mixed","Outside London","AO","1070","985","23140","21300"
"In post","2022","Declared non-disabled","Mixed","Outside London","EO","1075","1020","27270","27570"
"In post","2022","Declared non-disabled","Mixed","Outside London","G6","85","80","70040","67910"
"In post","2022","Declared non-disabled","Mixed","Outside London","G7","285","275","53830","53110"
"In post","2022","Declared non-disabled","Mixed","Outside London","HEO","575","555","32670","33000"
