"Status","Year","Disability","Organisation","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","National Crime Agency","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","National Records of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Northern Ireland Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office for Standards in Education, Children's Services and Skills","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Gas and Electricity Markets","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Qualifications and Examinations Regulation","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of Rail and Road","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Public Guardian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Scottish Charity Regulator","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Office of the Secretary of State for Wales","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Planning Inspectorate","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","EO","60","[c]","26430","26170"
"Leaver CS","2022","Unknown","Public Health England","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Public Health England","G7","80","[c]","53720","53220"
"Leaver CS","2022","Unknown","Public Health England","HEO","35","[c]","32950","32330"
"Leaver CS","2022","Unknown","Public Health England","SCS level","30","[c]","103410","107720"
"Leaver CS","2022","Unknown","Public Health England","SEO","65","[c]","40320","40070"
"Leaver CS","2022","Unknown","Registers of Scotland","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Registers of Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Revenue Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Royal Fleet Auxiliary","Unknown","235","[c]","36010","33270"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","AO","50","[c]","23810","23780"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Courts and Tribunals Service","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Forestry","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","AA","40","[c]","23260","22140"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","EO","35","[c]","28210","27230"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","HEO","40","[c]","33600","31540"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Government (excl. agencies)","SEO","35","[c]","44770","47490"
"Leaver CS","2022","Unknown","Scottish Prison Service","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","AO","115","[c]","24720","26900"
"Leaver CS","2022","Unknown","Scottish Prison Service","EO","110","[c]","34250","35000"
"Leaver CS","2022","Unknown","Scottish Prison Service","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Prison Service","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Scottish Public Pensions Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Serious Fraud Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Social Security Scotland","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Standards and Testing Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Student Awards Agency for Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Submarine Delivery Agency","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Teaching Regulation Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The Insolvency Service","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","The National Archives","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Transport Scotland","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Debt Management Office","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","G6","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Health Security Agency","G7","55","[c]","51830","52610"
"Leaver CS","2022","Unknown","UK Health Security Agency","HEO","60","[c]","32170","32790"
"Leaver CS","2022","Unknown","UK Health Security Agency","SCS level","30","[c]","103230","86730"
"Leaver CS","2022","Unknown","UK Health Security Agency","SEO","60","[c]","39140","40070"
"Leaver CS","2022","Unknown","UK Health Security Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Hydrographic Office","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Space Agency","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","AA","40","[c]","19260","19090"
"Leaver CS","2022","Unknown","UK Statistics Authority","AO","75","[c]","20000","19610"
"Leaver CS","2022","Unknown","UK Statistics Authority","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","HEO","40","[c]","31320","30340"
"Leaver CS","2022","Unknown","UK Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Statistics Authority","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","UK Supreme Court","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","AO","40","[c]","21840","22010"
"Leaver CS","2022","Unknown","Valuation Office Agency","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Valuation Office Agency","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Veterinary Medicines Directorate","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Water Services Regulation Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Government (excl. agencies)","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Welsh Revenue Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Attorney General's Office","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","G7","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","HEO","40","[c]","33200","33300"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Cabinet Office (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Charity Commission","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Companies House","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Competition and Markets Authority","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Criminal Injuries Compensation Authority","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Criminal Injuries Compensation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Criminal Injuries Compensation Authority","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Commercial Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Office and Procurator Fiscal Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Office and Procurator Fiscal Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Office and Procurator Fiscal Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Office and Procurator Fiscal Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Crown Prosecution Service","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Equipment and Support","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Defence Science and Technology Laboratory","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Education (excl. agencies)","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G7","5","[c]","[c]","[c]"
