"Status","Year","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","UK Statistics Authority","London","25","25","[c]","[c]"
"In post","2022","Asian","UK Statistics Authority","Outside London","160","145","31350","30210"
"In post","2022","Asian","UK Supreme Court","London","5","5","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","London","5","5","[c]","[c]"
"In post","2022","Asian","Water Services Regulation Authority","Outside London","30","30","[c]","[c]"
"In post","2022","Asian","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Welsh Government","Outside London","65","65","39670","38160"
"In post","2022","Asian","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Attorney General's Departments","London","480","460","40740","32490"
"In post","2022","Black","Attorney General's Departments","Outside London","120","115","39120","32870"
"In post","2022","Black","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Cabinet Office","London","235","235","43250","38580"
"In post","2022","Black","Cabinet Office","Outside London","40","40","37690","37300"
"In post","2022","Black","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","London","20","20","[c]","[c]"
"In post","2022","Black","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Competition and Markets Authority","London","40","40","41550","38990"
"In post","2022","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","London","380","375","40780","36720"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Outside London","115","110","32050","30360"
"In post","2022","Black","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","London","100","100","38730","34020"
"In post","2022","Black","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for Education","London","170","170","42180","40230"
"In post","2022","Black","Department for Education","Outside London","150","145","37090","36500"
"In post","2022","Black","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","London","160","160","35970","32560"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Outside London","90","90","33830","30320"
"In post","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for International Trade","London","125","125","39660","38160"
"In post","2022","Black","Department for International Trade","Outside London","5","5","[c]","[c]"
"In post","2022","Black","Department for International Trade","Overseas","5","5","[c]","[c]"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","London","165","160","41780","39600"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Outside London","40","40","31550","30190"
"In post","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Transport","London","190","185","40410","36330"
"In post","2022","Black","Department for Transport","Outside London","85","85","31200","30130"
"In post","2022","Black","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department for Work and Pensions","London","2240","2125","31190","31060"
"In post","2022","Black","Department for Work and Pensions","Outside London","1800","1685","27280","27570"
"In post","2022","Black","Department for Work and Pensions","Unknown","40","40","30760","31060"
"In post","2022","Black","Department of Health and Social Care","London","440","420","38590","32790"
"In post","2022","Black","Department of Health and Social Care","Outside London","215","200","38890","33330"
"In post","2022","Black","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Food Standards Agency","London","5","5","[c]","[c]"
"In post","2022","Black","Food Standards Agency","Outside London","40","40","34820","28800"
"In post","2022","Black","Foreign, Commonwealth and Development Office","London","175","175","37790","35300"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Outside London","40","40","36850","31450"
"In post","2022","Black","Foreign, Commonwealth and Development Office","Overseas","45","45","44760","38050"
"In post","2022","Black","HM Land Registry","London","30","30","[c]","[c]"
"In post","2022","Black","HM Land Registry","Outside London","40","40","29900","27130"
"In post","2022","Black","HM Revenue and Customs","London","935","910","38330","37610"
"In post","2022","Black","HM Revenue and Customs","Outside London","950","915","29530","26820"
"In post","2022","Black","HM Treasury","London","100","100","39380","34090"
"In post","2022","Black","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Home Office","London","1475","1395","34490","29370"
"In post","2022","Black","Home Office","Outside London","315","295","27260","25040"
"In post","2022","Black","Home Office","Overseas","15","15","[c]","[c]"
"In post","2022","Black","Ministry of Defence","London","225","220","33930","30200"
"In post","2022","Black","Ministry of Defence","Outside London","540","530","33060","33000"
"In post","2022","Black","Ministry of Defence","Overseas","5","5","[c]","[c]"
"In post","2022","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Ministry of Justice","London","2535","2460","32590","30320"
"In post","2022","Black","Ministry of Justice","Outside London","1545","1465","28600","25830"
"In post","2022","Black","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Black","National Crime Agency","London","75","75","36630","36200"
"In post","2022","Black","National Crime Agency","Outside London","25","25","[c]","[c]"
"In post","2022","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","London","25","25","[c]","[c]"
"In post","2022","Black","Office for Standards in Education, Children's Services and Skills","Outside London","35","30","47330","51360"
"In post","2022","Black","Office of Gas and Electricity Markets","London","75","75","42060","39550"
"In post","2022","Black","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Office of Qualifications and Examinations Regulation","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","London","15","15","[c]","[c]"
"In post","2022","Black","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Scottish Government","Outside London","95","95","36100","31540"
"In post","2022","Black","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Black","The National Archives","London","10","10","[c]","[c]"
"In post","2022","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Export Finance","London","45","45","43720","39000"
"In post","2022","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","London","15","15","[c]","[c]"
"In post","2022","Black","UK Statistics Authority","Outside London","85","75","30020","30210"
"In post","2022","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Black","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Black","Welsh Government","Outside London","15","15","[c]","[c]"
"In post","2022","Black","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Attorney General's Departments","London","180","170","48480","51250"
"In post","2022","Mixed","Attorney General's Departments","Outside London","115","105","41840","48080"
"In post","2022","Mixed","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Cabinet Office","London","170","170","48330","41310"
"In post","2022","Mixed","Cabinet Office","Outside London","60","60","39350","36320"
"In post","2022","Mixed","Cabinet Office","Unknown","10","10","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","London","15","15","[c]","[c]"
"In post","2022","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Competition and Markets Authority","London","35","35","47180","46160"
"In post","2022","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","London","260","250","46010","41670"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","110","105","35800","32570"
"In post","2022","Mixed","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","London","95","90","45490","38020"
"In post","2022","Mixed","Department for Digital, Culture, Media and Sport","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Education","London","100","95","47700","45250"
"In post","2022","Mixed","Department for Education","Outside London","120","120","38300","36500"
"In post","2022","Mixed","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","London","90","85","40630","34230"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","Outside London","145","140","34290","32040"
"In post","2022","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","London","95","95","45280","40830"
"In post","2022","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","London","65","65","43410","39600"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","Outside London","35","35","37680","30190"
"In post","2022","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Transport","London","125","125","42590","37000"
"In post","2022","Mixed","Department for Transport","Outside London","120","115","29400","26470"
"In post","2022","Mixed","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department for Work and Pensions","London","405","385","32840","31060"
"In post","2022","Mixed","Department for Work and Pensions","Outside London","1270","1175","27300","27570"
"In post","2022","Mixed","Department for Work and Pensions","Unknown","15","15","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","London","200","190","42950","40070"
"In post","2022","Mixed","Department of Health and Social Care","Outside London","100","90","39410","36690"
"In post","2022","Mixed","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Food Standards Agency","Outside London","30","30","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","London","165","165","46770","42270"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","Outside London","25","25","[c]","[c]"
"In post","2022","Mixed","Foreign, Commonwealth and Development Office","Overseas","80","80","50520","52400"
"In post","2022","Mixed","HM Land Registry","London","20","20","[c]","[c]"
"In post","2022","Mixed","HM Land Registry","Outside London","60","55","28180","27130"
"In post","2022","Mixed","HM Revenue and Customs","London","255","245","45260","37930"
"In post","2022","Mixed","HM Revenue and Customs","Outside London","685","650","31760","27000"
"In post","2022","Mixed","HM Treasury","London","100","100","47180","45830"
"In post","2022","Mixed","HM Treasury","Outside London","10","10","[c]","[c]"
"In post","2022","Mixed","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Home Office","London","380","360","39580","35200"
"In post","2022","Mixed","Home Office","Outside London","300","275","27930","25040"
"In post","2022","Mixed","Home Office","Overseas","10","10","[c]","[c]"
"In post","2022","Mixed","Ministry of Defence","London","90","90","40370","37640"
"In post","2022","Mixed","Ministry of Defence","Outside London","530","515","35050","32710"
"In post","2022","Mixed","Ministry of Defence","Overseas","15","15","[c]","[c]"
"In post","2022","Mixed","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Ministry of Justice","London","600","585","36100","33790"
"In post","2022","Mixed","Ministry of Justice","Outside London","1305","1235","29560","26610"
"In post","2022","Mixed","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","London","35","35","42940","40170"
"In post","2022","Mixed","National Crime Agency","Outside London","65","65","37280","36410"
"In post","2022","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of Gas and Electricity Markets","London","35","35","41480","39520"
"In post","2022","Mixed","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2022","Mixed","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2022","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Scottish Government","Outside London","155","145","40190","35540"
"In post","2022","Mixed","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","The National Archives","London","25","25","[c]","[c]"
"In post","2022","Mixed","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","London","15","15","[c]","[c]"
"In post","2022","Mixed","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2022","Mixed","UK Statistics Authority","Outside London","85","75","33730","30710"
"In post","2022","Mixed","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Water Services Regulation Authority","Outside London","5","5","[c]","[c]"
"In post","2022","Mixed","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Welsh Government","Outside London","65","60","41330","38160"
"In post","2022","Mixed","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","London","65","60","47330","50500"
"In post","2022","Other ethnicity","Attorney General's Departments","Outside London","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","London","65","65","47430","42440"
"In post","2022","Other ethnicity","Cabinet Office","Outside London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","London","80","75","46330","41320"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Outside London","40","40","39930","39560"
"In post","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","London","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","London","45","40","47840","53420"
"In post","2022","Other ethnicity","Department for Education","Outside London","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","London","30","30","44540","39420"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Outside London","40","40","35150","31550"
"In post","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","London","40","40","46100","39600"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","London","35","30","37890","34710"
"In post","2022","Other ethnicity","Department for Transport","Outside London","40","35","33730","26680"
"In post","2022","Other ethnicity","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","London","195","180","32380","31060"
"In post","2022","Other ethnicity","Department for Work and Pensions","Outside London","295","270","27750","27570"
"In post","2022","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","London","90","85","47630","41650"
"In post","2022","Other ethnicity","Department of Health and Social Care","Outside London","45","40","47640","38200"
"In post","2022","Other ethnicity","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","50","45","45860","40610"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","35","35","48120","44480"
"In post","2022","Other ethnicity","HM Land Registry","London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","HM Land Registry","Outside London","10","10","[c]","[c]"
"In post","2022","Other ethnicity","HM Revenue and Customs","London","105","95","44020","37930"
"In post","2022","Other ethnicity","HM Revenue and Customs","Outside London","165","155","32420","31000"
"In post","2022","Other ethnicity","HM Treasury","London","30","25","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Home Office","London","130","125","36770","30750"
"In post","2022","Other ethnicity","Home Office","Outside London","75","70","26440","25040"
"In post","2022","Other ethnicity","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","London","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Outside London","70","70","37010","34330"
"In post","2022","Other ethnicity","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Ministry of Justice","London","215","205","34200","31740"
"In post","2022","Other ethnicity","Ministry of Justice","Outside London","280","265","29400","26880"
"In post","2022","Other ethnicity","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","London","25","20","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
