"Status","Year","Disability","Region_ITL1","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","East Midlands (England)","Unknown","Heterosexual / straight","255","230","30370","28200"
"In post","2022","Declared disabled","East Midlands (England)","Unknown","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","East Midlands (England)","Unknown","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","East Midlands (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","AA/AO","Heterosexual / straight","590","530","23530","21830"
"In post","2022","Declared disabled","East of England","AA/AO","LGBO","65","60","23500","21760"
"In post","2022","Declared disabled","East of England","AA/AO","Undeclared","85","75","23450","21830"
"In post","2022","Declared disabled","East of England","AA/AO","Unknown","55","45","22630","21510"
"In post","2022","Declared disabled","East of England","EO","Heterosexual / straight","760","690","28380","27570"
"In post","2022","Declared disabled","East of England","EO","LGBO","70","70","28230","27570"
"In post","2022","Declared disabled","East of England","EO","Undeclared","100","90","28830","27830"
"In post","2022","Declared disabled","East of England","EO","Unknown","65","55","28790","27770"
"In post","2022","Declared disabled","East of England","G6/G7","Heterosexual / straight","90","85","60030","58720"
"In post","2022","Declared disabled","East of England","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East of England","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East of England","SEO/HEO","Heterosexual / straight","420","395","37610","36060"
"In post","2022","Declared disabled","East of England","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2022","Declared disabled","East of England","SEO/HEO","Undeclared","60","60","37680","35980"
"In post","2022","Declared disabled","East of England","SEO/HEO","Unknown","30","30","35280","35270"
"In post","2022","Declared disabled","East of England","Unknown","Heterosexual / straight","220","200","29110","28200"
"In post","2022","Declared disabled","East of England","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","East of England","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","London","AA/AO","Heterosexual / straight","990","905","25350","25110"
"In post","2022","Declared disabled","London","AA/AO","LGBO","85","80","26620","25110"
"In post","2022","Declared disabled","London","AA/AO","Undeclared","140","120","24970","25110"
"In post","2022","Declared disabled","London","AA/AO","Unknown","110","95","25550","25110"
"In post","2022","Declared disabled","London","EO","Heterosexual / straight","1775","1665","30340","30750"
"In post","2022","Declared disabled","London","EO","LGBO","235","230","30020","30460"
"In post","2022","Declared disabled","London","EO","Undeclared","280","255","30230","30500"
"In post","2022","Declared disabled","London","EO","Unknown","185","165","30760","31060"
"In post","2022","Declared disabled","London","G6/G7","Heterosexual / straight","1645","1580","60590","59330"
"In post","2022","Declared disabled","London","G6/G7","LGBO","315","310","58740","57320"
"In post","2022","Declared disabled","London","G6/G7","Undeclared","215","210","61230","60330"
"In post","2022","Declared disabled","London","G6/G7","Unknown","95","90","62050","62120"
"In post","2022","Declared disabled","London","SCS level","Heterosexual / straight","220","210","91130","82350"
"In post","2022","Declared disabled","London","SCS level","LGBO","45","45","87540","77450"
"In post","2022","Declared disabled","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","London","SEO/HEO","Heterosexual / straight","2270","2200","39100","38540"
"In post","2022","Declared disabled","London","SEO/HEO","LGBO","435","425","37920","37450"
"In post","2022","Declared disabled","London","SEO/HEO","Undeclared","315","305","38980","38370"
"In post","2022","Declared disabled","London","SEO/HEO","Unknown","130","125","38810","38600"
"In post","2022","Declared disabled","London","Unknown","Heterosexual / straight","330","315","34770","34100"
"In post","2022","Declared disabled","London","Unknown","LGBO","35","35","36700","34100"
"In post","2022","Declared disabled","London","Unknown","Undeclared","45","45","36780","33700"
"In post","2022","Declared disabled","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","AA/AO","Heterosexual / straight","1190","1000","21680","21260"
"In post","2022","Declared disabled","North East (England)","AA/AO","LGBO","100","90","21480","21260"
"In post","2022","Declared disabled","North East (England)","AA/AO","Undeclared","135","115","21890","21260"
"In post","2022","Declared disabled","North East (England)","AA/AO","Unknown","160","130","21920","21260"
"In post","2022","Declared disabled","North East (England)","EO","Heterosexual / straight","880","775","27280","27570"
"In post","2022","Declared disabled","North East (England)","EO","LGBO","70","70","27160","27570"
"In post","2022","Declared disabled","North East (England)","EO","Undeclared","75","65","27120","27570"
"In post","2022","Declared disabled","North East (England)","EO","Unknown","75","65","27280","27570"
"In post","2022","Declared disabled","North East (England)","G6/G7","Heterosexual / straight","170","165","55070","54160"
"In post","2022","Declared disabled","North East (England)","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G6/G7","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","SEO/HEO","Heterosexual / straight","560","525","35070","33370"
"In post","2022","Declared disabled","North East (England)","SEO/HEO","LGBO","55","50","34160","33370"
"In post","2022","Declared disabled","North East (England)","SEO/HEO","Undeclared","60","55","34950","33670"
"In post","2022","Declared disabled","North East (England)","SEO/HEO","Unknown","35","35","35410","33680"
"In post","2022","Declared disabled","North East (England)","Unknown","Heterosexual / straight","180","170","30370","28200"
"In post","2022","Declared disabled","North East (England)","Unknown","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Unknown","Undeclared","20","15","[c]","[c]"
"In post","2022","Declared disabled","North East (England)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","AA/AO","Heterosexual / straight","1940","1690","21580","21260"
"In post","2022","Declared disabled","North West (England)","AA/AO","LGBO","205","190","22100","21260"
"In post","2022","Declared disabled","North West (England)","AA/AO","Undeclared","265","230","21740","21260"
"In post","2022","Declared disabled","North West (England)","AA/AO","Unknown","265","220","21640","21260"
"In post","2022","Declared disabled","North West (England)","EO","Heterosexual / straight","1815","1625","27190","27570"
"In post","2022","Declared disabled","North West (England)","EO","LGBO","180","175","27010","27570"
"In post","2022","Declared disabled","North West (England)","EO","Undeclared","255","225","27220","27570"
"In post","2022","Declared disabled","North West (England)","EO","Unknown","190","165","27470","27570"
"In post","2022","Declared disabled","North West (England)","G6/G7","Heterosexual / straight","400","385","56890","55210"
"In post","2022","Declared disabled","North West (England)","G6/G7","LGBO","45","45","55860","54960"
"In post","2022","Declared disabled","North West (England)","G6/G7","Undeclared","45","40","54290","54600"
"In post","2022","Declared disabled","North West (England)","G6/G7","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","North West (England)","SEO/HEO","Heterosexual / straight","1170","1105","35640","33980"
"In post","2022","Declared disabled","North West (England)","SEO/HEO","LGBO","145","140","34620","33370"
"In post","2022","Declared disabled","North West (England)","SEO/HEO","Undeclared","135","130","35430","34330"
"In post","2022","Declared disabled","North West (England)","SEO/HEO","Unknown","80","75","35470","33840"
"In post","2022","Declared disabled","North West (England)","Unknown","Heterosexual / straight","400","375","30740","28200"
"In post","2022","Declared disabled","North West (England)","Unknown","LGBO","50","45","29100","28200"
"In post","2022","Declared disabled","North West (England)","Unknown","Undeclared","40","40","31720","31360"
"In post","2022","Declared disabled","North West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","Heterosexual / straight","100","90","21770","21250"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","EO","Heterosexual / straight","70","60","27080","26820"
"In post","2022","Declared disabled","Northern Ireland","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO/HEO","Heterosexual / straight","85","85","35260","33370"
"In post","2022","Declared disabled","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Northern Ireland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6/G7","Heterosexual / straight","70","70","60720","58660"
"In post","2022","Declared disabled","Overseas","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO/HEO","Heterosexual / straight","75","75","36340","34350"
"In post","2022","Declared disabled","Overseas","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Overseas","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","AA/AO","Heterosexual / straight","1120","975","22140","21260"
"In post","2022","Declared disabled","Scotland","AA/AO","LGBO","175","165","22050","21260"
"In post","2022","Declared disabled","Scotland","AA/AO","Undeclared","150","135","21950","21260"
"In post","2022","Declared disabled","Scotland","AA/AO","Unknown","210","185","23450","22080"
"In post","2022","Declared disabled","Scotland","EO","Heterosexual / straight","1130","1025","28110","27570"
"In post","2022","Declared disabled","Scotland","EO","LGBO","140","135","27590","27570"
"In post","2022","Declared disabled","Scotland","EO","Undeclared","125","110","28020","27570"
"In post","2022","Declared disabled","Scotland","EO","Unknown","200","180","31290","31060"
"In post","2022","Declared disabled","Scotland","G6/G7","Heterosexual / straight","270","260","60180","57670"
"In post","2022","Declared disabled","Scotland","G6/G7","LGBO","50","50","60120","57190"
"In post","2022","Declared disabled","Scotland","G6/G7","Undeclared","35","30","60070","56500"
"In post","2022","Declared disabled","Scotland","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","SEO/HEO","Heterosexual / straight","850","815","38290","36130"
"In post","2022","Declared disabled","Scotland","SEO/HEO","LGBO","150","145","36230","34600"
"In post","2022","Declared disabled","Scotland","SEO/HEO","Undeclared","80","75","38060","35980"
"In post","2022","Declared disabled","Scotland","SEO/HEO","Unknown","95","90","39930","39660"
"In post","2022","Declared disabled","Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Scotland","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","AA/AO","Heterosexual / straight","1105","985","23500","21680"
"In post","2022","Declared disabled","South East (England)","AA/AO","LGBO","135","130","24840","23320"
"In post","2022","Declared disabled","South East (England)","AA/AO","Undeclared","160","135","23110","21380"
"In post","2022","Declared disabled","South East (England)","AA/AO","Unknown","110","90","23100","21930"
"In post","2022","Declared disabled","South East (England)","EO","Heterosexual / straight","1135","1045","28240","27570"
"In post","2022","Declared disabled","South East (England)","EO","LGBO","115","110","28600","27570"
"In post","2022","Declared disabled","South East (England)","EO","Undeclared","170","155","28440","27570"
"In post","2022","Declared disabled","South East (England)","EO","Unknown","80","70","28970","27570"
"In post","2022","Declared disabled","South East (England)","G6/G7","Heterosexual / straight","200","190","56990","54540"
"In post","2022","Declared disabled","South East (England)","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G6/G7","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","G6/G7","Unknown","30","30","55300","52930"
"In post","2022","Declared disabled","South East (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","SEO/HEO","Heterosexual / straight","785","740","37160","35980"
"In post","2022","Declared disabled","South East (England)","SEO/HEO","LGBO","95","95","35590","34290"
"In post","2022","Declared disabled","South East (England)","SEO/HEO","Undeclared","115","110","37130","34800"
"In post","2022","Declared disabled","South East (England)","SEO/HEO","Unknown","55","50","36440","36460"
"In post","2022","Declared disabled","South East (England)","Unknown","Heterosexual / straight","305","280","30380","28200"
"In post","2022","Declared disabled","South East (England)","Unknown","LGBO","40","40","29500","25190"
"In post","2022","Declared disabled","South East (England)","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2022","Declared disabled","South East (England)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","AA/AO","Heterosexual / straight","800","710","21940","21260"
"In post","2022","Declared disabled","South West (England)","AA/AO","LGBO","90","85","22760","21260"
"In post","2022","Declared disabled","South West (England)","AA/AO","Undeclared","145","125","22600","21260"
"In post","2022","Declared disabled","South West (England)","AA/AO","Unknown","85","70","22080","21260"
"In post","2022","Declared disabled","South West (England)","EO","Heterosexual / straight","960","870","26910","27570"
"In post","2022","Declared disabled","South West (England)","EO","LGBO","110","105","26760","27570"
"In post","2022","Declared disabled","South West (England)","EO","Undeclared","145","130","26810","27550"
"In post","2022","Declared disabled","South West (England)","EO","Unknown","75","65","27100","27570"
"In post","2022","Declared disabled","South West (England)","G6/G7","Heterosexual / straight","340","330","55980","54540"
"In post","2022","Declared disabled","South West (England)","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","G6/G7","Undeclared","60","60","55690","54540"
"In post","2022","Declared disabled","South West (England)","G6/G7","Unknown","40","35","54580","51990"
"In post","2022","Declared disabled","South West (England)","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","South West (England)","SEO/HEO","Heterosexual / straight","1220","1155","36450","35780"
"In post","2022","Declared disabled","South West (England)","SEO/HEO","LGBO","125","125","34790","34810"
"In post","2022","Declared disabled","South West (England)","SEO/HEO","Undeclared","195","185","37210","37450"
"In post","2022","Declared disabled","South West (England)","SEO/HEO","Unknown","85","85","36410","38070"
"In post","2022","Declared disabled","South West (England)","Unknown","Heterosexual / straight","360","340","33610","31420"
"In post","2022","Declared disabled","South West (England)","Unknown","LGBO","35","35","27650","24090"
"In post","2022","Declared disabled","South West (England)","Unknown","Undeclared","50","45","33960","32690"
"In post","2022","Declared disabled","South West (England)","Unknown","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Heterosexual / straight","45","40","28410","27570"
"In post","2022","Declared disabled","Unknown","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","AA/AO","Heterosexual / straight","980","845","21470","21260"
"In post","2022","Declared disabled","Wales","AA/AO","LGBO","100","95","21470","21260"
"In post","2022","Declared disabled","Wales","AA/AO","Undeclared","280","225","20930","21260"
"In post","2022","Declared disabled","Wales","AA/AO","Unknown","80","65","21690","21260"
"In post","2022","Declared disabled","Wales","EO","Heterosexual / straight","815","740","27260","27570"
"In post","2022","Declared disabled","Wales","EO","LGBO","90","85","26890","27570"
"In post","2022","Declared disabled","Wales","EO","Undeclared","130","115","27400","27570"
"In post","2022","Declared disabled","Wales","EO","Unknown","65","55","27060","27570"
"In post","2022","Declared disabled","Wales","G6/G7","Heterosexual / straight","180","170","58330","56750"
"In post","2022","Declared disabled","Wales","G6/G7","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Wales","G6/G7","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","Wales","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","Wales","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Wales","SEO/HEO","Heterosexual / straight","605","570","36710","36020"
"In post","2022","Declared disabled","Wales","SEO/HEO","LGBO","80","80","35840","35310"
"In post","2022","Declared disabled","Wales","SEO/HEO","Undeclared","80","75","36590","35100"
"In post","2022","Declared disabled","Wales","SEO/HEO","Unknown","30","30","34910","34240"
"In post","2022","Declared disabled","Wales","Unknown","Heterosexual / straight","190","175","29340","28200"
"In post","2022","Declared disabled","Wales","Unknown","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Wales","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","AA/AO","Heterosexual / straight","910","805","22130","21260"
"In post","2022","Declared disabled","West Midlands (England)","AA/AO","LGBO","100","95","22480","21260"
"In post","2022","Declared disabled","West Midlands (England)","AA/AO","Undeclared","130","115","22130","21260"
"In post","2022","Declared disabled","West Midlands (England)","AA/AO","Unknown","95","80","21560","21260"
"In post","2022","Declared disabled","West Midlands (England)","EO","Heterosexual / straight","995","895","27290","27570"
"In post","2022","Declared disabled","West Midlands (England)","EO","LGBO","95","90","26940","27570"
"In post","2022","Declared disabled","West Midlands (England)","EO","Undeclared","140","125","27360","27570"
"In post","2022","Declared disabled","West Midlands (England)","EO","Unknown","100","90","27680","27570"
"In post","2022","Declared disabled","West Midlands (England)","G6/G7","Heterosexual / straight","200","195","56420","55210"
"In post","2022","Declared disabled","West Midlands (England)","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","West Midlands (England)","SEO/HEO","Heterosexual / straight","630","595","35950","34290"
"In post","2022","Declared disabled","West Midlands (England)","SEO/HEO","LGBO","75","75","35160","33510"
"In post","2022","Declared disabled","West Midlands (England)","SEO/HEO","Undeclared","75","75","35730","33840"
"In post","2022","Declared disabled","West Midlands (England)","SEO/HEO","Unknown","40","35","36200","35070"
"In post","2022","Declared disabled","West Midlands (England)","Unknown","Heterosexual / straight","320","295","30440","28240"
