"Status","Year","Age","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","40-49","AA/AO","AA","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","AA/AO","AA","Unknown","95","[c]","20920","19850"
"Leaver CS","2022","40-49","AA/AO","AO","Heterosexual / straight","870","[c]","22060","21260"
"Leaver CS","2022","40-49","AA/AO","AO","LGBO","60","[c]","22530","21260"
"Leaver CS","2022","40-49","AA/AO","AO","Undeclared","70","[c]","22750","21480"
"Leaver CS","2022","40-49","AA/AO","AO","Unknown","645","[c]","22280","21260"
"Leaver CS","2022","40-49","EO","EO","Heterosexual / straight","840","[c]","27960","27570"
"Leaver CS","2022","40-49","EO","EO","LGBO","65","[c]","28210","27570"
"Leaver CS","2022","40-49","EO","EO","Undeclared","95","[c]","27720","27570"
"Leaver CS","2022","40-49","EO","EO","Unknown","345","[c]","28050","27570"
"Leaver CS","2022","40-49","G6/G7","G6","Heterosexual / straight","165","[c]","68360","66780"
"Leaver CS","2022","40-49","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","G6","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","G6","Unknown","95","[c]","69760","66270"
"Leaver CS","2022","40-49","G6/G7","G7","Heterosexual / straight","360","[c]","55280","54700"
"Leaver CS","2022","40-49","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","G6/G7","G7","Undeclared","65","[c]","54990","54140"
"Leaver CS","2022","40-49","G6/G7","G7","Unknown","175","[c]","57010","55000"
"Leaver CS","2022","40-49","SCS level","SCS level","Heterosexual / straight","115","[c]","94240","92370"
"Leaver CS","2022","40-49","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SCS level","SCS level","Unknown","50","[c]","95980","87730"
"Leaver CS","2022","40-49","SEO/HEO","HEO","Heterosexual / straight","310","[c]","33480","33090"
"Leaver CS","2022","40-49","SEO/HEO","HEO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","HEO","Undeclared","45","[c]","33600","32930"
"Leaver CS","2022","40-49","SEO/HEO","HEO","Unknown","165","[c]","34130","33090"
"Leaver CS","2022","40-49","SEO/HEO","SEO","Heterosexual / straight","435","[c]","41860","40450"
"Leaver CS","2022","40-49","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","SEO/HEO","SEO","Undeclared","75","[c]","41600","40580"
"Leaver CS","2022","40-49","SEO/HEO","SEO","Unknown","155","[c]","41510","40650"
"Leaver CS","2022","40-49","Unknown","Unknown","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","Unknown","125","[c]","39020","34210"
"Leaver CS","2022","50-59","AA/AO","AA","Heterosexual / straight","280","[c]","19560","19550"
"Leaver CS","2022","50-59","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","AA","Undeclared","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","AA","Unknown","155","[c]","20780","20830"
"Leaver CS","2022","50-59","AA/AO","AO","Heterosexual / straight","1150","[c]","22600","21260"
"Leaver CS","2022","50-59","AA/AO","AO","LGBO","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","AA/AO","AO","Undeclared","150","[c]","23140","21260"
"Leaver CS","2022","50-59","AA/AO","AO","Unknown","935","[c]","22310","21260"
"Leaver CS","2022","50-59","EO","EO","Heterosexual / straight","1265","[c]","28130","27570"
"Leaver CS","2022","50-59","EO","EO","LGBO","70","[c]","27950","27570"
"Leaver CS","2022","50-59","EO","EO","Undeclared","195","[c]","28000","27570"
"Leaver CS","2022","50-59","EO","EO","Unknown","585","[c]","28320","27570"
"Leaver CS","2022","50-59","G6/G7","G6","Heterosexual / straight","195","[c]","71060","68720"
"Leaver CS","2022","50-59","G6/G7","G6","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","G6","Undeclared","45","[c]","70410","68000"
"Leaver CS","2022","50-59","G6/G7","G6","Unknown","100","[c]","72710","70890"
"Leaver CS","2022","50-59","G6/G7","G7","Heterosexual / straight","425","[c]","56380","54540"
"Leaver CS","2022","50-59","G6/G7","G7","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","G6/G7","G7","Undeclared","65","[c]","56330","54760"
"Leaver CS","2022","50-59","G6/G7","G7","Unknown","210","[c]","56190","54710"
"Leaver CS","2022","50-59","SCS level","SCS level","Heterosexual / straight","140","[c]","94820","94220"
"Leaver CS","2022","50-59","SCS level","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SCS level","SCS level","Unknown","85","[c]","111120","100100"
"Leaver CS","2022","50-59","SEO/HEO","HEO","Heterosexual / straight","505","[c]","34330","33310"
"Leaver CS","2022","50-59","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","HEO","Undeclared","95","[c]","34710","33840"
"Leaver CS","2022","50-59","SEO/HEO","HEO","Unknown","230","[c]","35040","33840"
"Leaver CS","2022","50-59","SEO/HEO","SEO","Heterosexual / straight","485","[c]","42340","40760"
"Leaver CS","2022","50-59","SEO/HEO","SEO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","SEO/HEO","SEO","Undeclared","95","[c]","44710","44430"
"Leaver CS","2022","50-59","SEO/HEO","SEO","Unknown","195","[c]","41820","41010"
"Leaver CS","2022","50-59","Unknown","Unknown","Heterosexual / straight","210","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","Unknown","120","[c]","39240","34310"
"Leaver CS","2022","60-64","AA/AO","AA","Heterosexual / straight","205","[c]","19620","19200"
"Leaver CS","2022","60-64","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","AA/AO","AA","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","AA/AO","AA","Unknown","120","[c]","20400","20430"
"Leaver CS","2022","60-64","AA/AO","AO","Heterosexual / straight","795","[c]","22590","21260"
"Leaver CS","2022","60-64","AA/AO","AO","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","AA/AO","AO","Undeclared","175","[c]","23270","21590"
"Leaver CS","2022","60-64","AA/AO","AO","Unknown","625","[c]","22280","21260"
"Leaver CS","2022","60-64","EO","EO","Heterosexual / straight","890","[c]","28310","27570"
"Leaver CS","2022","60-64","EO","EO","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","EO","EO","Undeclared","200","[c]","28380","27570"
"Leaver CS","2022","60-64","EO","EO","Unknown","455","[c]","28820","27570"
"Leaver CS","2022","60-64","G6/G7","G6","Heterosexual / straight","150","[c]","72740","71530"
"Leaver CS","2022","60-64","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","G6/G7","G6","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","G6/G7","G6","Unknown","85","[c]","71130","68720"
"Leaver CS","2022","60-64","G6/G7","G7","Heterosexual / straight","265","[c]","57610","56370"
"Leaver CS","2022","60-64","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","G6/G7","G7","Undeclared","45","[c]","58560","58280"
"Leaver CS","2022","60-64","G6/G7","G7","Unknown","165","[c]","55890","55610"
"Leaver CS","2022","60-64","SCS level","SCS level","Heterosexual / straight","100","[c]","103240","100850"
"Leaver CS","2022","60-64","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SCS level","SCS level","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SEO/HEO","HEO","Heterosexual / straight","470","[c]","34960","34290"
"Leaver CS","2022","60-64","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SEO/HEO","HEO","Undeclared","85","[c]","35910","35050"
"Leaver CS","2022","60-64","SEO/HEO","HEO","Unknown","280","[c]","35350","34460"
"Leaver CS","2022","60-64","SEO/HEO","SEO","Heterosexual / straight","400","[c]","44200","43020"
"Leaver CS","2022","60-64","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","SEO/HEO","SEO","Undeclared","80","[c]","42570","42500"
"Leaver CS","2022","60-64","SEO/HEO","SEO","Unknown","170","[c]","44010","44080"
"Leaver CS","2022","60-64","Unknown","Unknown","Heterosexual / straight","165","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","Unknown","100","[c]","44250","38310"
"Leaver CS","2022","65+","AA/AO","AA","Heterosexual / straight","295","[c]","19470","19200"
"Leaver CS","2022","65+","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","AA/AO","AA","Undeclared","60","[c]","19360","19200"
"Leaver CS","2022","65+","AA/AO","AA","Unknown","165","[c]","20420","20860"
"Leaver CS","2022","65+","AA/AO","AO","Heterosexual / straight","905","[c]","22030","21260"
"Leaver CS","2022","65+","AA/AO","AO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","AA/AO","AO","Undeclared","175","[c]","22030","21260"
"Leaver CS","2022","65+","AA/AO","AO","Unknown","550","[c]","21940","21260"
"Leaver CS","2022","65+","EO","EO","Heterosexual / straight","705","[c]","28000","27570"
"Leaver CS","2022","65+","EO","EO","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","EO","EO","Undeclared","150","[c]","27930","27570"
"Leaver CS","2022","65+","EO","EO","Unknown","390","[c]","28220","27570"
"Leaver CS","2022","65+","G6/G7","G6","Heterosexual / straight","60","[c]","72570","72200"
"Leaver CS","2022","65+","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","G6","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","G7","Heterosexual / straight","120","[c]","59550","58850"
"Leaver CS","2022","65+","G6/G7","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","G7","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","G6/G7","G7","Unknown","55","[c]","57630","58540"
"Leaver CS","2022","65+","SCS level","SCS level","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","SCS level","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","SEO/HEO","HEO","Heterosexual / straight","280","[c]","34400","34290"
"Leaver CS","2022","65+","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","SEO/HEO","HEO","Undeclared","60","[c]","35630","34610"
"Leaver CS","2022","65+","SEO/HEO","HEO","Unknown","140","[c]","35320","35620"
"Leaver CS","2022","65+","SEO/HEO","SEO","Heterosexual / straight","200","[c]","43740","42370"
"Leaver CS","2022","65+","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","SEO/HEO","SEO","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","SEO/HEO","SEO","Unknown","100","[c]","45180","45390"
"Leaver CS","2022","65+","Unknown","Unknown","Heterosexual / straight","135","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","EO","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","AA","Heterosexual / straight","85","[c]","20210","19200"
"Leaver Dept.","2022","20-29","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","AA","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","AO","Heterosexual / straight","685","[c]","21690","21260"
"Leaver Dept.","2022","20-29","AA/AO","AO","LGBO","85","[c]","21330","21260"
"Leaver Dept.","2022","20-29","AA/AO","AO","Undeclared","85","[c]","21460","21260"
"Leaver Dept.","2022","20-29","AA/AO","AO","Unknown","420","[c]","21520","21260"
"Leaver Dept.","2022","20-29","EO","EO","Heterosexual / straight","1355","[c]","26920","27500"
"Leaver Dept.","2022","20-29","EO","EO","LGBO","170","[c]","27270","27570"
"Leaver Dept.","2022","20-29","EO","EO","Undeclared","205","[c]","26440","27150"
"Leaver Dept.","2022","20-29","EO","EO","Unknown","340","[c]","27390","27570"
"Leaver Dept.","2022","20-29","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","G6","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","G6","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","G7","Heterosexual / straight","220","[c]","53620","53420"
"Leaver Dept.","2022","20-29","G6/G7","G7","LGBO","45","[c]","53730","53380"
"Leaver Dept.","2022","20-29","G6/G7","G7","Undeclared","55","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","G7","Unknown","105","[c]","54220","54700"
"Leaver Dept.","2022","20-29","SCS level","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","HEO","Heterosexual / straight","1125","[c]","32460","32390"
"Leaver Dept.","2022","20-29","SEO/HEO","HEO","LGBO","180","[c]","32610","32790"
"Leaver Dept.","2022","20-29","SEO/HEO","HEO","Undeclared","255","[c]","32410","32330"
"Leaver Dept.","2022","20-29","SEO/HEO","HEO","Unknown","800","[c]","31990","32000"
"Leaver Dept.","2022","20-29","SEO/HEO","SEO","Heterosexual / straight","435","[c]","40000","40070"
"Leaver Dept.","2022","20-29","SEO/HEO","SEO","LGBO","75","[c]","39540","40070"
"Leaver Dept.","2022","20-29","SEO/HEO","SEO","Undeclared","105","[c]","39740","40070"
"Leaver Dept.","2022","20-29","SEO/HEO","SEO","Unknown","115","[c]","40040","40290"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Heterosexual / straight","50","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","AA","Heterosexual / straight","40","[c]","20360","19520"
"Leaver Dept.","2022","30-39","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","AA","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","AO","Heterosexual / straight","440","[c]","21600","21260"
"Leaver Dept.","2022","30-39","AA/AO","AO","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","AA/AO","AO","Undeclared","40","[c]","21760","21260"
"Leaver Dept.","2022","30-39","AA/AO","AO","Unknown","250","[c]","21710","21260"
"Leaver Dept.","2022","30-39","EO","EO","Heterosexual / straight","940","[c]","26910","27570"
"Leaver Dept.","2022","30-39","EO","EO","LGBO","85","[c]","27230","27570"
"Leaver Dept.","2022","30-39","EO","EO","Undeclared","105","[c]","26830","27570"
"Leaver Dept.","2022","30-39","EO","EO","Unknown","290","[c]","27370","27570"
"Leaver Dept.","2022","30-39","G6/G7","G6","Heterosexual / straight","225","[c]","67840","65790"
"Leaver Dept.","2022","30-39","G6/G7","G6","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","G6","Undeclared","50","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","G6/G7","G6","Unknown","75","[c]","65940","64500"
"Leaver Dept.","2022","30-39","G6/G7","G7","Heterosexual / straight","675","[c]","53570","53600"
"Leaver Dept.","2022","30-39","G6/G7","G7","LGBO","80","[c]","53680","53600"
"Leaver Dept.","2022","30-39","G6/G7","G7","Undeclared","160","[c]","53490","53380"
"Leaver Dept.","2022","30-39","G6/G7","G7","Unknown","275","[c]","54420","54400"
"Leaver Dept.","2022","30-39","SCS level","SCS level","Heterosexual / straight","85","[c]","82630","77440"
"Leaver Dept.","2022","30-39","SCS level","SCS level","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS level","SCS level","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SCS level","SCS level","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","SEO/HEO","HEO","Heterosexual / straight","845","[c]","32490","32330"
"Leaver Dept.","2022","30-39","SEO/HEO","HEO","LGBO","95","[c]","32510","32600"
"Leaver Dept.","2022","30-39","SEO/HEO","HEO","Undeclared","160","[c]","32800","32330"
"Leaver Dept.","2022","30-39","SEO/HEO","HEO","Unknown","395","[c]","32710","32000"
"Leaver Dept.","2022","30-39","SEO/HEO","SEO","Heterosexual / straight","825","[c]","39990","40070"
"Leaver Dept.","2022","30-39","SEO/HEO","SEO","LGBO","80","[c]","40240","40060"
"Leaver Dept.","2022","30-39","SEO/HEO","SEO","Undeclared","150","[c]","40270","40220"
"Leaver Dept.","2022","30-39","SEO/HEO","SEO","Unknown","220","[c]","40510","40350"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","AA","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","AA","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","AO","Heterosexual / straight","305","[c]","21630","21260"
"Leaver Dept.","2022","40-49","AA/AO","AO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","AA/AO","AO","Undeclared","40","[c]","22350","21360"
"Leaver Dept.","2022","40-49","AA/AO","AO","Unknown","175","[c]","21940","21260"
"Leaver Dept.","2022","40-49","EO","EO","Heterosexual / straight","630","[c]","27140","27570"
"Leaver Dept.","2022","40-49","EO","EO","LGBO","40","[c]","27480","27570"
"Leaver Dept.","2022","40-49","EO","EO","Undeclared","90","[c]","26910","27570"
"Leaver Dept.","2022","40-49","EO","EO","Unknown","185","[c]","27440","27570"
"Leaver Dept.","2022","40-49","G6/G7","G6","Heterosexual / straight","265","[c]","68880","66330"
"Leaver Dept.","2022","40-49","G6/G7","G6","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","G6/G7","G6","Undeclared","75","[c]","68250","66230"
"Leaver Dept.","2022","40-49","G6/G7","G6","Unknown","125","[c]","67940","67030"
"Leaver Dept.","2022","40-49","G6/G7","G7","Heterosexual / straight","605","[c]","53970","53380"
"Leaver Dept.","2022","40-49","G6/G7","G7","LGBO","40","[c]","54600","53130"
"Leaver Dept.","2022","40-49","G6/G7","G7","Undeclared","135","[c]","53190","52610"
"Leaver Dept.","2022","40-49","G6/G7","G7","Unknown","240","[c]","54210","53140"
"Leaver Dept.","2022","40-49","SCS level","SCS level","Heterosexual / straight","205","[c]","91540","92500"
"Leaver Dept.","2022","40-49","SCS level","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS level","SCS level","Undeclared","45","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SCS level","SCS level","Unknown","70","[c]","93930","91420"
"Leaver Dept.","2022","40-49","SEO/HEO","HEO","Heterosexual / straight","540","[c]","32510","32170"
"Leaver Dept.","2022","40-49","SEO/HEO","HEO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","SEO/HEO","HEO","Undeclared","105","[c]","32440","32180"
"Leaver Dept.","2022","40-49","SEO/HEO","HEO","Unknown","175","[c]","33400","33030"
"Leaver Dept.","2022","40-49","SEO/HEO","SEO","Heterosexual / straight","570","[c]","40280","40070"
"Leaver Dept.","2022","40-49","SEO/HEO","SEO","LGBO","40","[c]","40260","40070"
"Leaver Dept.","2022","40-49","SEO/HEO","SEO","Undeclared","115","[c]","40250","40070"
"Leaver Dept.","2022","40-49","SEO/HEO","SEO","Unknown","205","[c]","41170","40570"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AA","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AA","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AO","Heterosexual / straight","235","[c]","21560","21260"
"Leaver Dept.","2022","50-59","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","AA/AO","AO","Unknown","115","[c]","22140","22020"
"Leaver Dept.","2022","50-59","EO","EO","Heterosexual / straight","455","[c]","27170","27570"
"Leaver Dept.","2022","50-59","EO","EO","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","EO","EO","Undeclared","65","[c]","26810","27570"
"Leaver Dept.","2022","50-59","EO","EO","Unknown","130","[c]","28020","27570"
"Leaver Dept.","2022","50-59","G6/G7","G6","Heterosexual / straight","190","[c]","69150","67110"
"Leaver Dept.","2022","50-59","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","G6","Undeclared","75","[c]","72800","68620"
"Leaver Dept.","2022","50-59","G6/G7","G6","Unknown","85","[c]","72490","69620"
"Leaver Dept.","2022","50-59","G6/G7","G7","Heterosexual / straight","390","[c]","53980","53700"
"Leaver Dept.","2022","50-59","G6/G7","G7","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","G6/G7","G7","Undeclared","100","[c]","54360","54280"
"Leaver Dept.","2022","50-59","G6/G7","G7","Unknown","155","[c]","53530","52610"
"Leaver Dept.","2022","50-59","SCS level","SCS level","Heterosexual / straight","165","[c]","102650","104450"
"Leaver Dept.","2022","50-59","SCS level","SCS level","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","SCS level","SCS level","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","SCS level","SCS level","Unknown","70","[c]","113520","114000"
