"Status","Year","Age","Region_ITL1","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Scotland","West Central Scotland","North Lanarkshire","25","[c]","24340","24040"
"Leaver Dept.","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","35","[c]","29350","29010"
"Leaver Dept.","2022","20-29","South East (England)","Hampshire and Isle of Wight","Central Hampshire","15","[c]","29100","29230"
"Leaver Dept.","2022","20-29","South East (England)","Hampshire and Isle of Wight","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Hampshire and Isle of Wight","Portsmouth","15","[c]","27840","28170"
"Leaver Dept.","2022","20-29","South East (England)","Hampshire and Isle of Wight","South Hampshire","40","[c]","27920","28590"
"Leaver Dept.","2022","20-29","South East (England)","Hampshire and Isle of Wight","Southampton","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Kent","East Kent","10","[c]","24640","24210"
"Leaver Dept.","2022","20-29","South East (England)","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Kent","Medway","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Kent","Mid Kent","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Surrey, East and West Sussex","East Sussex CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South East (England)","Surrey, East and West Sussex","West Surrey","15","[c]","27770","28630"
"Leaver Dept.","2022","20-29","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","10","[c]","27920","25490"
"Leaver Dept.","2022","20-29","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Devon","Devon CC","15","[c]","24150","21300"
"Leaver Dept.","2022","20-29","South West (England)","Devon","Plymouth","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Dorset and Somerset","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","160","[c]","27740","27540"
"Leaver Dept.","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","125","[c]","25270","23620"
"Leaver Dept.","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","10","[c]","26570","27570"
"Leaver Dept.","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","210","[c]","26010","23780"
"Leaver Dept.","2022","20-29","Unknown","Unknown","Unknown","300","[c]","32290","32000"
"Leaver Dept.","2022","20-29","Wales","East Wales","Cardiff and Vale of Glamorgan","110","[c]","28390","27570"
"Leaver Dept.","2022","20-29","Wales","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","East Wales","Monmouthshire and Newport","65","[c]","29900","29540"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","Central Valleys","15","[c]","27620","27570"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","Gwent Valleys","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Wales","West Wales and The Valleys","Swansea","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","20","[c]","27400","27570"
"Leaver Dept.","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","10","[c]","22440","20970"
"Leaver Dept.","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Birmingham","220","[c]","24340","23390"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Coventry","30","[c]","28210","27570"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Dudley","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Sandwell","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Solihull","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","West Midlands (England)","West Midlands","Wolverhampton","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","North Yorkshire","York","45","[c]","28400","26670"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","South Yorkshire","Sheffield","75","[c]","29810","27570"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","West Yorkshire","Bradford","25","[c]","25060","27570"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","West Yorkshire","Leeds","270","[c]","29450","27570"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","110","[c]","30190","27570"
"Leaver Dept.","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","10","[c]","24180","21260"
"Leaver Dept.","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East Midlands (England)","Lincolnshire","Lincolnshire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Bedfordshire and Hertfordshire","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Bedfordshire and Hertfordshire","Hertfordshire CC","20","[c]","34730","31240"
"Leaver Dept.","2022","30-39","East of England","Bedfordshire and Hertfordshire","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","East Anglia","Cambridgeshire CC","65","[c]","32830","30760"
"Leaver Dept.","2022","30-39","East of England","East Anglia","Norwich and East Norfolk","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","East Anglia","Peterborough","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","East Anglia","Suffolk CC","15","[c]","36900","35310"
"Leaver Dept.","2022","30-39","East of England","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Essex","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Essex","Heart of Essex","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Essex","Southend-on-Sea","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Essex","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","East of England","Essex","West Essex","20","[c]","33450","32310"
"Leaver Dept.","2022","30-39","London","Inner London - East","Hackney and Newham","50","[c]","33910","31060"
"Leaver Dept.","2022","30-39","London","Inner London - East","Haringey and Islington","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Inner London - East","Lambeth","445","[c]","44100","40170"
"Leaver Dept.","2022","30-39","London","Inner London - East","Lewisham and Southwark","65","[c]","41110","38780"
"Leaver Dept.","2022","30-39","London","Inner London - East","Tower Hamlets","110","[c]","43240","40480"
"Leaver Dept.","2022","30-39","London","Inner London - West","Camden and City of London","25","[c]","33810","28490"
"Leaver Dept.","2022","30-39","London","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Inner London - West","Wandsworth","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Inner London - West","Westminster","1895","[c]","47700","45390"
"Leaver Dept.","2022","30-39","London","Outer London - East and North East","Barking & Dagenham and Havering","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - East and North East","Bexley and Greenwich","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - East and North East","Redbridge and Waltham Forest","10","[c]","30330","30880"
"Leaver Dept.","2022","30-39","London","Outer London - South","Bromley","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - South","Croydon","90","[c]","38080","35050"
"Leaver Dept.","2022","30-39","London","Outer London - South","Merton, Kingston upon Thames and Sutton","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - West and North West","Barnet","265","[c]","38850","36330"
"Leaver Dept.","2022","30-39","London","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - West and North West","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","London","Outer London - West and North West","Harrow and Hillingdon","25","[c]","37040","31030"
"Leaver Dept.","2022","30-39","London","Outer London - West and North West","Hounslow and Richmond upon Thames","10","[c]","32250","31060"
"Leaver Dept.","2022","30-39","North East (England)","Northumberland, and Tyne and Wear","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North East (England)","Northumberland, and Tyne and Wear","Sunderland","30","[c]","26560","27570"
"Leaver Dept.","2022","30-39","North East (England)","Northumberland, and Tyne and Wear","Tyneside","195","[c]","31380","27570"
"Leaver Dept.","2022","30-39","North East (England)","Tees Valley and Durham","Darlington","15","[c]","35380","36500"
"Leaver Dept.","2022","30-39","North East (England)","Tees Valley and Durham","Durham","40","[c]","26890","21680"
"Leaver Dept.","2022","30-39","North East (England)","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North East (England)","Tees Valley and Durham","South Teesside","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Cheshire","Cheshire East","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Cheshire","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Cheshire","Warrington","15","[c]","31150","28200"
"Leaver Dept.","2022","30-39","North West (England)","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Greater Manchester","Greater Manchester North East","10","[c]","27570","27570"
"Leaver Dept.","2022","30-39","North West (England)","Greater Manchester","Greater Manchester North West","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Greater Manchester","Greater Manchester South East","10","[c]","26020","24410"
"Leaver Dept.","2022","30-39","North West (England)","Greater Manchester","Greater Manchester South West","65","[c]","29590","27570"
"Leaver Dept.","2022","30-39","North West (England)","Greater Manchester","Manchester","185","[c]","33120","28590"
"Leaver Dept.","2022","30-39","North West (England)","Lancashire","Blackpool","20","[c]","30790","27570"
"Leaver Dept.","2022","30-39","North West (England)","Lancashire","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Lancashire","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Lancashire","Lancaster and Wyre","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Lancashire","Mid Lancashire","30","[c]","31200","27160"
"Leaver Dept.","2022","30-39","North West (England)","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","North West (England)","Merseyside","Liverpool","140","[c]","28240","25210"
"Leaver Dept.","2022","30-39","North West (England)","Merseyside","Sefton","55","[c]","29130","27570"
"Leaver Dept.","2022","30-39","North West (England)","Merseyside","Wirral","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Northern Ireland","Northern Ireland","Belfast","15","[c]","31380","25280"
"Leaver Dept.","2022","30-39","Northern Ireland","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Overseas","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","Angus and Dundee City","50","[c]","25240","27570"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","City of Edinburgh","65","[c]","33370","28940"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","Falkirk","15","[c]","23370","21260"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Eastern Scotland","West Lothian","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Highlands and Islands","Caithness and Sutherland, and Ross and Cromarty","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Highlands and Islands","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Highlands and Islands","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","North Eastern Scotland","Aberdeen City and Aberdeenshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Southern Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Southern Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","Southern Scotland","South Lanarkshire","45","[c]","36800","33930"
"Leaver Dept.","2022","30-39","Scotland","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","West Central Scotland","Glasgow City","140","[c]","29440","27570"
"Leaver Dept.","2022","30-39","Scotland","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","West Central Scotland","North Lanarkshire","30","[c]","24790","27570"
"Leaver Dept.","2022","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","70","[c]","41420","38260"
"Leaver Dept.","2022","30-39","South East (England)","Hampshire and Isle of Wight","Central Hampshire","20","[c]","39000","39320"
"Leaver Dept.","2022","30-39","South East (England)","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Hampshire and Isle of Wight","Portsmouth","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Hampshire and Isle of Wight","South Hampshire","30","[c]","31980","30210"
"Leaver Dept.","2022","30-39","South East (England)","Hampshire and Isle of Wight","Southampton","15","[c]","33630","31040"
"Leaver Dept.","2022","30-39","South East (England)","Kent","East Kent","20","[c]","29110","25360"
"Leaver Dept.","2022","30-39","South East (England)","Kent","Kent Thames Gateway","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Kent","Medway","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Kent","Mid Kent","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Kent","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Surrey, East and West Sussex","East Surrey","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Surrey, East and West Sussex","East Sussex CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Surrey, East and West Sussex","West Surrey","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Surrey, East and West Sussex","West Sussex (North East)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South East (England)","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Devon","Devon CC","20","[c]","37910","33690"
"Leaver Dept.","2022","30-39","South West (England)","Devon","Plymouth","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Devon","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Dorset and Somerset","Dorset","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Dorset and Somerset","Somerset CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","135","[c]","34240","34040"
"Leaver Dept.","2022","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","150","[c]","33780","30300"
"Leaver Dept.","2022","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","220","[c]","35540","36330"
"Leaver Dept.","2022","30-39","Unknown","Unknown","Unknown","215","[c]","39790","33250"
"Leaver Dept.","2022","30-39","Wales","East Wales","Cardiff and Vale of Glamorgan","120","[c]","34100","30830"
"Leaver Dept.","2022","30-39","Wales","East Wales","Flintshire and Wrexham","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","East Wales","Monmouthshire and Newport","75","[c]","35110","31740"
"Leaver Dept.","2022","30-39","Wales","East Wales","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","Bridgend and Neath Port Talbot","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","Central Valleys","15","[c]","33320","28500"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","Gwent Valleys","10","[c]","26300","27570"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","Gwynedd","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Wales","West Wales and The Valleys","Swansea","15","[c]","30140","29770"
"Leaver Dept.","2022","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Shropshire and Staffordshire","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Shropshire and Staffordshire","Staffordshire CC","25","[c]","31150","30280"
"Leaver Dept.","2022","30-39","West Midlands (England)","Shropshire and Staffordshire","Stoke-on-Trent","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","Shropshire and Staffordshire","Telford and Wrekin","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Birmingham","220","[c]","30160","27570"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Coventry","30","[c]","31880","29720"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Dudley","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Sandwell","10","[c]","26720","27570"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Solihull","25","[c]","27330","25260"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","West Midlands (England)","West Midlands","Wolverhampton","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","North Yorkshire","North Yorkshire CC","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","North Yorkshire","York","55","[c]","40360","37450"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","South Yorkshire","Barnsley, Doncaster and Rotherham","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","South Yorkshire","Sheffield","80","[c]","38500","36010"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","West Yorkshire","Bradford","30","[c]","25820","27570"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","West Yorkshire","Calderdale and Kirklees","10","[c]","30540","27570"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","West Yorkshire","Leeds","250","[c]","35210","31190"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","Derby","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","East Derbyshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","North Nottinghamshire","5","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","Nottingham","90","[c]","38820","32310"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Derbyshire and Nottinghamshire","South Nottinghamshire","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Leicester","15","[c]","[c]","[c]"
