"Status","Year","Region_ITL2","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","West Wales and The Valleys","Central Valleys","G6/G7","170","165","62900","61440"
"In post","2022","West Wales and The Valleys","Central Valleys","SCS level","25","20","87660","80200"
"In post","2022","West Wales and The Valleys","Central Valleys","SEO/HEO","630","605","39330","38160"
"In post","2022","West Wales and The Valleys","Central Valleys","Unknown","135","130","29630","28200"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","AA/AO","120","105","22720","22960"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","EO","200","185","27820","27570"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","G6/G7","85","80","61500","61440"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","SEO/HEO","245","235","40890","38160"
"In post","2022","West Wales and The Valleys","Conwy and Denbighshire","Unknown","85","85","28970","26310"
"In post","2022","West Wales and The Valleys","Gwent Valleys","AA/AO","260","225","21650","21260"
"In post","2022","West Wales and The Valleys","Gwent Valleys","EO","455","420","27650","27570"
"In post","2022","West Wales and The Valleys","Gwent Valleys","G6/G7","40","40","62760","61440"
"In post","2022","West Wales and The Valleys","Gwent Valleys","SCS level","5","5","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwent Valleys","SEO/HEO","155","150","39070","38160"
"In post","2022","West Wales and The Valleys","Gwent Valleys","Unknown","95","90","29410","28200"
"In post","2022","West Wales and The Valleys","Gwynedd","AA/AO","415","375","21540","21260"
"In post","2022","West Wales and The Valleys","Gwynedd","EO","195","180","27610","27570"
"In post","2022","West Wales and The Valleys","Gwynedd","G6/G7","20","20","61470","61440"
"In post","2022","West Wales and The Valleys","Gwynedd","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","West Wales and The Valleys","Gwynedd","SEO/HEO","85","80","36080","36040"
"In post","2022","West Wales and The Valleys","Gwynedd","Unknown","65","65","28320","24800"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","AA/AO","70","65","22350","21380"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","EO","115","105","26830","27370"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","G6/G7","5","5","[c]","[c]"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","SEO/HEO","60","55","35530","33900"
"In post","2022","West Wales and The Valleys","Isle of Anglesey","Unknown","15","15","31470","28760"
"In post","2022","West Wales and The Valleys","South West Wales","AA/AO","465","425","22130","21260"
"In post","2022","West Wales and The Valleys","South West Wales","EO","480","435","27690","27570"
"In post","2022","West Wales and The Valleys","South West Wales","G6/G7","95","90","61340","61440"
"In post","2022","West Wales and The Valleys","South West Wales","SCS level","5","5","[c]","[c]"
"In post","2022","West Wales and The Valleys","South West Wales","SEO/HEO","435","410","38830","38160"
"In post","2022","West Wales and The Valleys","South West Wales","Unknown","125","120","28640","26820"
"In post","2022","West Wales and The Valleys","Swansea","AA/AO","5060","4355","21260","21840"
"In post","2022","West Wales and The Valleys","Swansea","EO","1715","1585","27000","26780"
"In post","2022","West Wales and The Valleys","Swansea","G6/G7","505","485","60980","57340"
"In post","2022","West Wales and The Valleys","Swansea","SCS level","10","10","93230","84080"
"In post","2022","West Wales and The Valleys","Swansea","SEO/HEO","1705","1620","37620","38000"
"In post","2022","West Wales and The Valleys","Swansea","Unknown","200","190","28970","28200"
"In post","2022","West Yorkshire","Bradford","AA/AO","1370","1170","21290","21250"
"In post","2022","West Yorkshire","Bradford","EO","840","755","27200","27570"
"In post","2022","West Yorkshire","Bradford","G6/G7","65","60","57740","55210"
"In post","2022","West Yorkshire","Bradford","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Bradford","SEO/HEO","290","270","35090","33370"
"In post","2022","West Yorkshire","Bradford","Unknown","200","190","29850","28200"
"In post","2022","West Yorkshire","Calderdale and Kirklees","AA/AO","185","150","20990","21260"
"In post","2022","West Yorkshire","Calderdale and Kirklees","EO","590","535","27380","27570"
"In post","2022","West Yorkshire","Calderdale and Kirklees","G6/G7","35","35","60480","60500"
"In post","2022","West Yorkshire","Calderdale and Kirklees","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Calderdale and Kirklees","SEO/HEO","75","70","35500","32830"
"In post","2022","West Yorkshire","Calderdale and Kirklees","Unknown","180","165","28930","28200"
"In post","2022","West Yorkshire","Leeds","AA/AO","2680","2465","22410","21260"
"In post","2022","West Yorkshire","Leeds","EO","3515","3305","26970","26820"
"In post","2022","West Yorkshire","Leeds","G6/G7","2270","2185","56390","55210"
"In post","2022","West Yorkshire","Leeds","SCS level","160","155","85990","78220"
"In post","2022","West Yorkshire","Leeds","SEO/HEO","4535","4345","35440","33470"
"In post","2022","West Yorkshire","Leeds","Unknown","345","320","30170","28200"
"In post","2022","West Yorkshire","Wakefield","AA/AO","730","670","25570","24730"
"In post","2022","West Yorkshire","Wakefield","EO","510","465","29670","27570"
"In post","2022","West Yorkshire","Wakefield","G6/G7","55","55","65660","64510"
"In post","2022","West Yorkshire","Wakefield","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","West Yorkshire","Wakefield","SEO/HEO","320","305","38600","37890"
"In post","2022","West Yorkshire","Wakefield","Unknown","185","170","30040","28200"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Bedford","AA/AO","75","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Bedford","EO","45","[c]","27700","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Bedford","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Bedford","SEO/HEO","15","[c]","38710","36350"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Bedford","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","AA/AO","20","[c]","20880","21170"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","EO","10","[c]","27230","27250"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Central Bedfordshire","SEO/HEO","10","[c]","37320","35890"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","AA/AO","105","[c]","22770","23770"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","EO","105","[c]","29340","29290"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","G6/G7","25","[c]","62960","60710"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","SEO/HEO","65","[c]","37760","37320"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Hertfordshire CC","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Luton","AA/AO","25","[c]","20510","20440"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Luton","EO","30","[c]","28350","27570"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Luton","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Bedfordshire and Hertfordshire","Luton","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","AA/AO","110","[c]","27360","25540"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","EO","90","[c]","29880","29290"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","G6/G7","20","[c]","60640","60380"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","SEO/HEO","55","[c]","41220","40000"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","AA/AO","100","[c]","21620","21270"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","EO","50","[c]","27680","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","SEO/HEO","40","[c]","37990","35300"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","AA/AO","160","[c]","21190","21230"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","EO","65","[c]","27400","27570"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","G6/G7","15","[c]","59800","57880"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","SEO/HEO","35","[c]","37750","34980"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","AA/AO","300","[c]","20780","20830"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","EO","80","[c]","25630","27210"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","G6/G7","15","[c]","68190","69580"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","SEO/HEO","70","[c]","37520","36460"
"Leaver CS","2022","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Cheshire East","AA/AO","65","[c]","21120","21170"
"Leaver CS","2022","Cheshire","Cheshire East","EO","30","[c]","27030","27570"
"Leaver CS","2022","Cheshire","Cheshire East","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Cheshire East","SEO/HEO","20","[c]","36900","34390"
"Leaver CS","2022","Cheshire","Cheshire East","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Cheshire West and Chester","AA/AO","25","[c]","21050","21260"
"Leaver CS","2022","Cheshire","Cheshire West and Chester","EO","20","[c]","28100","27570"
"Leaver CS","2022","Cheshire","Cheshire West and Chester","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Cheshire West and Chester","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Cheshire West and Chester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Warrington","AA/AO","70","[c]","21500","21030"
"Leaver CS","2022","Cheshire","Warrington","EO","50","[c]","29760","27570"
"Leaver CS","2022","Cheshire","Warrington","G6/G7","15","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Warrington","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cheshire","Warrington","SEO/HEO","35","[c]","40390","40950"
"Leaver CS","2022","Cheshire","Warrington","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","AA/AO","100","[c]","20910","21260"
"Leaver CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","EO","40","[c]","27430","27570"
"Leaver CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","SEO/HEO","15","[c]","38400","36460"
"Leaver CS","2022","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","East Cumbria","AA/AO","35","[c]","22000","21300"
"Leaver CS","2022","Cumbria","East Cumbria","EO","15","[c]","25160","26030"
"Leaver CS","2022","Cumbria","East Cumbria","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","East Cumbria","SEO/HEO","15","[c]","37690","36460"
"Leaver CS","2022","Cumbria","East Cumbria","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","West Cumbria","AA/AO","55","[c]","22310","21300"
"Leaver CS","2022","Cumbria","West Cumbria","EO","25","[c]","28220","27570"
"Leaver CS","2022","Cumbria","West Cumbria","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","West Cumbria","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Cumbria","West Cumbria","Unknown","30","[c]","39470","40430"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Derby","AA/AO","60","[c]","21230","21260"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Derby","EO","35","[c]","27290","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Derby","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Derby","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","AA/AO","15","[c]","20790","21260"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","EO","25","[c]","27200","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","East Derbyshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","AA/AO","50","[c]","21060","20970"
"Leaver CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","EO","35","[c]","27340","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","North Nottinghamshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","AA/AO","225","[c]","20560","20970"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","EO","155","[c]","26550","27130"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","G6/G7","40","[c]","56890","55610"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","SEO/HEO","115","[c]","37190","37260"
"Leaver CS","2022","Derbyshire and Nottinghamshire","Nottingham","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","AA/AO","55","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","EO","35","[c]","27600","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","SEO/HEO","25","[c]","38470","39390"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South and West Derbyshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","AA/AO","60","[c]","21910","21380"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","EO","20","[c]","28320","27570"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","SEO/HEO","20","[c]","38680","36330"
"Leaver CS","2022","Derbyshire and Nottinghamshire","South Nottinghamshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Devon CC","AA/AO","265","[c]","20710","21050"
"Leaver CS","2022","Devon","Devon CC","EO","90","[c]","27290","27570"
"Leaver CS","2022","Devon","Devon CC","G6/G7","35","[c]","53730","50830"
"Leaver CS","2022","Devon","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Devon CC","SEO/HEO","85","[c]","37110","36550"
"Leaver CS","2022","Devon","Devon CC","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Plymouth","AA/AO","95","[c]","23660","22010"
"Leaver CS","2022","Devon","Plymouth","EO","60","[c]","25520","26670"
"Leaver CS","2022","Devon","Plymouth","G6/G7","15","[c]","56390","56750"
"Leaver CS","2022","Devon","Plymouth","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Plymouth","SEO/HEO","65","[c]","39370","38450"
"Leaver CS","2022","Devon","Plymouth","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Torbay","AA/AO","15","[c]","21060","21010"
"Leaver CS","2022","Devon","Torbay","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Torbay","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Devon","Torbay","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","AA/AO","20","[c]","20300","19830"
"Leaver CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","EO","30","[c]","27380","27570"
"Leaver CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Bournemouth, Christchurch and Poole","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Dorset","AA/AO","125","[c]","21410","21170"
"Leaver CS","2022","Dorset and Somerset","Dorset","EO","50","[c]","26590","27130"
"Leaver CS","2022","Dorset and Somerset","Dorset","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Dorset","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Dorset","SEO/HEO","40","[c]","36700","33840"
"Leaver CS","2022","Dorset and Somerset","Dorset","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Dorset and Somerset","Somerset CC","AA/AO","80","[c]","20920","20970"
"Leaver CS","2022","Dorset and Somerset","Somerset CC","EO","40","[c]","27030","27570"
"Leaver CS","2022","Dorset and Somerset","Somerset CC","G6/G7","15","[c]","60270","59200"
"Leaver CS","2022","Dorset and Somerset","Somerset CC","SEO/HEO","75","[c]","36890","35210"
"Leaver CS","2022","Dorset and Somerset","Somerset CC","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Breckland and South Norfolk","AA/AO","80","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Breckland and South Norfolk","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Breckland and South Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Breckland and South Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","AA/AO","150","[c]","22880","21470"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","EO","100","[c]","27030","27570"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","G6/G7","60","[c]","61060","56950"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","SEO/HEO","110","[c]","37460","36340"
"Leaver CS","2022","East Anglia","Cambridgeshire CC","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","North and West Norfolk","AA/AO","55","[c]","22360","20970"
"Leaver CS","2022","East Anglia","North and West Norfolk","EO","15","[c]","28790","27570"
"Leaver CS","2022","East Anglia","North and West Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","North and West Norfolk","SEO/HEO","15","[c]","34170","32860"
"Leaver CS","2022","East Anglia","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","AA/AO","115","[c]","20700","21010"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","EO","35","[c]","27070","27570"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","SEO/HEO","25","[c]","35150","33310"
"Leaver CS","2022","East Anglia","Norwich and East Norfolk","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Peterborough","AA/AO","45","[c]","21010","21260"
"Leaver CS","2022","East Anglia","Peterborough","EO","45","[c]","27310","27570"
"Leaver CS","2022","East Anglia","Peterborough","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Peterborough","SEO/HEO","20","[c]","38590","38070"
"Leaver CS","2022","East Anglia","Peterborough","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Suffolk CC","AA/AO","260","[c]","21100","21260"
"Leaver CS","2022","East Anglia","Suffolk CC","EO","100","[c]","27120","27570"
"Leaver CS","2022","East Anglia","Suffolk CC","G6/G7","15","[c]","62250","57390"
"Leaver CS","2022","East Anglia","Suffolk CC","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Anglia","Suffolk CC","SEO/HEO","60","[c]","34380","33300"
"Leaver CS","2022","East Anglia","Suffolk CC","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","AA/AO","385","[c]","21150","21000"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","EO","185","[c]","27360","27570"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","G6/G7","50","[c]","62430","60830"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","SCS level","15","[c]","104500","101410"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","SEO/HEO","150","[c]","37960","37410"
"Leaver CS","2022","East Wales","Cardiff and Vale of Glamorgan","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","AA/AO","225","[c]","20850","21260"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","EO","40","[c]","27170","27570"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","SEO/HEO","20","[c]","40830","42980"
"Leaver CS","2022","East Wales","Flintshire and Wrexham","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","AA/AO","145","[c]","20340","19610"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","EO","90","[c]","25310","24030"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","G6/G7","40","[c]","55940","53670"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","SEO/HEO","105","[c]","34080","33020"
"Leaver CS","2022","East Wales","Monmouthshire and Newport","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Powys","AA/AO","15","[c]","21110","20750"
"Leaver CS","2022","East Wales","Powys","EO","10","[c]","27300","27570"
"Leaver CS","2022","East Wales","Powys","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Powys","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","AA/AO","135","[c]","21330","20970"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","EO","45","[c]","27260","26930"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","SEO/HEO","15","[c]","36910","33880"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","AA/AO","75","[c]","21020","21140"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","EO","50","[c]","26900","27570"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","AA/AO","20","[c]","21420","21260"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","EO","25","[c]","27090","27570"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Angus and Dundee City","AA/AO","175","[c]","21220","21260"
"Leaver CS","2022","Eastern Scotland","Angus and Dundee City","EO","50","[c]","27870","27570"
"Leaver CS","2022","Eastern Scotland","Angus and Dundee City","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Angus and Dundee City","SEO/HEO","20","[c]","38170","36130"
"Leaver CS","2022","Eastern Scotland","City of Edinburgh","AA/AO","370","[c]","23480","22500"
"Leaver CS","2022","Eastern Scotland","City of Edinburgh","EO","150","[c]","29070","27940"
"Leaver CS","2022","Eastern Scotland","City of Edinburgh","G6/G7","110","[c]","64930","62170"
"Leaver CS","2022","Eastern Scotland","City of Edinburgh","SCS level","20","[c]","91710","83230"
"Leaver CS","2022","Eastern Scotland","City of Edinburgh","SEO/HEO","255","[c]","40360","39660"
"Leaver CS","2022","Eastern Scotland","Clackmannanshire and Fife","AA/AO","65","[c]","22790","21260"
"Leaver CS","2022","Eastern Scotland","Clackmannanshire and Fife","EO","55","[c]","29680","27570"
"Leaver CS","2022","Eastern Scotland","Clackmannanshire and Fife","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Eastern Scotland","Clackmannanshire and Fife","SEO/HEO","25","[c]","38250","39030"
