"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","SEO/HEO","155","145","36600","36970"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","AA/AO","15","10","22400","21300"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","EO","85","80","26370","25270"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","G6/G7","400","395","52820","49360"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SCS level","10","10","90790","90200"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Digital, Data and Technology","SEO/HEO","275","270","35590","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","EO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","G6/G7","20","20","57850","55900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Economics","SEO/HEO","30","25","35150","34410"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","AA/AO","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","45","45","25420","25300"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6/G7","140","135","54910","52620"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","15","15","81220","73650"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO/HEO","230","220","35540","36520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","AA/AO","15","10","22110","21300"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","EO","35","30","26300","25620"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","G6/G7","115","110","53310","50800"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SCS level","10","10","78410","74520"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","SEO/HEO","140","135","34960","35900"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","EO","15","15","26200","25670"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","G6/G7","10","10","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Knowledge and Information Management","SEO/HEO","30","30","34140","31800"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","G6/G7","10","10","56380","53740"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Operational Delivery","SEO/HEO","35","35","43660","45680"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","EO","25","25","28160","28170"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","G6/G7","25","25","55220","53200"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Other","SEO/HEO","30","30","35720","35210"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","AA/AO","80","75","23610","24370"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","EO","320","310","27030","26790"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","G6/G7","1270","1215","54900","53380"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SCS level","140","135","82750","76420"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","SEO/HEO","2085","2020","35080","35890"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Policy","Unknown","30","30","[c]","[c]"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","AA/AO","45","35","21720","21300"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","EO","85","80","25800","25100"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","G6/G7","125","120","54470","52930"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SCS level","10","10","86810","88230"
"In post","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Property","SEO/HEO","150","150","34560","35900"
"In post","2022","Department for International Trade","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Commercial","SEO/HEO","25","25","37730","38160"
"In post","2022","Department for International Trade","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Communications","EO","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Communications","G6/G7","40","40","57200","56230"
"In post","2022","Department for International Trade","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Communications","SEO/HEO","60","60","37010","38160"
"In post","2022","Department for International Trade","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Digital, Data and Technology","EO","15","15","28310","26510"
"In post","2022","Department for International Trade","Digital, Data and Technology","G6/G7","75","70","58600","56000"
"In post","2022","Department for International Trade","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Digital, Data and Technology","SEO/HEO","70","65","38490","38160"
"In post","2022","Department for International Trade","Economics","EO","15","15","26320","26250"
"In post","2022","Department for International Trade","Economics","G6/G7","70","65","55380","51970"
"In post","2022","Department for International Trade","Economics","SCS level","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Economics","SEO/HEO","60","60","32120","31800"
"In post","2022","Department for International Trade","Finance","EO","10","10","28810","27970"
"In post","2022","Department for International Trade","Finance","G6/G7","40","35","58250","55250"
"In post","2022","Department for International Trade","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Finance","SEO/HEO","35","35","39560","38540"
"In post","2022","Department for International Trade","Human Resources","EO","30","30","27500","26510"
"In post","2022","Department for International Trade","Human Resources","G6/G7","55","55","56560","51970"
"In post","2022","Department for International Trade","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Human Resources","SEO/HEO","35","35","34990","34430"
"In post","2022","Department for International Trade","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","International Trade","EO","90","90","27210","26370"
"In post","2022","Department for International Trade","International Trade","G6/G7","640","630","56250","53550"
"In post","2022","Department for International Trade","International Trade","SCS level","115","110","82760","75440"
"In post","2022","Department for International Trade","International Trade","SEO/HEO","615","610","36310","38160"
"In post","2022","Department for International Trade","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Knowledge and Information Management","SEO/HEO","10","10","34760","34950"
"In post","2022","Department for International Trade","Operational Delivery","AA/AO","10","10","25370","25140"
"In post","2022","Department for International Trade","Operational Delivery","EO","35","35","28150","28310"
"In post","2022","Department for International Trade","Operational Delivery","G6/G7","25","25","56790","54280"
"In post","2022","Department for International Trade","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Operational Delivery","SEO/HEO","65","65","34420","33320"
"In post","2022","Department for International Trade","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Other","AA/AO","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Other","EO","35","35","27830","27260"
"In post","2022","Department for International Trade","Other","G6/G7","50","50","56380","53950"
"In post","2022","Department for International Trade","Other","SCS level","10","10","100090","94330"
"In post","2022","Department for International Trade","Other","SEO/HEO","50","50","37510","38160"
"In post","2022","Department for International Trade","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Policy","EO","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Policy","G6/G7","85","85","56250","51970"
"In post","2022","Department for International Trade","Policy","SCS level","15","15","79590","76650"
"In post","2022","Department for International Trade","Policy","SEO/HEO","125","125","36810","38160"
"In post","2022","Department for International Trade","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Project Delivery","EO","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Project Delivery","G6/G7","40","40","56040","51970"
"In post","2022","Department for International Trade","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Project Delivery","SEO/HEO","40","40","37570","38160"
"In post","2022","Department for International Trade","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","EO","5","5","[c]","[c]"
"In post","2022","Department for International Trade","Security","G6/G7","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Security","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","G6/G7","10","10","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Social Research","SEO/HEO","15","15","32990","31800"
"In post","2022","Department for International Trade","Statistics","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","G6/G7","25","25","54860","51970"
"In post","2022","Department for International Trade","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for International Trade","Statistics","SEO/HEO","25","25","36310","38160"
"In post","2022","Department for International Trade","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Commercial","SEO/HEO","15","15","38600","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","EO","15","15","28600","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","G6/G7","30","30","56250","53500"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Communications","SEO/HEO","55","50","36860","34920"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","G6/G7","65","60","55940","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Digital, Data and Technology","SEO/HEO","35","35","38410","39600"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","EO","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","G6/G7","35","35","56980","53240"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Economics","SEO/HEO","15","15","32840","33210"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","G6/G7","60","55","58310","54120"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SEO/HEO","50","45","38610","39350"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","AA/AO","15","10","23600","23320"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","EO","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","G6/G7","30","30","56890","55290"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Human Resources","SEO/HEO","30","30","33460","32500"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","AA/AO","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Knowledge and Information Management","SEO/HEO","10","10","36960","36230"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","AA/AO","40","40","25420","26870"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","EO","55","55","27870","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","G6/G7","110","105","53450","50110"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Delivery","SEO/HEO","260","250","35070","34990"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","EO","15","15","26790","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","G6/G7","35","35","57500","53870"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Planning","SEO/HEO","60","60","38420","39100"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","EO","200","195","27830","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","G6/G7","800","780","56510","53380"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SCS level","130","125","85940","76230"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Policy","SEO/HEO","735","725","35720","34760"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","EO","10","10","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","G6/G7","80","80","53620","53130"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Project Delivery","SEO/HEO","65","65","35500","36340"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","G6/G7","20","20","56950","54120"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Social Research","SEO/HEO","10","10","34460","33210"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","EO","20","20","28450","27850"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","G6/G7","55","55","57200","53650"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","Statistics","SEO/HEO","50","50","36250","34690"
"In post","2022","Department for Transport (excl. agencies)","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Commercial","EO","10","10","26350","26130"
"In post","2022","Department for Transport (excl. agencies)","Commercial","G6/G7","55","55","61800","65440"
"In post","2022","Department for Transport (excl. agencies)","Commercial","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Commercial","SEO/HEO","70","65","37290","35060"
"In post","2022","Department for Transport (excl. agencies)","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Communications","G6/G7","35","35","58640","55040"
"In post","2022","Department for Transport (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Communications","SEO/HEO","50","50","39760","42470"
"In post","2022","Department for Transport (excl. agencies)","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Corporate Finance","G6/G7","10","10","64130","65440"
"In post","2022","Department for Transport (excl. agencies)","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","EO","15","15","28160","29970"
"In post","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","G6/G7","40","40","57340","54870"
"In post","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Digital, Data and Technology","SEO/HEO","55","55","38260","37660"
"In post","2022","Department for Transport (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Economics","EO","10","10","28880","29970"
"In post","2022","Department for Transport (excl. agencies)","Economics","G6/G7","80","75","58010","54760"
"In post","2022","Department for Transport (excl. agencies)","Economics","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Economics","SEO/HEO","50","50","34610","34710"
"In post","2022","Department for Transport (excl. agencies)","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Finance","EO","20","15","26230","26350"
"In post","2022","Department for Transport (excl. agencies)","Finance","G6/G7","90","90","58610","54870"
"In post","2022","Department for Transport (excl. agencies)","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Finance","SEO/HEO","65","60","40010","42470"
"In post","2022","Department for Transport (excl. agencies)","Human Resources","EO","10","10","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Human Resources","G6/G7","40","40","56640","54760"
"In post","2022","Department for Transport (excl. agencies)","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Human Resources","SEO/HEO","35","35","37150","37510"
"In post","2022","Department for Transport (excl. agencies)","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Intelligence Analysis","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","International Trade","G6/G7","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","International Trade","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Knowledge and Information Management","SEO/HEO","15","15","37890","38650"
"In post","2022","Department for Transport (excl. agencies)","Operational Delivery","AA/AO","80","65","31360","33390"
"In post","2022","Department for Transport (excl. agencies)","Operational Delivery","EO","30","30","27970","26780"
"In post","2022","Department for Transport (excl. agencies)","Operational Delivery","G6/G7","25","25","57900","54760"
"In post","2022","Department for Transport (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Operational Delivery","SEO/HEO","65","60","38450","37660"
"In post","2022","Department for Transport (excl. agencies)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Operational Research","G6/G7","10","10","56870","54380"
"In post","2022","Department for Transport (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Operational Research","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Other","G6/G7","25","20","57330","54760"
"In post","2022","Department for Transport (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Other","SEO/HEO","15","15","39750","42470"
"In post","2022","Department for Transport (excl. agencies)","Policy","AA/AO","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Policy","EO","55","55","29730","30270"
"In post","2022","Department for Transport (excl. agencies)","Policy","G6/G7","505","495","58340","54760"
"In post","2022","Department for Transport (excl. agencies)","Policy","SCS level","65","60","77260","73890"
"In post","2022","Department for Transport (excl. agencies)","Policy","SEO/HEO","485","475","38500","37660"
"In post","2022","Department for Transport (excl. agencies)","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Project Delivery","EO","25","25","28020","29970"
"In post","2022","Department for Transport (excl. agencies)","Project Delivery","G6/G7","190","185","58790","54760"
"In post","2022","Department for Transport (excl. agencies)","Project Delivery","SCS level","35","35","88870","84460"
"In post","2022","Department for Transport (excl. agencies)","Project Delivery","SEO/HEO","165","160","38270","38650"
"In post","2022","Department for Transport (excl. agencies)","Property","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Property","G6/G7","15","15","58780","59540"
"In post","2022","Department for Transport (excl. agencies)","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Property","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","G6/G7","30","25","58380","55600"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Science and Engineering","SEO/HEO","30","30","42520","42680"
"In post","2022","Department for Transport (excl. agencies)","Security","EO","5","5","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Security","G6/G7","30","30","57860","54760"
"In post","2022","Department for Transport (excl. agencies)","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Security","SEO/HEO","95","90","40110","42470"
"In post","2022","Department for Transport (excl. agencies)","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Social Research","G6/G7","20","20","56790","54760"
"In post","2022","Department for Transport (excl. agencies)","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Social Research","SEO/HEO","20","20","41190","42470"
"In post","2022","Department for Transport (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Statistics","EO","15","15","29780","30270"
"In post","2022","Department for Transport (excl. agencies)","Statistics","G6/G7","25","20","57540","54650"
"In post","2022","Department for Transport (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Transport (excl. agencies)","Statistics","SEO/HEO","40","35","39070","38800"
"In post","2022","Department for Transport (excl. agencies)","Unknown","AA/AO","40","35","25900","25730"
"In post","2022","Department for Transport (excl. agencies)","Unknown","EO","170","170","28620","29970"
"In post","2022","Department for Transport (excl. agencies)","Unknown","G6/G7","205","200","66930","65440"
"In post","2022","Department for Transport (excl. agencies)","Unknown","SCS level","75","70","98050","93000"
"In post","2022","Department for Transport (excl. agencies)","Unknown","SEO/HEO","200","195","37040","35430"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","AA/AO","65","55","21220","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","EO","90","80","27760","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","G6/G7","75","70","55240","52450"
"In post","2022","Department for Work and Pensions (excl. agencies)","Commercial","SEO/HEO","250","235","34400","33300"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","EO","15","15","30860","31060"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","G6/G7","15","15","61110","59740"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Communications","SEO/HEO","45","40","40590","40930"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","AA/AO","1365","1165","22570","21260"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","EO","3370","3015","28290","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Counter Fraud","G6/G7","40","40","53240","52150"
