"Status","Year","Age","Function_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Commercial","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Attorney General's Departments","10","10","[c]","[c]"
"In post","2022","50-59","Communications","Cabinet Office","40","35","57590","59420"
"In post","2022","50-59","Communications","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for Business, Energy and Industrial Strategy","35","35","41880","37860"
"In post","2022","50-59","Communications","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Department for Education","40","40","39520","30280"
"In post","2022","50-59","Communications","Department for Environment, Food and Rural Affairs","45","45","39230","37050"
"In post","2022","50-59","Communications","Department for International Trade","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Department for Levelling Up, Housing and Communities","20","20","46300","43850"
"In post","2022","50-59","Communications","Department for Transport","30","25","43630","39440"
"In post","2022","50-59","Communications","Department for Work and Pensions","55","50","40730","38970"
"In post","2022","50-59","Communications","Department of Health and Social Care","85","80","47380","46000"
"In post","2022","50-59","Communications","Food Standards Agency","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Foreign, Commonwealth and Development Office","15","15","60010","59060"
"In post","2022","50-59","Communications","HM Land Registry","10","10","37980","37290"
"In post","2022","50-59","Communications","HM Revenue and Customs","660","620","32320","26820"
"In post","2022","50-59","Communications","HM Treasury","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Ministry of Defence","195","190","36430","33300"
"In post","2022","50-59","Communications","Ministry of Justice","20","20","45000","41750"
"In post","2022","50-59","Communications","National Crime Agency","5","5","[c]","[c]"
"In post","2022","50-59","Communications","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Scottish Government","10","10","[c]","[c]"
"In post","2022","50-59","Communications","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","UK Export Finance","10","10","87070","69340"
"In post","2022","50-59","Communications","UK Statistics Authority","10","10","42040","37510"
"In post","2022","50-59","Communications","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Communications","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Attorney General's Departments","70","70","52260","51270"
"In post","2022","50-59","Counter Fraud","Cabinet Office","35","35","50010","53090"
"In post","2022","50-59","Counter Fraud","Chancellor's other departments","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Department for Business, Energy and Industrial Strategy","135","130","35490","35070"
"In post","2022","50-59","Counter Fraud","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","50-59","Counter Fraud","Department for Transport","15","15","32300","30910"
"In post","2022","50-59","Counter Fraud","Department for Work and Pensions","2465","2260","28000","27570"
"In post","2022","50-59","Counter Fraud","Food Standards Agency","30","30","41030","37350"
"In post","2022","50-59","Counter Fraud","HM Revenue and Customs","3040","2895","36900","33370"
"In post","2022","50-59","Counter Fraud","HM Treasury","20","20","40320","38090"
"In post","2022","50-59","Counter Fraud","Ministry of Justice","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","Department for Work and Pensions","800","695","22730","21260"
"In post","2022","50-59","Debt","HM Revenue and Customs","1120","1010","26080","22080"
"In post","2022","50-59","Debt","HM Treasury","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Debt","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Attorney General's Departments","50","50","41640","39030"
"In post","2022","50-59","Digital, Data & Technology","Cabinet Office","165","165","52950","54700"
"In post","2022","50-59","Digital, Data & Technology","Chancellor's other departments","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Charity Commission","10","10","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","490","470","44320","40700"
"In post","2022","50-59","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Department for Education","190","185","41030","37100"
"In post","2022","50-59","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","265","260","45070","47550"
"In post","2022","50-59","Digital, Data & Technology","Department for International Trade","20","20","50300","52100"
"In post","2022","50-59","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","40","40","42870","40720"
"In post","2022","50-59","Digital, Data & Technology","Department for Transport","290","290","43590","41180"
"In post","2022","50-59","Digital, Data & Technology","Department for Work and Pensions","1390","1350","42390","36890"
"In post","2022","50-59","Digital, Data & Technology","Department of Health and Social Care","80","80","45670","40850"
"In post","2022","50-59","Digital, Data & Technology","Food Standards Agency","20","20","47070","41680"
"In post","2022","50-59","Digital, Data & Technology","Foreign, Commonwealth and Development Office","90","85","48240","46240"
"In post","2022","50-59","Digital, Data & Technology","HM Land Registry","205","195","40260","38450"
"In post","2022","50-59","Digital, Data & Technology","HM Revenue and Customs","845","815","44890","40520"
"In post","2022","50-59","Digital, Data & Technology","HM Treasury","25","20","52610","45700"
"In post","2022","50-59","Digital, Data & Technology","Ministry of Defence","1130","1110","35670","33300"
"In post","2022","50-59","Digital, Data & Technology","Ministry of Justice","265","265","48060","47590"
"In post","2022","50-59","Digital, Data & Technology","National Crime Agency","65","65","49040","46640"
"In post","2022","50-59","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","15","15","59590","62810"
"In post","2022","50-59","Digital, Data & Technology","Office of Gas and Electricity Markets","20","20","60460","59750"
"In post","2022","50-59","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Scottish Government","70","70","43650","40130"
"In post","2022","50-59","Digital, Data & Technology","The National Archives","30","30","44400","46000"
"In post","2022","50-59","Digital, Data & Technology","UK Export Finance","10","10","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","UK Statistics Authority","140","135","46960","50210"
"In post","2022","50-59","Digital, Data & Technology","Water Services Regulation Authority","5","5","[c]","[c]"
"In post","2022","50-59","Digital, Data & Technology","Welsh Government","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Attorney General's Departments","40","35","42560","32050"
"In post","2022","50-59","Finance","Cabinet Office","30","30","54730","51950"
"In post","2022","50-59","Finance","Chancellor's other departments","10","10","57980","53180"
"In post","2022","50-59","Finance","Charity Commission","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Department for Business, Energy and Industrial Strategy","85","80","47790","41870"
"In post","2022","50-59","Finance","Department for Digital, Culture, Media and Sport","10","10","[c]","[c]"
"In post","2022","50-59","Finance","Department for Education","305","300","43600","40300"
"In post","2022","50-59","Finance","Department for Environment, Food and Rural Affairs","135","130","42950","38060"
"In post","2022","50-59","Finance","Department for International Trade","25","25","45520","38600"
"In post","2022","50-59","Finance","Department for Levelling Up, Housing and Communities","30","30","45320","41350"
"In post","2022","50-59","Finance","Department for Transport","130","125","44780","43310"
"In post","2022","50-59","Finance","Department for Work and Pensions","785","745","39600","35310"
"In post","2022","50-59","Finance","Department of Health and Social Care","115","110","46790","42050"
"In post","2022","50-59","Finance","Estyn","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Food Standards Agency","15","15","45520","43120"
"In post","2022","50-59","Finance","Foreign, Commonwealth and Development Office","75","70","46120","43700"
"In post","2022","50-59","Finance","HM Land Registry","15","15","49060","49110"
"In post","2022","50-59","Finance","HM Revenue and Customs","990","890","35330","31020"
"In post","2022","50-59","Finance","HM Treasury","20","20","46550","44950"
"In post","2022","50-59","Finance","Ministry of Defence","660","640","39760","33630"
"In post","2022","50-59","Finance","Ministry of Justice","230","225","44250","41100"
"In post","2022","50-59","Finance","National Crime Agency","20","15","38860","34620"
"In post","2022","50-59","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Finance","Office of Gas and Electricity Markets","5","5","[c]","[c]"
"In post","2022","50-59","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
