"Status","Year","Disability","Ethnicity","Organisation","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Black","Legal Aid Agency","Outside London","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Maritime and Coastguard Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Maritime and Coastguard Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Medicines and Healthcare Products Regulatory Agency","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Medicines and Healthcare Products Regulatory Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Met Office","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","London","155","155","34710","30750"
"In post","2022","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","Outside London","225","215","32360","33000"
"In post","2022","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","Overseas","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Ministry of Justice (excl. agencies)","London","260","255","38960","34730"
"In post","2022","Declared non-disabled","Black","Ministry of Justice (excl. agencies)","Outside London","30","30","36530","32590"
"In post","2022","Declared non-disabled","Black","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Crime Agency","London","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Crime Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Savings and Investments","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office for Standards in Education, Children's Services and Skills","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of Gas and Electricity Markets","London","60","60","42700","41390"
"In post","2022","Declared non-disabled","Black","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of Qualifications and Examinations Regulation","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of Rail and Road","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Public Guardian","Outside London","70","65","23060","20970"
"In post","2022","Declared non-disabled","Black","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Planning Inspectorate","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Queen Elizabeth II Centre","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Registers of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Rural Payments Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Courts and Tribunals Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Government (excl. agencies)","Outside London","30","30","39310","39660"
"In post","2022","Declared non-disabled","Black","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Prison Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Scottish Public Pensions Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Serious Fraud Office","London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Social Security Scotland","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Standards and Testing Agency","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Standards and Testing Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Student Awards Agency for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Submarine Delivery Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Submarine Delivery Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Teaching Regulation Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","The Insolvency Service","London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Black","The Insolvency Service","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","The National Archives","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Transport Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Export Finance","London","40","40","43300","37000"
"In post","2022","Declared non-disabled","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Health Security Agency","London","205","190","34890","32330"
"In post","2022","Declared non-disabled","Black","UK Health Security Agency","Outside London","140","130","32830","30460"
"In post","2022","Declared non-disabled","Black","UK Health Security Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Hydrographic Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Hydrographic Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Space Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Statistics Authority","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","UK Statistics Authority","Outside London","45","40","31310","30210"
"In post","2022","Declared non-disabled","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Valuation Office Agency","London","40","35","37510","32240"
"In post","2022","Declared non-disabled","Black","Valuation Office Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Vehicle Certification Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Veterinary Medicines Directorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Water Services Regulation Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Welsh Government (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Welsh Revenue Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Black","Wilton Park","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Accountant in Bankruptcy","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Advisory, Conciliation and Arbitration Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Animal and Plant Health Agency","Outside London","35","35","29340","27960"
"In post","2022","Declared non-disabled","Mixed","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Attorney General's Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Cabinet Office (excl. agencies)","London","135","130","48170","40990"
"In post","2022","Declared non-disabled","Mixed","Cabinet Office (excl. agencies)","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Centre for Environment, Fisheries and Aquaculture Science","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Companies House","Outside London","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Competition and Markets Authority","London","30","30","47800","46190"
"In post","2022","Declared non-disabled","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Criminal Injuries Compensation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Criminal Injuries Compensation Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Crown Commercial Service","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Crown Office and Procurator Fiscal Service","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Crown Prosecution Service","London","50","50","42150","32800"
"In post","2022","Declared non-disabled","Mixed","Crown Prosecution Service","Outside London","70","65","42970","48080"
"In post","2022","Declared non-disabled","Mixed","Crown Prosecution Service","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Defence Electronics and Components Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Defence Equipment and Support","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Defence Equipment and Support","Outside London","115","110","35540","31680"
"In post","2022","Declared non-disabled","Mixed","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Defence Science and Technology Laboratory","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Defence Science and Technology Laboratory","Outside London","70","70","36510","34300"
"In post","2022","Declared non-disabled","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","180","175","47740","52080"
"In post","2022","Declared non-disabled","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Digital, Culture, Media and Sport","London","75","75","44640","38020"
"In post","2022","Declared non-disabled","Mixed","Department for Digital, Culture, Media and Sport","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Education (excl. agencies)","London","45","45","48900","45850"
"In post","2022","Declared non-disabled","Mixed","Department for Education (excl. agencies)","Outside London","40","40","41830","37100"
"In post","2022","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","London","65","60","41020","34980"
"In post","2022","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","50","50","41060","36970"
"In post","2022","Declared non-disabled","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for International Trade","London","55","55","43740","38540"
"In post","2022","Declared non-disabled","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for International Trade","Overseas","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","London","50","50","46310","39600"
"In post","2022","Declared non-disabled","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Transport (excl. agencies)","London","90","90","44110","42470"
"In post","2022","Declared non-disabled","Mixed","Department for Transport (excl. agencies)","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Transport (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department for Work and Pensions (excl. agencies)","London","300","285","32530","31060"
"In post","2022","Declared non-disabled","Mixed","Department for Work and Pensions (excl. agencies)","Outside London","875","815","26920","27570"
"In post","2022","Declared non-disabled","Mixed","Department for Work and Pensions (excl. agencies)","Unknown","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department of Health and Social Care (excl. agencies)","London","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department of Health and Social Care (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Disclosure Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Driver and Vehicle Licensing Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Driver and Vehicle Licensing Agency","Outside London","40","35","25050","21840"
"In post","2022","Declared non-disabled","Mixed","Driver and Vehicle Standards Agency","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Driver and Vehicle Standards Agency","Outside London","35","30","28560","26780"
"In post","2022","Declared non-disabled","Mixed","Education and Skills Funding Agency","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Education and Skills Funding Agency","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Education and Skills Funding Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Education Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","FCDO Services","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","FCDO Services","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","FCDO Services","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Food Standards Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Food Standards Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","London","130","130","46830","43200"
"In post","2022","Declared non-disabled","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","60","60","49660","52400"
"In post","2022","Declared non-disabled","Mixed","Forestry and Land Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Actuary's Department","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Actuary's Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Internal Audit Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Legal Department","London","80","75","53070","51250"
"In post","2022","Declared non-disabled","Mixed","Government Legal Department","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Property Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Government Property Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Health and Safety Executive","Outside London","30","30","44980","42910"
"In post","2022","Declared non-disabled","Mixed","HM Courts and Tribunals Service","London","90","90","30280","28310"
"In post","2022","Declared non-disabled","Mixed","HM Courts and Tribunals Service","Outside London","140","125","24060","20970"
"In post","2022","Declared non-disabled","Mixed","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HM Crown Prosecution Service Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HM Crown Prosecution Service Inspectorate","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HM Land Registry","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HM Land Registry","Outside London","40","35","28690","27130"
"In post","2022","Declared non-disabled","Mixed","HM Prison and Probation Service","London","240","230","34160","33470"
"In post","2022","Declared non-disabled","Mixed","HM Prison and Probation Service","Outside London","735","705","30150","27380"
"In post","2022","Declared non-disabled","Mixed","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HM Revenue and Customs (excl. agencies)","London","180","175","45780","37930"
"In post","2022","Declared non-disabled","Mixed","HM Revenue and Customs (excl. agencies)","Outside London","485","465","32320","26820"
"In post","2022","Declared non-disabled","Mixed","HM Treasury (excl. agencies)","London","65","65","47670","47200"
"In post","2022","Declared non-disabled","Mixed","HM Treasury (excl. agencies)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","HM Treasury (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Home Office","London","305","290","40110","35200"
"In post","2022","Declared non-disabled","Mixed","Home Office","Outside London","225","205","27870","25040"
"In post","2022","Declared non-disabled","Mixed","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Institute for Apprenticeships and Technical Education","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Institute for Apprenticeships and Technical Education","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Intellectual Property Office","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Legal Aid Agency","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Legal Aid Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Maritime and Coastguard Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Maritime and Coastguard Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Medicines and Healthcare Products Regulatory Agency","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Medicines and Healthcare Products Regulatory Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Met Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Met Office","Outside London","30","30","38990","39650"
"In post","2022","Declared non-disabled","Mixed","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Ministry of Defence (excl. agencies)","London","60","60","39420","37640"
"In post","2022","Declared non-disabled","Mixed","Ministry of Defence (excl. agencies)","Outside London","220","210","33870","32350"
"In post","2022","Declared non-disabled","Mixed","Ministry of Defence (excl. agencies)","Overseas","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Ministry of Justice (excl. agencies)","London","105","105","45750","41750"
"In post","2022","Declared non-disabled","Mixed","Ministry of Justice (excl. agencies)","Outside London","35","35","37630","34110"
"In post","2022","Declared non-disabled","Mixed","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Crime Agency","Outside London","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Infrastructure Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Records of Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Savings and Investments","London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","National Savings and Investments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of Gas and Electricity Markets","London","30","30","41460","39520"
"In post","2022","Declared non-disabled","Mixed","Office of Gas and Electricity Markets","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of Qualifications and Examinations Regulation","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of Rail and Road","London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Public Guardian","Outside London","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Public Guardian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Scottish Charity Regulator","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Planning Inspectorate","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Planning Inspectorate","Outside London","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Queen Elizabeth II Centre","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Registers of Scotland","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Revenue Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Royal Fleet Auxiliary","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Rural Payments Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Rural Payments Agency","Outside London","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Courts and Tribunals Service","Outside London","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Fiscal Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Forestry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Government (excl. agencies)","Outside London","50","50","45090","39660"
"In post","2022","Declared non-disabled","Mixed","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Mixed","Scottish Housing Regulator","Outside London","[c]","[c]","[c]","[c]"
