"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","London","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Transport","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East of England","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","London","Heterosexual / straight","140","130","33170","31060"
"In post","2022","Other ethnicity","Department for Work and Pensions","London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","London","Undeclared","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","London","Unknown","30","25","30320","31060"
"In post","2022","Other ethnicity","Department for Work and Pensions","North East (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","North East (England)","LGBO","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","North West (England)","Heterosexual / straight","40","35","30960","27570"
"In post","2022","Other ethnicity","Department for Work and Pensions","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","North West (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","North West (England)","Unknown","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Scotland","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Scotland","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South East (England)","Heterosexual / straight","30","30","27470","27570"
"In post","2022","Other ethnicity","Department for Work and Pensions","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South West (England)","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","West Midlands (England)","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","West Midlands (England)","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Yorkshire and The Humber","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department for Work and Pensions","Yorkshire and The Humber","Unknown","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East of England","Undeclared","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","London","Heterosexual / straight","45","40","37900","32790"
"In post","2022","Other ethnicity","Department of Health and Social Care","London","LGBO","10","10","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","London","Undeclared","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","London","Unknown","15","15","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South West (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","West Midlands (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Yorkshire and The Humber","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Department of Health and Social Care","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Estyn","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East of England","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","West Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Food Standards Agency","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","35","35","44560","39490"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Other ethnicity","Foreign, Commonwealth and Development Office","Overseas","Undeclared","[c]","[c]","[c]","[c]"
