"Status","Year","Age","Function_of_post","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","40-49","Digital, Data & Technology","Breckland and South Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Bristol, City of","Outside London","140","135","47530","47640"
"In post","2022","40-49","Digital, Data & Technology","Buckinghamshire","Outside London","10","10","29040","28670"
"In post","2022","40-49","Digital, Data & Technology","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Cambridgeshire CC","Outside London","25","25","34790","33300"
"In post","2022","40-49","Digital, Data & Technology","Camden and City of London","London","30","30","55030","54700"
"In post","2022","40-49","Digital, Data & Technology","Cardiff and Vale of Glamorgan","Outside London","105","100","41970","38000"
"In post","2022","40-49","Digital, Data & Technology","Causeway Coast and Glens","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Central Bedfordshire","Outside London","15","15","35200","36300"
"In post","2022","40-49","Digital, Data & Technology","Central Hampshire","Outside London","35","35","32840","33000"
"In post","2022","40-49","Digital, Data & Technology","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Cheshire East","Outside London","20","20","35310","29180"
"In post","2022","40-49","Digital, Data & Technology","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","City of Edinburgh","Outside London","90","90","42500","39730"
"In post","2022","40-49","Digital, Data & Technology","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Conwy and Denbighshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Cornwall and Isles of Scilly","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Coventry","Outside London","65","65","43130","40300"
"In post","2022","40-49","Digital, Data & Technology","Croydon","London","20","20","48590","42000"
"In post","2022","40-49","Digital, Data & Technology","Darlington","Outside London","30","30","38180","37100"
"In post","2022","40-49","Digital, Data & Technology","Derby","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Devon CC","Outside London","300","280","42980","40140"
"In post","2022","40-49","Digital, Data & Technology","Dorset","Outside London","20","20","32500","29670"
"In post","2022","40-49","Digital, Data & Technology","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Cumbria","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","East Sussex CC","Outside London","20","20","39000","39040"
"In post","2022","40-49","Digital, Data & Technology","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Essex Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Flintshire and Wrexham","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Glasgow City","Outside London","45","45","41290","37320"
"In post","2022","40-49","Digital, Data & Technology","Gloucestershire CC","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Greater Manchester South West","Outside London","45","45","44540","40180"
"In post","2022","40-49","Digital, Data & Technology","Gwent Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Hackney and Newham","London","30","30","54880","43810"
"In post","2022","40-49","Digital, Data & Technology","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Herefordshire, County of","Outside London","15","15","27070","26510"
"In post","2022","40-49","Digital, Data & Technology","Hertfordshire CC","Outside London","25","25","37830","36390"
"In post","2022","40-49","Digital, Data & Technology","Hounslow and Richmond upon Thames","London","45","45","42460","44380"
"In post","2022","40-49","Digital, Data & Technology","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Isle of Anglesey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Lambeth","London","40","35","54150","48900"
"In post","2022","40-49","Digital, Data & Technology","Lancaster and Wyre","Outside London","15","15","33570","27570"
"In post","2022","40-49","Digital, Data & Technology","Leeds","Outside London","200","195","45050","40520"
"In post","2022","40-49","Digital, Data & Technology","Leicester","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Leicestershire CC and Rutland","Outside London","20","15","37140","36310"
"In post","2022","40-49","Digital, Data & Technology","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Lincolnshire CC","Outside London","15","15","27350","26670"
"In post","2022","40-49","Digital, Data & Technology","Lisburn and Castlereagh","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Liverpool","Outside London","55","50","40000","33300"
"In post","2022","40-49","Digital, Data & Technology","Luton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Manchester","Outside London","245","245","49560","49860"
"In post","2022","40-49","Digital, Data & Technology","Medway","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Mid Lancashire","Outside London","20","20","34080","32490"
"In post","2022","40-49","Digital, Data & Technology","Milton Keynes","Outside London","25","25","54140","53810"
"In post","2022","40-49","Digital, Data & Technology","Monmouthshire and Newport","Outside London","195","195","46810","49290"
"In post","2022","40-49","Digital, Data & Technology","North and North East Lincolnshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","North Lanarkshire","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","North Yorkshire CC","Outside London","10","10","38440","33790"
"In post","2022","40-49","Digital, Data & Technology","Northumberland","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Norwich and East Norfolk","Outside London","20","20","39660","34110"
"In post","2022","40-49","Digital, Data & Technology","Nottingham","Outside London","65","65","41280","37690"
"In post","2022","40-49","Digital, Data & Technology","Overseas","Overseas","10","10","33060","33300"
"In post","2022","40-49","Digital, Data & Technology","Oxfordshire CC","Outside London","15","15","34940","33020"
"In post","2022","40-49","Digital, Data & Technology","Peterborough","Outside London","15","15","37780","36970"
"In post","2022","40-49","Digital, Data & Technology","Plymouth","Outside London","160","150","40200","38450"
"In post","2022","40-49","Digital, Data & Technology","Portsmouth","Outside London","25","25","35700","33300"
"In post","2022","40-49","Digital, Data & Technology","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Sefton","Outside London","55","55","39960","37910"
"In post","2022","40-49","Digital, Data & Technology","Sheffield","Outside London","155","150","46750","49750"
"In post","2022","40-49","Digital, Data & Technology","Shetland Islands","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Shropshire","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Somerset CC","Outside London","60","60","43620","42510"
"In post","2022","40-49","Digital, Data & Technology","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","South Hampshire","Outside London","60","60","41740","38000"
"In post","2022","40-49","Digital, Data & Technology","South Lanarkshire","Outside London","70","70","42700","40520"
"In post","2022","40-49","Digital, Data & Technology","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","South Teesside","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","South West Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Southampton","Outside London","20","20","38690","36190"
"In post","2022","40-49","Digital, Data & Technology","Southend-on-Sea","Outside London","60","55","41230","40520"
"In post","2022","40-49","Digital, Data & Technology","Staffordshire CC","Outside London","40","40","39370","33300"
"In post","2022","40-49","Digital, Data & Technology","Stoke-on-Trent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Suffolk CC","Outside London","20","20","32170","30220"
"In post","2022","40-49","Digital, Data & Technology","Sunderland","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Swansea","Outside London","280","275","42060","40070"
"In post","2022","40-49","Digital, Data & Technology","Telford and Wrekin","Outside London","100","95","46930","40890"
"In post","2022","40-49","Digital, Data & Technology","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Tower Hamlets","London","335","330","57490","56340"
"In post","2022","40-49","Digital, Data & Technology","Tyneside","Outside London","635","615","44650","40520"
"In post","2022","40-49","Digital, Data & Technology","Unknown","Unknown","15","15","40810","37300"
"In post","2022","40-49","Digital, Data & Technology","Wakefield","Outside London","20","20","40390","38180"
"In post","2022","40-49","Digital, Data & Technology","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Warrington","Outside London","40","40","45030","47550"
"In post","2022","40-49","Digital, Data & Technology","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","West Surrey","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","West Sussex (North East)","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","West Sussex (South West)","Outside London","55","50","45470","40520"
"In post","2022","40-49","Digital, Data & Technology","Westminster","London","605","590","53150","53360"
"In post","2022","40-49","Digital, Data & Technology","Wiltshire","Outside London","140","140","39970","36300"
"In post","2022","40-49","Digital, Data & Technology","Wirral","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Digital, Data & Technology","Worcestershire CC","Outside London","15","15","40810","36070"
"In post","2022","40-49","Digital, Data & Technology","York","Outside London","55","50","44090","47550"
"In post","2022","40-49","Finance","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Barnet","London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","115","110","44500","41120"
"In post","2022","40-49","Finance","Belfast","Outside London","10","10","44250","42220"
"In post","2022","40-49","Finance","Berkshire","Outside London","10","10","41210","38620"
"In post","2022","40-49","Finance","Birmingham","Outside London","55","55","41530","37970"
"In post","2022","40-49","Finance","Blackpool","Outside London","100","95","35680","35310"
"In post","2022","40-49","Finance","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Bradford","Outside London","45","35","23200","22080"
"In post","2022","40-49","Finance","Bristol, City of","Outside London","65","60","42760","39430"
"In post","2022","40-49","Finance","Buckinghamshire","Outside London","35","30","38610","35300"
"In post","2022","40-49","Finance","Cambridgeshire CC","Outside London","15","15","36470","33000"
"In post","2022","40-49","Finance","Camden and City of London","London","15","10","60820","56730"
"In post","2022","40-49","Finance","Cardiff and Vale of Glamorgan","Outside London","30","30","41050","36150"
"In post","2022","40-49","Finance","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Central Hampshire","Outside London","65","60","38220","38070"
"In post","2022","40-49","Finance","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Chorley and West Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","City of Edinburgh","Outside London","30","30","41110","40290"
"In post","2022","40-49","Finance","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Cornwall and Isles of Scilly","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Coventry","Outside London","125","120","44110","41360"
"In post","2022","40-49","Finance","Croydon","London","35","35","53740","43810"
"In post","2022","40-49","Finance","Darlington","Outside London","50","45","40330","36960"
"In post","2022","40-49","Finance","Devon CC","Outside London","20","20","41820","38620"
"In post","2022","40-49","Finance","Dudley","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Durham","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Ealing","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","East Merseyside","Outside London","25","20","25740","21260"
"In post","2022","40-49","Finance","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","East Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Flintshire and Wrexham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Glasgow City","Outside London","15","15","36250","30010"
"In post","2022","40-49","Finance","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Greater Manchester North East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Greater Manchester South West","Outside London","20","20","42020","40180"
"In post","2022","40-49","Finance","Hackney and Newham","London","50","45","40660","37610"
"In post","2022","40-49","Finance","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Hartlepool and Stockton-on-Tees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Hertfordshire CC","Outside London","30","25","52100","53380"
"In post","2022","40-49","Finance","Hounslow and Richmond upon Thames","London","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Isle of Wight","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Kent Thames Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Lambeth","London","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Lancaster and Wyre","Outside London","10","10","44040","42080"
"In post","2022","40-49","Finance","Leeds","Outside London","205","195","41970","37920"
"In post","2022","40-49","Finance","Leicester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Lincolnshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Liverpool","Outside London","40","40","37730","33370"
"In post","2022","40-49","Finance","Manchester","Outside London","100","95","40080","36500"
"In post","2022","40-49","Finance","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Mid Lancashire","Outside London","20","20","38980","33370"
"In post","2022","40-49","Finance","Milton Keynes","Outside London","15","15","43580","34070"
"In post","2022","40-49","Finance","Monmouthshire and Newport","Outside London","25","25","42210","36840"
"In post","2022","40-49","Finance","Newry, Mourne and Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","North Hampshire","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","North Lanarkshire","Outside London","80","75","25450","22080"
"In post","2022","40-49","Finance","North Yorkshire CC","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Nottingham","Outside London","65","65","41160","36200"
"In post","2022","40-49","Finance","Overseas","Overseas","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Oxfordshire CC","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Peterborough","Outside London","15","15","38870","36970"
"In post","2022","40-49","Finance","Plymouth","Outside London","20","20","33530","31990"
"In post","2022","40-49","Finance","Portsmouth","Outside London","20","20","43310","39640"
"In post","2022","40-49","Finance","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Sefton","Outside London","15","15","44600","39440"
"In post","2022","40-49","Finance","Sheffield","Outside London","145","140","40580","36340"
"In post","2022","40-49","Finance","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Somerset CC","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Finance","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","South Lanarkshire","Outside London","60","55","35600","33370"
"In post","2022","40-49","Finance","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","South Teesside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Southampton","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Southend-on-Sea","Outside London","10","5","[c]","[c]"
"In post","2022","40-49","Finance","Staffordshire CC","Outside London","30","30","38530","33380"
"In post","2022","40-49","Finance","Suffolk CC","Outside London","10","10","27210","26120"
"In post","2022","40-49","Finance","Sunderland","Outside London","20","20","39300","33370"
"In post","2022","40-49","Finance","Swansea","Outside London","60","60","35430","32280"
"In post","2022","40-49","Finance","Swindon","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Telford and Wrekin","Outside London","25","25","47500","40950"
"In post","2022","40-49","Finance","Tower Hamlets","London","95","90","51390","46980"
"In post","2022","40-49","Finance","Tyneside","Outside London","190","185","42330","40180"
"In post","2022","40-49","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Wakefield","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","Wandsworth","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Warrington","Outside London","10","10","[c]","[c]"
"In post","2022","40-49","Finance","Warwickshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","West Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","West Sussex (South West)","Outside London","65","60","36600","33370"
"In post","2022","40-49","Finance","Westminster","London","520","505","53730","53240"
"In post","2022","40-49","Finance","Wiltshire","Outside London","60","60","39960","33300"
"In post","2022","40-49","Finance","Wirral","Outside London","10","10","24640","21260"
"In post","2022","40-49","Finance","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Finance","Worcestershire CC","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Finance","York","Outside London","40","35","41450","38360"
"In post","2022","40-49","Grants Management","Berkshire","Outside London","50","45","25650","21300"
"In post","2022","40-49","Grants Management","Bristol, City of","Outside London","15","15","29710","27620"
"In post","2022","40-49","Grants Management","Cambridgeshire CC","Outside London","15","15","25370","23540"
"In post","2022","40-49","Grants Management","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Cheshire East","Outside London","20","15","28140","25150"
"In post","2022","40-49","Grants Management","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Devon CC","Outside London","65","60","27140","25320"
"In post","2022","40-49","Grants Management","East Cumbria","Outside London","105","90","25660","24920"
"In post","2022","40-49","Grants Management","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Hounslow and Richmond upon Thames","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Leeds","Outside London","20","20","25910","21300"
"In post","2022","40-49","Grants Management","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","North Northamptonshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Nottingham","Outside London","25","25","25270","24920"
"In post","2022","40-49","Grants Management","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Somerset CC","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Grants Management","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Tyneside","Outside London","105","100","25230","21300"
"In post","2022","40-49","Grants Management","Walsall","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","West Cumbria","Outside London","175","150","24220","21300"
"In post","2022","40-49","Grants Management","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Grants Management","Worcestershire CC","Outside London","35","30","25630","23110"
"In post","2022","40-49","Grants Management","York","Outside London","30","30","25700","24920"
"In post","2022","40-49","Human Resources","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Angus and Dundee City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Barking & Dagenham and Havering","London","5","5","[c]","[c]"
"In post","2022","40-49","Human Resources","Barnet","London","10","10","[c]","[c]"
"In post","2022","40-49","Human Resources","Barnsley, Doncaster and Rotherham","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Human Resources","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","105","100","38860","33850"
"In post","2022","40-49","Human Resources","Bedford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Berkshire","Outside London","10","10","42590","38290"
"In post","2022","40-49","Human Resources","Bexley and Greenwich","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Birmingham","Outside London","65","60","44650","40530"
"In post","2022","40-49","Human Resources","Blackburn with Darwen","Outside London","5","5","[c]","[c]"
"In post","2022","40-49","Human Resources","Blackpool","Outside London","40","40","35220","32120"
"In post","2022","40-49","Human Resources","Bournemouth, Christchurch and Poole","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Bridgend and Neath Port Talbot","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Bristol, City of","Outside London","55","50","42110","38680"
"In post","2022","40-49","Human Resources","Bromley","London","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Human Resources","Buckinghamshire","Outside London","15","10","39000","35300"
