"Status","Year","Function_of_post","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Unknown","Overseas","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","AO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HEO","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Male","235","[c]","36490","33570"
"Leaver Dept.","2022","Analysis","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","G6","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","G6","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","G7","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","G7","Male","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","HEO","Female","50","[c]","33390","33210"
"Leaver Dept.","2022","Analysis","London","HEO","Male","65","[c]","34110","34570"
"Leaver Dept.","2022","Analysis","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","SEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","HEO","Male","35","[c]","30960","30220"
"Leaver Dept.","2022","Analysis","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Outside London","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","G7","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","London","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","HEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","SEO","Female","50","[c]","39600","39360"
"Leaver Dept.","2022","Commercial","Outside London","SEO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Unknown","SEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G6","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G6","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","G7","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","HEO","Female","55","[c]","35270","34570"
"Leaver Dept.","2022","Communications","London","HEO","Male","35","[c]","34410","34550"
"Leaver Dept.","2022","Communications","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","London","SEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","G7","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","HEO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Outside London","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","London","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","EO","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","HEO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","HEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","AO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","AO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","EO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G7","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","HEO","Female","45","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","HEO","Male","55","[c]","34340","33950"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","London","SEO","Male","40","[c]","43260","43010"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G7","Female","35","[c]","52640","50630"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","G7","Male","55","[c]","54090","53180"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","HEO","Female","40","[c]","31770","31990"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","HEO","Male","70","[c]","33250","33000"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO","Female","50","[c]","38230","37590"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","SEO","Male","80","[c]","38580","37910"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","HEO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G6","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G6","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G7","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","G7","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","HEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","HEO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SCS level","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SEO","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","London","SEO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AO","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","EO","Female","40","[c]","25570","25060"
"Leaver Dept.","2022","Finance","Outside London","EO","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G6","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G6","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G7","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","G7","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","HEO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","HEO","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","SEO","Female","50","[c]","38480","36900"
"Leaver Dept.","2022","Finance","Outside London","SEO","Male","40","[c]","39000","37590"
"Leaver Dept.","2022","Finance","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","HEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","HEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Unknown","SEO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AO","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","AO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","EO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","EO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","EO","Female","60","[c]","27770","27500"
"Leaver Dept.","2022","Human Resources","London","EO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","London","G7","Female","40","[c]","54800","54070"
"Leaver Dept.","2022","Human Resources","London","G7","Male","10","[c]","[c]","[c]"
