"Status","Year","Function_of_post","Region_ITL2","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Cheshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Cumbria","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Cumbria","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Devon","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Devon","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Female","Unknown","30","25","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Male","Unknown","35","35","35980","29750"
"In post","2022","Analysis","Dorset and Somerset","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Female","Heterosexual / straight","60","55","32530","29270"
"In post","2022","Analysis","East Anglia","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Female","Undeclared","10","5","[c]","[c]"
"In post","2022","Analysis","East Anglia","Female","Unknown","90","85","31820","29750"
"In post","2022","Analysis","East Anglia","Male","Heterosexual / straight","65","60","34900","30660"
"In post","2022","Analysis","East Anglia","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","East Anglia","Male","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","East Anglia","Male","Unknown","105","100","38570","36580"
"In post","2022","Analysis","East Anglia","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Female","Heterosexual / straight","470","445","36820","36840"
"In post","2022","Analysis","East Wales","Female","LGBO","60","60","36730","38340"
"In post","2022","Analysis","East Wales","Female","Undeclared","35","30","34720","30710"
"In post","2022","Analysis","East Wales","Female","Unknown","145","135","36580","36840"
"In post","2022","Analysis","East Wales","Male","Heterosexual / straight","360","355","37790","36840"
"In post","2022","Analysis","East Wales","Male","LGBO","35","35","35650","30710"
"In post","2022","Analysis","East Wales","Male","Undeclared","30","30","37090","35160"
"In post","2022","Analysis","East Wales","Male","Unknown","150","150","39460","36840"
"In post","2022","Analysis","East Wales","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Male","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Eastern Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Essex","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Female","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Essex","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","Essex","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Essex","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Heterosexual / straight","90","80","40050","38070"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","LGBO","15","15","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Undeclared","15","15","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Female","Unknown","45","40","37070","38070"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Heterosexual / straight","100","100","39740","36300"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Male","Unknown","60","60","37950","38070"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Female","Heterosexual / straight","95","90","39850","36990"
"In post","2022","Analysis","Greater Manchester","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Female","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Male","Heterosexual / straight","130","125","39490","34960"
"In post","2022","Analysis","Greater Manchester","Male","LGBO","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Male","Unknown","25","25","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Greater Manchester","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Female","Heterosexual / straight","265","245","38320","37460"
"In post","2022","Analysis","Hampshire and Isle of Wight","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Female","Undeclared","25","25","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Female","Unknown","115","110","37670","38070"
"In post","2022","Analysis","Hampshire and Isle of Wight","Male","Heterosexual / straight","230","225","39800","38070"
"In post","2022","Analysis","Hampshire and Isle of Wight","Male","LGBO","25","20","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Male","Unknown","255","245","42370","42020"
"In post","2022","Analysis","Hampshire and Isle of Wight","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Hampshire and Isle of Wight","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Herefordshire, Worcestershire and Warwickshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Female","Heterosexual / straight","275","255","51650","53100"
"In post","2022","Analysis","Inner London - East","Female","LGBO","25","25","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Female","Undeclared","35","30","51360","53900"
"In post","2022","Analysis","Inner London - East","Female","Unknown","65","65","44340","41880"
"In post","2022","Analysis","Inner London - East","Male","Heterosexual / straight","330","325","50930","46240"
"In post","2022","Analysis","Inner London - East","Male","LGBO","35","35","49730","43430"
"In post","2022","Analysis","Inner London - East","Male","Undeclared","40","40","52140","52920"
"In post","2022","Analysis","Inner London - East","Male","Unknown","90","90","48370","42020"
"In post","2022","Analysis","Inner London - East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Female","Heterosexual / straight","910","860","48980","45250"
"In post","2022","Analysis","Inner London - West","Female","LGBO","90","90","46560","44420"
"In post","2022","Analysis","Inner London - West","Female","Undeclared","135","125","49580","52500"
"In post","2022","Analysis","Inner London - West","Female","Unknown","120","115","45770","41340"
"In post","2022","Analysis","Inner London - West","Male","Heterosexual / straight","1060","1050","50720","47860"
"In post","2022","Analysis","Inner London - West","Male","LGBO","115","110","46270","46000"
"In post","2022","Analysis","Inner London - West","Male","Undeclared","160","160","52410","53360"
"In post","2022","Analysis","Inner London - West","Male","Unknown","200","200","47920","41340"
"In post","2022","Analysis","Inner London - West","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Inner London - West","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Kent","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lancashire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Leicestershire, Rutland and Northamptonshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Female","Heterosexual / straight","55","50","42820","40520"
"In post","2022","Analysis","Merseyside","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Male","Heterosexual / straight","40","40","43520","40520"
"In post","2022","Analysis","Merseyside","Male","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Merseyside","Male","Undeclared","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Male","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Merseyside","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Merseyside","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","North Yorkshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northern Ireland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Female","Heterosexual / straight","55","50","44590","40600"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Female","LGBO","5","5","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Female","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Male","Heterosexual / straight","55","55","38750","34940"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Male","Unknown","15","15","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Northumberland, and Tyne and Wear","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - East and North East","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Female","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Outer London - South","Female","Undeclared","[c]","[c]","[c]","[c]"
