"Status","Year","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","50-59","East Midlands (England)","485","[c]","31500","27570"
"Leaver CS","2022","50-59","East of England","595","[c]","33910","27900"
"Leaver CS","2022","50-59","London","1385","[c]","48880","41030"
"Leaver CS","2022","50-59","North East (England)","485","[c]","31480","26770"
"Leaver CS","2022","50-59","North West (England)","945","[c]","32430","27570"
"Leaver CS","2022","50-59","Northern Ireland","55","[c]","29980","23380"
"Leaver CS","2022","50-59","Overseas","30","[c]","49930","46600"
"Leaver CS","2022","50-59","Scotland","795","[c]","34170","27570"
"Leaver CS","2022","50-59","South East (England)","945","[c]","32200","27570"
"Leaver CS","2022","50-59","South West (England)","720","[c]","36240","32800"
"Leaver CS","2022","50-59","Unknown","180","[c]","39640","32700"
"Leaver CS","2022","50-59","Wales","395","[c]","34140","27570"
"Leaver CS","2022","50-59","West Midlands (England)","505","[c]","35680","27570"
"Leaver CS","2022","50-59","Yorkshire and The Humber","690","[c]","32740","27570"
"Leaver CS","2022","60-64","East Midlands (England)","345","[c]","31490","27570"
"Leaver CS","2022","60-64","East of England","375","[c]","33600","29290"
"Leaver CS","2022","60-64","London","925","[c]","47860","39950"
"Leaver CS","2022","60-64","North East (England)","485","[c]","30320","27570"
"Leaver CS","2022","60-64","North West (England)","725","[c]","31300","27570"
"Leaver CS","2022","60-64","Northern Ireland","45","[c]","30080","26660"
"Leaver CS","2022","60-64","Overseas","30","[c]","55960","47990"
"Leaver CS","2022","60-64","Scotland","705","[c]","36930","31990"
"Leaver CS","2022","60-64","South East (England)","655","[c]","33300","28350"
"Leaver CS","2022","60-64","South West (England)","575","[c]","36580","33630"
"Leaver CS","2022","60-64","Unknown","145","[c]","35210","30780"
"Leaver CS","2022","60-64","Wales","325","[c]","36330","27570"
"Leaver CS","2022","60-64","West Midlands (England)","390","[c]","31860","27570"
"Leaver CS","2022","60-64","Yorkshire and The Humber","530","[c]","32370","27570"
"Leaver CS","2022","65+","East Midlands (England)","240","[c]","26830","21300"
"Leaver CS","2022","65+","East of England","290","[c]","29950","27130"
"Leaver CS","2022","65+","London","650","[c]","39010","31060"
"Leaver CS","2022","65+","North East (England)","370","[c]","25260","21260"
"Leaver CS","2022","65+","North West (England)","645","[c]","27010","23840"
"Leaver CS","2022","65+","Northern Ireland","40","[c]","25860","22080"
"Leaver CS","2022","65+","Overseas","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Scotland","510","[c]","30370","26790"
"Leaver CS","2022","65+","South East (England)","585","[c]","28930","26670"
"Leaver CS","2022","65+","South West (England)","470","[c]","32770","27570"
"Leaver CS","2022","65+","Unknown","90","[c]","28680","22690"
"Leaver CS","2022","65+","Wales","275","[c]","30980","26780"
"Leaver CS","2022","65+","West Midlands (England)","285","[c]","28600","26440"
"Leaver CS","2022","65+","Yorkshire and The Humber","390","[c]","27660","26670"
"Leaver CS","2022","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","East Midlands (England)","175","[c]","25120","23390"
"Leaver Dept.","2022","20-29","East of England","135","[c]","28200","25620"
"Leaver Dept.","2022","20-29","London","3645","[c]","34420","32330"
"Leaver Dept.","2022","20-29","North East (England)","250","[c]","25640","24950"
"Leaver Dept.","2022","20-29","North West (England)","555","[c]","25610","24890"
"Leaver Dept.","2022","20-29","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scotland","300","[c]","26290","26670"
"Leaver Dept.","2022","20-29","South East (England)","230","[c]","27960","27570"
"Leaver Dept.","2022","20-29","South West (England)","550","[c]","26260","26050"
"Leaver Dept.","2022","20-29","Unknown","300","[c]","32290","32000"
"Leaver Dept.","2022","20-29","Wales","220","[c]","28470","27570"
"Leaver Dept.","2022","20-29","West Midlands (England)","340","[c]","25000","24250"
"Leaver Dept.","2022","20-29","Yorkshire and The Humber","445","[c]","28810","27570"
"Leaver Dept.","2022","30-39","East Midlands (England)","160","[c]","30120","27570"
"Leaver Dept.","2022","30-39","East of England","165","[c]","33340","30760"
"Leaver Dept.","2022","30-39","London","3045","[c]","44650","40780"
"Leaver Dept.","2022","30-39","North East (England)","290","[c]","30260","27570"
"Leaver Dept.","2022","30-39","North West (England)","590","[c]","30400","27570"
"Leaver Dept.","2022","30-39","Northern Ireland","20","[c]","31230","26260"
"Leaver Dept.","2022","30-39","Overseas","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Scotland","395","[c]","29350","27570"
"Leaver Dept.","2022","30-39","South East (England)","240","[c]","36760","35770"
"Leaver Dept.","2022","30-39","South West (England)","560","[c]","34820","33480"
"Leaver Dept.","2022","30-39","Unknown","215","[c]","39790","33250"
"Leaver Dept.","2022","30-39","Wales","255","[c]","33450","29540"
"Leaver Dept.","2022","30-39","West Midlands (England)","380","[c]","29490","27570"
"Leaver Dept.","2022","30-39","Yorkshire and The Humber","455","[c]","35500","31990"
"Leaver Dept.","2022","40-49","East Midlands (England)","160","[c]","36460","31990"
"Leaver Dept.","2022","40-49","East of England","155","[c]","38730","33370"
"Leaver Dept.","2022","40-49","London","1960","[c]","51890","51550"
"Leaver Dept.","2022","40-49","North East (England)","255","[c]","34890","29390"
"Leaver Dept.","2022","40-49","North West (England)","495","[c]","35890","30820"
"Leaver Dept.","2022","40-49","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Scotland","305","[c]","32050","27570"
"Leaver Dept.","2022","40-49","South East (England)","275","[c]","42740","38580"
"Leaver Dept.","2022","40-49","South West (England)","520","[c]","41240","38300"
"Leaver Dept.","2022","40-49","Unknown","140","[c]","41860","32440"
"Leaver Dept.","2022","40-49","Wales","160","[c]","36830","31990"
"Leaver Dept.","2022","40-49","West Midlands (England)","335","[c]","36090","29730"
"Leaver Dept.","2022","40-49","Yorkshire and The Humber","405","[c]","41300","37300"
"Leaver Dept.","2022","50-59","East Midlands (England)","115","[c]","38680","31980"
"Leaver Dept.","2022","50-59","East of England","155","[c]","46910","37440"
"Leaver Dept.","2022","50-59","London","1290","[c]","52560","47100"
"Leaver Dept.","2022","50-59","North East (England)","165","[c]","36220","28700"
"Leaver Dept.","2022","50-59","North West (England)","360","[c]","37600","31250"
"Leaver Dept.","2022","50-59","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Scotland","220","[c]","32610","27570"
"Leaver Dept.","2022","50-59","South East (England)","240","[c]","45520","40110"
"Leaver Dept.","2022","50-59","South West (England)","375","[c]","44850","40580"
"Leaver Dept.","2022","50-59","Unknown","75","[c]","46170","41090"
"Leaver Dept.","2022","50-59","Wales","90","[c]","35640","27570"
"Leaver Dept.","2022","50-59","West Midlands (England)","200","[c]","41110","33890"
"Leaver Dept.","2022","50-59","Yorkshire and The Humber","315","[c]","42520","36330"
"Leaver Dept.","2022","60-64","East Midlands (England)","15","[c]","35210","28180"
"Leaver Dept.","2022","60-64","East of England","40","[c]","43800","36060"
"Leaver Dept.","2022","60-64","London","225","[c]","55860","45850"
"Leaver Dept.","2022","60-64","North East (England)","25","[c]","42420","33140"
"Leaver Dept.","2022","60-64","North West (England)","45","[c]","42000","27570"
"Leaver Dept.","2022","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Scotland","20","[c]","31370","27570"
"Leaver Dept.","2022","60-64","South East (England)","50","[c]","50000","42460"
"Leaver Dept.","2022","60-64","South West (England)","100","[c]","49070","40790"
"Leaver Dept.","2022","60-64","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","West Midlands (England)","45","[c]","62120","44160"
"Leaver Dept.","2022","60-64","Yorkshire and The Humber","40","[c]","36340","35820"
"Leaver Dept.","2022","65+","East Midlands (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","East of England","15","[c]","43850","27900"
"Leaver Dept.","2022","65+","London","95","[c]","56990","40570"
"Leaver Dept.","2022","65+","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","North West (England)","10","[c]","48620","38150"
"Leaver Dept.","2022","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","South East (England)","35","[c]","39860","30460"
"Leaver Dept.","2022","65+","South West (England)","30","[c]","46110","37540"
"Leaver Dept.","2022","65+","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","West Midlands (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","East Midlands (England)","55","[c]","21950","21250"
"New entrant CS","2022","16-19","East of England","40","[c]","22660","21790"
"New entrant CS","2022","16-19","London","125","[c]","25270","25110"
"New entrant CS","2022","16-19","North East (England)","55","[c]","21560","21260"
"New entrant CS","2022","16-19","North West (England)","125","[c]","22140","21260"
"New entrant CS","2022","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Scotland","110","[c]","21310","21050"
"New entrant CS","2022","16-19","South East (England)","95","[c]","23080","21790"
"New entrant CS","2022","16-19","South West (England)","130","[c]","19300","19460"
"New entrant CS","2022","16-19","Unknown","25","[c]","17510","16190"
"New entrant CS","2022","16-19","Wales","100","[c]","19870","18310"
"New entrant CS","2022","16-19","West Midlands (England)","65","[c]","22260","21260"
"New entrant CS","2022","16-19","Yorkshire and The Humber","90","[c]","21960","21250"
"New entrant CS","2022","20-29","East Midlands (England)","1375","[c]","24280","23140"
"New entrant CS","2022","20-29","East of England","1120","[c]","25040","24620"
"New entrant CS","2022","20-29","London","7000","[c]","31690","30520"
"New entrant CS","2022","20-29","North East (England)","1580","[c]","24370","22470"
"New entrant CS","2022","20-29","North West (England)","3455","[c]","24750","23170"
"New entrant CS","2022","20-29","Northern Ireland","245","[c]","25480","24880"
"New entrant CS","2022","20-29","Overseas","10","[c]","27180","21680"
"New entrant CS","2022","20-29","Scotland","2755","[c]","25590","23450"
"New entrant CS","2022","20-29","South East (England)","1965","[c]","25610","24880"
"New entrant CS","2022","20-29","South West (England)","2155","[c]","25040","23550"
"New entrant CS","2022","20-29","Unknown","350","[c]","25550","27500"
"New entrant CS","2022","20-29","Wales","1640","[c]","24180","22520"
"New entrant CS","2022","20-29","West Midlands (England)","1955","[c]","24910","23170"
"New entrant CS","2022","20-29","Yorkshire and The Humber","2370","[c]","25460","23690"
"New entrant CS","2022","30-39","East Midlands (England)","840","[c]","26950","24800"
"New entrant CS","2022","30-39","East of England","740","[c]","27980","26140"
"New entrant CS","2022","30-39","London","3120","[c]","39830","35070"
"New entrant CS","2022","30-39","North East (England)","1060","[c]","27430","24960"
"New entrant CS","2022","30-39","North West (England)","2325","[c]","28010","25330"
"New entrant CS","2022","30-39","Northern Ireland","190","[c]","29510","26590"
"New entrant CS","2022","30-39","Overseas","15","[c]","39000","36960"
"New entrant CS","2022","30-39","Scotland","2160","[c]","29880","27230"
"New entrant CS","2022","30-39","South East (England)","1200","[c]","29330","27570"
"New entrant CS","2022","30-39","South West (England)","1350","[c]","30940","28590"
"New entrant CS","2022","30-39","Unknown","195","[c]","30390","27570"
"New entrant CS","2022","30-39","Wales","1135","[c]","28050","24800"
"New entrant CS","2022","30-39","West Midlands (England)","1300","[c]","28470","26590"
"New entrant CS","2022","30-39","Yorkshire and The Humber","1440","[c]","30660","27570"
"New entrant CS","2022","40-49","East Midlands (England)","660","[c]","29160","26590"
"New entrant CS","2022","40-49","East of England","615","[c]","30390","27570"
"New entrant CS","2022","40-49","London","1850","[c]","43180","37750"
"New entrant CS","2022","40-49","North East (England)","735","[c]","28660","26130"
"New entrant CS","2022","40-49","North West (England)","1410","[c]","30340","26590"
"New entrant CS","2022","40-49","Northern Ireland","110","[c]","30960","26590"
"New entrant CS","2022","40-49","Overseas","15","[c]","39940","39030"
"New entrant CS","2022","40-49","Scotland","1330","[c]","32260","27570"
"New entrant CS","2022","40-49","South East (England)","950","[c]","31710","27570"
"New entrant CS","2022","40-49","South West (England)","960","[c]","34210","29230"
"New entrant CS","2022","40-49","Unknown","145","[c]","36970","29290"
"New entrant CS","2022","40-49","Wales","705","[c]","30810","26590"
"New entrant CS","2022","40-49","West Midlands (England)","990","[c]","31850","27570"
"New entrant CS","2022","40-49","Yorkshire and The Humber","975","[c]","33110","27570"
"New entrant CS","2022","50-59","East Midlands (England)","555","[c]","28150","26130"
"New entrant CS","2022","50-59","East of England","580","[c]","29510","27570"
"New entrant CS","2022","50-59","London","1305","[c]","42440","35290"
"New entrant CS","2022","50-59","North East (England)","630","[c]","27860","24920"
"New entrant CS","2022","50-59","North West (England)","1150","[c]","29400","26310"
"New entrant CS","2022","50-59","Northern Ireland","50","[c]","28740","25730"
"New entrant CS","2022","50-59","Overseas","10","[c]","44360","38370"
"New entrant CS","2022","50-59","Scotland","1045","[c]","31370","27230"
"New entrant CS","2022","50-59","South East (England)","980","[c]","30200","26350"
"New entrant CS","2022","50-59","South West (England)","870","[c]","33540","28760"
"New entrant CS","2022","50-59","Unknown","120","[c]","36230","29390"
"New entrant CS","2022","50-59","Wales","515","[c]","30850","26310"
"New entrant CS","2022","50-59","West Midlands (England)","715","[c]","31010","27570"
"New entrant CS","2022","50-59","Yorkshire and The Humber","765","[c]","31520","27570"
"New entrant CS","2022","60-64","East Midlands (England)","110","[c]","28460","27570"
"New entrant CS","2022","60-64","East of England","150","[c]","27570","26070"
"New entrant CS","2022","60-64","London","285","[c]","40930","34630"
"New entrant CS","2022","60-64","North East (England)","130","[c]","26190","22990"
"New entrant CS","2022","60-64","North West (England)","290","[c]","27990","24800"
"New entrant CS","2022","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Scotland","165","[c]","28580","23640"
"New entrant CS","2022","60-64","South East (England)","250","[c]","28760","26730"
"New entrant CS","2022","60-64","South West (England)","175","[c]","31500","28480"
"New entrant CS","2022","60-64","Unknown","25","[c]","28040","23320"
"New entrant CS","2022","60-64","Wales","105","[c]","29170","27570"
"New entrant CS","2022","60-64","West Midlands (England)","155","[c]","30640","27570"
"New entrant CS","2022","60-64","Yorkshire and The Humber","180","[c]","29210","27880"
"New entrant CS","2022","65+","East Midlands (England)","40","[c]","27600","26650"
"New entrant CS","2022","65+","East of England","40","[c]","29010","25460"
"New entrant CS","2022","65+","London","80","[c]","40550","36930"
"New entrant CS","2022","65+","North East (England)","25","[c]","25820","21260"
"New entrant CS","2022","65+","North West (England)","75","[c]","28330","27570"
"New entrant CS","2022","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","65+","Scotland","30","[c]","31080","27400"
"New entrant CS","2022","65+","South East (England)","75","[c]","32840","28700"
"New entrant CS","2022","65+","South West (England)","60","[c]","31280","27700"
"New entrant CS","2022","65+","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","65+","Wales","25","[c]","29050","26130"
"New entrant CS","2022","65+","West Midlands (England)","65","[c]","30970","27570"
"New entrant CS","2022","65+","Yorkshire and The Humber","50","[c]","29240","28200"
"New entrant CS","2022","Unknown","London","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
