"Status","Year","Age","Region_ITL1","Region_ITL3","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","East of England","Suffolk CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","East of England","Thurrock","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Barnet","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","London","Bexley and Greenwich","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","London","Brent","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Camden and City of London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Camden and City of London","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Croydon","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","London","Croydon","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Enfield","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Hackney and Newham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Hackney and Newham","EO","5","5","[c]","[c]"
"In post","2022","16-19","London","Haringey and Islington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Hounslow and Richmond upon Thames","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Kensington & Chelsea and Hammersmith & Fulham","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Lewisham and Southwark","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Redbridge and Waltham Forest","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Tower Hamlets","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","London","Tower Hamlets","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Westminster","AA/AO","25","25","23340","23770"
"In post","2022","16-19","London","Westminster","EO","55","55","25920","25170"
"In post","2022","16-19","London","Westminster","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","London","Westminster","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Durham","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","North East (England)","Durham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Hartlepool and Stockton-on-Tees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","South Teesside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North East (England)","Sunderland","AA/AO","10","10","21250","21250"
"In post","2022","16-19","North East (England)","Tyneside","AA/AO","40","40","21070","21250"
"In post","2022","16-19","North East (England)","Tyneside","EO","10","10","[c]","[c]"
"In post","2022","16-19","North East (England)","Tyneside","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Blackpool","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","Blackpool","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Cheshire East","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","East Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","East Merseyside","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester North West","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester South East","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","Greater Manchester South West","AA/AO","15","15","21190","21250"
"In post","2022","16-19","North West (England)","Greater Manchester South West","EO","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","Lancaster and Wyre","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Liverpool","AA/AO","40","40","21310","21250"
"In post","2022","16-19","North West (England)","Liverpool","EO","5","5","[c]","[c]"
"In post","2022","16-19","North West (England)","Manchester","AA/AO","20","15","21200","21260"
"In post","2022","16-19","North West (England)","Manchester","EO","10","10","25570","25000"
"In post","2022","16-19","North West (England)","Manchester","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Manchester","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Mid Lancashire","AA/AO","15","15","20840","21260"
"In post","2022","16-19","North West (England)","Mid Lancashire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Mid Lancashire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Sefton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Sefton","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Warrington","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","West Cumbria","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","North West (England)","Wirral","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Belfast","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Lisburn and Castlereagh","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Northern Ireland","Newry, Mourne and Down","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Aberdeen City and Aberdeenshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Angus and Dundee City","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Scotland","City of Edinburgh","AA/AO","40","35","21660","21090"
"In post","2022","16-19","Scotland","City of Edinburgh","EO","5","5","[c]","[c]"
"In post","2022","16-19","Scotland","Clackmannanshire and Fife","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Scotland","East Ayrshire and North Ayrshire mainland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","East Ayrshire and North Ayrshire mainland","EO","10","10","[c]","[c]"
"In post","2022","16-19","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Falkirk","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Glasgow City","AA/AO","30","30","21260","21050"
"In post","2022","16-19","Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","North Lanarkshire","AA/AO","10","10","21290","21250"
"In post","2022","16-19","Scotland","North Lanarkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Perth and Kinross, and Stirling","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Scottish Borders","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","Shetland Islands","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Scotland","South Lanarkshire","AA/AO","10","10","21300","21250"
"In post","2022","16-19","Scotland","West Lothian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Berkshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Brighton and Hove","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Buckinghamshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Buckinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Central Hampshire","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","East Kent","AA/AO","15","15","22000","21680"
"In post","2022","16-19","South East (England)","East Kent","EO","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","East Surrey","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","East Sussex CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Isle of Wight","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Kent Thames Gateway","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","Medway","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Milton Keynes","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Milton Keynes","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","Milton Keynes","Unknown","25","25","19030","19110"
"In post","2022","16-19","South East (England)","Oxfordshire CC","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","Portsmouth","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","South Hampshire","AA/AO","10","10","20330","19860"
"In post","2022","16-19","South East (England)","South Hampshire","EO","5","5","[c]","[c]"
"In post","2022","16-19","South East (England)","Southampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","West Surrey","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","South East (England)","West Sussex (South West)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South East (England)","West Sussex (South West)","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","EO","90","90","18650","18030"
"In post","2022","16-19","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Bristol, City of","AA/AO","15","15","20600","20970"
"In post","2022","16-19","South West (England)","Bristol, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Cornwall and Isles of Scilly","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Cornwall and Isles of Scilly","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon CC","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Devon CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Dorset","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Plymouth","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","South West (England)","Plymouth","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","South West (England)","Plymouth","Unknown","10","10","18010","18030"
"In post","2022","16-19","South West (England)","Wiltshire","AA/AO","25","25","20170","21170"
"In post","2022","16-19","South West (England)","Wiltshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Unknown","Unknown","Unknown","35","35","17940","16450"
"In post","2022","16-19","Wales","Bridgend and Neath Port Talbot","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Cardiff and Vale of Glamorgan","AA/AO","20","20","21230","21250"
"In post","2022","16-19","Wales","Cardiff and Vale of Glamorgan","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Central Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Flintshire and Wrexham","AA/AO","15","15","18060","17450"
"In post","2022","16-19","Wales","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Monmouthshire and Newport","AA/AO","10","10","20230","19860"
"In post","2022","16-19","Wales","Monmouthshire and Newport","EO","5","5","[c]","[c]"
"In post","2022","16-19","Wales","South West Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Wales","Swansea","AA/AO","80","65","19300","18310"
"In post","2022","16-19","West Midlands (England)","Birmingham","AA/AO","25","25","21500","21250"
"In post","2022","16-19","West Midlands (England)","Birmingham","EO","10","10","24450","24910"
"In post","2022","16-19","West Midlands (England)","Coventry","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Coventry","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Dudley","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Solihull","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Solihull","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Staffordshire CC","AA/AO","10","10","21260","21840"
"In post","2022","16-19","West Midlands (England)","Staffordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Stoke-on-Trent","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Warwickshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Wolverhampton","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Wolverhampton","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","West Midlands (England)","Worcestershire CC","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Bradford","AA/AO","20","15","21250","21250"
"In post","2022","16-19","Yorkshire and The Humber","Bradford","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Calderdale and Kirklees","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Calderdale and Kirklees","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","East Riding of Yorkshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Kingston upon Hull, City of","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Leeds","AA/AO","35","35","21430","21250"
"In post","2022","16-19","Yorkshire and The Humber","Leeds","EO","10","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","North and North East Lincolnshire","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Sheffield","AA/AO","10","10","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","Wakefield","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","York","AA/AO","5","5","[c]","[c]"
"In post","2022","16-19","Yorkshire and The Humber","York","EO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Derby","AA/AO","65","60","22630","21260"
"In post","2022","20-29","East Midlands (England)","Derby","EO","40","40","27920","27570"
"In post","2022","20-29","East Midlands (England)","Derby","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Derby","Unknown","35","35","25900","24090"
"In post","2022","20-29","East Midlands (England)","East Derbyshire","AA/AO","5","5","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","East Derbyshire","EO","10","10","27570","27570"
"In post","2022","20-29","East Midlands (England)","East Derbyshire","Unknown","10","10","25380","23170"
"In post","2022","20-29","East Midlands (England)","Leicester","AA/AO","235","225","21870","21260"
"In post","2022","20-29","East Midlands (England)","Leicester","EO","85","85","27240","27570"
"In post","2022","20-29","East Midlands (England)","Leicester","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Leicester","SEO/HEO","25","25","33070","33370"
"In post","2022","20-29","East Midlands (England)","Leicester","Unknown","50","45","24370","23170"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","AA/AO","225","220","22870","23140"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","EO","60","60","26740","26350"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","SEO/HEO","25","25","32430","31790"
"In post","2022","20-29","East Midlands (England)","Leicestershire CC and Rutland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","Lincolnshire CC","AA/AO","165","160","22940","23140"
"In post","2022","20-29","East Midlands (England)","Lincolnshire CC","EO","80","80","27420","27570"
"In post","2022","20-29","East Midlands (England)","Lincolnshire CC","SEO/HEO","30","30","32070","32170"
"In post","2022","20-29","East Midlands (England)","Lincolnshire CC","Unknown","35","35","24230","23170"
"In post","2022","20-29","East Midlands (England)","North Northamptonshire","AA/AO","50","45","21710","21260"
"In post","2022","20-29","East Midlands (England)","North Northamptonshire","EO","15","15","27650","27570"
"In post","2022","20-29","East Midlands (England)","North Northamptonshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","North Northamptonshire","Unknown","20","20","25310","23170"
"In post","2022","20-29","East Midlands (England)","North Nottinghamshire","AA/AO","110","105","24230","24730"
"In post","2022","20-29","East Midlands (England)","North Nottinghamshire","EO","30","30","26900","27570"
"In post","2022","20-29","East Midlands (England)","North Nottinghamshire","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","North Nottinghamshire","Unknown","25","20","25380","23170"
"In post","2022","20-29","East Midlands (England)","Nottingham","AA/AO","530","515","22020","21250"
"In post","2022","20-29","East Midlands (England)","Nottingham","EO","545","535","26490","26590"
"In post","2022","20-29","East Midlands (England)","Nottingham","G6/G7","40","40","53500","54160"
"In post","2022","20-29","East Midlands (England)","Nottingham","SEO/HEO","435","430","33660","33370"
"In post","2022","20-29","East Midlands (England)","Nottingham","Unknown","45","45","25370","23170"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","AA/AO","80","80","23430","23140"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","EO","30","30","27040","27470"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","SEO/HEO","20","20","31730","31660"
"In post","2022","20-29","East Midlands (England)","South and West Derbyshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","AA/AO","70","70","22800","23140"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","EO","30","30","27250","25830"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","SEO/HEO","40","40","31130","30290"
"In post","2022","20-29","East Midlands (England)","South Nottinghamshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","West Northamptonshire","AA/AO","110","110","22790","23140"
"In post","2022","20-29","East Midlands (England)","West Northamptonshire","EO","40","40","26990","27570"
"In post","2022","20-29","East Midlands (England)","West Northamptonshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","East Midlands (England)","West Northamptonshire","Unknown","30","30","25940","24090"
"In post","2022","20-29","East of England","Bedford","AA/AO","100","100","27440","28140"
"In post","2022","20-29","East of England","Bedford","EO","40","40","26380","27470"
"In post","2022","20-29","East of England","Bedford","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","East of England","Bedford","Unknown","15","15","24900","24800"
"In post","2022","20-29","East of England","Breckland and South Norfolk","AA/AO","70","70","23650","23140"
"In post","2022","20-29","East of England","Breckland and South Norfolk","EO","10","10","26970","27570"
"In post","2022","20-29","East of England","Breckland and South Norfolk","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","East of England","Breckland and South Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Cambridgeshire CC","AA/AO","230","225","25190","26140"
"In post","2022","20-29","East of England","Cambridgeshire CC","EO","115","115","26530","26350"
"In post","2022","20-29","East of England","Cambridgeshire CC","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Cambridgeshire CC","SEO/HEO","95","95","33950","33000"
"In post","2022","20-29","East of England","Cambridgeshire CC","Unknown","30","30","25530","24090"
"In post","2022","20-29","East of England","Central Bedfordshire","AA/AO","10","10","20430","20970"
"In post","2022","20-29","East of England","Central Bedfordshire","EO","25","25","28260","27660"
"In post","2022","20-29","East of England","Central Bedfordshire","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","East of England","Essex Haven Gateway","AA/AO","35","35","22960","21680"
"In post","2022","20-29","East of England","Essex Haven Gateway","EO","30","30","27770","29290"
"In post","2022","20-29","East of England","Essex Haven Gateway","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","East of England","Essex Haven Gateway","Unknown","20","20","26010","24800"
"In post","2022","20-29","East of England","Essex Thames Gateway","AA/AO","55","55","24180","24250"
"In post","2022","20-29","East of England","Essex Thames Gateway","EO","40","40","28990","29290"
"In post","2022","20-29","East of England","Essex Thames Gateway","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Essex Thames Gateway","Unknown","35","35","23960","23170"
"In post","2022","20-29","East of England","Heart of Essex","AA/AO","115","115","25500","26140"
"In post","2022","20-29","East of England","Heart of Essex","EO","70","70","29170","29290"
"In post","2022","20-29","East of England","Heart of Essex","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Heart of Essex","SEO/HEO","20","20","33390","30460"
"In post","2022","20-29","East of England","Heart of Essex","Unknown","35","35","24710","23170"
"In post","2022","20-29","East of England","Hertfordshire CC","AA/AO","155","150","26240","24590"
"In post","2022","20-29","East of England","Hertfordshire CC","EO","125","120","29210","29290"
"In post","2022","20-29","East of England","Hertfordshire CC","G6/G7","10","10","[c]","[c]"
"In post","2022","20-29","East of England","Hertfordshire CC","SEO/HEO","80","80","36870","37000"
"In post","2022","20-29","East of England","Hertfordshire CC","Unknown","40","40","26320","25190"
"In post","2022","20-29","East of England","Luton","AA/AO","25","25","20890","20970"
"In post","2022","20-29","East of England","Luton","EO","40","40","26920","27570"
"In post","2022","20-29","East of England","Luton","SEO/HEO","5","5","[c]","[c]"
"In post","2022","20-29","East of England","Luton","Unknown","20","20","24240","24090"
"In post","2022","20-29","East of England","North and West Norfolk","AA/AO","45","45","23460","23140"
"In post","2022","20-29","East of England","North and West Norfolk","EO","15","15","26280","26850"
"In post","2022","20-29","East of England","North and West Norfolk","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","North and West Norfolk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Norwich and East Norfolk","AA/AO","110","110","22920","23140"
"In post","2022","20-29","East of England","Norwich and East Norfolk","EO","65","65","26590","27000"
"In post","2022","20-29","East of England","Norwich and East Norfolk","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Norwich and East Norfolk","SEO/HEO","35","35","31970","31250"
"In post","2022","20-29","East of England","Norwich and East Norfolk","Unknown","60","60","21680","18870"
"In post","2022","20-29","East of England","Peterborough","AA/AO","75","65","21730","21680"
"In post","2022","20-29","East of England","Peterborough","EO","40","40","26750","27130"
"In post","2022","20-29","East of England","Peterborough","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Peterborough","SEO/HEO","30","30","32870","30820"
"In post","2022","20-29","East of England","Peterborough","Unknown","20","20","26820","25480"
"In post","2022","20-29","East of England","Southend-on-Sea","AA/AO","10","10","[c]","[c]"
"In post","2022","20-29","East of England","Southend-on-Sea","EO","30","30","27620","26820"
"In post","2022","20-29","East of England","Southend-on-Sea","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","Southend-on-Sea","SEO/HEO","25","25","35650","33370"
"In post","2022","20-29","East of England","Southend-on-Sea","Unknown","15","15","25800","24800"
"In post","2022","20-29","East of England","Suffolk CC","AA/AO","320","315","24450","21680"
"In post","2022","20-29","East of England","Suffolk CC","EO","165","160","26380","26350"
"In post","2022","20-29","East of England","Suffolk CC","SEO/HEO","70","70","31510","30220"
"In post","2022","20-29","East of England","Suffolk CC","Unknown","45","40","25670","24800"
"In post","2022","20-29","East of England","Thurrock","AA/AO","40","40","21900","21680"
"In post","2022","20-29","East of England","Thurrock","EO","20","20","26160","24890"
"In post","2022","20-29","East of England","Thurrock","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","East of England","West Essex","AA/AO","15","15","22290","21680"
"In post","2022","20-29","East of England","West Essex","EO","35","30","26210","24890"
"In post","2022","20-29","East of England","West Essex","SEO/HEO","10","10","33880","30820"
"In post","2022","20-29","East of England","West Essex","Unknown","5","5","[c]","[c]"
"In post","2022","20-29","London","Barking & Dagenham and Havering","AA/AO","10","10","25050","25110"
"In post","2022","20-29","London","Barking & Dagenham and Havering","EO","80","80","30930","31060"
"In post","2022","20-29","London","Barking & Dagenham and Havering","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","20-29","London","Barking & Dagenham and Havering","Unknown","20","20","27990","27060"
"In post","2022","20-29","London","Barnet","AA/AO","70","60","24090","23780"
"In post","2022","20-29","London","Barnet","EO","145","130","28280","26880"
"In post","2022","20-29","London","Barnet","G6/G7","5","5","[c]","[c]"
"In post","2022","20-29","London","Barnet","SEO/HEO","135","135","35550","32650"
"In post","2022","20-29","London","Barnet","Unknown","15","15","29490","27060"
"In post","2022","20-29","London","Bexley and Greenwich","AA/AO","225","220","28850","30280"
"In post","2022","20-29","London","Bexley and Greenwich","EO","75","75","31130","31060"
