"Status","Year","Disability","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Undeclared","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Undeclared","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AA","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","AO","Female","75","[c]","23670","23770"
"Leaver Dept.","2022","Unknown","London","AO","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","EO","Female","250","[c]","28510","27920"
"Leaver Dept.","2022","Unknown","London","EO","Male","130","[c]","28800","28500"
"Leaver Dept.","2022","Unknown","London","G6","Female","150","[c]","68000","65680"
"Leaver Dept.","2022","Unknown","London","G6","Male","150","[c]","70180","67810"
"Leaver Dept.","2022","Unknown","London","G7","Female","355","[c]","54350","54250"
"Leaver Dept.","2022","Unknown","London","G7","Male","300","[c]","55010","54700"
"Leaver Dept.","2022","Unknown","London","HEO","Female","555","[c]","32910","32330"
"Leaver Dept.","2022","Unknown","London","HEO","Male","425","[c]","33080","32000"
"Leaver Dept.","2022","Unknown","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","SCS level","Female","95","[c]","107770","104240"
"Leaver Dept.","2022","Unknown","London","SCS level","Male","90","[c]","101660","95010"
"Leaver Dept.","2022","Unknown","London","SEO","Female","275","[c]","40920","40570"
"Leaver Dept.","2022","Unknown","London","SEO","Male","205","[c]","41690","40650"
"Leaver Dept.","2022","Unknown","London","Unknown","Female","50","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","AA","Female","30","[c]","19270","19520"
"Leaver Dept.","2022","Unknown","Outside London","AA","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","AO","Female","340","[c]","21500","21260"
"Leaver Dept.","2022","Unknown","Outside London","AO","Male","240","[c]","21510","21050"
"Leaver Dept.","2022","Unknown","Outside London","EO","Female","330","[c]","26610","27050"
"Leaver Dept.","2022","Unknown","Outside London","EO","Male","210","[c]","26650","26880"
"Leaver Dept.","2022","Unknown","Outside London","G6","Female","90","[c]","69310","67630"
"Leaver Dept.","2022","Unknown","Outside London","G6","Male","70","[c]","71270","70860"
"Leaver Dept.","2022","Unknown","Outside London","G7","Female","220","[c]","52020","50750"
"Leaver Dept.","2022","Unknown","Outside London","G7","Male","180","[c]","53030","52310"
"Leaver Dept.","2022","Unknown","Outside London","HEO","Female","300","[c]","31810","31990"
"Leaver Dept.","2022","Unknown","Outside London","HEO","Male","250","[c]","32500","31990"
"Leaver Dept.","2022","Unknown","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","Female","50","[c]","108730","113110"
"Leaver Dept.","2022","Unknown","Outside London","SCS level","Male","45","[c]","115110","113320"
"Leaver Dept.","2022","Unknown","Outside London","SEO","Female","270","[c]","39880","40030"
"Leaver Dept.","2022","Unknown","Outside London","SEO","Male","185","[c]","40090","40170"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Unknown","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G7","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","HEO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Overseas","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AO","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","AO","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","Female","35","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G7","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G7","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","HEO","Female","110","[c]","31930","32000"
"Leaver Dept.","2022","Unknown","Unknown","HEO","Male","90","[c]","31880","32000"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SCS level","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AA","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","AO","Female","60","[c]","24830","25110"
"New entrant CS","2022","Declared disabled","London","AO","Male","35","[c]","24080","23770"
"New entrant CS","2022","Declared disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","EO","Female","185","[c]","28840","28620"
"New entrant CS","2022","Declared disabled","London","EO","Male","100","[c]","29020","28500"
"New entrant CS","2022","Declared disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G6","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G6","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","G7","Female","45","[c]","54780","54110"
"New entrant CS","2022","Declared disabled","London","G7","Male","30","[c]","54580","54190"
"New entrant CS","2022","Declared disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","HEO","Female","150","[c]","33480","33570"
"New entrant CS","2022","Declared disabled","London","HEO","Male","100","[c]","34180","34000"
"New entrant CS","2022","Declared disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SEO","Female","50","[c]","41400","40600"
"New entrant CS","2022","Declared disabled","London","SEO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","London","Unknown","Female","125","[c]","34190","30200"
"New entrant CS","2022","Declared disabled","London","Unknown","Male","40","[c]","36830","36580"
"New entrant CS","2022","Declared disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","AA","Female","105","[c]","20480","20890"
"New entrant CS","2022","Declared disabled","Outside London","AA","Male","85","[c]","20250","20890"
"New entrant CS","2022","Declared disabled","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","AO","Female","735","[c]","21670","21260"
"New entrant CS","2022","Declared disabled","Outside London","AO","Male","570","[c]","21820","21260"
"New entrant CS","2022","Declared disabled","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","EO","Female","520","[c]","26720","27570"
"New entrant CS","2022","Declared disabled","Outside London","EO","Male","370","[c]","26720","27230"
"New entrant CS","2022","Declared disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G6","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G6","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","G7","Female","80","[c]","51820","49860"
"New entrant CS","2022","Declared disabled","Outside London","G7","Male","55","[c]","52160","50210"
"New entrant CS","2022","Declared disabled","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","HEO","Female","235","[c]","31510","31540"
"New entrant CS","2022","Declared disabled","Outside London","HEO","Male","185","[c]","31590","31990"
"New entrant CS","2022","Declared disabled","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","SEO","Female","130","[c]","38900","38000"
"New entrant CS","2022","Declared disabled","Outside London","SEO","Male","85","[c]","38960","38270"
"New entrant CS","2022","Declared disabled","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","Female","745","[c]","28240","25480"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","Male","265","[c]","29850","28200"
"New entrant CS","2022","Declared disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","AA","Female","50","[c]","22590","22350"
"New entrant CS","2022","Declared non-disabled","London","AA","Male","30","[c]","24180","25290"
"New entrant CS","2022","Declared non-disabled","London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","AO","Female","470","[c]","24810","24370"
"New entrant CS","2022","Declared non-disabled","London","AO","Male","335","[c]","25990","25110"
"New entrant CS","2022","Declared non-disabled","London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","EO","Female","1115","[c]","28740","28460"
"New entrant CS","2022","Declared non-disabled","London","EO","Male","720","[c]","28870","29040"
"New entrant CS","2022","Declared non-disabled","London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","G6","Female","80","[c]","68310","66170"
"New entrant CS","2022","Declared non-disabled","London","G6","Male","100","[c]","68680","66240"
"New entrant CS","2022","Declared non-disabled","London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","G7","Female","430","[c]","54240","53380"
"New entrant CS","2022","Declared non-disabled","London","G7","Male","345","[c]","55710","54270"
"New entrant CS","2022","Declared non-disabled","London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","HEO","Female","905","[c]","34170","33570"
"New entrant CS","2022","Declared non-disabled","London","HEO","Male","740","[c]","34090","33570"
"New entrant CS","2022","Declared non-disabled","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","SCS level","Female","40","[c]","92140","89430"
"New entrant CS","2022","Declared non-disabled","London","SCS level","Male","50","[c]","108260","98000"
"New entrant CS","2022","Declared non-disabled","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","SEO","Female","455","[c]","41720","40650"
"New entrant CS","2022","Declared non-disabled","London","SEO","Male","325","[c]","42160","41750"
"New entrant CS","2022","Declared non-disabled","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","London","Unknown","Female","390","[c]","33650","28690"
"New entrant CS","2022","Declared non-disabled","London","Unknown","Male","150","[c]","36780","33700"
"New entrant CS","2022","Declared non-disabled","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","AA","Female","965","[c]","20400","20890"
"New entrant CS","2022","Declared non-disabled","Outside London","AA","Male","715","[c]","20580","20890"
"New entrant CS","2022","Declared non-disabled","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","AO","Female","6055","[c]","21830","21260"
"New entrant CS","2022","Declared non-disabled","Outside London","AO","Male","4610","[c]","22320","21260"
"New entrant CS","2022","Declared non-disabled","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","Female","3785","[c]","26690","27230"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","Male","2975","[c]","26610","26820"
"New entrant CS","2022","Declared non-disabled","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","G6","Female","105","[c]","66170","65280"
"New entrant CS","2022","Declared non-disabled","Outside London","G6","Male","140","[c]","67180","65280"
"New entrant CS","2022","Declared non-disabled","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","G7","Female","620","[c]","52130","49860"
"New entrant CS","2022","Declared non-disabled","Outside London","G7","Male","675","[c]","52990","51380"
"New entrant CS","2022","Declared non-disabled","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","HEO","Female","1850","[c]","31530","31540"
"New entrant CS","2022","Declared non-disabled","Outside London","HEO","Male","1700","[c]","31580","31990"
"New entrant CS","2022","Declared non-disabled","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","Female","40","[c]","89110","84560"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","Male","40","[c]","88740","81310"
"New entrant CS","2022","Declared non-disabled","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO","Female","1060","[c]","39570","39290"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO","Male","980","[c]","40040","39660"
"New entrant CS","2022","Declared non-disabled","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","Female","2620","[c]","27260","24270"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","Male","985","[c]","30190","27110"
"New entrant CS","2022","Declared non-disabled","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G7","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G7","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","HEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","HEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Overseas","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AO","Female","35","[c]","21500","21260"
"New entrant CS","2022","Declared non-disabled","Unknown","AO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G7","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G7","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HEO","Female","25","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HEO","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","SEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Female","35","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AA","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AO","Female","20","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","AO","Male","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","London","EO","Female","55","[c]","28900","30200"
