"Status","Year","Age","Region_ITL1","Region_ITL2","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","16-19","North West (England)","Cheshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Cheshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Cumbria","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Greater Manchester","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Greater Manchester","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Greater Manchester","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Lancashire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Lancashire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Lancashire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Merseyside","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Merseyside","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","North West (England)","Merseyside","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Eastern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Eastern Scotland","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Southern Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","Southern Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","West Central Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","West Central Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Scotland","West Central Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Hampshire and Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Hampshire and Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Kent","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Kent","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Kent","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Kent","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Surrey, East and West Sussex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South East (England)","Surrey, East and West Sussex","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Devon","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Devon","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Devon","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Dorset and Somerset","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Dorset and Somerset","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","East Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","East Wales","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","East Wales","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","West Wales and The Valleys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Wales","West Wales and The Valleys","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","West Midlands","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","West Midlands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","West Midlands (England)","West Midlands","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","South Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","South Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","West Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Yorkshire and The Humber","West Yorkshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","130","[c]","24160","23450"
"Leaver CS","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","90","[c]","22060","20970"
"Leaver CS","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","120","[c]","23070","21260"
"Leaver CS","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","80","[c]","21590","20970"
"Leaver CS","2022","20-29","East Midlands (England)","Lincolnshire","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East Midlands (England)","Lincolnshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","95","[c]","27030","27570"
"Leaver CS","2022","20-29","East of England","Bedfordshire and Hertfordshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Bedfordshire and Hertfordshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Bedfordshire and Hertfordshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","East Anglia","Heterosexual / straight","190","[c]","24880","24880"
"Leaver CS","2022","20-29","East of England","East Anglia","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","East Anglia","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","East Anglia","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Essex","Heterosexual / straight","75","[c]","27070","29290"
"Leaver CS","2022","20-29","East of England","Essex","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Essex","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","East of England","Essex","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Inner London - East","Heterosexual / straight","385","[c]","30300","29290"
"Leaver CS","2022","20-29","London","Inner London - East","LGBO","45","[c]","33030","31060"
"Leaver CS","2022","20-29","London","Inner London - East","Undeclared","55","[c]","31640","31060"
"Leaver CS","2022","20-29","London","Inner London - East","Unknown","155","[c]","28840","25750"
"Leaver CS","2022","20-29","London","Inner London - West","Heterosexual / straight","820","[c]","33320","31560"
"Leaver CS","2022","20-29","London","Inner London - West","LGBO","145","[c]","33240","30950"
"Leaver CS","2022","20-29","London","Inner London - West","Undeclared","225","[c]","32570","32170"
"Leaver CS","2022","20-29","London","Inner London - West","Unknown","700","[c]","30690","28650"
"Leaver CS","2022","20-29","London","Outer London - East and North East","Heterosexual / straight","75","[c]","30290","31060"
"Leaver CS","2022","20-29","London","Outer London - East and North East","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - East and North East","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - East and North East","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - South","Heterosexual / straight","80","[c]","30680","31060"
"Leaver CS","2022","20-29","London","Outer London - South","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - South","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - South","Unknown","75","[c]","28720","28480"
"Leaver CS","2022","20-29","London","Outer London - West and North West","Heterosexual / straight","150","[c]","28330","29250"
"Leaver CS","2022","20-29","London","Outer London - West and North West","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - West and North West","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Outer London - West and North West","Unknown","60","[c]","26720","25630"
"Leaver CS","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","Heterosexual / straight","145","[c]","23140","21260"
"Leaver CS","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","Northumberland, and Tyne and Wear","Unknown","195","[c]","24780","21260"
"Leaver CS","2022","20-29","North East (England)","Tees Valley and Durham","Heterosexual / straight","65","[c]","23200","21470"
"Leaver CS","2022","20-29","North East (England)","Tees Valley and Durham","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","Tees Valley and Durham","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North East (England)","Tees Valley and Durham","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cheshire","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cheshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cheshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cheshire","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cumbria","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cumbria","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cumbria","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Cumbria","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Greater Manchester","Heterosexual / straight","175","[c]","25300","21260"
"Leaver CS","2022","20-29","North West (England)","Greater Manchester","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Greater Manchester","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Greater Manchester","Unknown","200","[c]","24230","21260"
"Leaver CS","2022","20-29","North West (England)","Lancashire","Heterosexual / straight","135","[c]","23000","21260"
"Leaver CS","2022","20-29","North West (England)","Lancashire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Lancashire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Lancashire","Unknown","85","[c]","23010","21260"
"Leaver CS","2022","20-29","North West (England)","Merseyside","Heterosexual / straight","110","[c]","23260","21680"
"Leaver CS","2022","20-29","North West (England)","Merseyside","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Merseyside","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","North West (England)","Merseyside","Unknown","110","[c]","23370","21680"
"Leaver CS","2022","20-29","Northern Ireland","Northern Ireland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Northern Ireland","Northern Ireland","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Overseas","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Eastern Scotland","Heterosexual / straight","85","[c]","25430","21260"
"Leaver CS","2022","20-29","Scotland","Eastern Scotland","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Eastern Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Eastern Scotland","Unknown","200","[c]","25700","23780"
"Leaver CS","2022","20-29","Scotland","Highlands and Islands","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Highlands and Islands","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Highlands and Islands","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Highlands and Islands","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","North Eastern Scotland","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","North Eastern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","North Eastern Scotland","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Southern Scotland","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Southern Scotland","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Southern Scotland","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","Southern Scotland","Unknown","75","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","West Central Scotland","Heterosexual / straight","95","[c]","25820","24320"
"Leaver CS","2022","20-29","Scotland","West Central Scotland","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","West Central Scotland","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Scotland","West Central Scotland","Unknown","105","[c]","25250","24400"
"Leaver CS","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Heterosexual / straight","165","[c]","26930","27570"
"Leaver CS","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Unknown","95","[c]","22790","21300"
"Leaver CS","2022","20-29","South East (England)","Hampshire and Isle of Wight","Heterosexual / straight","145","[c]","24780","23880"
"Leaver CS","2022","20-29","South East (England)","Hampshire and Isle of Wight","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Hampshire and Isle of Wight","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Hampshire and Isle of Wight","Unknown","95","[c]","24390","22590"
"Leaver CS","2022","20-29","South East (England)","Kent","Heterosexual / straight","110","[c]","24430","24250"
"Leaver CS","2022","20-29","South East (England)","Kent","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Kent","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Kent","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Surrey, East and West Sussex","Heterosexual / straight","135","[c]","24880","24370"
"Leaver CS","2022","20-29","South East (England)","Surrey, East and West Sussex","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Surrey, East and West Sussex","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South East (England)","Surrey, East and West Sussex","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Cornwall and Isles of Scilly","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Cornwall and Isles of Scilly","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Devon","Heterosexual / straight","105","[c]","24010","21260"
"Leaver CS","2022","20-29","South West (England)","Devon","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Devon","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Devon","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Dorset and Somerset","Heterosexual / straight","60","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Dorset and Somerset","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Dorset and Somerset","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Dorset and Somerset","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Heterosexual / straight","440","[c]","25700","25310"
"Leaver CS","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","LGBO","50","[c]","24640","23390"
"Leaver CS","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Undeclared","40","[c]","25880","25310"
"Leaver CS","2022","20-29","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","195","[c]","23590","21260"
"Leaver CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","85","[c]","22950","21840"
"Leaver CS","2022","20-29","Unknown","Unknown","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","Unknown","175","[c]","26200","21840"
"Leaver CS","2022","20-29","Wales","East Wales","Heterosexual / straight","205","[c]","25180","23050"
"Leaver CS","2022","20-29","Wales","East Wales","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","East Wales","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","East Wales","Unknown","185","[c]","23510","20970"
"Leaver CS","2022","20-29","Wales","West Wales and The Valleys","Heterosexual / straight","75","[c]","22820","21260"
"Leaver CS","2022","20-29","Wales","West Wales and The Valleys","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","West Wales and The Valleys","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Wales","West Wales and The Valleys","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Unknown","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Heterosexual / straight","90","[c]","24830","25660"
"Leaver CS","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","Shropshire and Staffordshire","Unknown","65","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","West Midlands","Heterosexual / straight","170","[c]","25590","23880"
"Leaver CS","2022","20-29","West Midlands (England)","West Midlands","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","West Midlands","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","West Midlands (England)","West Midlands","Unknown","170","[c]","24110","21260"
"Leaver CS","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Heterosexual / straight","55","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","North Yorkshire","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","North Yorkshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","North Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","North Yorkshire","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","South Yorkshire","Heterosexual / straight","105","[c]","23880","21260"
"Leaver CS","2022","20-29","Yorkshire and The Humber","South Yorkshire","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","South Yorkshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","South Yorkshire","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","West Yorkshire","Heterosexual / straight","200","[c]","24600","22200"
"Leaver CS","2022","20-29","Yorkshire and The Humber","West Yorkshire","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","West Yorkshire","Undeclared","40","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Yorkshire and The Humber","West Yorkshire","Unknown","210","[c]","22930","21260"
"Leaver CS","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Heterosexual / straight","105","[c]","29440","27570"
"Leaver CS","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Derbyshire and Nottinghamshire","Unknown","60","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Heterosexual / straight","95","[c]","29750","27570"
"Leaver CS","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Unknown","55","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Lincolnshire","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East Midlands (England)","Lincolnshire","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Bedfordshire and Hertfordshire","Heterosexual / straight","90","[c]","31860","29290"
"Leaver CS","2022","30-39","East of England","Bedfordshire and Hertfordshire","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Bedfordshire and Hertfordshire","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Bedfordshire and Hertfordshire","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","East Anglia","Heterosexual / straight","175","[c]","29050","27570"
"Leaver CS","2022","30-39","East of England","East Anglia","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","East Anglia","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","East Anglia","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Essex","Heterosexual / straight","60","[c]","28810","29290"
"Leaver CS","2022","30-39","East of England","Essex","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","East of England","Essex","Undeclared","5","[c]","[c]","[c]"
