"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Unknown","EO","Female","5","5","[c]","[c]"
"In post","2022","Legal","Unknown","EO","Male","10","10","[c]","[c]"
"In post","2022","Legal","Unknown","G6/G7","Female","40","35","66270","62660"
"In post","2022","Legal","Unknown","G6/G7","Male","40","40","64280","62120"
"In post","2022","Legal","Unknown","SCS level","Female","25","25","[c]","[c]"
"In post","2022","Legal","Unknown","SCS level","Male","35","35","87700","79760"
"In post","2022","Legal","Unknown","SEO/HEO","Female","40","40","35940","33370"
"In post","2022","Legal","Unknown","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","No function","Commercial","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","No function","Commercial","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","No function","Commercial","EO","Female","45","45","28440","28520"
"In post","2022","No function","Commercial","EO","Male","15","15","[c]","[c]"
"In post","2022","No function","Commercial","G6/G7","Female","70","65","68290","67790"
"In post","2022","No function","Commercial","G6/G7","Male","60","55","71500","70100"
"In post","2022","No function","Commercial","SCS level","Female","5","5","[c]","[c]"
"In post","2022","No function","Commercial","SCS level","Male","10","10","[c]","[c]"
"In post","2022","No function","Commercial","SEO/HEO","Female","150","150","42530","44330"
"In post","2022","No function","Commercial","SEO/HEO","Male","105","105","44850","45600"
"In post","2022","No function","Commercial","Unknown","Female","20","20","[c]","[c]"
"In post","2022","No function","Commercial","Unknown","Male","10","10","[c]","[c]"
"In post","2022","No function","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","EO","Female","20","20","[c]","[c]"
"In post","2022","No function","Communications","EO","Male","15","15","[c]","[c]"
"In post","2022","No function","Communications","G6/G7","Female","45","45","56580","56030"
"In post","2022","No function","Communications","G6/G7","Male","35","35","55290","54060"
"In post","2022","No function","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Communications","SEO/HEO","Female","85","85","35720","36300"
"In post","2022","No function","Communications","SEO/HEO","Male","40","40","36370","36500"
"In post","2022","No function","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","No function","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2022","No function","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Counter Fraud","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","EO","Female","5","5","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","EO","Male","15","15","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Digital, Data and Technology","SEO/HEO","Female","35","30","38180","40000"
"In post","2022","No function","Digital, Data and Technology","SEO/HEO","Male","45","45","38600","36530"
"In post","2022","No function","Economics","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","No function","Economics","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","No function","Economics","EO","Female","15","15","[c]","[c]"
"In post","2022","No function","Economics","EO","Male","15","15","[c]","[c]"
"In post","2022","No function","Economics","G6/G7","Female","75","70","58630","57620"
"In post","2022","No function","Economics","G6/G7","Male","105","105","60220","57850"
"In post","2022","No function","Economics","SCS level","Female","10","10","[c]","[c]"
"In post","2022","No function","Economics","SCS level","Male","10","10","[c]","[c]"
"In post","2022","No function","Economics","SEO/HEO","Female","60","60","35920","34550"
"In post","2022","No function","Economics","SEO/HEO","Male","95","95","36150","34320"
"In post","2022","No function","Finance","EO","Female","10","10","[c]","[c]"
"In post","2022","No function","Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","G6/G7","Female","40","40","54620","53420"
"In post","2022","No function","Finance","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","No function","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Finance","SCS level","Male","5","5","[c]","[c]"
"In post","2022","No function","Finance","SEO/HEO","Female","35","35","36200","36500"
"In post","2022","No function","Finance","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","No function","Geography","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","No function","Geography","AA/AO","Male","40","40","20450","20420"
"In post","2022","No function","Geography","EO","Female","55","50","27510","26740"
"In post","2022","No function","Geography","EO","Male","85","80","27550","26740"
"In post","2022","No function","Geography","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","No function","Geography","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Geography","SEO/HEO","Female","60","55","35820","33290"
"In post","2022","No function","Geography","SEO/HEO","Male","150","150","35700","33290"
"In post","2022","No function","Human Resources","EO","Female","10","10","[c]","[c]"
"In post","2022","No function","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","No function","Human Resources","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","No function","Human Resources","SCS level","Female","5","5","[c]","[c]"
"In post","2022","No function","Human Resources","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Human Resources","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2022","No function","Human Resources","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","G6/G7","Female","295","290","74800","75500"
"In post","2022","No function","Inspector of Education and Training","G6/G7","Male","180","180","76450","75500"
"In post","2022","No function","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","SCS level","Male","5","5","[c]","[c]"
"In post","2022","No function","Inspector of Education and Training","SEO/HEO","Female","345","330","50340","51360"
"In post","2022","No function","Inspector of Education and Training","SEO/HEO","Male","40","40","50650","51360"
"In post","2022","No function","Intelligence Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","EO","Female","240","225","27980","27380"
"In post","2022","No function","Intelligence Analysis","EO","Male","100","95","30130","29740"
"In post","2022","No function","Intelligence Analysis","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","No function","Intelligence Analysis","SEO/HEO","Female","40","40","36610","34350"
"In post","2022","No function","Intelligence Analysis","SEO/HEO","Male","30","30","38140","40320"
"In post","2022","No function","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Internal Audit","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","No function","Internal Audit","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","International Trade","EO","Female","55","55","27100","26440"
"In post","2022","No function","International Trade","EO","Male","50","50","27730","26820"
"In post","2022","No function","International Trade","G6/G7","Female","305","300","55900","52190"
"In post","2022","No function","International Trade","G6/G7","Male","370","365","56440","54420"
"In post","2022","No function","International Trade","SCS level","Female","50","50","82110","75300"
"In post","2022","No function","International Trade","SCS level","Male","70","65","82950","74600"
"In post","2022","No function","International Trade","SEO/HEO","Female","335","330","35890","35220"
"In post","2022","No function","International Trade","SEO/HEO","Male","400","400","36700","38160"
"In post","2022","No function","Knowledge and Information Management","AA/AO","Female","70","65","21800","20970"
"In post","2022","No function","Knowledge and Information Management","AA/AO","Male","30","30","21520","20970"
"In post","2022","No function","Knowledge and Information Management","EO","Female","145","135","27750","27570"
"In post","2022","No function","Knowledge and Information Management","EO","Male","80","80","27730","27570"
"In post","2022","No function","Knowledge and Information Management","G6/G7","Female","70","65","56520","54150"
"In post","2022","No function","Knowledge and Information Management","G6/G7","Male","55","55","59710","58470"
"In post","2022","No function","Knowledge and Information Management","SCS level","Female","5","5","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","SEO/HEO","Female","200","190","35940","34490"
"In post","2022","No function","Knowledge and Information Management","SEO/HEO","Male","155","155","36350","35310"
"In post","2022","No function","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","EO","Female","25","20","[c]","[c]"
"In post","2022","No function","Legal","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","G6/G7","Female","190","175","59760","59200"
"In post","2022","No function","Legal","G6/G7","Male","100","100","60690","59890"
"In post","2022","No function","Legal","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","SEO/HEO","Female","735","655","39730","40830"
"In post","2022","No function","Legal","SEO/HEO","Male","270","255","40280","41750"
"In post","2022","No function","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Medicine","EO","Male","15","15","[c]","[c]"
"In post","2022","No function","Medicine","G6/G7","Female","130","110","69560","67000"
"In post","2022","No function","Medicine","G6/G7","Male","65","60","76430","78190"
"In post","2022","No function","Medicine","SCS level","Female","175","155","104490","101100"
"In post","2022","No function","Medicine","SCS level","Male","110","100","114410","114000"
"In post","2022","No function","Medicine","SEO/HEO","Female","70","65","38750","40060"
"In post","2022","No function","Medicine","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","No function","Operational Delivery","AA/AO","Female","50585","43010","22320","21260"
"In post","2022","No function","Operational Delivery","AA/AO","Male","36865","35000","24240","21860"
"In post","2022","No function","Operational Delivery","EO","Female","39470","35015","28110","27570"
"In post","2022","No function","Operational Delivery","EO","Male","25870","24855","29060","27570"
"In post","2022","No function","Operational Delivery","G6/G7","Female","3055","2955","57550","54620"
"In post","2022","No function","Operational Delivery","G6/G7","Male","2660","2615","60560","57990"
"In post","2022","No function","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Delivery","SCS level","Female","325","315","90030","82670"
"In post","2022","No function","Operational Delivery","SCS level","Male","340","335","93290","87600"
"In post","2022","No function","Operational Delivery","SEO/HEO","Female","14475","13615","36360","34500"
"In post","2022","No function","Operational Delivery","SEO/HEO","Male","12300","11855","38980","37280"
"In post","2022","No function","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Delivery","Unknown","Female","14440","13285","29720","28200"
"In post","2022","No function","Operational Delivery","Unknown","Male","4675","4410","31050","28200"
"In post","2022","No function","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","G6/G7","Female","60","55","51830","47100"
"In post","2022","No function","Operational Research","G6/G7","Male","95","90","54430","52770"
"In post","2022","No function","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Operational Research","SEO/HEO","Female","60","60","36100","38070"
"In post","2022","No function","Operational Research","SEO/HEO","Male","60","60","35130","37930"
"In post","2022","No function","Other","AA/AO","Female","930","830","21950","21260"
"In post","2022","No function","Other","AA/AO","Male","565","545","21520","21260"
"In post","2022","No function","Other","EO","Female","2520","2315","28150","27570"
"In post","2022","No function","Other","EO","Male","1375","1340","28150","27570"
"In post","2022","No function","Other","G6/G7","Female","300","290","57190","54360"
"In post","2022","No function","Other","G6/G7","Male","310","305","58890","56330"
"In post","2022","No function","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","SCS level","Female","90","85","92520","87690"
"In post","2022","No function","Other","SCS level","Male","80","80","103030","93410"
"In post","2022","No function","Other","SEO/HEO","Female","800","755","35350","34290"
"In post","2022","No function","Other","SEO/HEO","Male","525","495","36180","35000"
"In post","2022","No function","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Other","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","EO","Female","10","10","[c]","[c]"
"In post","2022","No function","Planning","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","No function","Planning","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","No function","Planning","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning","SEO/HEO","Female","40","35","38340","39100"
"In post","2022","No function","Planning","SEO/HEO","Male","45","45","38090","39100"
"In post","2022","No function","Planning Inspectors","G6/G7","Female","130","110","56130","58810"
"In post","2022","No function","Planning Inspectors","G6/G7","Male","230","210","57400","58810"
"In post","2022","No function","Planning Inspectors","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Planning Inspectors","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Policy","AA/AO","Female","255","235","23790","23960"
"In post","2022","No function","Policy","AA/AO","Male","150","145","24200","24370"
"In post","2022","No function","Policy","EO","Female","1115","1080","27750","27680"
"In post","2022","No function","Policy","EO","Male","710","705","27860","27690"
"In post","2022","No function","Policy","G6/G7","Female","4735","4525","56970","54400"
"In post","2022","No function","Policy","G6/G7","Male","4505","4450","57710","55320"
"In post","2022","No function","Policy","SCS level","Female","750","705","83890","76260"
"In post","2022","No function","Policy","SCS level","Male","755","745","86580","77830"
"In post","2022","No function","Policy","SEO/HEO","Female","5815","5635","36260","35900"
"In post","2022","No function","Policy","SEO/HEO","Male","4720","4685","36550","35900"
"In post","2022","No function","Policy","Unknown","Female","20","20","[c]","[c]"
"In post","2022","No function","Policy","Unknown","Male","15","15","[c]","[c]"
"In post","2022","No function","Project Delivery","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","EO","Female","30","30","[c]","[c]"
"In post","2022","No function","Project Delivery","EO","Male","10","10","[c]","[c]"
"In post","2022","No function","Project Delivery","G6/G7","Female","105","100","56250","54040"
"In post","2022","No function","Project Delivery","G6/G7","Male","110","110","55610","52250"
"In post","2022","No function","Project Delivery","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Project Delivery","SCS level","Male","10","10","[c]","[c]"
"In post","2022","No function","Project Delivery","SEO/HEO","Female","135","130","35410","34260"
"In post","2022","No function","Project Delivery","SEO/HEO","Male","80","80","36330","34020"
"In post","2022","No function","Property","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","No function","Property","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","No function","Property","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Property","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","No function","Property","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","No function","Psychology","AA/AO","Female","75","70","21700","21550"
"In post","2022","No function","Psychology","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","No function","Psychology","EO","Female","350","340","27140","26850"
"In post","2022","No function","Psychology","EO","Male","65","65","26840","26850"
"In post","2022","No function","Psychology","G6/G7","Female","90","85","65190","65520"
"In post","2022","No function","Psychology","G6/G7","Male","30","30","[c]","[c]"
"In post","2022","No function","Psychology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","SEO/HEO","Female","810","775","37090","31600"
"In post","2022","No function","Psychology","SEO/HEO","Male","85","85","36910","34340"
"In post","2022","No function","Psychology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Psychology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Science and Engineering","AA/AO","Female","235","220","22360","23030"
"In post","2022","No function","Science and Engineering","AA/AO","Male","260","255","21230","21820"
"In post","2022","No function","Science and Engineering","EO","Female","425","405","26690","26710"
"In post","2022","No function","Science and Engineering","EO","Male","430","420","28000","28150"
"In post","2022","No function","Science and Engineering","G6/G7","Female","755","705","55920","53430"
"In post","2022","No function","Science and Engineering","G6/G7","Male","1315","1265","55550","54760"
"In post","2022","No function","Science and Engineering","SCS level","Female","20","15","[c]","[c]"
"In post","2022","No function","Science and Engineering","SCS level","Male","30","30","95580","95980"
"In post","2022","No function","Science and Engineering","SEO/HEO","Female","1530","1415","36230","37220"
"In post","2022","No function","Science and Engineering","SEO/HEO","Male","1665","1630","36320","38070"
"In post","2022","No function","Security","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Security","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Social Research","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","No function","Statistics","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","No function","Statistics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Statistics","SEO/HEO","Female","10","5","[c]","[c]"
"In post","2022","No function","Statistics","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2022","No function","Tax","AA/AO","Female","1365","1230","21340","21250"
"In post","2022","No function","Tax","AA/AO","Male","1170","1125","21310","21250"
"In post","2022","No function","Tax","EO","Female","1200","1100","27690","26820"
"In post","2022","No function","Tax","EO","Male","1055","1020","27530","26820"
"In post","2022","No function","Tax","G6/G7","Female","870","820","59070","55210"
"In post","2022","No function","Tax","G6/G7","Male","1345","1295","59830","55210"
"In post","2022","No function","Tax","SCS level","Female","35","35","82360","77840"
"In post","2022","No function","Tax","SCS level","Male","35","35","81700","79930"
"In post","2022","No function","Tax","SEO/HEO","Female","2740","2580","36130","33370"
"In post","2022","No function","Tax","SEO/HEO","Male","3130","3035","36240","33370"
"In post","2022","No function","Unknown","AA/AO","Female","505","450","21780","21250"
"In post","2022","No function","Unknown","AA/AO","Male","565","545","21860","21250"
"In post","2022","No function","Unknown","EO","Female","595","580","27520","27280"
"In post","2022","No function","Unknown","EO","Male","500","500","27230","26820"
"In post","2022","No function","Unknown","G6/G7","Female","720","700","58990","55210"
"In post","2022","No function","Unknown","G6/G7","Male","725","720","61530","58600"
"In post","2022","No function","Unknown","SCS level","Female","155","150","86420","78870"
"In post","2022","No function","Unknown","SCS level","Male","190","190","92110","83390"
"In post","2022","No function","Unknown","SEO/HEO","Female","2100","2075","33220","33080"
"In post","2022","No function","Unknown","SEO/HEO","Male","1720","1715","33560","33080"
"In post","2022","No function","Veterinarian","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","EO","Female","5","5","[c]","[c]"
"In post","2022","No function","Veterinarian","EO","Male","10","10","[c]","[c]"
"In post","2022","No function","Veterinarian","G6/G7","Female","55","55","54150","52180"
"In post","2022","No function","Veterinarian","G6/G7","Male","60","55","55050","54430"
"In post","2022","No function","Veterinarian","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","No function","Veterinarian","SEO/HEO","Female","155","145","39360","37480"
"In post","2022","No function","Veterinarian","SEO/HEO","Male","105","100","40470","37910"
"In post","2022","Project Delivery","Commercial","EO","Female","60","55","23040","23250"
"In post","2022","Project Delivery","Commercial","EO","Male","40","40","23060","23000"
"In post","2022","Project Delivery","Commercial","G6/G7","Female","65","60","55480","54100"
"In post","2022","Project Delivery","Commercial","G6/G7","Male","90","85","58970","55220"
"In post","2022","Project Delivery","Commercial","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Commercial","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Commercial","SEO/HEO","Female","265","250","34660","34290"
"In post","2022","Project Delivery","Commercial","SEO/HEO","Male","230","225","35850","36040"
"In post","2022","Project Delivery","Communications","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","EO","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Project Delivery","Communications","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Communications","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Communications","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","G6/G7","Male","65","65","56030","56240"
"In post","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Digital, Data and Technology","SEO/HEO","Male","55","55","37660","38070"
"In post","2022","Project Delivery","Economics","G6/G7","Female","30","30","57360","55990"
"In post","2022","Project Delivery","Economics","G6/G7","Male","45","45","60260","58030"
"In post","2022","Project Delivery","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Economics","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Project Delivery","Economics","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Project Delivery","Finance","EO","Female","15","15","[c]","[c]"
"In post","2022","Project Delivery","Finance","EO","Male","15","15","[c]","[c]"
"In post","2022","Project Delivery","Finance","G6/G7","Female","40","40","58610","57180"
"In post","2022","Project Delivery","Finance","G6/G7","Male","45","45","61920","59000"
"In post","2022","Project Delivery","Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Finance","SEO/HEO","Female","60","55","37200","34250"
"In post","2022","Project Delivery","Finance","SEO/HEO","Male","45","40","36590","36500"
"In post","2022","Project Delivery","Human Resources","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Project Delivery","Human Resources","G6/G7","Female","5","5","[c]","[c]"
