"Status","Year","Organisation","Region_ITL2","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","HM Prison and Probation Service","Essex","Outside London","Unknown","220","205","27410","26140"
"In post","2022","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","1350","1270","29760","27680"
"In post","2022","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","100","95","26670","25210"
"In post","2022","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","130","115","30960","29820"
"In post","2022","HM Prison and Probation Service","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","320","295","27980","25700"
"In post","2022","HM Prison and Probation Service","Greater Manchester","Outside London","Heterosexual / straight","1670","1590","30000","27380"
"In post","2022","HM Prison and Probation Service","Greater Manchester","Outside London","LGBO","170","165","28140","25610"
"In post","2022","HM Prison and Probation Service","Greater Manchester","Outside London","Undeclared","175","165","30270","30060"
"In post","2022","HM Prison and Probation Service","Greater Manchester","Outside London","Unknown","555","515","27620","25480"
"In post","2022","HM Prison and Probation Service","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","980","925","29280","27120"
"In post","2022","HM Prison and Probation Service","Hampshire and Isle of Wight","Outside London","LGBO","85","85","29020","27380"
"In post","2022","HM Prison and Probation Service","Hampshire and Isle of Wight","Outside London","Undeclared","110","105","29970","30210"
"In post","2022","HM Prison and Probation Service","Hampshire and Isle of Wight","Outside London","Unknown","235","215","29680","29210"
"In post","2022","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Outside London","Heterosexual / straight","1115","1065","29690","26890"
"In post","2022","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Outside London","LGBO","80","80","28090","24800"
"In post","2022","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Outside London","Undeclared","100","100","32110","31630"
"In post","2022","HM Prison and Probation Service","Herefordshire, Worcestershire and Warwickshire","Outside London","Unknown","245","230","27880","25210"
"In post","2022","HM Prison and Probation Service","Inner London - East","London","Heterosexual / straight","1230","1195","35210","34100"
"In post","2022","HM Prison and Probation Service","Inner London - East","London","LGBO","110","110","37040","34100"
"In post","2022","HM Prison and Probation Service","Inner London - East","London","Undeclared","160","150","36300","33450"
"In post","2022","HM Prison and Probation Service","Inner London - East","London","Unknown","425","400","33060","32090"
"In post","2022","HM Prison and Probation Service","Inner London - West","London","Heterosexual / straight","1325","1285","40580","35320"
"In post","2022","HM Prison and Probation Service","Inner London - West","London","LGBO","115","115","40700","35250"
"In post","2022","HM Prison and Probation Service","Inner London - West","London","Undeclared","125","120","42910","35940"
"In post","2022","HM Prison and Probation Service","Inner London - West","London","Unknown","435","415","35040","31530"
"In post","2022","HM Prison and Probation Service","Kent","Outside London","Heterosexual / straight","1855","1770","30540","30610"
"In post","2022","HM Prison and Probation Service","Kent","Outside London","LGBO","135","135","31990","31300"
"In post","2022","HM Prison and Probation Service","Kent","Outside London","Undeclared","155","145","32750","31650"
"In post","2022","HM Prison and Probation Service","Kent","Outside London","Unknown","520","490","28620","28140"
"In post","2022","HM Prison and Probation Service","Lancashire","Outside London","Heterosexual / straight","1835","1700","30090","27380"
"In post","2022","HM Prison and Probation Service","Lancashire","Outside London","LGBO","135","130","29500","27120"
"In post","2022","HM Prison and Probation Service","Lancashire","Outside London","Undeclared","175","160","31260","31650"
"In post","2022","HM Prison and Probation Service","Lancashire","Outside London","Unknown","565","515","27740","26880"
"In post","2022","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","1415","1340","29280","26850"
"In post","2022","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","95","90","29360","26470"
"In post","2022","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","170","160","31110","28550"
"In post","2022","HM Prison and Probation Service","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","320","295","28690","26460"
"In post","2022","HM Prison and Probation Service","Lincolnshire","Outside London","Heterosexual / straight","715","685","28980","26730"
"In post","2022","HM Prison and Probation Service","Lincolnshire","Outside London","LGBO","40","40","28550","27120"
"In post","2022","HM Prison and Probation Service","Lincolnshire","Outside London","Undeclared","70","65","33500","31650"
"In post","2022","HM Prison and Probation Service","Lincolnshire","Outside London","Unknown","105","100","25830","25210"
"In post","2022","HM Prison and Probation Service","Merseyside","Outside London","Heterosexual / straight","865","815","30060","27120"
"In post","2022","HM Prison and Probation Service","Merseyside","Outside London","LGBO","70","70","29190","27120"
"In post","2022","HM Prison and Probation Service","Merseyside","Outside London","Undeclared","70","70","32240","31650"
"In post","2022","HM Prison and Probation Service","Merseyside","Outside London","Unknown","375","340","27780","25700"
"In post","2022","HM Prison and Probation Service","North Yorkshire","Outside London","Heterosexual / straight","255","230","31010","28220"
"In post","2022","HM Prison and Probation Service","North Yorkshire","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North Yorkshire","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Prison and Probation Service","North Yorkshire","Outside London","Unknown","50","45","28530","28200"
"In post","2022","HM Prison and Probation Service","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","460","435","29820","28200"
"In post","2022","HM Prison and Probation Service","Northumberland, and Tyne and Wear","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Northumberland, and Tyne and Wear","Outside London","Undeclared","30","30","33030","36100"
"In post","2022","HM Prison and Probation Service","Northumberland, and Tyne and Wear","Outside London","Unknown","80","80","28370","27730"
"In post","2022","HM Prison and Probation Service","Outer London - East and North East","London","Heterosexual / straight","945","915","33180","33490"
"In post","2022","HM Prison and Probation Service","Outer London - East and North East","London","LGBO","60","55","32110","31890"
"In post","2022","HM Prison and Probation Service","Outer London - East and North East","London","Undeclared","80","75","34060","34550"
"In post","2022","HM Prison and Probation Service","Outer London - East and North East","London","Unknown","335","315","30460","30460"
"In post","2022","HM Prison and Probation Service","Outer London - South","London","Heterosexual / straight","700","675","37320","32350"
"In post","2022","HM Prison and Probation Service","Outer London - South","London","LGBO","35","35","37470","32350"
"In post","2022","HM Prison and Probation Service","Outer London - South","London","Undeclared","70","70","40090","36580"
"In post","2022","HM Prison and Probation Service","Outer London - South","London","Unknown","180","170","32670","30110"
"In post","2022","HM Prison and Probation Service","Outer London - West and North West","London","Heterosexual / straight","750","715","33430","33890"
"In post","2022","HM Prison and Probation Service","Outer London - West and North West","London","LGBO","55","55","33490","32460"
"In post","2022","HM Prison and Probation Service","Outer London - West and North West","London","Undeclared","80","75","35800","35490"
"In post","2022","HM Prison and Probation Service","Outer London - West and North West","London","Unknown","240","235","32610","31020"
"In post","2022","HM Prison and Probation Service","Shropshire and Staffordshire","Outside London","Heterosexual / straight","2055","1940","29880","27120"
"In post","2022","HM Prison and Probation Service","Shropshire and Staffordshire","Outside London","LGBO","135","130","27310","26330"
"In post","2022","HM Prison and Probation Service","Shropshire and Staffordshire","Outside London","Undeclared","170","160","32040","31420"
"In post","2022","HM Prison and Probation Service","Shropshire and Staffordshire","Outside London","Unknown","465","425","27120","25700"
"In post","2022","HM Prison and Probation Service","South Yorkshire","Outside London","Heterosexual / straight","1220","1130","29510","27380"
"In post","2022","HM Prison and Probation Service","South Yorkshire","Outside London","LGBO","80","80","29990","26610"
"In post","2022","HM Prison and Probation Service","South Yorkshire","Outside London","Undeclared","130","125","32930","31650"
"In post","2022","HM Prison and Probation Service","South Yorkshire","Outside London","Unknown","315","295","27420","25480"
"In post","2022","HM Prison and Probation Service","Surrey, East and West Sussex","Outside London","Heterosexual / straight","1605","1520","31670","30900"
"In post","2022","HM Prison and Probation Service","Surrey, East and West Sussex","Outside London","LGBO","180","175","31200","28890"
"In post","2022","HM Prison and Probation Service","Surrey, East and West Sussex","Outside London","Undeclared","175","165","32550","33520"
"In post","2022","HM Prison and Probation Service","Surrey, East and West Sussex","Outside London","Unknown","425","390","30030","28760"
"In post","2022","HM Prison and Probation Service","Tees Valley and Durham","Outside London","Heterosexual / straight","2355","2210","29390","27380"
"In post","2022","HM Prison and Probation Service","Tees Valley and Durham","Outside London","LGBO","140","135","29590","27120"
"In post","2022","HM Prison and Probation Service","Tees Valley and Durham","Outside London","Undeclared","210","190","31750","31650"
"In post","2022","HM Prison and Probation Service","Tees Valley and Durham","Outside London","Unknown","630","575","28840","28010"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","Heterosexual / straight","45","45","28470","24620"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","Unknown","Unknown","Unknown","25","20","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Central Scotland","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Central Scotland","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Prison and Probation Service","West Midlands","Outside London","Heterosexual / straight","1235","1170","29720","27470"
"In post","2022","HM Prison and Probation Service","West Midlands","Outside London","LGBO","90","85","28300","24800"
"In post","2022","HM Prison and Probation Service","West Midlands","Outside London","Undeclared","100","95","30320","28200"
"In post","2022","HM Prison and Probation Service","West Midlands","Outside London","Unknown","365","325","27510","25420"
"In post","2022","HM Prison and Probation Service","West Wales and The Valleys","Outside London","Heterosexual / straight","830","780","29490","28200"
"In post","2022","HM Prison and Probation Service","West Wales and The Valleys","Outside London","LGBO","40","40","29350","28010"
"In post","2022","HM Prison and Probation Service","West Wales and The Valleys","Outside London","Undeclared","50","45","30820","30210"
"In post","2022","HM Prison and Probation Service","West Wales and The Valleys","Outside London","Unknown","215","195","27520","26310"
"In post","2022","HM Prison and Probation Service","West Yorkshire","Outside London","Heterosexual / straight","2315","2185","30050","27380"
"In post","2022","HM Prison and Probation Service","West Yorkshire","Outside London","LGBO","170","165","30460","28200"
"In post","2022","HM Prison and Probation Service","West Yorkshire","Outside London","Undeclared","225","205","32070","31650"
"In post","2022","HM Prison and Probation Service","West Yorkshire","Outside London","Unknown","610","560","27230","25210"
"In post","2022","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","225","210","33310","32380"
"In post","2022","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","45","40","36360","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","130","120","31700","28490"
"In post","2022","HM Revenue and Customs (excl. agencies)","Cheshire","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","2335","2220","35630","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","LGBO","170","170","34270","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Undeclared","270","255","36680","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Derbyshire and Nottinghamshire","Outside London","Unknown","1135","1075","30370","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Devon","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Anglia","Outside London","Heterosexual / straight","330","305","31200","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Anglia","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Anglia","Outside London","Undeclared","55","50","32260","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Anglia","Outside London","Unknown","135","125","29720","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Wales","Outside London","Heterosexual / straight","2575","2410","31340","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Wales","Outside London","LGBO","245","240","29770","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Wales","Outside London","Undeclared","260","240","31120","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","East Wales","Outside London","Unknown","1285","1190","27950","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Eastern Scotland","Outside London","Heterosexual / straight","1340","1280","31970","27570"
"In post","2022","HM Revenue and Customs (excl. agencies)","Eastern Scotland","Outside London","LGBO","140","140","28470","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Eastern Scotland","Outside London","Undeclared","140","130","33640","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Eastern Scotland","Outside London","Unknown","700","655","26850","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Essex","Outside London","Heterosexual / straight","390","355","37150","33430"
"In post","2022","HM Revenue and Customs (excl. agencies)","Essex","Outside London","LGBO","20","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Essex","Outside London","Undeclared","100","90","35670","34220"
"In post","2022","HM Revenue and Customs (excl. agencies)","Essex","Outside London","Unknown","235","210","33990","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Heterosexual / straight","880","835","38300","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","LGBO","75","70","39330","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Undeclared","135","130","39300","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Outside London","Unknown","330","310","34810","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Greater Manchester","Outside London","Heterosexual / straight","3715","3540","35100","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Greater Manchester","Outside London","LGBO","300","295","32870","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Greater Manchester","Outside London","Undeclared","390","365","35220","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Greater Manchester","Outside London","Unknown","2150","2040","30430","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","Outside London","Heterosexual / straight","530","465","30130","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","Outside London","LGBO","40","40","31580","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","Outside London","Undeclared","110","95","33050","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Hampshire and Isle of Wight","Outside London","Unknown","270","235","26660","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - East","London","Heterosexual / straight","2840","2715","44510","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - East","London","LGBO","205","200","46410","40840"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - East","London","Undeclared","405","385","44580","38470"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - East","London","Unknown","1575","1495","41080","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - West","London","Heterosexual / straight","720","695","59140","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - West","London","LGBO","70","70","62470","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - West","London","Undeclared","105","100","58450","62120"
"In post","2022","HM Revenue and Customs (excl. agencies)","Inner London - West","London","Unknown","290","285","54850","58600"
"In post","2022","HM Revenue and Customs (excl. agencies)","Kent","Outside London","Heterosexual / straight","130","120","31190","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Kent","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Kent","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Kent","Outside London","Unknown","50","50","31650","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Lancashire","Outside London","Heterosexual / straight","1085","970","30680","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Lancashire","Outside London","LGBO","45","40","30810","26700"
"In post","2022","HM Revenue and Customs (excl. agencies)","Lancashire","Outside London","Undeclared","160","145","29010","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Lancashire","Outside London","Unknown","380","330","25750","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","Heterosexual / straight","115","105","32500","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Leicestershire, Rutland and Northamptonshire","Outside London","Unknown","105","95","26210","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Outside London","Heterosexual / straight","3485","3265","32450","28370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Outside London","LGBO","215","210","31340","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Outside London","Undeclared","315","295","33660","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Merseyside","Outside London","Unknown","1925","1755","27500","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","Heterosexual / straight","1405","1320","32360","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","LGBO","95","90","28900","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","Undeclared","110","100","32300","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northern Ireland","Outside London","Unknown","760","715","27240","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","Heterosexual / straight","6250","5660","31490","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","LGBO","380","365","30760","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","Undeclared","605","530","30300","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Northumberland, and Tyne and Wear","Outside London","Unknown","3415","3005","27340","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","London","Heterosexual / straight","1675","1595","43790","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","London","LGBO","95","90","42290","37610"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","London","Undeclared","250","230","41210","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - South","London","Unknown","770","735","40310","37930"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Outer London - West and North West","London","Unknown","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Outside London","Heterosexual / straight","515","485","42930","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Outside London","LGBO","25","25","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Outside London","Undeclared","65","60","41020","40520"
"In post","2022","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Outside London","Unknown","210","195","39960","35980"
"In post","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Outside London","Heterosexual / straight","1210","1060","28580","26590"
"In post","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Outside London","LGBO","70","65","27580","24340"
"In post","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Outside London","Undeclared","110","95","28370","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","Southern Scotland","Outside London","Unknown","810","705","24840","21250"
"In post","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Outside London","Heterosexual / straight","325","300","36900","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Outside London","LGBO","20","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Outside London","Undeclared","65","60","35590","33370"
"In post","2022","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Outside London","Unknown","210","185","32420","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Outside London","Heterosexual / straight","300","265","25020","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Outside London","LGBO","15","15","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Outside London","Undeclared","25","20","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","Tees Valley and Durham","Outside London","Unknown","95","80","24320","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Outside London","Heterosexual / straight","2035","1850","31160","27080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Outside London","LGBO","125","120","30230","27190"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Outside London","Undeclared","230","200","30940","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Central Scotland","Outside London","Unknown","835","750","27710","22080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Outside London","Heterosexual / straight","2160","2055","33820","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Outside London","LGBO","120","115","33500","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Outside London","Undeclared","255","235","33330","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Midlands","Outside London","Unknown","1155","1100","30050","26820"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Wales and The Valleys","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Outside London","Heterosexual / straight","2845","2650","33590","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Outside London","LGBO","160","155","32940","28920"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Outside London","Undeclared","345","320","33100","33080"
"In post","2022","HM Revenue and Customs (excl. agencies)","West Yorkshire","Outside London","Unknown","1805","1690","28330","26590"
"In post","2022","HM Treasury (excl. agencies)","East Anglia","Outside London","Heterosexual / straight","50","50","29200","24250"
"In post","2022","HM Treasury (excl. agencies)","East Anglia","Outside London","LGBO","5","5","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","East Anglia","Outside London","Undeclared","5","5","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","East Anglia","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Inner London - West","London","Heterosexual / straight","1510","1475","48920","52500"
"In post","2022","HM Treasury (excl. agencies)","Inner London - West","London","LGBO","170","165","46940","52500"
"In post","2022","HM Treasury (excl. agencies)","Inner London - West","London","Undeclared","205","205","45620","41100"
"In post","2022","HM Treasury (excl. agencies)","Inner London - West","London","Unknown","50","50","48510","42000"
"In post","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Outside London","Heterosexual / straight","80","80","42800","32320"
"In post","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Outside London","LGBO","10","10","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Tees Valley and Durham","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","HM Treasury (excl. agencies)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","Outside London","Heterosexual / straight","215","195","29790","26770"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","Outside London","Undeclared","30","25","[c]","[c]"
"In post","2022","Home Office","Bedfordshire and Hertfordshire","Outside London","Unknown","50","45","26830","24880"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Heterosexual / straight","60","60","30270","27260"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Berkshire, Buckinghamshire and Oxfordshire","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Home Office","Cheshire","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Home Office","Cheshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cheshire","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cheshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cornwall and Isles of Scilly","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cornwall and Isles of Scilly","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cumbria","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cumbria","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Cumbria","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","Outside London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Derbyshire and Nottinghamshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Devon","Outside London","Heterosexual / straight","80","75","31450","27370"
"In post","2022","Home Office","Devon","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Devon","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2022","Home Office","Devon","Outside London","Unknown","15","15","[c]","[c]"
"In post","2022","Home Office","Dorset and Somerset","Outside London","Heterosexual / straight","65","60","28220","26410"
"In post","2022","Home Office","Dorset and Somerset","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Home Office","Dorset and Somerset","Outside London","Undeclared","15","15","[c]","[c]"
