"Status","Year","Organisation","Parent_department","Region_ITL3","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Food Standards Agency","Food Standards Agency","Central Valleys","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cheshire East","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cheshire West and Chester","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cheshire West and Chester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cheshire West and Chester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cheshire West and Chester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Chorley and West Lancashire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Chorley and West Lancashire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Conwy and Denbighshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Conwy and Denbighshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Conwy and Denbighshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cornwall and Isles of Scilly","EO","15","15","27260","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","Cornwall and Isles of Scilly","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cornwall and Isles of Scilly","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cornwall and Isles of Scilly","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Cornwall and Isles of Scilly","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Coventry","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Coventry","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Coventry","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Croydon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Croydon","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Croydon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Derby","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Derby","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Devon CC","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Devon CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Devon CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Devon CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Devon CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dorset","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dorset","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dorset","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dorset","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dudley","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dudley","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dudley","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Dudley","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Durham","EO","10","10","26510","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","Durham","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Durham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Ealing","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Ealing","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Ealing","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Cumbria","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Cumbria","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Cumbria","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Derbyshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Derbyshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Kent","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Lancashire","EO","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Merseyside","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Merseyside","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Riding of Yorkshire","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Riding of Yorkshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Riding of Yorkshire","G7","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Riding of Yorkshire","HEO","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Riding of Yorkshire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Riding of Yorkshire","SEO","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Surrey","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Surrey","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Surrey","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Sussex CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Sussex CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Sussex CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","East Sussex CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Enfield","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Enfield","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Enfield","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Haven Gateway","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Haven Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Haven Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Haven Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Essex Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Fermanagh and Omagh","AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Fermanagh and Omagh","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Flintshire and Wrexham","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Flintshire and Wrexham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Flintshire and Wrexham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Glasgow City","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Glasgow City","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gloucestershire CC","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gloucestershire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gloucestershire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gloucestershire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gloucestershire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester North East","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester North East","HEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester North East","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester North West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester North West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester South East","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester South East","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester South East","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester South West","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester South West","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Greater Manchester South West","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gwent Valleys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gwent Valleys","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gwent Valleys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Gwent Valleys","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hackney and Newham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hackney and Newham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Haringey and Islington","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Haringey and Islington","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Haringey and Islington","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Harrow and Hillingdon","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Harrow and Hillingdon","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Harrow and Hillingdon","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Harrow and Hillingdon","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Harrow and Hillingdon","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hartlepool and Stockton-on-Tees","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Heart of Essex","EO","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Heart of Essex","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Herefordshire, County of","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Herefordshire, County of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Herefordshire, County of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hertfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hertfordshire CC","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hertfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hertfordshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hounslow and Richmond upon Thames","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Hounslow and Richmond upon Thames","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Inverclyde, East Renfrewshire, and Renfrewshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kensington & Chelsea and Hammersmith & Fulham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kensington & Chelsea and Hammersmith & Fulham","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kent Thames Gateway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kent Thames Gateway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kent Thames Gateway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kingston upon Hull, City of","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Kingston upon Hull, City of","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lambeth","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lambeth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lambeth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lambeth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lancaster and Wyre","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lancaster and Wyre","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lancaster and Wyre","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leeds","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leeds","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leeds","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leeds","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leeds","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leicestershire CC and Rutland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leicestershire CC and Rutland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leicestershire CC and Rutland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leicestershire CC and Rutland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leicestershire CC and Rutland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Leicestershire CC and Rutland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lewisham and Southwark","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lewisham and Southwark","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lincolnshire CC","EO","15","15","27020","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","Lincolnshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lincolnshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lincolnshire CC","HEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lincolnshire CC","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lisburn and Castlereagh","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lisburn and Castlereagh","HEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Lisburn and Castlereagh","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Liverpool","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Liverpool","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Luton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Luton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Manchester","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Manchester","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Manchester","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Medway","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Medway","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Medway","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Merton, Kingston upon Thames and Sutton","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Merton, Kingston upon Thames and Sutton","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Merton, Kingston upon Thames and Sutton","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid and East Antrim","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid and East Antrim","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Kent","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Kent","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Lancashire","EO","15","15","26650","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Lancashire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Lancashire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Lancashire","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Lancashire","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Ulster","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Ulster","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Mid Ulster","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Milton Keynes","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Milton Keynes","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Monmouthshire and Newport","AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Monmouthshire and Newport","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Monmouthshire and Newport","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Monmouthshire and Newport","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Newry, Mourne and Down","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North and North East Lincolnshire","EO","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North and North East Lincolnshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North and North East Lincolnshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North and North East Lincolnshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North and West Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North and West Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Hampshire","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Hampshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Hampshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Hampshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Nottinghamshire","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Nottinghamshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Nottinghamshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Nottinghamshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Yorkshire CC","EO","15","15","27470","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","North Yorkshire CC","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Yorkshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","North Yorkshire CC","HEO","15","15","30880","30810"
"In post","2022","Food Standards Agency","Food Standards Agency","North Yorkshire CC","SEO","10","10","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Northumberland","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Northumberland","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Northumberland","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Northumberland","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Norwich and East Norfolk","EO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Norwich and East Norfolk","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Norwich and East Norfolk","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Norwich and East Norfolk","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Nottingham","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Nottingham","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Oxfordshire CC","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Oxfordshire CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Oxfordshire CC","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Oxfordshire CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Peterborough","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Plymouth","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Plymouth","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Plymouth","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Powys","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Powys","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Powys","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Redbridge and Waltham Forest","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Redbridge and Waltham Forest","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Redbridge and Waltham Forest","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Sandwell","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Scottish Borders","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Sefton","G6","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Sheffield","EO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Sheffield","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Sheffield","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Shetland Islands","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Shropshire","EO","10","10","27120","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","Shropshire","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Shropshire","SEO","5","5","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Somerset CC","EO","10","10","27120","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","Somerset CC","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","Somerset CC","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","South and West Derbyshire","AO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","South and West Derbyshire","EO","15","15","27180","26750"
"In post","2022","Food Standards Agency","Food Standards Agency","South and West Derbyshire","G7","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","South and West Derbyshire","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Food Standards Agency","Food Standards Agency","South Lanarkshire","SEO","[c]","[c]","[c]","[c]"
