"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","20-29","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","Heterosexual / straight","50","[c]","21990","21840"
"Leaver CS","2022","20-29","Unknown","Female","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","Unknown","85","[c]","22960","21590"
"Leaver CS","2022","20-29","Unknown","Male","Heterosexual / straight","35","[c]","24080","21840"
"Leaver CS","2022","20-29","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Male","Unknown","85","[c]","27980","27500"
"Leaver CS","2022","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Female","Heterosexual / straight","730","[c]","41250","37290"
"Leaver CS","2022","30-39","London","Female","LGBO","65","[c]","38470","35010"
"Leaver CS","2022","30-39","London","Female","Undeclared","125","[c]","42010","39940"
"Leaver CS","2022","30-39","London","Female","Unknown","280","[c]","41630","39760"
"Leaver CS","2022","30-39","London","Male","Heterosexual / straight","510","[c]","43570","40170"
"Leaver CS","2022","30-39","London","Male","LGBO","65","[c]","44670","40470"
"Leaver CS","2022","30-39","London","Male","Undeclared","110","[c]","44790","44480"
"Leaver CS","2022","30-39","London","Male","Unknown","290","[c]","45760","41930"
"Leaver CS","2022","30-39","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","Female","Heterosexual / straight","1550","[c]","29330","27570"
"Leaver CS","2022","30-39","Outside London","Female","LGBO","185","[c]","29700","27570"
"Leaver CS","2022","30-39","Outside London","Female","Undeclared","150","[c]","31020","27570"
"Leaver CS","2022","30-39","Outside London","Female","Unknown","880","[c]","28800","27570"
"Leaver CS","2022","30-39","Outside London","Male","Heterosexual / straight","1585","[c]","31020","27570"
"Leaver CS","2022","30-39","Outside London","Male","LGBO","135","[c]","29860","27570"
"Leaver CS","2022","30-39","Outside London","Male","Undeclared","140","[c]","33560","31690"
"Leaver CS","2022","30-39","Outside London","Male","Unknown","950","[c]","31300","27570"
"Leaver CS","2022","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Female","Heterosexual / straight","55","[c]","27970","21840"
"Leaver CS","2022","30-39","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Female","Unknown","65","[c]","29900","25790"
"Leaver CS","2022","30-39","Unknown","Male","Heterosexual / straight","45","[c]","33870","29290"
"Leaver CS","2022","30-39","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Male","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Male","Unknown","85","[c]","33670","32400"
"Leaver CS","2022","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","London","Female","Heterosexual / straight","510","[c]","48700","43300"
"Leaver CS","2022","40-49","London","Female","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","London","Female","Undeclared","80","[c]","40430","35200"
"Leaver CS","2022","40-49","London","Female","Unknown","210","[c]","49990","50660"
"Leaver CS","2022","40-49","London","Male","Heterosexual / straight","300","[c]","49980","47130"
"Leaver CS","2022","40-49","London","Male","LGBO","40","[c]","46800","40670"
"Leaver CS","2022","40-49","London","Male","Undeclared","60","[c]","52840","53570"
"Leaver CS","2022","40-49","London","Male","Unknown","185","[c]","53870","52380"
"Leaver CS","2022","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","Female","Heterosexual / straight","1415","[c]","32040","27570"
"Leaver CS","2022","40-49","Outside London","Female","LGBO","90","[c]","30150","27570"
"Leaver CS","2022","40-49","Outside London","Female","Undeclared","145","[c]","31970","27570"
"Leaver CS","2022","40-49","Outside London","Female","Unknown","765","[c]","31780","27570"
"Leaver CS","2022","40-49","Outside London","Male","Heterosexual / straight","1095","[c]","34310","27680"
"Leaver CS","2022","40-49","Outside London","Male","LGBO","85","[c]","34840","27570"
"Leaver CS","2022","40-49","Outside London","Male","Undeclared","125","[c]","39100","35090"
"Leaver CS","2022","40-49","Outside London","Male","Unknown","585","[c]","35000","27570"
"Leaver CS","2022","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Male","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Male","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","Unknown","45","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Male","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Male","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Male","Unknown","45","[c]","34890","32400"
"Leaver CS","2022","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","London","Female","Heterosexual / straight","420","[c]","45000","38340"
"Leaver CS","2022","50-59","London","Female","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","London","Female","Undeclared","90","[c]","42750","38260"
"Leaver CS","2022","50-59","London","Female","Unknown","215","[c]","53060","45370"
"Leaver CS","2022","50-59","London","Male","Heterosexual / straight","325","[c]","51480","43170"
"Leaver CS","2022","50-59","London","Male","LGBO","45","[c]","50280","43640"
"Leaver CS","2022","50-59","London","Male","Undeclared","75","[c]","47360","43700"
"Leaver CS","2022","50-59","London","Male","Unknown","195","[c]","54150","44920"
"Leaver CS","2022","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outside London","Female","Heterosexual / straight","2090","[c]","32380","27570"
"Leaver CS","2022","50-59","Outside London","Female","LGBO","60","[c]","33550","27570"
"Leaver CS","2022","50-59","Outside London","Female","Undeclared","280","[c]","33410","27570"
"Leaver CS","2022","50-59","Outside London","Female","Unknown","1185","[c]","32230","27350"
"Leaver CS","2022","50-59","Outside London","Male","Heterosexual / straight","1740","[c]","34670","29180"
"Leaver CS","2022","50-59","Outside London","Male","LGBO","85","[c]","34720","27570"
"Leaver CS","2022","50-59","Outside London","Male","Undeclared","260","[c]","35890","33300"
"Leaver CS","2022","50-59","Outside London","Male","Unknown","915","[c]","34770","27570"
"Leaver CS","2022","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Female","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Female","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Female","Unknown","40","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Male","Unknown","55","[c]","47010","37000"
"Leaver CS","2022","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Female","Heterosexual / straight","260","[c]","43260","36140"
"Leaver CS","2022","60-64","London","Female","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Female","Undeclared","60","[c]","41570","31880"
"Leaver CS","2022","60-64","London","Female","Unknown","110","[c]","46130","40160"
"Leaver CS","2022","60-64","London","Male","Heterosexual / straight","265","[c]","53130","44690"
"Leaver CS","2022","60-64","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Male","Undeclared","70","[c]","48950","39910"
"Leaver CS","2022","60-64","London","Male","Unknown","145","[c]","51810","45090"
"Leaver CS","2022","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","Female","Heterosexual / straight","1500","[c]","31680","27570"
"Leaver CS","2022","60-64","Outside London","Female","LGBO","40","[c]","35280","27570"
"Leaver CS","2022","60-64","Outside London","Female","Undeclared","225","[c]","29280","26780"
"Leaver CS","2022","60-64","Outside London","Female","Unknown","945","[c]","29980","26170"
"Leaver CS","2022","60-64","Outside London","Male","Heterosexual / straight","1360","[c]","36980","32720"
"Leaver CS","2022","60-64","Outside London","Male","LGBO","45","[c]","32330","27570"
"Leaver CS","2022","60-64","Outside London","Male","Undeclared","270","[c]","34950","33220"
"Leaver CS","2022","60-64","Outside London","Male","Unknown","765","[c]","36530","33190"
"Leaver CS","2022","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Female","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Female","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Female","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Male","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Male","Unknown","55","[c]","44640","39040"
"Leaver CS","2022","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Female","Heterosexual / straight","170","[c]","34450","29490"
"Leaver CS","2022","65+","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Female","Undeclared","45","[c]","38670","30390"
"Leaver CS","2022","65+","London","Female","Unknown","95","[c]","40380","31060"
"Leaver CS","2022","65+","London","Male","Heterosexual / straight","185","[c]","39260","34490"
"Leaver CS","2022","65+","London","Male","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Male","Unknown","110","[c]","48830","40560"
"Leaver CS","2022","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","Female","Heterosexual / straight","1150","[c]","26670","23830"
"Leaver CS","2022","65+","Outside London","Female","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","Female","Undeclared","205","[c]","25570","22210"
"Leaver CS","2022","65+","Outside London","Female","Unknown","655","[c]","26770","25080"
"Leaver CS","2022","65+","Outside London","Male","Heterosexual / straight","1180","[c]","31660","27570"
"Leaver CS","2022","65+","Outside London","Male","LGBO","40","[c]","27970","22600"
"Leaver CS","2022","65+","Outside London","Male","Undeclared","220","[c]","30910","27570"
"Leaver CS","2022","65+","Outside London","Male","Unknown","620","[c]","31880","27570"
"Leaver CS","2022","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Male","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Female","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Male","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Female","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Female","Heterosexual / straight","1265","[c]","34050","32330"
"Leaver Dept.","2022","20-29","London","Female","LGBO","165","[c]","35560","33570"
"Leaver Dept.","2022","20-29","London","Female","Undeclared","250","[c]","33820","32330"
"Leaver Dept.","2022","20-29","London","Female","Unknown","510","[c]","33060","32000"
"Leaver Dept.","2022","20-29","London","Male","Heterosexual / straight","715","[c]","34870","33210"
"Leaver Dept.","2022","20-29","London","Male","LGBO","140","[c]","35320","33570"
"Leaver Dept.","2022","20-29","London","Male","Undeclared","175","[c]","35650","33570"
"Leaver Dept.","2022","20-29","London","Male","Unknown","420","[c]","35620","32000"
"Leaver Dept.","2022","20-29","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","Female","Heterosexual / straight","1190","[c]","26420","25120"
"Leaver Dept.","2022","20-29","Outside London","Female","LGBO","145","[c]","26560","25120"
"Leaver Dept.","2022","20-29","Outside London","Female","Undeclared","140","[c]","25750","23900"
"Leaver Dept.","2022","20-29","Outside London","Female","Unknown","435","[c]","26580","25120"
"Leaver Dept.","2022","20-29","Outside London","Male","Heterosexual / straight","705","[c]","26560","26350"
"Leaver Dept.","2022","20-29","Outside London","Male","LGBO","110","[c]","27660","27570"
"Leaver Dept.","2022","20-29","Outside London","Male","Undeclared","125","[c]","26700","27450"
"Leaver Dept.","2022","20-29","Outside London","Male","Unknown","355","[c]","27120","27540"
"Leaver Dept.","2022","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Male","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Female","Heterosexual / straight","55","[c]","33150","31800"
"Leaver Dept.","2022","20-29","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Female","Undeclared","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Female","Unknown","70","[c]","31470","32000"
"Leaver Dept.","2022","20-29","Unknown","Male","Heterosexual / straight","40","[c]","32050","31800"
"Leaver Dept.","2022","20-29","Unknown","Male","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Male","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Male","Unknown","60","[c]","32110","32000"
