"Status","Year","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Northern Ireland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Overseas","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Scotland","AA/AO","Female","30","25","24820","26900"
"In post","2022","Commercial","Scotland","AA/AO","Male","35","30","23990","23810"
"In post","2022","Commercial","Scotland","EO","Female","30","30","[c]","[c]"
"In post","2022","Commercial","Scotland","EO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Scotland","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Scotland","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Commercial","Scotland","SEO/HEO","Female","65","65","37660","37710"
"In post","2022","Commercial","Scotland","SEO/HEO","Male","70","70","38200","37710"
"In post","2022","Commercial","Scotland","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Commercial","Scotland","Unknown","Male","5","5","[c]","[c]"
"In post","2022","Commercial","South East (England)","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Commercial","South East (England)","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Commercial","South East (England)","EO","Female","55","55","26560","26350"
"In post","2022","Commercial","South East (England)","EO","Male","40","40","26150","26350"
"In post","2022","Commercial","South East (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Commercial","South East (England)","G6/G7","Male","30","30","63250","65270"
"In post","2022","Commercial","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","SEO/HEO","Female","185","175","37600","38070"
"In post","2022","Commercial","South East (England)","SEO/HEO","Male","115","110","39150","40000"
"In post","2022","Commercial","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","South West (England)","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Commercial","South West (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","South West (England)","EO","Female","155","140","24850","25690"
"In post","2022","Commercial","South West (England)","EO","Male","90","90","24950","26130"
"In post","2022","Commercial","South West (England)","G6/G7","Female","170","160","55340","54100"
"In post","2022","Commercial","South West (England)","G6/G7","Male","210","210","56990","54540"
"In post","2022","Commercial","South West (England)","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Commercial","South West (England)","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Commercial","South West (England)","SEO/HEO","Female","590","550","35770","35130"
"In post","2022","Commercial","South West (England)","SEO/HEO","Male","450","445","36860","37400"
"In post","2022","Commercial","South West (England)","Unknown","Female","60","60","38330","37400"
"In post","2022","Commercial","South West (England)","Unknown","Male","75","75","42250","39860"
"In post","2022","Commercial","Unknown","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","AA/AO","Female","15","15","[c]","[c]"
"In post","2022","Commercial","Wales","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","Wales","EO","Female","40","35","26460","26300"
"In post","2022","Commercial","Wales","EO","Male","30","30","27300","26460"
"In post","2022","Commercial","Wales","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","Commercial","Wales","G6/G7","Male","30","25","[c]","[c]"
"In post","2022","Commercial","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","SEO/HEO","Female","105","95","35130","32890"
"In post","2022","Commercial","Wales","SEO/HEO","Male","95","95","35600","32890"
"In post","2022","Commercial","Wales","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wales","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","EO","Female","35","30","26440","26350"
"In post","2022","Commercial","West Midlands (England)","EO","Male","25","25","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","SEO/HEO","Female","100","100","37690","36780"
"In post","2022","Commercial","West Midlands (England)","SEO/HEO","Male","65","65","37350","36500"
"In post","2022","Commercial","West Midlands (England)","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Commercial","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","AA/AO","Female","30","25","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","EO","Female","55","50","26170","26130"
"In post","2022","Commercial","Yorkshire and The Humber","EO","Male","35","35","26160","25120"
"In post","2022","Commercial","Yorkshire and The Humber","G6/G7","Female","80","80","55540","52070"
"In post","2022","Commercial","Yorkshire and The Humber","G6/G7","Male","60","60","56750","53540"
"In post","2022","Commercial","Yorkshire and The Humber","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","SEO/HEO","Female","190","180","35840","36270"
"In post","2022","Commercial","Yorkshire and The Humber","SEO/HEO","Male","145","145","35510","36500"
"In post","2022","Commercial","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","EO","Female","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","G6/G7","Female","20","20","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Communications","East Midlands (England)","SEO/HEO","Female","35","35","35590","33640"
"In post","2022","Communications","East Midlands (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Communications","East of England","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Communications","East of England","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Communications","East of England","EO","Female","10","10","[c]","[c]"
"In post","2022","Communications","East of England","EO","Male","5","5","[c]","[c]"
"In post","2022","Communications","East of England","G6/G7","Female","10","5","[c]","[c]"
"In post","2022","Communications","East of England","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Communications","East of England","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2022","Communications","East of England","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Communications","London","AA/AO","Female","40","35","23740","23720"
"In post","2022","Communications","London","AA/AO","Male","25","25","[c]","[c]"
"In post","2022","Communications","London","EO","Female","165","165","28570","28310"
"In post","2022","Communications","London","EO","Male","95","95","28740","28210"
"In post","2022","Communications","London","G6/G7","Female","445","425","59450","57460"
"In post","2022","Communications","London","G6/G7","Male","285","285","60480","58990"
"In post","2022","Communications","London","SCS level","Female","50","50","89100","85260"
"In post","2022","Communications","London","SCS level","Male","45","45","92510","89210"
"In post","2022","Communications","London","SEO/HEO","Female","625","610","39380","39020"
"In post","2022","Communications","London","SEO/HEO","Male","430","430","39860","40060"
"In post","2022","Communications","London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","AA/AO","Female","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","EO","Female","10","10","[c]","[c]"
"In post","2022","Communications","North East (England)","EO","Male","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Communications","North East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","SEO/HEO","Female","40","40","35060","33370"
"In post","2022","Communications","North East (England)","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Communications","North East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Communications","North West (England)","AA/AO","Male","5","5","[c]","[c]"
"In post","2022","Communications","North West (England)","EO","Female","15","15","[c]","[c]"
"In post","2022","Communications","North West (England)","EO","Male","15","15","[c]","[c]"
"In post","2022","Communications","North West (England)","G6/G7","Female","25","25","[c]","[c]"
"In post","2022","Communications","North West (England)","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Communications","North West (England)","SEO/HEO","Female","95","90","35560","35410"
"In post","2022","Communications","North West (England)","SEO/HEO","Male","45","45","35260","35390"
"In post","2022","Communications","North West (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","North West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Northern Ireland","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Communications","Northern Ireland","SEO/HEO","Male","5","5","[c]","[c]"
"In post","2022","Communications","Overseas","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Overseas","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Scotland","EO","Female","10","10","[c]","[c]"
"In post","2022","Communications","Scotland","EO","Male","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Communications","Scotland","SEO/HEO","Female","30","30","37140","37580"
"In post","2022","Communications","Scotland","SEO/HEO","Male","20","20","[c]","[c]"
"In post","2022","Communications","South East (England)","AA/AO","Female","10","10","[c]","[c]"
"In post","2022","Communications","South East (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Communications","South East (England)","EO","Female","35","30","26860","26670"
"In post","2022","Communications","South East (England)","EO","Male","35","35","27650","26930"
"In post","2022","Communications","South East (England)","G6/G7","Female","15","15","[c]","[c]"
"In post","2022","Communications","South East (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Communications","South East (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","SEO/HEO","Female","90","85","36600","36460"
"In post","2022","Communications","South East (England)","SEO/HEO","Male","65","60","36350","35300"
"In post","2022","Communications","South East (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South East (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","AA/AO","Female","15","10","[c]","[c]"
"In post","2022","Communications","South West (England)","AA/AO","Male","15","15","[c]","[c]"
"In post","2022","Communications","South West (England)","EO","Female","25","25","[c]","[c]"
"In post","2022","Communications","South West (England)","EO","Male","25","25","[c]","[c]"
"In post","2022","Communications","South West (England)","G6/G7","Female","25","20","[c]","[c]"
"In post","2022","Communications","South West (England)","G6/G7","Male","25","20","[c]","[c]"
"In post","2022","Communications","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","South West (England)","SEO/HEO","Female","100","90","35480","35900"
"In post","2022","Communications","South West (England)","SEO/HEO","Male","75","75","35740","35500"
"In post","2022","Communications","South West (England)","Unknown","Female","5","5","[c]","[c]"
"In post","2022","Communications","South West (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Unknown","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","AA/AO","Female","20","20","[c]","[c]"
"In post","2022","Communications","Wales","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Communications","Wales","EO","Female","45","40","27170","26780"
"In post","2022","Communications","Wales","EO","Male","40","40","27480","27080"
"In post","2022","Communications","Wales","G6/G7","Female","40","35","57730","56500"
"In post","2022","Communications","Wales","G6/G7","Male","25","25","[c]","[c]"
"In post","2022","Communications","Wales","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Wales","SEO/HEO","Female","125","115","37310","38160"
"In post","2022","Communications","Wales","SEO/HEO","Male","75","75","37800","38160"
"In post","2022","Communications","West Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","EO","Female","10","10","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","EO","Male","15","15","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","G6/G7","Female","30","25","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","G6/G7","Male","10","10","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","SEO/HEO","Female","60","60","36200","36760"
"In post","2022","Communications","West Midlands (England)","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","West Midlands (England)","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","EO","Female","10","10","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","EO","Male","5","5","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","G6/G7","Female","40","40","56220","55300"
"In post","2022","Communications","Yorkshire and The Humber","G6/G7","Male","20","20","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","SEO/HEO","Female","45","45","37870","38180"
"In post","2022","Communications","Yorkshire and The Humber","SEO/HEO","Male","45","40","36770","36500"
"In post","2022","Communications","Yorkshire and The Humber","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Yorkshire and The Humber","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","London","G6/G7","Male","15","15","[c]","[c]"
"In post","2022","Corporate Finance","London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","London","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","London","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","London","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Scotland","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","G6/G7","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","SEO/HEO","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South East (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","EO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","EO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","G6/G7","Female","10","10","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","G6/G7","Male","5","5","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2022","Corporate Finance","South West (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Wales","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Wales","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","SEO/HEO","Female","5","5","[c]","[c]"
"In post","2022","Corporate Finance","West Midlands (England)","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Yorkshire and The Humber","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","AA/AO","Female","35","25","21370","21260"
"In post","2022","Counter Fraud","East Midlands (England)","AA/AO","Male","20","20","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","EO","Female","115","95","27640","27570"
"In post","2022","Counter Fraud","East Midlands (England)","EO","Male","80","70","27550","27570"
"In post","2022","Counter Fraud","East Midlands (England)","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East Midlands (England)","SEO/HEO","Female","35","30","33130","31990"
"In post","2022","Counter Fraud","East Midlands (England)","SEO/HEO","Male","30","30","34640","34290"
"In post","2022","Counter Fraud","East of England","AA/AO","Female","45","35","23020","23450"
"In post","2022","Counter Fraud","East of England","AA/AO","Male","10","10","[c]","[c]"
"In post","2022","Counter Fraud","East of England","EO","Female","125","115","29320","29290"
"In post","2022","Counter Fraud","East of England","EO","Male","85","75","29130","29290"
"In post","2022","Counter Fraud","East of England","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","East of England","G6/G7","Male","5","5","[c]","[c]"
