"Status","Year","Age","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","65+","Unknown","Female","20","15","[c]","[c]"
"In post","2022","65+","Unknown","Male","35","35","36280","32570"
"In post","2022","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Unknown","Outside London","Female","15","10","[c]","[c]"
"In post","2022","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Outside London","Female","85","[c]","21310","21260"
"Leaver CS","2022","16-19","Outside London","Male","65","[c]","20290","20480"
"Leaver CS","2022","16-19","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","London","Female","1810","[c]","30560","29250"
"Leaver CS","2022","20-29","London","Male","1270","[c]","31930","31060"
"Leaver CS","2022","20-29","Outside London","Female","3790","[c]","24110","21680"
"Leaver CS","2022","20-29","Outside London","Male","3515","[c]","25050","22660"
"Leaver CS","2022","20-29","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","Female","165","[c]","22740","21590"
"Leaver CS","2022","20-29","Unknown","Male","140","[c]","26960","23870"
"Leaver CS","2022","30-39","London","Female","1205","[c]","41250","37430"
"Leaver CS","2022","30-39","London","Male","975","[c]","44310","40510"
"Leaver CS","2022","30-39","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Outside London","Female","2765","[c]","29330","27570"
"Leaver CS","2022","30-39","Outside London","Male","2810","[c]","31170","27570"
"Leaver CS","2022","30-39","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","Female","150","[c]","28370","21840"
"Leaver CS","2022","30-39","Unknown","Male","145","[c]","33170","30730"
"Leaver CS","2022","40-49","London","Female","815","[c]","48440","43300"
"Leaver CS","2022","40-49","London","Male","590","[c]","51020","48900"
"Leaver CS","2022","40-49","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Outside London","Female","2415","[c]","31910","27570"
"Leaver CS","2022","40-49","Outside London","Male","1885","[c]","34890","27720"
"Leaver CS","2022","40-49","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","Female","95","[c]","33220","27530"
"Leaver CS","2022","40-49","Unknown","Male","85","[c]","34500","27570"
"Leaver CS","2022","50-59","London","Female","740","[c]","46570","39410"
"Leaver CS","2022","50-59","London","Male","645","[c]","51610","43850"
"Leaver CS","2022","50-59","Outside London","Female","3610","[c]","32450","27570"
"Leaver CS","2022","50-59","Outside London","Male","3005","[c]","34810","28980"
"Leaver CS","2022","50-59","Overseas","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","Female","90","[c]","32300","21840"
"Leaver CS","2022","50-59","Unknown","Male","90","[c]","44120","36850"
"Leaver CS","2022","60-64","London","Female","435","[c]","43290","35200"
"Leaver CS","2022","60-64","London","Male","490","[c]","51880","44120"
"Leaver CS","2022","60-64","Outside London","Female","2710","[c]","31150","27570"
"Leaver CS","2022","60-64","Outside London","Male","2445","[c]","36510","32660"
"Leaver CS","2022","60-64","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Overseas","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","Female","60","[c]","27590","21840"
"Leaver CS","2022","60-64","Unknown","Male","85","[c]","40630","35430"
"Leaver CS","2022","65+","London","Female","315","[c]","36380","30190"
"Leaver CS","2022","65+","London","Male","335","[c]","41590","34630"
"Leaver CS","2022","65+","Outside London","Female","2035","[c]","26540","23830"
"Leaver CS","2022","65+","Outside London","Male","2060","[c]","31510","27570"
"Leaver CS","2022","65+","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Overseas","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Unknown","Female","50","[c]","22750","21840"
"Leaver CS","2022","65+","Unknown","Male","40","[c]","34770","32150"
"Leaver CS","2022","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Unknown","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","London","Female","2190","[c]","33950","32330"
"Leaver Dept.","2022","20-29","London","Male","1455","[c]","35170","32940"
"Leaver Dept.","2022","20-29","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Outside London","Female","1910","[c]","26410","25120"
"Leaver Dept.","2022","20-29","Outside London","Male","1295","[c]","26780","26880"
"Leaver Dept.","2022","20-29","Overseas","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Overseas","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Unknown","Female","170","[c]","32240","32000"
"Leaver Dept.","2022","20-29","Unknown","Male","135","[c]","32350","32000"
"Leaver Dept.","2022","30-39","London","Female","1735","[c]","44040","40600"
"Leaver Dept.","2022","30-39","London","Male","1310","[c]","45470","41330"
"Leaver Dept.","2022","30-39","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Outside London","Female","1950","[c]","32580","28590"
"Leaver Dept.","2022","30-39","Outside London","Male","1565","[c]","32130","28590"
"Leaver Dept.","2022","30-39","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Unknown","Female","120","[c]","39600","32180"
"Leaver Dept.","2022","30-39","Unknown","Male","95","[c]","40010","33250"
"Leaver Dept.","2022","40-49","London","Female","1180","[c]","50470","49700"
"Leaver Dept.","2022","40-49","London","Male","775","[c]","54140","52610"
"Leaver Dept.","2022","40-49","Outside London","Female","1880","[c]","37160","31990"
"Leaver Dept.","2022","40-49","Outside London","Male","1195","[c]","39230","34210"
"Leaver Dept.","2022","40-49","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","40-49","Unknown","Female","90","[c]","36050","32000"
"Leaver Dept.","2022","40-49","Unknown","Male","50","[c]","49550","33350"
"Leaver Dept.","2022","50-59","London","Female","770","[c]","50680","42260"
"Leaver Dept.","2022","50-59","London","Male","520","[c]","55550","52880"
"Leaver Dept.","2022","50-59","Outside London","Female","1375","[c]","38760","32310"
"Leaver Dept.","2022","50-59","Outside London","Male","870","[c]","44230","36910"
"Leaver Dept.","2022","50-59","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Overseas","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Female","40","[c]","[c]","[c]"
"Leaver Dept.","2022","50-59","Unknown","Male","35","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","London","Female","140","[c]","51820","39870"
"Leaver Dept.","2022","60-64","London","Male","85","[c]","62710","57460"
"Leaver Dept.","2022","60-64","Outside London","Female","230","[c]","41050","32560"
"Leaver Dept.","2022","60-64","Outside London","Male","170","[c]","56100","47090"
"Leaver Dept.","2022","60-64","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","London","Female","55","[c]","53960","40070"
"Leaver Dept.","2022","65+","London","Male","40","[c]","60940","54230"
"Leaver Dept.","2022","65+","Outside London","Female","65","[c]","34780","28590"
"Leaver Dept.","2022","65+","Outside London","Male","55","[c]","51600","43440"
"Leaver Dept.","2022","65+","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","London","Female","70","[c]","25400","25110"
"New entrant CS","2022","16-19","London","Male","55","[c]","25100","25170"
"New entrant CS","2022","16-19","Outside London","Female","425","[c]","21720","21250"
"New entrant CS","2022","16-19","Outside London","Male","440","[c]","21070","21250"
"New entrant CS","2022","16-19","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Male","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","London","Female","4165","[c]","31320","29970"
"New entrant CS","2022","20-29","London","Male","2835","[c]","32240","31060"
"New entrant CS","2022","20-29","Outside London","Female","11930","[c]","24820","23170"
"New entrant CS","2022","20-29","Outside London","Male","8685","[c]","25220","23860"
"New entrant CS","2022","20-29","Outside London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","Female","185","[c]","25870","28000"
"New entrant CS","2022","20-29","Unknown","Male","165","[c]","25280","27000"
"New entrant CS","2022","30-39","London","Female","1785","[c]","39450","35050"
"New entrant CS","2022","30-39","London","Male","1335","[c]","40320","35950"
"New entrant CS","2022","30-39","Outside London","Female","7575","[c]","28480","26350"
"New entrant CS","2022","30-39","Outside London","Male","6170","[c]","29510","26590"
"New entrant CS","2022","30-39","Overseas","Female","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Overseas","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","Female","105","[c]","32020","28590"
"New entrant CS","2022","30-39","Unknown","Male","90","[c]","29130","27500"
"New entrant CS","2022","40-49","London","Female","1070","[c]","41510","37610"
"New entrant CS","2022","40-49","London","Male","780","[c]","45510","39840"
"New entrant CS","2022","40-49","Outside London","Female","5570","[c]","30410","27230"
"New entrant CS","2022","40-49","Outside London","Male","3865","[c]","32880","27570"
"New entrant CS","2022","40-49","Overseas","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Unknown","Female","80","[c]","38310","29810"
"New entrant CS","2022","40-49","Unknown","Male","65","[c]","35810","29290"
"New entrant CS","2022","50-59","London","Female","700","[c]","40570","33700"
"New entrant CS","2022","50-59","London","Male","605","[c]","44600","37500"
"New entrant CS","2022","50-59","Outside London","Female","4340","[c]","29140","26310"
"New entrant CS","2022","50-59","Outside London","Male","3515","[c]","32100","27570"
"New entrant CS","2022","50-59","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Overseas","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","50-59","Unknown","Female","70","[c]","30870","28330"
"New entrant CS","2022","50-59","Unknown","Male","50","[c]","41180","31020"
"New entrant CS","2022","60-64","London","Female","145","[c]","38840","33700"
"New entrant CS","2022","60-64","London","Male","140","[c]","43080","34990"
"New entrant CS","2022","60-64","Outside London","Female","890","[c]","26930","24250"
"New entrant CS","2022","60-64","Outside London","Male","825","[c]","30840","27750"
"New entrant CS","2022","60-64","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Female","15","[c]","[c]","[c]"
"New entrant CS","2022","60-64","Unknown","Male","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","London","Female","45","[c]","39320","36580"
"New entrant CS","2022","65+","London","Male","35","[c]","42060","37830"
"New entrant CS","2022","65+","Outside London","Female","205","[c]","28970","26130"
"New entrant CS","2022","65+","Outside London","Male","280","[c]","30670","28200"
"New entrant CS","2022","65+","Unknown","Female","10","[c]","[c]","[c]"
"New entrant CS","2022","65+","Unknown","Male","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","London","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Outside London","Male","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","","",""
"Data column","Description","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","",""
"Region_london","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","","",""
"","Region_london groups the ITL classifications into ""London"", ""Outside London"": all UK regions excluding London, ""Overseas"", and ""Unknown"".","","","","","","",""
"Sex","Self reported sex.","","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","","",""
"Age","Age in 10 year bands. Age is calculated as at the reference date in each year (31st March), so entrants or leavers may have been up to one year younger at the date of exit or entry.","","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","","",""
