"Status","Year","Disability","Function_of_post","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Counter Fraud","HM Revenue and Customs","Undeclared","395","365","38750","33440"
"In post","2022","Undeclared","Counter Fraud","HM Revenue and Customs","Unknown","35","35","33970","33430"
"In post","2022","Undeclared","Counter Fraud","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Ministry of Justice","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Counter Fraud","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","Department for Work and Pensions","Heterosexual / straight","85","75","22370","21260"
"In post","2022","Undeclared","Debt","Department for Work and Pensions","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Debt","Department for Work and Pensions","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Debt","Department for Work and Pensions","Unknown","20","15","[c]","[c]"
"In post","2022","Undeclared","Debt","HM Revenue and Customs","Heterosexual / straight","70","65","24440","21250"
"In post","2022","Undeclared","Debt","HM Revenue and Customs","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Debt","HM Revenue and Customs","Undeclared","90","75","24500","22080"
"In post","2022","Undeclared","Debt","HM Revenue and Customs","Unknown","20","15","[c]","[c]"
"In post","2022","Undeclared","Debt","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Debt","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Cabinet Office","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Cabinet Office","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Heterosexual / straight","30","30","44190","48370"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Levelling Up, Housing and Communities","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport","Heterosexual / straight","50","50","42190","39040"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Transport","Undeclared","65","65","41400","40740"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Heterosexual / straight","105","105","42400","37710"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Undeclared","80","80","44590","39960"
"In post","2022","Undeclared","Digital, Data & Technology","Department for Work and Pensions","Unknown","20","20","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Land Registry","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Land Registry","Undeclared","25","25","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Heterosexual / straight","45","45","40070","37930"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Undeclared","110","105","42020","38470"
"In post","2022","Undeclared","Digital, Data & Technology","HM Revenue and Customs","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Heterosexual / straight","130","130","34010","33300"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","LGBO","10","10","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Undeclared","165","165","34880","33300"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Defence","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","Heterosexual / straight","35","35","43590","41750"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","Undeclared","30","30","44820","43110"
"In post","2022","Undeclared","Digital, Data & Technology","Ministry of Justice","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Scottish Government","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data & Technology","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Business, Energy and Industrial Strategy","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Undeclared","20","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Education","Unknown","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Environment, Food and Rural Affairs","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Levelling Up, Housing and Communities","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Transport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Transport","Undeclared","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","Heterosexual / straight","55","50","37480","34290"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","Undeclared","40","40","38810","35310"
"In post","2022","Undeclared","Finance","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Department of Health and Social Care","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Estyn","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Estyn","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Food Standards Agency","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Foreign, Commonwealth and Development Office","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Heterosexual / straight","50","45","35540","33080"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","LGBO","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Undeclared","75","70","33890","31020"
"In post","2022","Undeclared","Finance","HM Revenue and Customs","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Treasury","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Treasury","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Finance","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence","Heterosexual / straight","55","55","37540","33300"
"In post","2022","Undeclared","Finance","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Defence","Undeclared","60","60","37410","33300"
"In post","2022","Undeclared","Finance","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Justice","Heterosexual / straight","35","30","38130","34450"
"In post","2022","Undeclared","Finance","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Justice","Undeclared","20","20","[c]","[c]"
"In post","2022","Undeclared","Finance","Ministry of Justice","Unknown","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office for Standards in Education, Children's Services and Skills","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office for Standards in Education, Children's Services and Skills","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of the Secretary of State for Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Office of the Secretary of State for Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Scottish Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Undeclared","25","20","[c]","[c]"
"In post","2022","Undeclared","Grants Management","Department for Environment, Food and Rural Affairs","Unknown","15","10","[c]","[c]"
"In post","2022","Undeclared","Grants Management","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Grants Management","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Cabinet Office","Heterosexual / straight","40","35","34400","32000"
"In post","2022","Undeclared","Human Resources","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Cabinet Office","Undeclared","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Business, Energy and Industrial Strategy","Undeclared","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Education","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Environment, Food and Rural Affairs","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Levelling Up, Housing and Communities","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Transport","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Department for Transport","Undeclared","10","10","[c]","[c]"
