"Status","Year","Disability","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","195","185","37770","35780"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","95","90","31160","29290"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA/AO","Heterosexual / straight","100","90","22160","21260"
"In post","2022","Declared disabled","Cheshire","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA/AO","Undeclared","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Heterosexual / straight","125","115","28270","27570"
"In post","2022","Declared disabled","Cheshire","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO/HEO","Heterosexual / straight","70","65","36660","36480"
"In post","2022","Declared disabled","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","Heterosexual / straight","40","35","28840","28200"
"In post","2022","Declared disabled","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","70","60","21140","21260"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","Heterosexual / straight","65","55","27380","27570"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA/AO","Heterosexual / straight","60","50","21290","21300"
"In post","2022","Declared disabled","Cumbria","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","EO","Heterosexual / straight","55","45","26370","27570"
"In post","2022","Declared disabled","Cumbria","EO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6/G7","Heterosexual / straight","10","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO/HEO","Heterosexual / straight","35","35","35510","34290"
"In post","2022","Declared disabled","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","380","340","22330","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","LGBO","40","40","23610","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Undeclared","50","45","22540","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Unknown","40","35","22520","21260"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","390","355","27120","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","LGBO","45","40","26820","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","Undeclared","65","60","27340","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","30","30","27180","27570"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","90","85","58120","55210"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","295","280","36060","33840"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","40","40","33460","33220"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","50","50","35900","33720"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","135","120","30320","28200"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","AA/AO","Heterosexual / straight","290","250","21960","21260"
"In post","2022","Declared disabled","Devon","AA/AO","LGBO","30","30","22050","21260"
"In post","2022","Declared disabled","Devon","AA/AO","Undeclared","45","40","23160","21260"
"In post","2022","Declared disabled","Devon","AA/AO","Unknown","35","25","22560","21260"
"In post","2022","Declared disabled","Devon","EO","Heterosexual / straight","220","195","27610","27570"
"In post","2022","Declared disabled","Devon","EO","LGBO","30","25","[c]","[c]"
"In post","2022","Declared disabled","Devon","EO","Undeclared","35","30","27570","27570"
"In post","2022","Declared disabled","Devon","EO","Unknown","25","20","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6/G7","Heterosexual / straight","40","40","55040","50510"
"In post","2022","Declared disabled","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Devon","SEO/HEO","Heterosexual / straight","165","155","36960","35890"
"In post","2022","Declared disabled","Devon","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Declared disabled","Devon","SEO/HEO","Undeclared","35","30","38060","38450"
"In post","2022","Declared disabled","Devon","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","Unknown","Heterosexual / straight","65","60","32060","30210"
"In post","2022","Declared disabled","Devon","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AA/AO","Heterosexual / straight","145","135","22110","21260"
"In post","2022","Declared disabled","Dorset and Somerset","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AA/AO","Undeclared","25","25","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","EO","Heterosexual / straight","170","150","27430","27570"
"In post","2022","Declared disabled","Dorset and Somerset","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","EO","Undeclared","35","30","27540","27570"
"In post","2022","Declared disabled","Dorset and Somerset","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6/G7","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SEO/HEO","Heterosexual / straight","115","110","37840","35430"
"In post","2022","Declared disabled","Dorset and Somerset","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","Unknown","Heterosexual / straight","55","50","30130","28310"
"In post","2022","Declared disabled","Dorset and Somerset","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","AA/AO","Heterosexual / straight","370","335","23430","21550"
"In post","2022","Declared disabled","East Anglia","AA/AO","LGBO","35","35","23260","21510"
"In post","2022","Declared disabled","East Anglia","AA/AO","Undeclared","50","45","23690","21680"
"In post","2022","Declared disabled","East Anglia","AA/AO","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","EO","Heterosexual / straight","360","330","27590","27570"
"In post","2022","Declared disabled","East Anglia","EO","LGBO","30","30","27020","27570"
"In post","2022","Declared disabled","East Anglia","EO","Undeclared","45","40","28220","27570"
"In post","2022","Declared disabled","East Anglia","EO","Unknown","30","20","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","G6/G7","Heterosexual / straight","40","40","56620","53610"
"In post","2022","Declared disabled","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SEO/HEO","Heterosexual / straight","270","255","36960","34540"
"In post","2022","Declared disabled","East Anglia","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","SEO/HEO","Undeclared","40","40","36700","33630"
"In post","2022","Declared disabled","East Anglia","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","Unknown","Heterosexual / straight","105","95","29490","28880"
"In post","2022","Declared disabled","East Anglia","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Wales","AA/AO","Heterosexual / straight","385","340","21730","21260"
"In post","2022","Declared disabled","East Wales","AA/AO","LGBO","55","50","21600","21250"
"In post","2022","Declared disabled","East Wales","AA/AO","Undeclared","55","50","22150","21260"
"In post","2022","Declared disabled","East Wales","AA/AO","Unknown","40","35","22050","21260"
"In post","2022","Declared disabled","East Wales","EO","Heterosexual / straight","375","345","27150","27380"
"In post","2022","Declared disabled","East Wales","EO","LGBO","45","45","26480","26820"
"In post","2022","Declared disabled","East Wales","EO","Undeclared","50","45","27570","27570"
"In post","2022","Declared disabled","East Wales","EO","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","East Wales","G6/G7","Heterosexual / straight","145","140","57530","55210"
"In post","2022","Declared disabled","East Wales","G6/G7","LGBO","25","20","[c]","[c]"
"In post","2022","Declared disabled","East Wales","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Wales","G6/G7","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","East Wales","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Wales","SEO/HEO","Heterosexual / straight","420","395","36500","35930"
"In post","2022","Declared disabled","East Wales","SEO/HEO","LGBO","65","65","35850","33510"
"In post","2022","Declared disabled","East Wales","SEO/HEO","Undeclared","45","45","36850","35550"
"In post","2022","Declared disabled","East Wales","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2022","Declared disabled","East Wales","Unknown","Heterosexual / straight","70","65","30530","29110"
"In post","2022","Declared disabled","East Wales","Unknown","LGBO","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Wales","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","145","125","23360","21260"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","20","15","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","165","150","27560","27570"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","LGBO","15","15","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Unknown","10","5","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","45","45","35440","33840"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","50","45","29310","28200"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2022","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Eastern Scotland","AA/AO","Heterosexual / straight","360","325","22460","21260"
"In post","2022","Declared disabled","Eastern Scotland","AA/AO","LGBO","85","80","22330","21260"
"In post","2022","Declared disabled","Eastern Scotland","AA/AO","Undeclared","55","50","22300","21260"
"In post","2022","Declared disabled","Eastern Scotland","AA/AO","Unknown","100","90","23970","23230"
"In post","2022","Declared disabled","Eastern Scotland","EO","Heterosexual / straight","450","410","28720","27570"
"In post","2022","Declared disabled","Eastern Scotland","EO","LGBO","65","65","28160","27570"
