"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Asian","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Analysis","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Debt","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Digital, Data & Technology","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Legal","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","London","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","London","AO","45","[c]","24580","23910"
"Leaver Dept.","2022","Black","No function","London","EO","170","[c]","28950","28330"
"Leaver Dept.","2022","Black","No function","London","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","London","G7","55","[c]","53070","52860"
"Leaver Dept.","2022","Black","No function","London","HEO","115","[c]","33200","33100"
"Leaver Dept.","2022","Black","No function","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","London","SEO","90","[c]","40600","40070"
"Leaver Dept.","2022","Black","No function","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Outside London","AO","60","[c]","20630","20410"
"Leaver Dept.","2022","Black","No function","Outside London","EO","115","[c]","26330","27570"
"Leaver Dept.","2022","Black","No function","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Outside London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Outside London","HEO","50","[c]","31520","31250"
"Leaver Dept.","2022","Black","No function","Outside London","SCS level","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Outside London","SEO","45","[c]","38780","39560"
"Leaver Dept.","2022","Black","No function","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","EO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","AO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
