"Status","Year","Ethnicity","Function_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Black","Finance","London","SEO","75","70","44080","43390"
"In post","2022","Black","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Outside London","AO","20","20","[c]","[c]"
"In post","2022","Black","Finance","Outside London","EO","25","25","[c]","[c]"
"In post","2022","Black","Finance","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Outside London","G7","20","20","[c]","[c]"
"In post","2022","Black","Finance","Outside London","HEO","45","45","32710","32650"
"In post","2022","Black","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Outside London","SEO","40","40","39580","39990"
"In post","2022","Black","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Finance","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Grants Management","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","London","AO","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","London","EO","65","65","29180","29180"
"In post","2022","Black","Human Resources","London","G6","5","5","[c]","[c]"
"In post","2022","Black","Human Resources","London","G7","30","30","[c]","[c]"
"In post","2022","Black","Human Resources","London","HEO","85","80","34770","34550"
"In post","2022","Black","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","London","SEO","55","50","42580","42200"
"In post","2022","Black","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","EO","45","45","26430","26920"
"In post","2022","Black","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","HEO","20","20","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Human Resources","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","AO","5","5","[c]","[c]"
"In post","2022","Black","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","G7","5","5","[c]","[c]"
"In post","2022","Black","Internal Audit","London","HEO","5","5","[c]","[c]"
"In post","2022","Black","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","London","SEO","10","10","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Internal Audit","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","London","AO","95","90","23770","23770"
"In post","2022","Black","Legal","London","EO","120","115","28820","28800"
"In post","2022","Black","Legal","London","G6","30","30","[c]","[c]"
"In post","2022","Black","Legal","London","G7","155","150","57450","56330"
"In post","2022","Black","Legal","London","HEO","65","65","36300","35020"
"In post","2022","Black","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Legal","London","SEO","15","15","[c]","[c]"
"In post","2022","Black","Legal","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Outside London","AO","30","30","22250","22200"
"In post","2022","Black","Legal","Outside London","EO","35","35","27170","27050"
"In post","2022","Black","Legal","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Outside London","G7","50","45","54860","54390"
"In post","2022","Black","Legal","Outside London","HEO","25","25","[c]","[c]"
"In post","2022","Black","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Black","Legal","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Legal","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","London","AA","215","205","24260","24080"
"In post","2022","Black","No function","London","AO","1230","1170","27320","25110"
"In post","2022","Black","No function","London","EO","2240","2155","30730","31060"
"In post","2022","Black","No function","London","G6","65","65","68070","66250"
"In post","2022","Black","No function","London","G7","305","300","55420","54070"
"In post","2022","Black","No function","London","HEO","825","815","35760","35010"
"In post","2022","Black","No function","London","SCS level","35","35","82810","77210"
"In post","2022","Black","No function","London","SEO","440","435","42780","41750"
"In post","2022","Black","No function","London","Unknown","660","645","33420","32090"
"In post","2022","Black","No function","Outside London","AA","165","150","21480","20920"
"In post","2022","Black","No function","Outside London","AO","1290","1195","23220","21260"
"In post","2022","Black","No function","Outside London","EO","1420","1350","27820","27570"
"In post","2022","Black","No function","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Black","No function","Outside London","G7","95","95","53100","51990"
"In post","2022","Black","No function","Outside London","HEO","395","380","33120","33080"
"In post","2022","Black","No function","Outside London","SCS level","20","20","[c]","[c]"
"In post","2022","Black","No function","Outside London","SEO","230","220","42460","40180"
"In post","2022","Black","No function","Outside London","Unknown","505","480","28980","28200"
"In post","2022","Black","No function","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Overseas","G7","10","10","[c]","[c]"
"In post","2022","Black","No function","Overseas","HEO","15","15","[c]","[c]"
"In post","2022","Black","No function","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","AO","5","5","[c]","[c]"
"In post","2022","Black","No function","Unknown","EO","25","25","[c]","[c]"
"In post","2022","Black","No function","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","No function","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Black","Project Delivery","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","London","AO","35","30","24070","23760"
"In post","2022","Black","Project Delivery","London","EO","50","50","31060","31020"
"In post","2022","Black","Project Delivery","London","G6","20","20","[c]","[c]"
"In post","2022","Black","Project Delivery","London","G7","85","85","57940","59790"
"In post","2022","Black","Project Delivery","London","HEO","85","85","37000","37930"
"In post","2022","Black","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","London","SEO","70","70","43230","43430"
"In post","2022","Black","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","EO","50","50","24340","25160"
"In post","2022","Black","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","G7","30","30","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","HEO","115","115","31410","32400"
"In post","2022","Black","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Outside London","SEO","100","100","39780","40000"
"In post","2022","Black","Project Delivery","Outside London","Unknown","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","G7","10","10","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","London","AO","5","5","[c]","[c]"
"In post","2022","Black","Property","London","EO","40","40","28240","30460"
"In post","2022","Black","Property","London","G6","5","5","[c]","[c]"
"In post","2022","Black","Property","London","G7","15","15","[c]","[c]"
"In post","2022","Black","Property","London","HEO","30","30","35300","34630"
"In post","2022","Black","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","London","SEO","25","25","[c]","[c]"
"In post","2022","Black","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Outside London","EO","20","20","[c]","[c]"
"In post","2022","Black","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Black","Property","Outside London","HEO","20","15","[c]","[c]"
"In post","2022","Black","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Black","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","London","AA","20","20","[c]","[c]"
"In post","2022","Black","Security","London","AO","10","10","[c]","[c]"
"In post","2022","Black","Security","London","EO","20","15","[c]","[c]"
"In post","2022","Black","Security","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","London","HEO","15","15","[c]","[c]"
"In post","2022","Black","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","London","SEO","15","15","[c]","[c]"
"In post","2022","Black","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","AA","20","20","[c]","[c]"
"In post","2022","Black","Security","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Black","Security","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Black","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","London","AA","50","45","22310","22460"
"In post","2022","Black","Unknown","London","AO","285","255","25490","25630"
"In post","2022","Black","Unknown","London","EO","595","560","29330","29050"
"In post","2022","Black","Unknown","London","G6","25","25","[c]","[c]"
"In post","2022","Black","Unknown","London","G7","115","115","58730","57460"
"In post","2022","Black","Unknown","London","HEO","325","315","35620","35070"
"In post","2022","Black","Unknown","London","SCS level","10","10","[c]","[c]"
"In post","2022","Black","Unknown","London","SEO","240","235","42980","41970"
"In post","2022","Black","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Outside London","AA","35","30","20210","19810"
"In post","2022","Black","Unknown","Outside London","AO","140","130","21820","21680"
"In post","2022","Black","Unknown","Outside London","EO","210","195","26590","26350"
"In post","2022","Black","Unknown","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Black","Unknown","Outside London","G7","30","30","[c]","[c]"
"In post","2022","Black","Unknown","Outside London","HEO","85","85","32960","32370"
"In post","2022","Black","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Outside London","SEO","45","45","41390","40060"
"In post","2022","Black","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","EO","10","10","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Black","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","London","AO","5","5","[c]","[c]"
"In post","2022","Mixed","Analysis","London","EO","15","15","[c]","[c]"
"In post","2022","Mixed","Analysis","London","G6","15","10","[c]","[c]"
"In post","2022","Mixed","Analysis","London","G7","35","35","56070","55280"
"In post","2022","Mixed","Analysis","London","HEO","45","45","35440","34660"
"In post","2022","Mixed","Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","London","SEO","20","20","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","G7","20","20","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","HEO","30","25","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Mixed","Analysis","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Analysis","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","London","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Commercial","London","HEO","5","5","[c]","[c]"
"In post","2022","Mixed","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","London","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","EO","15","15","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","HEO","15","10","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","SEO","20","20","[c]","[c]"
"In post","2022","Mixed","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","London","EO","20","20","[c]","[c]"
"In post","2022","Mixed","Communications","London","G6","5","5","[c]","[c]"
"In post","2022","Mixed","Communications","London","G7","20","20","[c]","[c]"
"In post","2022","Mixed","Communications","London","HEO","20","20","[c]","[c]"
"In post","2022","Mixed","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","London","SEO","20","20","[c]","[c]"
"In post","2022","Mixed","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","EO","40","40","26840","26820"
"In post","2022","Mixed","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","HEO","35","35","32860","33370"
"In post","2022","Mixed","Communications","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Communications","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Communications","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","AO","25","20","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","EO","35","35","30970","31020"
"In post","2022","Mixed","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","HEO","20","20","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","London","SEO","15","15","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","AO","25","20","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","EO","80","75","27710","27570"
"In post","2022","Mixed","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","HEO","25","25","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Mixed","Counter Fraud","Unknown","SEO","[c]","[c]","[c]","[c]"
