"Status","Year","Organisation","Profession_of_post","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Wales","Powys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Wales","Swansea","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Birmingham","35","35","27440","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Warwickshire CC","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Leeds","105","95","40960","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Sheffield","100","90","39940","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Project Delivery","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","London","Westminster","35","30","49880","42170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North East (England)","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North East (England)","Tyneside","35","30","36810","34800"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North West (England)","Blackpool","15","15","40590","37660"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North West (England)","Manchester","15","15","49470","38000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South East (England)","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South West (England)","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Unknown","Unknown","30","30","45620","41770"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands (England)","Birmingham","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands (England)","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Yorkshire and The Humber","Leeds","15","15","43140","38000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Property","Yorkshire and The Humber","Sheffield","15","15","48770","49170"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East of England","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North East (England)","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","South West (England)","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands (England)","Sandwell","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands (England)","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Psychology","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","Lincolnshire CC","10","10","22700","20840"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Peterborough","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","London","Westminster","95","90","44870","39960"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North East (England)","Northumberland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North East (England)","Sunderland","10","10","26650","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North East (England)","Tyneside","70","70","39060","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Blackpool","50","45","39510","35310"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Manchester","40","40","44050","36250"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South East (England)","West Sussex (North East)","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Wales","Gwynedd","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands (England)","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","Leeds","75","70","43170","36700"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","Sheffield","30","25","37640","33270"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Security","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","London","Westminster","25","25","36150","35000"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Social Research","Yorkshire and The Humber","Sheffield","10","10","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","London","Westminster","45","45","51520","45050"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","North East (England)","Tyneside","75","70","43070","36780"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","North West (England)","Manchester","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","Leeds","20","15","40380","35590"
"In post","2022","Department for Work and Pensions (excl. agencies)","Statistics","Yorkshire and The Humber","Sheffield","45","40","46350","40510"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Derby","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Essex Thames Gateway","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Bromley","10","10","28380","25110"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","London","Westminster","90","90","45740","37470"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","Tyneside","65","65","32810","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Blackpool","25","25","38920","35590"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Greater Manchester North West","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Manchester","45","45","34340","27570"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Glasgow City","5","5","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","South Ayrshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","Unknown","15","15","43350","40330"
