"Status","Year","Function_of_post","Organisation","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Companies House","Department for Business, Energy and Industrial Strategy","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","City of Edinburgh","5","5","[c]","[c]"
"In post","2022","Analysis","Competition and Markets Authority","Competition and Markets Authority","Tower Hamlets","130","125","62170","56360"
"In post","2022","Analysis","Defence Electronics and Components Agency","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Central Hampshire","380","365","41770","41600"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Defence Science and Technology Laboratory","Ministry of Defence","Wiltshire","120","115","38600","38070"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","10","10","33120","27470"
"In post","2022","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Westminster","235","230","43170","37250"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Westminster","135","135","48540","55730"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Bristol, City of","20","20","37340","39240"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Coventry","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Darlington","10","10","42030","42580"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Manchester","25","25","38800","37590"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Nottingham","10","10","41670","41990"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Sheffield","60","55","45780","49860"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Education (excl. agencies)","Department for Education","Westminster","65","65","49200","46030"
"In post","2022","Analysis","Department for International Trade","Department for International Trade","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Department for International Trade","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Department for International Trade","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for International Trade","Department for International Trade","Westminster","250","250","44110","40270"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Westminster","200","195","48100","53130"
"In post","2022","Analysis","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","Wolverhampton","15","10","35660","30190"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","East Sussex CC","5","5","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","Leeds","10","10","38020","38650"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Transport (excl. agencies)","Department for Transport","Westminster","320","310","48130","54110"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Leeds","75","70","37540","35450"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Manchester","40","40","32890","31990"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sheffield","145","135","45580","40700"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Tyneside","105","100","39970","36320"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","10","10","[c]","[c]"
"In post","2022","Analysis","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Westminster","250","240","46070","40270"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Leeds","85","85","46320","49530"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","5","5","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Westminster","310","300","52370","53360"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Birmingham","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Bristol, City of","15","15","32820","31380"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Leeds","10","10","24990","21840"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Nottingham","5","5","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Driver and Vehicle Standards Agency","Department for Transport","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Education and Skills Funding Agency","Department for Education","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Estyn","Estyn","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Lambeth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Luton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Mid Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Torbay","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","Westminster","15","15","36280","32350"
"In post","2022","Analysis","Food Standards Agency","Food Standards Agency","York","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Westminster","55","55","59450","61400"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","Camden and City of London","175","160","69590","65470"
"In post","2022","Analysis","Government Actuary's Department","Chancellor's other departments","City of Edinburgh","10","10","73790","69690"
"In post","2022","Analysis","Government Internal Audit Agency","HM Treasury","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","HM Treasury","Swindon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Internal Audit Agency","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Government Legal Department","Attorney General's Departments","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","East Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Sefton","20","20","42880","39390"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","South and West Derbyshire","20","15","41820","34990"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Health and Safety Executive","Department for Work and Pensions","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Bristol, City of","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Manchester","5","5","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Courts and Tribunals Service","Ministry of Justice","Westminster","30","30","48270","43710"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Croydon","15","15","50690","50590"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Land Registry","HM Land Registry","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Prison and Probation Service","Ministry of Justice","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Croydon","45","40","53070","54160"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Greater Manchester South West","15","15","40750","40180"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Hackney and Newham","155","150","47160","43430"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Leeds","10","10","49370","52080"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Liverpool","95","95","41190","40180"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Manchester","185","180","40510","35980"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Southend-on-Sea","20","20","47660","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Telford and Wrekin","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Tyneside","10","10","43790","40520"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Westminster","175","170","51610","44620"
"In post","2022","Analysis","HM Treasury (excl. agencies)","HM Treasury","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","35","35","34960","30770"
"In post","2022","Analysis","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Westminster","10","10","57710","60440"
"In post","2022","Analysis","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Tower Hamlets","40","40","48830","47060"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Bath and North East Somerset, North Somerset and South Gloucestershire","75","70","38340","36000"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Buckinghamshire","10","10","35440","29850"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Cambridgeshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Central Hampshire","20","20","35070","33300"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Medway","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","North and West Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","North Yorkshire CC","5","5","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","Analysis","Ministry of Defence (excl. agencies)","Ministry of Defence","Portsmouth","15","15","34430","33000"
