"Status","Year","Region_ITL2","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Cheshire","G6/G7","G7","Male","115","110","54000","51340"
"In post","2022","Cheshire","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Cheshire","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Cheshire","SEO/HEO","HEO","Female","335","320","35140","35900"
"In post","2022","Cheshire","SEO/HEO","HEO","Male","350","340","37400","37250"
"In post","2022","Cheshire","SEO/HEO","SEO","Female","185","175","42790","42630"
"In post","2022","Cheshire","SEO/HEO","SEO","Male","190","185","44430","45480"
"In post","2022","Cheshire","Unknown","Unknown","Female","225","210","29040","28200"
"In post","2022","Cheshire","Unknown","Unknown","Male","65","60","28990","26360"
"In post","2022","Cornwall and Isles of Scilly","AA/AO","AA","Female","40","35","19500","19810"
"In post","2022","Cornwall and Isles of Scilly","AA/AO","AA","Male","70","65","19410","19200"
"In post","2022","Cornwall and Isles of Scilly","AA/AO","AO","Female","355","305","21320","21260"
"In post","2022","Cornwall and Isles of Scilly","AA/AO","AO","Male","255","250","21780","21260"
"In post","2022","Cornwall and Isles of Scilly","EO","EO","Female","340","300","27430","27570"
"In post","2022","Cornwall and Isles of Scilly","EO","EO","Male","250","240","27160","27570"
"In post","2022","Cornwall and Isles of Scilly","G6/G7","G6","Female","10","5","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","G6/G7","G7","Female","30","25","54470","50210"
"In post","2022","Cornwall and Isles of Scilly","G6/G7","G7","Male","35","35","55710","52850"
"In post","2022","Cornwall and Isles of Scilly","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cornwall and Isles of Scilly","SEO/HEO","HEO","Female","90","80","32550","32070"
"In post","2022","Cornwall and Isles of Scilly","SEO/HEO","HEO","Male","90","90","33520","33300"
"In post","2022","Cornwall and Isles of Scilly","SEO/HEO","SEO","Female","50","45","40090","37750"
"In post","2022","Cornwall and Isles of Scilly","SEO/HEO","SEO","Male","45","45","40710","40470"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Unknown","Female","65","60","28540","24800"
"In post","2022","Cornwall and Isles of Scilly","Unknown","Unknown","Male","30","30","31140","27890"
"In post","2022","Cumbria","AA/AO","AA","Female","40","35","20150","19810"
"In post","2022","Cumbria","AA/AO","AA","Male","40","40","20320","20060"
"In post","2022","Cumbria","AA/AO","AO","Female","535","450","21730","21300"
"In post","2022","Cumbria","AA/AO","AO","Male","335","325","23660","21300"
"In post","2022","Cumbria","EO","EO","Female","370","325","26230","26050"
"In post","2022","Cumbria","EO","EO","Male","230","225","26380","25990"
"In post","2022","Cumbria","G6/G7","G6","Female","5","5","[c]","[c]"
"In post","2022","Cumbria","G6/G7","G6","Male","10","10","[c]","[c]"
"In post","2022","Cumbria","G6/G7","G7","Female","50","50","54430","50430"
"In post","2022","Cumbria","G6/G7","G7","Male","35","35","54390","50110"
"In post","2022","Cumbria","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","Cumbria","SEO/HEO","HEO","Female","115","105","30660","30400"
"In post","2022","Cumbria","SEO/HEO","HEO","Male","95","90","31720","31100"
"In post","2022","Cumbria","SEO/HEO","SEO","Female","75","70","39310","37230"
"In post","2022","Cumbria","SEO/HEO","SEO","Male","60","55","40850","37920"
"In post","2022","Cumbria","Unknown","Unknown","Female","145","135","32190","30000"
"In post","2022","Cumbria","Unknown","Unknown","Male","165","155","40920","38570"
"In post","2022","Derbyshire and Nottinghamshire","AA/AO","AA","Female","190","170","20420","20890"
"In post","2022","Derbyshire and Nottinghamshire","AA/AO","AA","Male","200","190","20500","20890"
"In post","2022","Derbyshire and Nottinghamshire","AA/AO","AO","Female","1970","1715","22140","21260"
"In post","2022","Derbyshire and Nottinghamshire","AA/AO","AO","Male","1560","1495","23890","21760"
"In post","2022","Derbyshire and Nottinghamshire","EO","EO","Female","2200","1960","27020","27130"
"In post","2022","Derbyshire and Nottinghamshire","EO","EO","Male","1540","1490","27470","26900"
"In post","2022","Derbyshire and Nottinghamshire","G6/G7","G6","Female","165","160","67020","67160"
"In post","2022","Derbyshire and Nottinghamshire","G6/G7","G6","Male","150","145","70080","67910"
"In post","2022","Derbyshire and Nottinghamshire","G6/G7","G7","Female","520","490","54090","54160"
"In post","2022","Derbyshire and Nottinghamshire","G6/G7","G7","Male","520","505","55420","55210"
"In post","2022","Derbyshire and Nottinghamshire","SCS level","SCS level","Female","40","40","91310","87400"
"In post","2022","Derbyshire and Nottinghamshire","SCS level","SCS level","Male","35","35","94710","87490"
"In post","2022","Derbyshire and Nottinghamshire","SEO/HEO","HEO","Female","1280","1195","32820","33320"
"In post","2022","Derbyshire and Nottinghamshire","SEO/HEO","HEO","Male","1125","1095","33330","33370"
"In post","2022","Derbyshire and Nottinghamshire","SEO/HEO","SEO","Female","825","780","41220","40520"
"In post","2022","Derbyshire and Nottinghamshire","SEO/HEO","SEO","Male","610","595","41630","40520"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","Unknown","Female","585","515","28980","28200"
"In post","2022","Derbyshire and Nottinghamshire","Unknown","Unknown","Male","190","175","30970","28410"
"In post","2022","Devon","AA/AO","AA","Female","215","195","19830","19810"
"In post","2022","Devon","AA/AO","AA","Male","375","360","20610","19810"
"In post","2022","Devon","AA/AO","AO","Female","1320","1095","21950","21260"
"In post","2022","Devon","AA/AO","AO","Male","1130","1075","24940","22600"
"In post","2022","Devon","EO","EO","Female","1210","1045","27080","27570"
"In post","2022","Devon","EO","EO","Male","1035","985","27870","27570"
"In post","2022","Devon","G6/G7","G6","Female","95","85","65150","60740"
"In post","2022","Devon","G6/G7","G6","Male","180","170","64600","60740"
"In post","2022","Devon","G6/G7","G7","Female","300","280","51050","48520"
"In post","2022","Devon","G6/G7","G7","Male","435","420","51650","49120"
"In post","2022","Devon","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Devon","SCS level","SCS level","Male","25","20","[c]","[c]"
"In post","2022","Devon","SEO/HEO","HEO","Female","585","535","33140","32880"
"In post","2022","Devon","SEO/HEO","HEO","Male","695","670","34800","33840"
"In post","2022","Devon","SEO/HEO","SEO","Female","510","465","40420","39650"
"In post","2022","Devon","SEO/HEO","SEO","Male","715","690","42080","40580"
"In post","2022","Devon","Unknown","Unknown","Female","280","255","29430","28200"
"In post","2022","Devon","Unknown","Unknown","Male","210","205","33290","29750"
"In post","2022","Dorset and Somerset","AA/AO","AA","Female","130","115","20220","19810"
"In post","2022","Dorset and Somerset","AA/AO","AA","Male","235","225","20160","19810"
"In post","2022","Dorset and Somerset","AA/AO","AO","Female","660","590","22320","21260"
"In post","2022","Dorset and Somerset","AA/AO","AO","Male","650","630","24780","23140"
"In post","2022","Dorset and Somerset","EO","EO","Female","865","755","27110","27570"
"In post","2022","Dorset and Somerset","EO","EO","Male","760","730","27790","27570"
"In post","2022","Dorset and Somerset","G6/G7","G6","Female","30","25","[c]","[c]"
"In post","2022","Dorset and Somerset","G6/G7","G6","Male","50","50","69670","67250"
"In post","2022","Dorset and Somerset","G6/G7","G7","Female","90","80","55510","53720"
"In post","2022","Dorset and Somerset","G6/G7","G7","Male","105","100","55190","53720"
"In post","2022","Dorset and Somerset","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Dorset and Somerset","SCS level","SCS level","Male","5","5","[c]","[c]"
"In post","2022","Dorset and Somerset","SEO/HEO","HEO","Female","380","350","32760","33290"
"In post","2022","Dorset and Somerset","SEO/HEO","HEO","Male","545","530","34080","33290"
"In post","2022","Dorset and Somerset","SEO/HEO","SEO","Female","230","220","41680","42010"
"In post","2022","Dorset and Somerset","SEO/HEO","SEO","Male","360","350","43110","42510"
"In post","2022","Dorset and Somerset","Unknown","Unknown","Female","260","230","28570","24800"
"In post","2022","Dorset and Somerset","Unknown","Unknown","Male","105","95","29430","28200"
"In post","2022","East Anglia","AA/AO","AA","Female","435","400","20270","20480"
"In post","2022","East Anglia","AA/AO","AA","Male","470","445","20450","20890"
"In post","2022","East Anglia","AA/AO","AO","Female","1965","1705","22890","21680"
"In post","2022","East Anglia","AA/AO","AO","Male","1940","1875","26390","25700"
"In post","2022","East Anglia","EO","EO","Female","1785","1590","27190","27570"
"In post","2022","East Anglia","EO","EO","Male","1505","1455","28390","27570"
"In post","2022","East Anglia","G6/G7","G6","Female","75","70","69660","67840"
"In post","2022","East Anglia","G6/G7","G6","Male","110","105","68580","65390"
"In post","2022","East Anglia","G6/G7","G7","Female","270","255","53680","51970"
"In post","2022","East Anglia","G6/G7","G7","Male","295","290","54760","53500"
"In post","2022","East Anglia","SCS level","SCS level","Female","25","20","[c]","[c]"
"In post","2022","East Anglia","SCS level","SCS level","Male","40","40","102620","103000"
"In post","2022","East Anglia","SEO/HEO","HEO","Female","925","870","32620","33000"
"In post","2022","East Anglia","SEO/HEO","HEO","Male","1040","1010","33800","33300"
"In post","2022","East Anglia","SEO/HEO","SEO","Female","525","495","41460","40390"
"In post","2022","East Anglia","SEO/HEO","SEO","Male","635","615","42180","40580"
"In post","2022","East Anglia","Unknown","Unknown","Female","620","560","28120","26010"
"In post","2022","East Anglia","Unknown","Unknown","Male","250","235","29090","26320"
"In post","2022","East Wales","AA/AO","AA","Female","165","150","20230","20890"
"In post","2022","East Wales","AA/AO","AA","Male","280","265","19940","19810"
"In post","2022","East Wales","AA/AO","AO","Female","2815","2435","21820","21260"
"In post","2022","East Wales","AA/AO","AO","Male","2100","2015","22760","21260"
"In post","2022","East Wales","EO","EO","Female","2830","2575","26750","26820"
"In post","2022","East Wales","EO","EO","Male","2305","2240","27480","26820"
"In post","2022","East Wales","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","G6/G7","G6","Female","260","245","67930","66960"
"In post","2022","East Wales","G6/G7","G6","Male","305","300","68090","67790"
"In post","2022","East Wales","G6/G7","G7","Female","1085","1025","55140","54280"
"In post","2022","East Wales","G6/G7","G7","Male","1090","1070","56030","55210"
"In post","2022","East Wales","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","SCS level","SCS level","Female","110","105","82550","78460"
"In post","2022","East Wales","SCS level","SCS level","Male","170","160","88260","79950"
"In post","2022","East Wales","SEO/HEO","HEO","Female","2100","1975","33210","33080"
"In post","2022","East Wales","SEO/HEO","HEO","Male","1775","1730","33630","33370"
"In post","2022","East Wales","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","SEO/HEO","SEO","Female","1460","1375","41560","40520"
"In post","2022","East Wales","SEO/HEO","SEO","Male","1380","1350","42020","40520"
"In post","2022","East Wales","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Wales","Unknown","Unknown","Female","470","440","29040","26820"
"In post","2022","East Wales","Unknown","Unknown","Male","155","150","31350","31310"
"In post","2022","East Yorkshire and Northern Lincolnshire","AA/AO","AA","Female","170","155","20670","20890"
"In post","2022","East Yorkshire and Northern Lincolnshire","AA/AO","AA","Male","135","130","21300","20890"
"In post","2022","East Yorkshire and Northern Lincolnshire","AA/AO","AO","Female","885","755","22870","21550"
"In post","2022","East Yorkshire and Northern Lincolnshire","AA/AO","AO","Male","945","900","26250","25700"
"In post","2022","East Yorkshire and Northern Lincolnshire","EO","EO","Female","790","690","27400","27570"
"In post","2022","East Yorkshire and Northern Lincolnshire","EO","EO","Male","850","810","28180","27280"
"In post","2022","East Yorkshire and Northern Lincolnshire","G6/G7","G6","Female","15","15","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","G6/G7","G7","Female","65","60","54100","52670"
"In post","2022","East Yorkshire and Northern Lincolnshire","G6/G7","G7","Male","45","40","59550","55950"
"In post","2022","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","SCS level","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2022","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","Female","210","190","32710","32210"
"In post","2022","East Yorkshire and Northern Lincolnshire","SEO/HEO","HEO","Male","225","210","34560","33840"
"In post","2022","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","Female","95","90","41620","40120"
"In post","2022","East Yorkshire and Northern Lincolnshire","SEO/HEO","SEO","Male","110","105","46010","45660"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","Female","310","280","30010","28200"
"In post","2022","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","Male","85","80","30050","28200"
"In post","2022","Eastern Scotland","AA/AO","AA","Female","640","590","21770","21050"
"In post","2022","Eastern Scotland","AA/AO","AA","Male","635","605","21840","21590"
"In post","2022","Eastern Scotland","AA/AO","AO","Female","2770","2475","22640","21260"
"In post","2022","Eastern Scotland","AA/AO","AO","Male","2000","1950","23520","21780"
"In post","2022","Eastern Scotland","EO","EO","Female","2955","2715","28680","27570"
"In post","2022","Eastern Scotland","EO","EO","Male","2535","2430","30070","28990"
"In post","2022","Eastern Scotland","G6/G7","G6","Female","545","510","72170","75340"
"In post","2022","Eastern Scotland","G6/G7","G6","Male","465","455","72650","75340"
"In post","2022","Eastern Scotland","G6/G7","G7","Female","1040","975","57130","57190"
"In post","2022","Eastern Scotland","G6/G7","G7","Male","845","825","57630","57190"
"In post","2022","Eastern Scotland","SCS level","SCS level","Female","125","120","88670","83230"
"In post","2022","Eastern Scotland","SCS level","SCS level","Male","125","125","90680","83230"
"In post","2022","Eastern Scotland","SEO/HEO","HEO","Female","1825","1735","34240","33370"
"In post","2022","Eastern Scotland","SEO/HEO","HEO","Male","1670","1625","35470","34600"
"In post","2022","Eastern Scotland","SEO/HEO","SEO","Female","1495","1405","44080","43000"
"In post","2022","Eastern Scotland","SEO/HEO","SEO","Male","1290","1250","44630","44530"
"In post","2022","Eastern Scotland","Unknown","Unknown","Female","10","10","[c]","[c]"
"In post","2022","Eastern Scotland","Unknown","Unknown","Male","20","20","[c]","[c]"
"In post","2022","Essex","AA/AO","AA","Female","80","70","20110","19200"
"In post","2022","Essex","AA/AO","AA","Male","105","100","20710","20550"
"In post","2022","Essex","AA/AO","AO","Female","785","690","23640","23770"
"In post","2022","Essex","AA/AO","AO","Male","445","430","25690","24250"
"In post","2022","Essex","EO","EO","Female","1205","1075","28830","29290"
"In post","2022","Essex","EO","EO","Male","850","795","28630","28920"
"In post","2022","Essex","G6/G7","G6","Female","25","25","[c]","[c]"
"In post","2022","Essex","G6/G7","G6","Male","35","35","70730","67910"
"In post","2022","Essex","G6/G7","G7","Female","140","130","56470","54890"
"In post","2022","Essex","G6/G7","G7","Male","110","110","57630","55210"
"In post","2022","Essex","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Essex","SCS level","SCS level","Male","20","20","[c]","[c]"
"In post","2022","Essex","SEO/HEO","HEO","Female","335","310","33980","33370"
"In post","2022","Essex","SEO/HEO","HEO","Male","315","305","34010","33370"
"In post","2022","Essex","SEO/HEO","SEO","Female","220","200","41460","40520"
"In post","2022","Essex","SEO/HEO","SEO","Male","175","175","42790","40520"
"In post","2022","Essex","Unknown","Unknown","Female","350","315","28660","24800"
"In post","2022","Essex","Unknown","Unknown","Male","110","105","29860","26310"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","Female","235","215","19770","19810"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AA","Male","365","360","20100","19810"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","Female","1945","1725","22120","21270"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","AA/AO","AO","Male","1250","1210","24350","21840"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","Female","3075","2770","26150","26670"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","EO","EO","Male","2630","2555","26430","26710"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","Female","435","415","67130","65940"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G6","Male","765","740","68870","67770"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","Female","1615","1525","52050","51080"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","G7","Male","2470","2425","52980","53500"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","Female","110","105","93220","87350"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","SCS level","Male","190","185","100620","92290"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","Female","3240","3020","31560","32330"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","HEO","Male","3375","3305","32080","32900"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","Female","2505","2345","39990","40000"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","SEO","Male","3710","3625","40930","40580"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","Female","1030","950","33320","31420"
"In post","2022","Gloucestershire, Wiltshire and Bath/Bristol area","Unknown","Unknown","Male","1220","1200","41230","38260"
"In post","2022","Greater Manchester","AA/AO","AA","Female","245","220","20150","20480"
"In post","2022","Greater Manchester","AA/AO","AA","Male","210","195","20460","20890"
"In post","2022","Greater Manchester","AA/AO","AO","Female","2930","2545","21540","21260"
"In post","2022","Greater Manchester","AA/AO","AO","Male","2125","2045","22520","21260"
"In post","2022","Greater Manchester","EO","EO","Female","3215","2955","26790","27370"
"In post","2022","Greater Manchester","EO","EO","Male","2780","2695","27040","26820"
"In post","2022","Greater Manchester","G6/G7","G6","Female","290","280","66100","66610"
"In post","2022","Greater Manchester","G6/G7","G6","Male","350","345","67890","67910"
"In post","2022","Greater Manchester","G6/G7","G7","Female","945","900","53120","52240"
"In post","2022","Greater Manchester","G6/G7","G7","Male","1005","990","54290","55000"
"In post","2022","Greater Manchester","SCS level","SCS level","Female","65","65","87050","80000"
"In post","2022","Greater Manchester","SCS level","SCS level","Male","75","70","90330","84780"
"In post","2022","Greater Manchester","SEO/HEO","HEO","Female","1825","1730","32380","33080"
"In post","2022","Greater Manchester","SEO/HEO","HEO","Male","1920","1880","32750","33080"
"In post","2022","Greater Manchester","SEO/HEO","SEO","Female","1245","1190","39470","40160"
"In post","2022","Greater Manchester","SEO/HEO","SEO","Male","1190","1165","39980","40180"
"In post","2022","Greater Manchester","Unknown","Unknown","Female","870","815","29310","28200"
"In post","2022","Greater Manchester","Unknown","Unknown","Male","325","305","30260","28200"
"In post","2022","Hampshire and Isle of Wight","AA/AO","AA","Female","525","390","20220","19810"
"In post","2022","Hampshire and Isle of Wight","AA/AO","AA","Male","590","530","20110","19810"
"In post","2022","Hampshire and Isle of Wight","AA/AO","AO","Female","1800","1495","21990","21260"
"In post","2022","Hampshire and Isle of Wight","AA/AO","AO","Male","1545","1380","25050","21840"
"In post","2022","Hampshire and Isle of Wight","EO","EO","Female","1880","1695","26840","26820"
"In post","2022","Hampshire and Isle of Wight","EO","EO","Male","1720","1680","27590","26820"
"In post","2022","Hampshire and Isle of Wight","G6/G7","G6","Female","125","115","70450","67220"
"In post","2022","Hampshire and Isle of Wight","G6/G7","G6","Male","220","210","69780","67770"
"In post","2022","Hampshire and Isle of Wight","G6/G7","G7","Female","655","620","53320","52650"
"In post","2022","Hampshire and Isle of Wight","G6/G7","G7","Male","1040","1010","54530","53500"
"In post","2022","Hampshire and Isle of Wight","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","SCS level","SCS level","Female","40","40","89930","89050"
"In post","2022","Hampshire and Isle of Wight","SCS level","SCS level","Male","55","50","94650","94070"
"In post","2022","Hampshire and Isle of Wight","SEO/HEO","HEO","Female","1455","1375","32670","33000"
"In post","2022","Hampshire and Isle of Wight","SEO/HEO","HEO","Male","1415","1385","33090","33300"
"In post","2022","Hampshire and Isle of Wight","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Hampshire and Isle of Wight","SEO/HEO","SEO","Female","935","885","40510","40000"
"In post","2022","Hampshire and Isle of Wight","SEO/HEO","SEO","Male","1055","1035","41490","40580"
"In post","2022","Hampshire and Isle of Wight","Unknown","Unknown","Female","370","335","29590","28200"
"In post","2022","Hampshire and Isle of Wight","Unknown","Unknown","Male","130","125","31750","29490"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","Female","140","125","20310","20890"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","AA","Male","175","165","20680","20890"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","Female","775","685","22470","21260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","AA/AO","AO","Male","645","630","25900","24260"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","EO","EO","Female","620","565","27050","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","EO","EO","Male","515","500","27440","27570"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","Female","35","30","68960","63490"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","G6/G7","G6","Male","25","25","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","Female","70","70","53600","50430"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","G6/G7","G7","Male","60","55","55890","52400"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","Female","230","215","32230","31860"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","HEO","Male","200","190","33250","32740"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","Female","170","160","41950","40230"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","SEO/HEO","SEO","Male","125","120","42900","41100"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","Female","290","265","29260","28200"
"In post","2022","Herefordshire, Worcestershire and Warwickshire","Unknown","Unknown","Male","105","95","31690","28200"
"In post","2022","Highlands and Islands","AA/AO","AA","Female","100","90","21100","20390"
"In post","2022","Highlands and Islands","AA/AO","AA","Male","70","65","20390","19810"
"In post","2022","Highlands and Islands","AA/AO","AO","Female","315","275","23040","22550"
"In post","2022","Highlands and Islands","AA/AO","AO","Male","330","320","24560","24020"
"In post","2022","Highlands and Islands","EO","EO","Female","385","355","28520","27570"
"In post","2022","Highlands and Islands","EO","EO","Male","305","290","30040","28990"
"In post","2022","Highlands and Islands","G6/G7","G6","Female","15","15","[c]","[c]"
