"Status","Year","Age","Disability","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","Declared non-disabled","Cabinet Office","G6/G7","780","765","57600","54700"
"In post","2022","30-39","Declared non-disabled","Cabinet Office","SCS level","80","80","78710","73770"
"In post","2022","30-39","Declared non-disabled","Cabinet Office","SEO/HEO","530","515","36620","37300"
"In post","2022","30-39","Declared non-disabled","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Chancellor's other departments","EO","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Chancellor's other departments","G6/G7","45","40","74810","65470"
"In post","2022","30-39","Declared non-disabled","Chancellor's other departments","SEO/HEO","40","40","39210","38350"
"In post","2022","30-39","Declared non-disabled","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Charity Commission","EO","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Charity Commission","G6/G7","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Charity Commission","SEO/HEO","40","35","31790","29160"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","EO","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","G6/G7","175","170","64860","60000"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","SCS level","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Competition and Markets Authority","SEO/HEO","55","55","37450","34870"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","AA/AO","155","145","21240","21130"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","EO","260","245","26170","24900"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","G6/G7","950","920","57060","54880"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SCS level","60","60","80880","75830"
"In post","2022","30-39","Declared non-disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","1150","1115","37720","38240"
"In post","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","EO","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","G6/G7","325","320","55880","53860"
"In post","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","SCS level","40","40","77630","73500"
"In post","2022","30-39","Declared non-disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","160","155","35590","34020"
"In post","2022","30-39","Declared non-disabled","Department for Education","AA/AO","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Education","EO","85","80","26380","26000"
"In post","2022","30-39","Declared non-disabled","Department for Education","G6/G7","645","615","54960","53420"
"In post","2022","30-39","Declared non-disabled","Department for Education","SCS level","40","40","75190","74100"
"In post","2022","30-39","Declared non-disabled","Department for Education","SEO/HEO","630","605","35740","36500"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","AA/AO","370","345","21500","21300"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","EO","345","325","25810","25100"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","G6/G7","485","465","52680","52290"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","SCS level","20","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","950","915","34910","35900"
"In post","2022","30-39","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for International Trade","EO","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for International Trade","G6/G7","240","235","56640","54420"
"In post","2022","30-39","Declared non-disabled","Department for International Trade","SCS level","30","30","76420","72800"
"In post","2022","30-39","Declared non-disabled","Department for International Trade","SEO/HEO","130","125","37210","38160"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","AA/AO","25","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","EO","35","35","27000","26790"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","G6/G7","415","405","55560","53130"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","SCS level","25","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","SEO/HEO","280","275","35940","36340"
"In post","2022","30-39","Declared non-disabled","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Transport","AA/AO","910","790","21650","21840"
"In post","2022","30-39","Declared non-disabled","Department for Transport","EO","515","495","27530","26470"
"In post","2022","30-39","Declared non-disabled","Department for Transport","G6/G7","425","415","57650","54760"
"In post","2022","30-39","Declared non-disabled","Department for Transport","SCS level","45","45","77720","74010"
"In post","2022","30-39","Declared non-disabled","Department for Transport","SEO/HEO","715","705","37460","37570"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","AA/AO","3175","2765","21450","21260"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","EO","6420","5985","28150","27570"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","G6/G7","465","455","56320","54070"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","SCS level","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Department for Work and Pensions","SEO/HEO","1420","1370","35620","35120"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","AA/AO","115","95","21930","21820"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","EO","150","140","25770","25800"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","G6/G7","420","400","57420","53360"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","SCS level","65","60","82570","76700"
"In post","2022","30-39","Declared non-disabled","Department of Health and Social Care","SEO/HEO","670","635","36230","36690"
"In post","2022","30-39","Declared non-disabled","Estyn","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Estyn","EO","10","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Estyn","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","EO","15","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","G6/G7","35","35","55020","55300"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Food Standards Agency","SEO/HEO","110","110","35200","37350"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","AA/AO","55","50","24690","23950"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","EO","100","95","29240","29300"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","G6/G7","680","670","57140","55620"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","SCS level","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","SEO/HEO","565","560","37630","37560"
"In post","2022","30-39","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","AA/AO","155","145","22750","22600"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","EO","180","165","27330","27130"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","G6/G7","35","30","60290","60520"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","HM Land Registry","SEO/HEO","140","135","37980","38450"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","AA/AO","1775","1595","21410","21250"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","EO","2250","2165","26870","26820"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","G6/G7","1415","1380","58840","55210"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","SCS level","50","50","81310","78000"
"In post","2022","30-39","Declared non-disabled","HM Revenue and Customs","SEO/HEO","4225","4130","35790","33370"
"In post","2022","30-39","Declared non-disabled","HM Treasury","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","HM Treasury","EO","20","20","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","HM Treasury","G6/G7","365","355","59670","59500"
"In post","2022","30-39","Declared non-disabled","HM Treasury","SCS level","60","55","76830","76610"
"In post","2022","30-39","Declared non-disabled","HM Treasury","SEO/HEO","110","105","36370","37330"
"In post","2022","30-39","Declared non-disabled","Home Office","AA/AO","1150","995","22040","21680"
"In post","2022","30-39","Declared non-disabled","Home Office","EO","2605","2460","26110","25220"
"In post","2022","30-39","Declared non-disabled","Home Office","G6/G7","735","720","60240","57680"
"In post","2022","30-39","Declared non-disabled","Home Office","SCS level","30","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Home Office","SEO/HEO","1980","1925","35560","35070"
"In post","2022","30-39","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","AA/AO","1320","1260","24150","21170"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","EO","1045","990","26570","26670"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","G6/G7","1040","1015","54270","53500"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","SCS level","30","25","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","SEO/HEO","3655","3540","36840","37400"
"In post","2022","30-39","Declared non-disabled","Ministry of Defence","Unknown","350","340","38670","39100"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","AA/AO","6165","5780","25360","24730"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","EO","2000","1930","29070","28310"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","G6/G7","525","510","58960","57540"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","SCS level","40","40","81290","76000"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","SEO/HEO","2500","2430","37370","36340"
"In post","2022","30-39","Declared non-disabled","Ministry of Justice","Unknown","2780","2585","29830","30210"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","EO","130","125","34810","34140"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","National Crime Agency","SEO/HEO","165","160","44030","44590"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Northern Ireland Office","SEO/HEO","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","AA/AO","35","30","21390","21410"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","EO","40","40","26050","25880"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","G6/G7","85","85","68080","70500"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","SEO/HEO","180","175","40000","39850"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","AA/AO","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","EO","75","75","25450","24650"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","G6/G7","185","180","57110","55000"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Gas and Electricity Markets","SEO/HEO","150","145","35610","35000"
"In post","2022","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","EO","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Qualifications and Examinations Regulation","SEO/HEO","40","35","35180","34330"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","EO","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","G6/G7","45","45","59210","56160"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of Rail and Road","SEO/HEO","35","35","39350","41520"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Scottish Government","AA/AO","540","520","23440","23230"
"In post","2022","30-39","Declared non-disabled","Scottish Government","EO","595","570","28850","27940"
"In post","2022","30-39","Declared non-disabled","Scottish Government","G6/G7","440","430","59780","58530"
"In post","2022","30-39","Declared non-disabled","Scottish Government","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Scottish Government","SEO/HEO","1360","1320","39430","39660"
"In post","2022","30-39","Declared non-disabled","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","The National Archives","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","The National Archives","G6/G7","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","The National Archives","SEO/HEO","70","70","33910","34260"
"In post","2022","30-39","Declared non-disabled","UK Export Finance","EO","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","UK Export Finance","G6/G7","35","35","66650","68590"
"In post","2022","30-39","Declared non-disabled","UK Export Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","UK Export Finance","SEO/HEO","45","45","43230","43700"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","AA/AO","50","35","19890","19860"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","EO","75","70","24180","23880"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","G6/G7","190","185","52930","50210"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","UK Statistics Authority","SEO/HEO","340","325","34830","36840"
"In post","2022","30-39","Declared non-disabled","UK Supreme Court","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","UK Supreme Court","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","UK Supreme Court","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Water Services Regulation Authority","EO","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Water Services Regulation Authority","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Water Services Regulation Authority","SEO/HEO","35","35","46980","45400"
"In post","2022","30-39","Declared non-disabled","Welsh Government","AA/AO","150","145","24110","24630"
"In post","2022","30-39","Declared non-disabled","Welsh Government","EO","245","235","28750","29430"
"In post","2022","30-39","Declared non-disabled","Welsh Government","G6/G7","150","140","59920","61440"
"In post","2022","30-39","Declared non-disabled","Welsh Government","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Declared non-disabled","Welsh Government","SEO/HEO","515","490","40230","38160"
"In post","2022","30-39","Undeclared","Attorney General's Departments","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Attorney General's Departments","G6/G7","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Attorney General's Departments","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Cabinet Office","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Cabinet Office","EO","15","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Cabinet Office","G6/G7","35","35","57270","54700"
"In post","2022","30-39","Undeclared","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Cabinet Office","SEO/HEO","35","30","36690","37300"
"In post","2022","30-39","Undeclared","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","EO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","G6/G7","65","65","58840","57300"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Business, Energy and Industrial Strategy","SEO/HEO","55","55","38630","40050"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","G6/G7","30","30","55530","52130"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Education","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Education","G6/G7","40","40","55200","53420"
"In post","2022","30-39","Undeclared","Department for Education","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Education","SEO/HEO","60","60","35100","36500"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","EO","15","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","G6/G7","30","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Environment, Food and Rural Affairs","SEO/HEO","60","60","35320","35900"
"In post","2022","30-39","Undeclared","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for International Trade","G6/G7","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for International Trade","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","G6/G7","30","30","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Levelling Up, Housing and Communities","SEO/HEO","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Transport","AA/AO","75","70","21870","21840"
"In post","2022","30-39","Undeclared","Department for Transport","EO","45","40","27400","26470"
"In post","2022","30-39","Undeclared","Department for Transport","G6/G7","40","40","61780","60890"
"In post","2022","30-39","Undeclared","Department for Transport","SEO/HEO","85","85","38480","38650"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","AA/AO","275","245","21400","21260"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","EO","600","565","28100","27570"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","G6/G7","35","35","55940","53720"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department for Work and Pensions","SEO/HEO","115","110","35160","32050"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","EO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","G6/G7","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Department of Health and Social Care","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Food Standards Agency","EO","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Food Standards Agency","G6/G7","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Food Standards Agency","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Food Standards Agency","SEO/HEO","75","75","36090","37350"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","G6/G7","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Foreign, Commonwealth and Development Office","SEO/HEO","40","35","37240","35700"
"In post","2022","30-39","Undeclared","HM Land Registry","AA/AO","10","5","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Land Registry","EO","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Land Registry","SEO/HEO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","AA/AO","115","105","21490","21250"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","EO","125","125","26870","26820"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","G6/G7","95","90","58030","55210"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Revenue and Customs","SEO/HEO","245","240","35720","33370"
"In post","2022","30-39","Undeclared","HM Treasury","EO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Treasury","G6/G7","70","70","57720","54950"
"In post","2022","30-39","Undeclared","HM Treasury","SCS level","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","HM Treasury","SEO/HEO","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Home Office","AA/AO","35","30","22240","21680"
"In post","2022","30-39","Undeclared","Home Office","EO","95","85","26630","25310"
"In post","2022","30-39","Undeclared","Home Office","G6/G7","45","45","60970","57680"
"In post","2022","30-39","Undeclared","Home Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Home Office","SEO/HEO","70","70","35790","35130"
"In post","2022","30-39","Undeclared","Ministry of Defence","AA/AO","110","105","24320","21170"
"In post","2022","30-39","Undeclared","Ministry of Defence","EO","75","75","28920","26670"
"In post","2022","30-39","Undeclared","Ministry of Defence","G6/G7","65","60","56290","55350"
"In post","2022","30-39","Undeclared","Ministry of Defence","SEO/HEO","250","245","38490","39300"
"In post","2022","30-39","Undeclared","Ministry of Defence","Unknown","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Ministry of Justice","AA/AO","615","570","25640","24730"
"In post","2022","30-39","Undeclared","Ministry of Justice","EO","265","255","30560","31610"
"In post","2022","30-39","Undeclared","Ministry of Justice","G6/G7","55","55","59810","59290"
"In post","2022","30-39","Undeclared","Ministry of Justice","SCS level","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Ministry of Justice","SEO/HEO","300","290","37440","36480"
"In post","2022","30-39","Undeclared","Ministry of Justice","Unknown","170","155","29490","28200"
"In post","2022","30-39","Undeclared","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Scottish Government","AA/AO","15","15","[c]","[c]"
"In post","2022","30-39","Undeclared","Scottish Government","EO","20","20","[c]","[c]"
"In post","2022","30-39","Undeclared","Scottish Government","G6/G7","25","25","[c]","[c]"
"In post","2022","30-39","Undeclared","Scottish Government","SEO/HEO","45","45","38930","39660"
"In post","2022","30-39","Undeclared","UK Export Finance","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Statistics Authority","AA/AO","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Statistics Authority","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","UK Statistics Authority","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Undeclared","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Welsh Government","EO","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Undeclared","Welsh Government","G6/G7","5","5","[c]","[c]"
"In post","2022","30-39","Undeclared","Welsh Government","SEO/HEO","10","10","[c]","[c]"
"In post","2022","30-39","Unknown","Attorney General's Departments","AA/AO","60","60","22760","22200"
"In post","2022","30-39","Unknown","Attorney General's Departments","EO","75","70","26610","26970"
"In post","2022","30-39","Unknown","Attorney General's Departments","G6/G7","270","260","54140","53050"
