"Status","Year","Function_of_post","Region_ITL1","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","North East (England)","Outside London","HEO","255","245","32030","31990"
"In post","2022","Finance","North East (England)","Outside London","SCS level","10","10","85780","85070"
"In post","2022","Finance","North East (England)","Outside London","SEO","220","215","38560","39470"
"In post","2022","Finance","North West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","North West (England)","Outside London","AO","210","180","21260","21260"
"In post","2022","Finance","North West (England)","Outside London","EO","205","195","26750","27570"
"In post","2022","Finance","North West (England)","Outside London","G6","75","70","65800","66000"
"In post","2022","Finance","North West (England)","Outside London","G7","230","220","52740","51700"
"In post","2022","Finance","North West (England)","Outside London","HEO","300","285","32200","31990"
"In post","2022","Finance","North West (England)","Outside London","SCS level","15","15","82020","76350"
"In post","2022","Finance","North West (England)","Outside London","SEO","350","340","38350","36940"
"In post","2022","Finance","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","HEO","10","10","33520","35050"
"In post","2022","Finance","Northern Ireland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Northern Ireland","Outside London","SEO","10","10","44020","45480"
"In post","2022","Finance","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","Overseas","EO","10","10","27410","26670"
"In post","2022","Finance","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Overseas","Overseas","HEO","15","15","35730","33300"
"In post","2022","Finance","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Scotland","Outside London","AA","15","10","21520","21640"
"In post","2022","Finance","Scotland","Outside London","AO","525","430","21830","21250"
"In post","2022","Finance","Scotland","Outside London","EO","155","145","27320","26820"
"In post","2022","Finance","Scotland","Outside London","G6","25","25","64280","64560"
"In post","2022","Finance","Scotland","Outside London","G7","75","75","52490","52080"
"In post","2022","Finance","Scotland","Outside London","HEO","125","120","33650","33370"
"In post","2022","Finance","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Scotland","Outside London","SEO","105","100","41200","40520"
"In post","2022","Finance","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South East (England)","Outside London","AO","125","110","21900","22080"
"In post","2022","Finance","South East (England)","Outside London","EO","255","240","27210","26670"
"In post","2022","Finance","South East (England)","Outside London","G6","30","30","67060","67220"
"In post","2022","Finance","South East (England)","Outside London","G7","110","110","55450","55210"
"In post","2022","Finance","South East (England)","Outside London","HEO","260","250","34130","33300"
"In post","2022","Finance","South East (England)","Outside London","SCS level","15","15","94010","95600"
"In post","2022","Finance","South East (England)","Outside London","SEO","220","215","42530","40580"
"In post","2022","Finance","South East (England)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","South West (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","South West (England)","Outside London","AO","60","50","21490","21320"
"In post","2022","Finance","South West (England)","Outside London","EO","295","280","24370","25000"
"In post","2022","Finance","South West (England)","Outside London","G6","70","65","66360","66630"
"In post","2022","Finance","South West (England)","Outside London","G7","165","160","53800","54690"
"In post","2022","Finance","South West (England)","Outside London","HEO","300","285","32590","33000"
"In post","2022","Finance","South West (England)","Outside London","SCS level","25","25","86920","83640"
"In post","2022","Finance","South West (England)","Outside London","SEO","285","275","42210","40580"
"In post","2022","Finance","South West (England)","Outside London","Unknown","50","45","52820","46000"
"In post","2022","Finance","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Wales","Outside London","AA","15","10","18470","18310"
"In post","2022","Finance","Wales","Outside London","AO","75","65","21440","21840"
"In post","2022","Finance","Wales","Outside London","EO","90","85","26470","26470"
"In post","2022","Finance","Wales","Outside London","G6","15","15","63590","60740"
"In post","2022","Finance","Wales","Outside London","G7","60","60","53570","52240"
"In post","2022","Finance","Wales","Outside London","HEO","100","95","32520","31990"
"In post","2022","Finance","Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Wales","Outside London","SEO","95","90","41770","41230"
"In post","2022","Finance","West Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Finance","West Midlands (England)","Outside London","AO","85","80","21270","21250"
"In post","2022","Finance","West Midlands (England)","Outside London","EO","135","130","25820","25620"
"In post","2022","Finance","West Midlands (England)","Outside London","G6","45","45","66530","63950"
"In post","2022","Finance","West Midlands (England)","Outside London","G7","155","150","52250","50630"
"In post","2022","Finance","West Midlands (England)","Outside London","HEO","190","185","31880","30450"
"In post","2022","Finance","West Midlands (England)","Outside London","SCS level","15","15","87280","80000"
"In post","2022","Finance","West Midlands (England)","Outside London","SEO","235","225","39250","37870"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","AA","20","10","21250","21250"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","AO","335","280","21500","21250"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","EO","295","280","26230","26820"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","G6","115","110","64520","62940"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","G7","250","245","51800","50630"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","HEO","340","320","31640","31990"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","SCS level","30","25","82570","75000"
"In post","2022","Finance","Yorkshire and The Humber","Outside London","SEO","385","365","38150","36970"
"In post","2022","Grants Management","East Midlands (England)","Outside London","AO","50","50","21040","21300"
"In post","2022","Grants Management","East Midlands (England)","Outside London","EO","30","30","25150","24920"
"In post","2022","Grants Management","East Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","East Midlands (England)","Outside London","HEO","10","10","30550","30550"
"In post","2022","Grants Management","East Midlands (England)","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Grants Management","East of England","Outside London","AO","30","30","21300","21300"
"In post","2022","Grants Management","East of England","Outside London","EO","20","20","25600","25880"
"In post","2022","Grants Management","East of England","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","East of England","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Grants Management","East of England","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","London","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","London","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","London","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North East (England)","Outside London","AO","245","225","21250","21300"
"In post","2022","Grants Management","North East (England)","Outside London","EO","85","80","25290","24920"
"In post","2022","Grants Management","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North East (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Grants Management","North East (England)","Outside London","HEO","45","40","30220","30230"
"In post","2022","Grants Management","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North East (England)","Outside London","SEO","15","15","37330","36970"
"In post","2022","Grants Management","North West (England)","Outside London","AO","565","505","21300","21300"
"In post","2022","Grants Management","North West (England)","Outside London","EO","210","190","25360","25100"
"In post","2022","Grants Management","North West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North West (England)","Outside London","G7","15","15","48410","48370"
"In post","2022","Grants Management","North West (England)","Outside London","HEO","65","60","30080","30040"
"In post","2022","Grants Management","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","North West (England)","Outside London","SEO","30","30","37030","37230"
"In post","2022","Grants Management","South East (England)","Outside London","AO","75","70","21300","21300"
"In post","2022","Grants Management","South East (England)","Outside London","EO","40","40","25530","25730"
"In post","2022","Grants Management","South East (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Grants Management","South East (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Grants Management","South East (England)","Outside London","HEO","30","30","31150","31640"
"In post","2022","Grants Management","South East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","South East (England)","Outside London","SEO","20","20","38250","38130"
"In post","2022","Grants Management","South West (England)","Outside London","AO","110","105","21300","21300"
"In post","2022","Grants Management","South West (England)","Outside London","EO","85","75","25800","25880"
"In post","2022","Grants Management","South West (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","South West (England)","Outside London","G7","10","5","[c]","[c]"
"In post","2022","Grants Management","South West (England)","Outside London","HEO","35","35","30690","30470"
"In post","2022","Grants Management","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","South West (England)","Outside London","SEO","15","15","38060","37470"
"In post","2022","Grants Management","Wales","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Grants Management","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Midlands (England)","Outside London","AO","85","80","21300","21300"
"In post","2022","Grants Management","West Midlands (England)","Outside London","EO","55","50","25460","25190"
"In post","2022","Grants Management","West Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","West Midlands (England)","Outside London","HEO","20","20","30200","30040"
"In post","2022","Grants Management","West Midlands (England)","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Grants Management","Yorkshire and The Humber","Outside London","AO","115","110","21280","21300"
"In post","2022","Grants Management","Yorkshire and The Humber","Outside London","EO","80","75","25410","24920"
"In post","2022","Grants Management","Yorkshire and The Humber","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Grants Management","Yorkshire and The Humber","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Grants Management","Yorkshire and The Humber","Outside London","HEO","30","25","29940","29690"
"In post","2022","Grants Management","Yorkshire and The Humber","Outside London","SEO","20","20","37180","36520"
"In post","2022","Human Resources","East Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Outside London","AO","40","35","21670","21470"
"In post","2022","Human Resources","East Midlands (England)","Outside London","EO","140","130","26790","27130"
"In post","2022","Human Resources","East Midlands (England)","Outside London","G6","25","25","65470","67910"
"In post","2022","Human Resources","East Midlands (England)","Outside London","G7","65","65","54620","55210"
"In post","2022","Human Resources","East Midlands (England)","Outside London","HEO","185","175","32650","33370"
"In post","2022","Human Resources","East Midlands (England)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Human Resources","East Midlands (England)","Outside London","SEO","120","110","40450","40520"
"In post","2022","Human Resources","East of England","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","East of England","Outside London","AO","40","35","21480","21170"
"In post","2022","Human Resources","East of England","Outside London","EO","85","75","27810","27570"
"In post","2022","Human Resources","East of England","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Human Resources","East of England","Outside London","G7","40","35","54600","54540"
"In post","2022","Human Resources","East of England","Outside London","HEO","85","80","33230","33000"
"In post","2022","Human Resources","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","East of England","Outside London","SEO","60","55","41560","40580"
"In post","2022","Human Resources","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","London","London","AA","5","5","[c]","[c]"
"In post","2022","Human Resources","London","London","AO","85","80","24730","24420"
"In post","2022","Human Resources","London","London","EO","490","475","29020","28500"
"In post","2022","Human Resources","London","London","G6","305","300","68930","68070"
"In post","2022","Human Resources","London","London","G7","635","615","56610","55510"
"In post","2022","Human Resources","London","London","HEO","715","700","35340","35460"
"In post","2022","Human Resources","London","London","SCS level","150","145","88370","80430"
"In post","2022","Human Resources","London","London","SEO","510","495","43440","42270"
"In post","2022","Human Resources","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","North East (England)","Outside London","AO","250","225","21210","21050"
"In post","2022","Human Resources","North East (England)","Outside London","EO","250","230","26320","26820"
"In post","2022","Human Resources","North East (England)","Outside London","G6","15","15","63310","61570"
"In post","2022","Human Resources","North East (England)","Outside London","G7","75","70","51580","50430"
"In post","2022","Human Resources","North East (England)","Outside London","HEO","210","200","32230","32000"
"In post","2022","Human Resources","North East (England)","Outside London","SCS level","10","10","80730","73970"
"In post","2022","Human Resources","North East (England)","Outside London","SEO","110","105","38760","37710"
"In post","2022","Human Resources","North West (England)","Outside London","AA","15","15","19150","19810"
"In post","2022","Human Resources","North West (England)","Outside London","AO","300","265","21530","21250"
"In post","2022","Human Resources","North West (England)","Outside London","EO","470","440","26910","26930"
"In post","2022","Human Resources","North West (England)","Outside London","G6","65","65","64210","64220"
"In post","2022","Human Resources","North West (England)","Outside London","G7","220","215","53110","53360"
"In post","2022","Human Resources","North West (England)","Outside London","HEO","380","360","32780","33080"
"In post","2022","Human Resources","North West (England)","Outside London","SCS level","10","10","80850","76020"
"In post","2022","Human Resources","North West (England)","Outside London","SEO","300","285","39520","40180"
"In post","2022","Human Resources","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Northern Ireland","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","G7","10","10","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","HEO","15","15","34020","33300"
"In post","2022","Human Resources","Overseas","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Overseas","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Scotland","Outside London","AA","20","15","21030","21640"
"In post","2022","Human Resources","Scotland","Outside London","AO","430","395","21910","21740"
"In post","2022","Human Resources","Scotland","Outside London","EO","260","245","28030","27400"
"In post","2022","Human Resources","Scotland","Outside London","G6","20","20","67720","67910"
"In post","2022","Human Resources","Scotland","Outside London","G7","70","70","52710","54170"
"In post","2022","Human Resources","Scotland","Outside London","HEO","225","215","34700","33370"
"In post","2022","Human Resources","Scotland","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Scotland","Outside London","SEO","90","90","40870","40520"
"In post","2022","Human Resources","South East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","South East (England)","Outside London","AO","130","125","21930","21830"
"In post","2022","Human Resources","South East (England)","Outside London","EO","165","155","27860","27570"
"In post","2022","Human Resources","South East (England)","Outside London","G6","25","25","66210","64700"
"In post","2022","Human Resources","South East (England)","Outside London","G7","75","70","54970","54540"
"In post","2022","Human Resources","South East (England)","Outside London","HEO","155","150","33470","33300"
"In post","2022","Human Resources","South East (England)","Outside London","SCS level","10","10","91660","88650"
"In post","2022","Human Resources","South East (England)","Outside London","SEO","105","100","41510","40980"
"In post","2022","Human Resources","South West (England)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Human Resources","South West (England)","Outside London","AO","145","130","21450","21170"
"In post","2022","Human Resources","South West (England)","Outside London","EO","215","200","25450","26350"
"In post","2022","Human Resources","South West (England)","Outside London","G6","50","50","65670","64340"
"In post","2022","Human Resources","South West (England)","Outside London","G7","150","145","52110","51800"
"In post","2022","Human Resources","South West (England)","Outside London","HEO","295","275","31740","32810"
"In post","2022","Human Resources","South West (England)","Outside London","SCS level","20","20","88410","80710"
"In post","2022","Human Resources","South West (England)","Outside London","SEO","215","200","39240","39930"
"In post","2022","Human Resources","South West (England)","Outside London","Unknown","30","25","43030","43470"
"In post","2022","Human Resources","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","G7","5","5","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","HEO","10","10","30060","29990"
"In post","2022","Human Resources","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Unknown","Unknown","SEO","10","10","38440","37460"
"In post","2022","Human Resources","Wales","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Human Resources","Wales","Outside London","AO","70","65","21570","21810"
"In post","2022","Human Resources","Wales","Outside London","EO","190","180","26430","26700"
"In post","2022","Human Resources","Wales","Outside London","G6","25","25","64600","64900"
"In post","2022","Human Resources","Wales","Outside London","G7","90","85","52790","51470"
"In post","2022","Human Resources","Wales","Outside London","HEO","225","210","31470","30810"
"In post","2022","Human Resources","Wales","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Human Resources","Wales","Outside London","SEO","150","145","39490","39750"
"In post","2022","Human Resources","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","West Midlands (England)","Outside London","AO","30","25","21450","21250"
"In post","2022","Human Resources","West Midlands (England)","Outside London","EO","125","120","27010","27570"
"In post","2022","Human Resources","West Midlands (England)","Outside London","G6","25","25","66900","67690"
"In post","2022","Human Resources","West Midlands (England)","Outside London","G7","90","85","53010","53200"
"In post","2022","Human Resources","West Midlands (England)","Outside London","HEO","155","145","32410","31990"
"In post","2022","Human Resources","West Midlands (England)","Outside London","SCS level","10","10","91580","86630"
"In post","2022","Human Resources","West Midlands (England)","Outside London","SEO","105","100","40670","40520"
"In post","2022","Human Resources","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","AO","40","35","21430","21260"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","EO","175","155","26730","27570"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","G6","65","60","63460","61680"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","G7","175","170","51910","49860"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","HEO","235","220","32180","31990"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","SCS level","20","20","81380","75100"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","SEO","170","165","38400","37730"
"In post","2022","Human Resources","Yorkshire and The Humber","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East Midlands (England)","Outside London","SEO","10","10","44250","43710"
"In post","2022","Internal Audit","East of England","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","East of England","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","East of England","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","East of England","Outside London","SEO","10","10","45550","45290"
"In post","2022","Internal Audit","London","London","AO","15","15","30590","35900"
"In post","2022","Internal Audit","London","London","EO","10","10","30490","30300"
"In post","2022","Internal Audit","London","London","G6","25","25","71950","70780"
"In post","2022","Internal Audit","London","London","G7","45","45","57200","56350"
"In post","2022","Internal Audit","London","London","HEO","40","40","36590","37000"
"In post","2022","Internal Audit","London","London","SCS level","20","20","95010","90690"
"In post","2022","Internal Audit","London","London","SEO","70","70","47520","47150"
"In post","2022","Internal Audit","North East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North East (England)","Outside London","SEO","25","25","42150","42110"
"In post","2022","Internal Audit","North West (England)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Outside London","HEO","10","10","33020","33300"
"In post","2022","Internal Audit","North West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","North West (England)","Outside London","SEO","30","25","42200","42000"
"In post","2022","Internal Audit","Northern Ireland","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Overseas","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Outside London","G7","10","10","49890","48640"
"In post","2022","Internal Audit","Scotland","Outside London","HEO","20","20","34410","33930"
"In post","2022","Internal Audit","Scotland","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Scotland","Outside London","SEO","20","20","41420","39980"
"In post","2022","Internal Audit","South East (England)","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Internal Audit","South East (England)","Outside London","HEO","20","20","33000","32900"
"In post","2022","Internal Audit","South East (England)","Outside London","SEO","25","25","42030","40570"
"In post","2022","Internal Audit","South West (England)","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Outside London","G6","5","5","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Outside London","G7","15","15","54060","54540"
"In post","2022","Internal Audit","South West (England)","Outside London","HEO","25","20","33950","33300"
"In post","2022","Internal Audit","South West (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","South West (England)","Outside London","SEO","50","50","43160","42510"
"In post","2022","Internal Audit","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Wales","Outside London","SEO","15","15","42260","41530"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","G6","10","10","68040","69090"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","G7","10","10","52520","52220"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","West Midlands (England)","Outside London","SEO","20","20","43750","43320"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","G7","15","15","50360","49750"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Internal Audit","Yorkshire and The Humber","Outside London","SEO","20","20","41560","39980"
"In post","2022","Legal","East Midlands (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Midlands (England)","Outside London","AO","120","110","21860","22200"
"In post","2022","Legal","East Midlands (England)","Outside London","EO","115","100","27060","26820"
"In post","2022","Legal","East Midlands (England)","Outside London","G6","10","10","[c]","[c]"
"In post","2022","Legal","East Midlands (England)","Outside London","G7","230","210","53530","53350"
"In post","2022","Legal","East Midlands (England)","Outside London","HEO","85","80","33980","33370"
"In post","2022","Legal","East Midlands (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","East Midlands (England)","Outside London","SEO","15","15","39900","40110"
"In post","2022","Legal","East of England","Outside London","AO","120","105","23000","23770"
"In post","2022","Legal","East of England","Outside London","EO","120","105","28170","28430"
"In post","2022","Legal","East of England","Outside London","G6","10","10","73920","73840"
"In post","2022","Legal","East of England","Outside London","G7","200","180","58080","57980"
"In post","2022","Legal","East of England","Outside London","HEO","60","55","36650","36240"
"In post","2022","Legal","East of England","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","East of England","Outside London","SEO","10","10","40920","40410"
"In post","2022","Legal","London","London","AA","5","5","[c]","[c]"
"In post","2022","Legal","London","London","AO","445","415","23810","23770"
"In post","2022","Legal","London","London","EO","775","740","28950","29280"
"In post","2022","Legal","London","London","G6","1160","1070","69760","67950"
"In post","2022","Legal","London","London","G7","1840","1720","56120","53050"
"In post","2022","Legal","London","London","HEO","415","405","36810","36240"
"In post","2022","Legal","London","London","SCS level","365","350","88120","82260"
"In post","2022","Legal","London","London","SEO","140","135","41400","40610"
"In post","2022","Legal","North East (England)","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Legal","North East (England)","Outside London","AO","85","75","22320","22200"
"In post","2022","Legal","North East (England)","Outside London","EO","90","80","27190","27130"
"In post","2022","Legal","North East (England)","Outside London","G6","15","15","67630","67820"
"In post","2022","Legal","North East (England)","Outside London","G7","160","145","54080","55210"
"In post","2022","Legal","North East (England)","Outside London","HEO","55","55","33790","33370"
"In post","2022","Legal","North East (England)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","North East (England)","Outside London","SEO","15","15","39670","38550"
"In post","2022","Legal","North West (England)","Outside London","AA","5","5","[c]","[c]"
"In post","2022","Legal","North West (England)","Outside London","AO","230","210","22090","22200"
