"Status","Year","Age","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","50-59","Legal Aid Agency","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","East of England","10","10","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","North West (England)","10","10","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","Northern Ireland","10","10","[c]","[c]"
"In post","2022","50-59","Maritime and Coastguard Agency","Scotland","50","50","36750","34730"
"In post","2022","50-59","Maritime and Coastguard Agency","South East (England)","150","145","41520","38650"
"In post","2022","50-59","Maritime and Coastguard Agency","South West (England)","20","20","34590","34090"
"In post","2022","50-59","Maritime and Coastguard Agency","Wales","25","25","32510","26840"
"In post","2022","50-59","Maritime and Coastguard Agency","Yorkshire and The Humber","25","20","43310","40080"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","East of England","80","75","51830","49340"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","London","180","175","55870","53620"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","South East (England)","5","5","[c]","[c]"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Medicines and Healthcare Products Regulatory Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Met Office","East Midlands (England)","15","15","39420","39750"
"In post","2022","50-59","Met Office","East of England","10","10","37210","39650"
"In post","2022","50-59","Met Office","London","5","5","[c]","[c]"
"In post","2022","50-59","Met Office","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Met Office","Northern Ireland","10","10","[c]","[c]"
"In post","2022","50-59","Met Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Met Office","Scotland","35","35","36850","36290"
"In post","2022","50-59","Met Office","South East (England)","15","15","43620","39650"
"In post","2022","50-59","Met Office","South West (England)","445","425","45450","45150"
"In post","2022","50-59","Met Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Met Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Met Office","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","East Midlands (England)","600","590","27730","21830"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","East of England","1310","1285","32210","29200"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","London","1105","1090","41480","37640"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","North East (England)","95","90","24530","21580"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","North West (England)","635","605","28690","26670"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","Northern Ireland","435","430","24810","21920"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","Overseas","220","220","41930","38200"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","Scotland","1445","1400","30670","26670"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","South East (England)","2760","2700","33960","33000"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","South West (England)","2945","2880","34830","33300"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","Unknown","85","80","35230","27920"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","Wales","315","305","25590","21830"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","West Midlands (England)","905","885","31260","29200"
"In post","2022","50-59","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","880","860","28670","26670"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","East Midlands (England)","60","60","38870","38060"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","East of England","40","40","43370","41100"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","London","780","765","48100","43880"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","North East (England)","45","40","41060","37550"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","North West (England)","90","90","42120","41100"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","Scotland","15","15","43860","41000"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","South East (England)","65","65","40800","41100"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","South West (England)","50","50","40360","35080"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","Wales","40","35","40950","38140"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","West Midlands (England)","125","120","35050","31450"
"In post","2022","50-59","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","125","120","45060","41100"
"In post","2022","50-59","National Crime Agency","East Midlands (England)","60","60","42240","43240"
"In post","2022","50-59","National Crime Agency","East of England","60","60","41210","41170"
"In post","2022","50-59","National Crime Agency","London","395","395","49460","46210"
"In post","2022","50-59","National Crime Agency","North East (England)","35","35","39550","39720"
"In post","2022","50-59","National Crime Agency","North West (England)","330","320","40410","39240"
"In post","2022","50-59","National Crime Agency","Northern Ireland","50","50","42520","40210"
"In post","2022","50-59","National Crime Agency","Overseas","60","60","65280","66180"
"In post","2022","50-59","National Crime Agency","Scotland","15","15","35720","36410"
"In post","2022","50-59","National Crime Agency","South East (England)","185","185","42720","40060"
"In post","2022","50-59","National Crime Agency","South West (England)","90","85","41160","40210"
"In post","2022","50-59","National Crime Agency","Unknown","25","25","46070","47130"
"In post","2022","50-59","National Crime Agency","Wales","25","25","41400","39800"
"In post","2022","50-59","National Crime Agency","West Midlands (England)","140","135","40230","38490"
"In post","2022","50-59","National Crime Agency","Yorkshire and The Humber","110","110","40530","39970"
"In post","2022","50-59","National Infrastructure Commission","London","5","5","[c]","[c]"
"In post","2022","50-59","National Records of Scotland","Scotland","135","130","35710","30040"
"In post","2022","50-59","National Savings and Investments","London","40","35","62520","54280"
"In post","2022","50-59","National Savings and Investments","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","National Savings and Investments","North West (England)","10","10","[c]","[c]"
"In post","2022","50-59","National Savings and Investments","Scotland","5","5","[c]","[c]"
"In post","2022","50-59","Northern Ireland Office","London","15","15","59500","54560"
"In post","2022","50-59","Northern Ireland Office","Northern Ireland","25","25","42720","36720"
"In post","2022","50-59","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","70","70","53830","51360"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","East of England","45","45","64580","70500"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","London","75","75","54790","51360"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","North East (England)","20","20","65950","75500"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","North West (England)","130","125","47440","51360"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","South East (England)","40","40","64340","64500"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","South West (England)","85","80","58360","59810"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Wales","10","10","69200","75500"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","40","40","65190","73000"
"In post","2022","50-59","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","50","45","65010","70500"
"In post","2022","50-59","Office of Gas and Electricity Markets","London","95","95","61830","59850"
"In post","2022","50-59","Office of Gas and Electricity Markets","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of Gas and Electricity Markets","Scotland","55","55","39490","34100"
"In post","2022","50-59","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of Qualifications and Examinations Regulation","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of Qualifications and Examinations Regulation","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Office of Qualifications and Examinations Regulation","West Midlands (England)","55","50","46110","40370"
"In post","2022","50-59","Office of Rail and Road","London","50","50","60330","61010"
"In post","2022","50-59","Office of Rail and Road","North West (England)","10","10","[c]","[c]"
"In post","2022","50-59","Office of Rail and Road","Scotland","5","5","[c]","[c]"
"In post","2022","50-59","Office of Rail and Road","South West (England)","5","5","[c]","[c]"
"In post","2022","50-59","Office of Rail and Road","West Midlands (England)","10","10","62300","65330"
"In post","2022","50-59","Office of Rail and Road","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","50-59","Office of the Public Guardian","East Midlands (England)","100","95","25540","25120"
"In post","2022","50-59","Office of the Public Guardian","London","5","5","[c]","[c]"
"In post","2022","50-59","Office of the Public Guardian","West Midlands (England)","150","145","26300","21410"
"In post","2022","50-59","Office of the Scottish Charity Regulator","Scotland","10","10","46020","39510"
"In post","2022","50-59","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Scotland","20","20","55760","58100"
"In post","2022","50-59","Office of the Secretary of State for Wales","London","5","5","[c]","[c]"
"In post","2022","50-59","Planning Inspectorate","East Midlands (England)","15","15","57600","58810"
"In post","2022","50-59","Planning Inspectorate","East of England","5","5","[c]","[c]"
"In post","2022","50-59","Planning Inspectorate","London","5","5","[c]","[c]"
"In post","2022","50-59","Planning Inspectorate","North East (England)","15","15","55240","58810"
"In post","2022","50-59","Planning Inspectorate","North West (England)","20","15","58350","58810"
"In post","2022","50-59","Planning Inspectorate","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectorate","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectorate","South East (England)","15","15","59630","58810"
"In post","2022","50-59","Planning Inspectorate","South West (England)","125","115","35780","32780"
"In post","2022","50-59","Planning Inspectorate","Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Planning Inspectorate","West Midlands (England)","10","10","53890","47660"
"In post","2022","50-59","Planning Inspectorate","Yorkshire and The Humber","15","15","61150","58810"
"In post","2022","50-59","Queen Elizabeth II Centre","London","15","15","46120","40790"
"In post","2022","50-59","Registers of Scotland","Scotland","355","340","35720","30840"
"In post","2022","50-59","Revenue Scotland","Scotland","15","15","49820","40810"
"In post","2022","50-59","Royal Fleet Auxiliary","Unknown","485","485","42550","37300"
"In post","2022","50-59","Rural Payments Agency","East Midlands (England)","25","25","26140","25100"
"In post","2022","50-59","Rural Payments Agency","East of England","15","15","27510","26520"
"In post","2022","50-59","Rural Payments Agency","North East (England)","90","85","29340","25150"
"In post","2022","50-59","Rural Payments Agency","North West (England)","220","200","26780","21300"
"In post","2022","50-59","Rural Payments Agency","South East (England)","70","65","33320","30760"
"In post","2022","50-59","Rural Payments Agency","South West (England)","95","90","27960","26050"
"In post","2022","50-59","Rural Payments Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Rural Payments Agency","West Midlands (England)","40","35","27710","25970"
"In post","2022","50-59","Rural Payments Agency","Yorkshire and The Humber","70","65","29630","26520"
"In post","2022","50-59","Scottish Courts and Tribunals Service","Scotland","540","495","29530","23780"
"In post","2022","50-59","Scottish Fiscal Commission","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Forestry","Scotland","70","65","39290","36700"
"In post","2022","50-59","Scottish Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Government (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Scottish Government (excl. agencies)","Scotland","2080","2010","49520","47490"
"In post","2022","50-59","Scottish Housing Regulator","Scotland","20","20","57200","62170"
"In post","2022","50-59","Scottish Prison Service","Scotland","1445","1380","36020","35000"
"In post","2022","50-59","Scottish Public Pensions Agency","Scotland","85","80","30820","25930"
"In post","2022","50-59","Serious Fraud Office","London","125","125","52040","49560"
"In post","2022","50-59","Social Security Scotland","Scotland","460","445","34310","27940"
"In post","2022","50-59","Standards and Testing Agency","London","5","5","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","West Midlands (England)","10","10","[c]","[c]"
"In post","2022","50-59","Standards and Testing Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Student Awards Agency for Scotland","Scotland","50","50","35370","28460"
"In post","2022","50-59","Submarine Delivery Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Submarine Delivery Agency","North West (England)","45","45","47500","46180"
"In post","2022","50-59","Submarine Delivery Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Submarine Delivery Agency","Scotland","40","40","48680","46070"
"In post","2022","50-59","Submarine Delivery Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Submarine Delivery Agency","South West (England)","365","360","50900","47190"
"In post","2022","50-59","Teaching Regulation Agency","West Midlands (England)","15","15","35860","29550"
"In post","2022","50-59","The Insolvency Service","East Midlands (England)","20","20","31290","26560"
"In post","2022","50-59","The Insolvency Service","East of England","40","40","37790","38510"
"In post","2022","50-59","The Insolvency Service","London","100","95","44580","43050"
"In post","2022","50-59","The Insolvency Service","North East (England)","15","15","31280","29650"
"In post","2022","50-59","The Insolvency Service","North West (England)","80","80","37320","39170"
"In post","2022","50-59","The Insolvency Service","Scotland","25","25","28420","25390"
"In post","2022","50-59","The Insolvency Service","South East (England)","30","25","35220","32890"
"In post","2022","50-59","The Insolvency Service","South West (England)","40","40","34860","31530"
"In post","2022","50-59","The Insolvency Service","Wales","20","20","32810","31000"
"In post","2022","50-59","The Insolvency Service","West Midlands (England)","125","120","31450","26410"
"In post","2022","50-59","The Insolvency Service","Yorkshire and The Humber","30","30","39920","40220"
"In post","2022","50-59","The National Archives","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","The National Archives","London","135","130","39090","34770"
"In post","2022","50-59","The National Archives","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Transport Scotland","Scotland","135","130","50730","47490"
"In post","2022","50-59","UK Debt Management Office","London","35","35","68990","61000"
"In post","2022","50-59","UK Export Finance","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","London","100","100","61370","52500"
"In post","2022","50-59","UK Export Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Export Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Health Security Agency","East Midlands (England)","45","45","52850","42480"
"In post","2022","50-59","UK Health Security Agency","East of England","80","75","56990","45840"
"In post","2022","50-59","UK Health Security Agency","London","535","510","52410","46000"
"In post","2022","50-59","UK Health Security Agency","North East (England)","15","15","55870","41260"
"In post","2022","50-59","UK Health Security Agency","North West (England)","95","85","45380","36330"
"In post","2022","50-59","UK Health Security Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Health Security Agency","Scotland","10","10","[c]","[c]"
"In post","2022","50-59","UK Health Security Agency","South East (England)","125","110","49840","42950"
"In post","2022","50-59","UK Health Security Agency","South West (England)","205","190","49110","43550"
"In post","2022","50-59","UK Health Security Agency","Wales","5","5","[c]","[c]"
"In post","2022","50-59","UK Health Security Agency","West Midlands (England)","65","60","50560","40910"
"In post","2022","50-59","UK Health Security Agency","Yorkshire and The Humber","170","160","47100","42480"
"In post","2022","50-59","UK Hydrographic Office","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Hydrographic Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Hydrographic Office","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Hydrographic Office","South West (England)","220","210","37940","33290"
"In post","2022","50-59","UK Space Agency","London","10","10","57360","53380"
"In post","2022","50-59","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Space Agency","South West (England)","30","30","47580","49090"
"In post","2022","50-59","UK Statistics Authority","London","40","35","57230","53210"
"In post","2022","50-59","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","South East (England)","715","560","28980","23430"
"In post","2022","50-59","UK Statistics Authority","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","UK Statistics Authority","Wales","510","485","38460","36840"
"In post","2022","50-59","UK Supreme Court","London","15","15","39410","30400"
"In post","2022","50-59","Valuation Office Agency","East Midlands (England)","65","60","36890","33680"
"In post","2022","50-59","Valuation Office Agency","East of England","75","70","36060","31900"
"In post","2022","50-59","Valuation Office Agency","London","240","230","43870","38020"
"In post","2022","50-59","Valuation Office Agency","North East (England)","140","130","32050","26980"
"In post","2022","50-59","Valuation Office Agency","North West (England)","110","105","38580","34000"
"In post","2022","50-59","Valuation Office Agency","Scotland","20","20","44660","46500"
"In post","2022","50-59","Valuation Office Agency","South East (England)","95","90","39950","34620"
"In post","2022","50-59","Valuation Office Agency","South West (England)","180","170","32790","27000"
"In post","2022","50-59","Valuation Office Agency","Wales","85","80","40830","38250"
"In post","2022","50-59","Valuation Office Agency","West Midlands (England)","95","90","37310","34000"
"In post","2022","50-59","Valuation Office Agency","Yorkshire and The Humber","140","135","38070","33740"
"In post","2022","50-59","Vehicle Certification Agency","East Midlands (England)","15","15","43840","38860"
"In post","2022","50-59","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Vehicle Certification Agency","South West (England)","20","20","41270","38350"
"In post","2022","50-59","Veterinary Medicines Directorate","South East (England)","50","50","42280","38170"
"In post","2022","50-59","Water Services Regulation Authority","London","15","15","86230","83730"
"In post","2022","50-59","Water Services Regulation Authority","West Midlands (England)","35","35","52750","50220"
"In post","2022","50-59","Welsh Government (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Welsh Government (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Welsh Government (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Welsh Government (excl. agencies)","Wales","1710","1645","45640","41980"
"In post","2022","50-59","Welsh Government (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","50-59","Welsh Revenue Authority","Wales","15","15","49220","47470"
"In post","2022","50-59","Wilton Park","South East (England)","25","20","36460","32700"
"In post","2022","60-64","Accountant in Bankruptcy","Scotland","10","10","34210","30040"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","East Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","London","20","15","45000","37120"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","North East (England)","10","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","North West (England)","15","10","31320","34500"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","Scotland","10","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","South East (England)","5","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","Wales","10","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","West Midlands (England)","5","5","[c]","[c]"
"In post","2022","60-64","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","10","5","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","East of England","15","15","37250","32160"
"In post","2022","60-64","Animal and Plant Health Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","North East (England)","5","5","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","North West (England)","25","20","28680","26520"
"In post","2022","60-64","Animal and Plant Health Agency","Scotland","15","10","37640","36970"
"In post","2022","60-64","Animal and Plant Health Agency","South East (England)","60","55","34460","29400"
"In post","2022","60-64","Animal and Plant Health Agency","South West (England)","35","30","28940","24920"
"In post","2022","60-64","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Animal and Plant Health Agency","Wales","15","15","27790","24390"
"In post","2022","60-64","Animal and Plant Health Agency","West Midlands (England)","20","20","34190","29900"
"In post","2022","60-64","Animal and Plant Health Agency","Yorkshire and The Humber","20","20","32160","30240"
"In post","2022","60-64","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","London","150","140","61680","54700"
"In post","2022","60-64","Cabinet Office (excl. agencies)","North East (England)","30","25","30170","24100"
"In post","2022","60-64","Cabinet Office (excl. agencies)","North West (England)","15","15","40560","37590"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","South East (England)","25","20","39220","33300"
"In post","2022","60-64","Cabinet Office (excl. agencies)","South West (England)","10","10","44510","33930"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Cabinet Office (excl. agencies)","Yorkshire and The Humber","55","45","35700","33300"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","East of England","30","25","38420","30220"
"In post","2022","60-64","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","15","10","32480","30220"
"In post","2022","60-64","Charity Commission","London","5","5","[c]","[c]"
"In post","2022","60-64","Charity Commission","North West (England)","20","20","29520","29160"
"In post","2022","60-64","Charity Commission","South West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Companies House","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Companies House","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Companies House","Wales","110","90","27610","22740"
"In post","2022","60-64","Competition and Markets Authority","London","20","20","56410","54550"
"In post","2022","60-64","Competition and Markets Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Criminal Injuries Compensation Authority","Scotland","25","20","24510","21490"
"In post","2022","60-64","Crown Commercial Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","North West (England)","5","5","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Wales","5","5","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Commercial Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Crown Office and Procurator Fiscal Service","Scotland","135","115","36650","30040"
"In post","2022","60-64","Crown Prosecution Service","East Midlands (England)","30","25","39890","33900"
"In post","2022","60-64","Crown Prosecution Service","East of England","35","30","45520","45500"
"In post","2022","60-64","Crown Prosecution Service","London","130","120","47700","49290"
"In post","2022","60-64","Crown Prosecution Service","North East (England)","25","20","39020","28430"
"In post","2022","60-64","Crown Prosecution Service","North West (England)","55","50","47630","54200"
"In post","2022","60-64","Crown Prosecution Service","South East (England)","40","35","46190","42540"
"In post","2022","60-64","Crown Prosecution Service","South West (England)","30","25","44370","49580"
"In post","2022","60-64","Crown Prosecution Service","Wales","25","15","42500","54200"
"In post","2022","60-64","Crown Prosecution Service","West Midlands (England)","40","35","37460","28430"
"In post","2022","60-64","Crown Prosecution Service","Yorkshire and The Humber","50","40","42220","36130"
"In post","2022","60-64","Defence Electronics and Components Agency","Wales","50","45","28210","29470"
"In post","2022","60-64","Defence Electronics and Components Agency","West Midlands (England)","15","15","26580","26600"
"In post","2022","60-64","Defence Equipment and Support","East Midlands (England)","30","30","35950","36270"
"In post","2022","60-64","Defence Equipment and Support","East of England","40","35","34970","33700"
"In post","2022","60-64","Defence Equipment and Support","London","40","40","24910","22270"
"In post","2022","60-64","Defence Equipment and Support","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","North West (England)","30","25","28530","25320"
"In post","2022","60-64","Defence Equipment and Support","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Scotland","65","55","31400","28150"
"In post","2022","60-64","Defence Equipment and Support","South East (England)","70","65","30330","28050"
"In post","2022","60-64","Defence Equipment and Support","South West (England)","600","545","41900","40960"
"In post","2022","60-64","Defence Equipment and Support","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","Wales","5","5","[c]","[c]"
"In post","2022","60-64","Defence Equipment and Support","West Midlands (England)","25","25","31180","24920"
"In post","2022","60-64","Defence Equipment and Support","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","60-64","Defence Science and Technology Laboratory","East of England","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Defence Science and Technology Laboratory","South East (England)","125","105","46960","47010"
"In post","2022","60-64","Defence Science and Technology Laboratory","South West (England)","145","130","43830","45000"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","140","130","49320","43000"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Scotland","5","5","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","60-64","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","5","5","[c]","[c]"
