"Status","Year","Function_of_post","Organisation","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Finance","Defence Equipment and Support","Finance","EO","130","125","21980","21000"
"In post","2022","Finance","Defence Equipment and Support","Finance","G6","10","10","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Finance","G7","20","20","56880","57060"
"In post","2022","Finance","Defence Equipment and Support","Finance","HEO","60","55","31330","30900"
"In post","2022","Finance","Defence Equipment and Support","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Finance","SEO","45","40","43260","43620"
"In post","2022","Finance","Defence Equipment and Support","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","EO","5","5","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Other","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Defence Equipment and Support","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","G7","20","20","51210","47060"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","HEO","10","10","30670","29250"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Corporate Finance","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Finance","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Defence Science and Technology Laboratory","Science and Engineering","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G6","25","25","68940","69200"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","G7","40","40","58380","58100"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","HEO","20","20","34240","33640"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SCS level","10","10","92250","91250"
"In post","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","SEO","35","35","44700","42700"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","EO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","G6","10","10","68930","67870"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","G7","20","20","57680","56730"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","HEO","25","25","41120","41380"
"In post","2022","Finance","Department for Digital, Culture, Media and Sport","Finance","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","EO","65","65","25710","25000"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","G6","40","40","64570","64180"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","G7","105","100","52040","50620"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","HEO","100","100","31320","30090"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","SCS level","10","10","75020","74100"
"In post","2022","Finance","Department for Education (excl. agencies)","Finance","SEO","95","90","39930","40230"
"In post","2022","Finance","Department for Education (excl. agencies)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","EO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","G6","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","G7","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","HEO","5","5","[c]","[c]"
"In post","2022","Finance","Department for Education (excl. agencies)","Property","SEO","10","10","38520","36500"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","AO","10","10","[c]","[c]"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","EO","45","45","25420","25300"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G6","40","40","62830","61320"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","G7","100","95","51630","50660"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","HEO","95","90","31130","30040"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SCS level","15","15","81220","73650"
"In post","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","SEO","135","130","38580","37210"
"In post","2022","Finance","Department for International Trade","Finance","EO","10","10","28810","27970"
"In post","2022","Finance","Department for International Trade","Finance","G6","10","10","67160","67090"
"In post","2022","Finance","Department for International Trade","Finance","G7","25","25","54140","53830"
"In post","2022","Finance","Department for International Trade","Finance","HEO","10","10","35460","34140"
"In post","2022","Finance","Department for International Trade","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Finance","SEO","25","25","41340","40830"
"In post","2022","Finance","Department for International Trade","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for International Trade","Other","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","G6","20","20","67610","66460"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","G7","40","40","53890","53130"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","HEO","15","15","34880","35780"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Finance","SEO","35","35","40300","39600"
"In post","2022","Finance","Department for Transport (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","EO","20","15","26230","26350"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","G6","30","30","66850","66230"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","G7","60","60","54350","54650"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","HEO","20","20","34480","34710"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Department for Transport (excl. agencies)","Finance","SEO","40","40","42900","42470"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","AO","65","55","21220","21260"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","EO","70","60","28020","27570"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","G6","20","20","63030","60740"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","G7","50","50","51540","49170"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","HEO","155","145","33470","31990"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Commercial","SEO","65","60","37240","36130"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","AO","120","100","21040","21260"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","EO","170","160","27940","27570"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","G6","60","60","68260","67090"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","G7","180","175","53200","52750"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","HEO","295","280","33060","31990"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","SCS level","15","15","83570","74880"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Finance","SEO","340","320","37720","35600"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","EO","25","25","29110","27570"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","G6","25","25","67670","65640"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","G7","65","65","54230","54070"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","HEO","90","85","33650","31990"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department for Work and Pensions (excl. agencies)","Security","SEO","100","100","37640","37160"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","HEO","10","10","31340","32790"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Commercial","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Communications","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","EO","60","55","25150","23690"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","G6","40","40","64990","64580"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","G7","100","95","52360","53360"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","HEO","100","100","31700","32790"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","SCS level","25","25","80200","76400"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Finance","SEO","120","115","39690","40650"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","EO","10","10","24020","23690"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Department of Health and Social Care (excl. agencies)","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","AA","10","10","18310","18310"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","AO","25","20","21840","21840"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","EO","25","25","26460","26470"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","G7","15","15","53490","54110"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","HEO","35","30","32150","31370"
"In post","2022","Finance","Driver and Vehicle Licensing Agency","Finance","SEO","25","25","42100","41090"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","EO","25","25","26480","26350"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","G7","15","15","51700","51770"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","HEO","25","25","32120","32180"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Driver and Vehicle Standards Agency","Finance","SEO","30","30","41490","41650"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","EO","10","10","25300","25000"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","G6","20","20","63950","61820"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","G7","35","35","51080","50400"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","HEO","40","40","31010","30200"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Commercial","SEO","60","55","38560","36960"
"In post","2022","Finance","Education and Skills Funding Agency","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","AO","5","5","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","EO","20","20","25680","26000"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","G6","10","10","62320","61510"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","G7","50","50","50350","50130"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","HEO","60","60","30470","29730"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Digital, Data and Technology","SEO","75","70","37900","36960"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","EO","30","25","25910","25000"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","G6","25","25","63480","61960"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","G7","75","70","51380","50630"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","HEO","105","105","30480","30090"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Finance","SEO","125","125","38230","36960"
"In post","2022","Finance","Education and Skills Funding Agency","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Operational Delivery","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Education and Skills Funding Agency","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Estyn","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","AO","5","5","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","EO","15","15","27590","26590"
"In post","2022","Finance","FCDO Services","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","G7","5","5","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","HEO","5","5","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","FCDO Services","Finance","SEO","10","10","44110","43160"
"In post","2022","Finance","FCDO Services","Finance","Unknown","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","EO","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","G6","5","5","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","G7","10","10","52800","52070"
"In post","2022","Finance","Food Standards Agency","Finance","HEO","10","10","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Food Standards Agency","Finance","SEO","10","10","39400","38340"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","G7","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","AO","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","EO","20","15","28530","27530"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","G6","15","15","65550","65710"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","G7","30","30","53890","54160"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","HEO","45","45","35390","33930"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","SCS level","10","10","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","SEO","30","25","42170","43300"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","EO","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","G7","10","10","52410","51590"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","SEO","10","10","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other","SCS level","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","G6","5","5","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","G7","15","15","52640","51500"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Actuary's Department","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","AO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Internal Audit Agency","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","AO","5","5","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","EO","10","10","27350","27350"
"In post","2022","Finance","Government Legal Department","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","HEO","10","10","31520","31370"
"In post","2022","Finance","Government Legal Department","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Finance","SEO","5","5","[c]","[c]"
"In post","2022","Finance","Government Legal Department","Other","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","G7","10","10","55020","54220"
"In post","2022","Finance","Health and Safety Executive","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Finance","SEO","10","10","40800","39390"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","G6","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","Health and Safety Executive","Operational Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","AO","5","5","[c]","[c]"
"In post","2022","Finance","HM Courts and Tribunals Service","Finance","EO","10","10","26330","25120"
