"Status","Year","Ethnicity","Region_ITL1","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Midlands (England)","Outside London","Female","1090","955","27990","26590"
"In post","2022","Asian","East Midlands (England)","Outside London","Male","855","820","28890","27130"
"In post","2022","Asian","East Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East of England","Outside London","Female","695","620","30500","27570"
"In post","2022","Asian","East of England","Outside London","Male","480","460","32730","28140"
"In post","2022","Asian","East of England","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","London","London","Female","8820","8175","37630","32960"
"In post","2022","Asian","London","London","Male","5980","5860","39110","34260"
"In post","2022","Asian","London","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North East (England)","Outside London","Female","300","270","28300","26590"
"In post","2022","Asian","North East (England)","Outside London","Male","290","275","31230","27570"
"In post","2022","Asian","North East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","North West (England)","Outside London","Female","1440","1270","28100","26590"
"In post","2022","Asian","North West (England)","Outside London","Male","1795","1740","29660","27570"
"In post","2022","Asian","North West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Outside London","Female","10","10","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Northern Ireland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Overseas","Overseas","Female","70","70","43670","34770"
"In post","2022","Asian","Overseas","Overseas","Male","95","95","46280","40490"
"In post","2022","Asian","Overseas","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Scotland","Outside London","Female","395","360","30350","27230"
"In post","2022","Asian","Scotland","Outside London","Male","335","330","34970","28950"
"In post","2022","Asian","Scotland","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South East (England)","Outside London","Female","880","785","29920","28350"
"In post","2022","Asian","South East (England)","Outside London","Male","660","635","31730","28660"
"In post","2022","Asian","South East (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","South West (England)","Outside London","Female","440","405","33560","28900"
"In post","2022","Asian","South West (England)","Outside London","Male","460","450","36160","33300"
"In post","2022","Asian","South West (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Unknown","Unknown","Female","120","100","29000","27780"
"In post","2022","Asian","Unknown","Unknown","Male","50","50","31200","31060"
"In post","2022","Asian","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Wales","Outside London","Female","290","270","31090","27570"
"In post","2022","Asian","Wales","Outside London","Male","300","295","31410","26820"
"In post","2022","Asian","Wales","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","West Midlands (England)","Outside London","Female","2720","2465","28310","26820"
"In post","2022","Asian","West Midlands (England)","Outside London","Male","2145","2090","29540","27570"
"In post","2022","Asian","West Midlands (England)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Yorkshire and The Humber","Outside London","Female","1435","1270","28210","26820"
"In post","2022","Asian","Yorkshire and The Humber","Outside London","Male","1495","1445","29770","27570"
