"Status","Year","Age","Parent_department","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","20-29","Ministry of Justice","Outside London","HEO","25","[c]","29180","30450"
"Leaver Dept.","2022","20-29","Ministry of Justice","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Ministry of Justice","Outside London","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Ministry of Justice","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","National Crime Agency","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland Office","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland Office","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Northern Ireland Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office for Standards in Education, Children's Services and Skills","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","London","EO","15","[c]","26260","26070"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","London","HEO","10","[c]","35410","35400"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Outside London","EO","15","[c]","24300","23700"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Gas and Electricity Markets","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Qualifications and Examinations Regulation","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of Rail and Road","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Scotland","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Office of the Secretary of State for Wales","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government","Outside London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government","Outside London","AO","15","[c]","24010","23780"
"Leaver Dept.","2022","20-29","Scottish Government","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Scottish Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","The National Archives","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Export Finance","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","London","HEO","15","[c]","32230","33210"
"Leaver Dept.","2022","20-29","UK Statistics Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Outside London","EO","15","[c]","24040","23630"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Outside London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Outside London","HEO","35","[c]","30130","29540"
"Leaver Dept.","2022","20-29","UK Statistics Authority","Outside London","SEO","10","[c]","37540","37020"
"Leaver Dept.","2022","20-29","Water Services Regulation Authority","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government","Outside London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government","Outside London","EO","10","[c]","27630","28560"
"Leaver Dept.","2022","20-29","Welsh Government","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","Welsh Government","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","EO","10","[c]","27590","27350"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","G6","10","[c]","65880","65180"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","G7","25","[c]","54070","51830"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Attorney General's Departments","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","London","EO","15","[c]","27320","27500"
"Leaver Dept.","2022","30-39","Cabinet Office","London","G6","60","[c]","65860","64500"
"Leaver Dept.","2022","30-39","Cabinet Office","London","G7","130","[c]","55180","54700"
"Leaver Dept.","2022","30-39","Cabinet Office","London","HEO","125","[c]","33490","33250"
"Leaver Dept.","2022","30-39","Cabinet Office","London","SCS level","30","[c]","76300","72030"
"Leaver Dept.","2022","30-39","Cabinet Office","London","SEO","45","[c]","40580","40600"
"Leaver Dept.","2022","30-39","Cabinet Office","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","Outside London","G7","15","[c]","51310","51700"
"Leaver Dept.","2022","30-39","Cabinet Office","Outside London","HEO","30","[c]","31920","32000"
"Leaver Dept.","2022","30-39","Cabinet Office","Outside London","SEO","15","[c]","38440","38400"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","G6","15","[c]","67360","65470"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","G7","20","[c]","55630","54700"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","HEO","40","[c]","32560","32000"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Cabinet Office","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Chancellor's other departments","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Chancellor's other departments","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Charity Commission","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Competition and Markets Authority","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","G6","20","[c]","66410","64990"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","G7","70","[c]","53560","53380"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","HEO","30","[c]","33500","33570"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","SEO","35","[c]","40600","40050"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","AO","15","[c]","20980","21130"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","EO","25","[c]","25630","24250"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","G7","10","[c]","54370","54690"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","HEO","25","[c]","32860","32100"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Unknown","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Business, Energy and Industrial Strategy","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","London","G7","30","[c]","53890","52830"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","London","HEO","25","[c]","35170","34270"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Digital, Culture, Media and Sport","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Education","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Education","London","G6","10","[c]","66110","65340"
"Leaver Dept.","2022","30-39","Department for Education","London","G7","25","[c]","54500","54160"
"Leaver Dept.","2022","30-39","Department for Education","London","HEO","15","[c]","34520","33460"
"Leaver Dept.","2022","30-39","Department for Education","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Education","London","SEO","15","[c]","42240","40940"
"Leaver Dept.","2022","30-39","Department for Education","Outside London","EO","15","[c]","25200","25000"
"Leaver Dept.","2022","30-39","Department for Education","Outside London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Education","Outside London","G7","25","[c]","50620","50370"
"Leaver Dept.","2022","30-39","Department for Education","Outside London","HEO","20","[c]","30150","29360"
"Leaver Dept.","2022","30-39","Department for Education","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Education","Outside London","SEO","35","[c]","37710","36870"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Environment, Food and Rural Affairs","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","London","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","London","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","London","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for International Trade","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","London","G6","10","[c]","64460","64090"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","London","G7","25","[c]","53310","53130"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","London","HEO","15","[c]","33630","33210"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","London","SEO","20","[c]","40610","39760"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","HEO","10","[c]","31850","32780"
"Leaver Dept.","2022","30-39","Department for Levelling Up, Housing and Communities","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","London","G7","30","[c]","55280","54760"
"Leaver Dept.","2022","30-39","Department for Transport","London","HEO","20","[c]","35030","35060"
"Leaver Dept.","2022","30-39","Department for Transport","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","London","SEO","20","[c]","43050","42890"
"Leaver Dept.","2022","30-39","Department for Transport","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","Outside London","EO","25","[c]","27440","26470"
"Leaver Dept.","2022","30-39","Department for Transport","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","Outside London","HEO","20","[c]","32410","31380"
"Leaver Dept.","2022","30-39","Department for Transport","Outside London","SEO","10","[c]","39840","39120"
"Leaver Dept.","2022","30-39","Department for Transport","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","Unknown","AO","20","[c]","21760","21840"
"Leaver Dept.","2022","30-39","Department for Transport","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Transport","Unknown","HEO","10","[c]","31730","31370"
"Leaver Dept.","2022","30-39","Department for Transport","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","EO","80","[c]","31150","31060"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","HEO","15","[c]","35490","36650"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","London","SEO","15","[c]","42130","41000"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Outside London","AO","140","[c]","21200","21260"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Outside London","EO","470","[c]","27630","27570"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Outside London","G7","10","[c]","52010","49170"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Outside London","HEO","70","[c]","32220","31990"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Outside London","SEO","35","[c]","37650","35590"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Unknown","EO","10","[c]","28200","27570"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department for Work and Pensions","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","AA","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","AO","25","[c]","24360","23780"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","EO","100","[c]","27070","26880"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","G6","90","[c]","69220","65310"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","G7","215","[c]","52920","52610"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","HEO","220","[c]","32460","32330"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","SCS level","30","[c]","90870","90160"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","SEO","255","[c]","40600","40070"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","London","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","AA","20","[c]","19250","19100"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","AO","105","[c]","21220","20480"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","EO","105","[c]","24510","24100"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","G6","25","[c]","72460","73000"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","G7","130","[c]","51410","50730"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","HEO","210","[c]","30810","30020"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","SCS level","20","[c]","90390","91570"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","SEO","240","[c]","38510","38150"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Estyn","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Food Standards Agency","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","G7","50","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","HEO","40","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Outside London","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Outside London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Overseas","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","Foreign, Commonwealth and Development Office","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","London","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","Outside London","AO","140","[c]","[c]","[c]"
"Leaver Dept.","2022","30-39","HM Revenue and Customs","Outside London","EO","75","[c]","[c]","[c]"
