"Status","Year","Disability","Organisation","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Devon CC","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Dumfries and Galloway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Cumbria","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Gloucestershire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Gwynedd","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Harrow and Hillingdon","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Hounslow and Richmond upon Thames","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Inverness and Nairn, Moray, and Badenoch and Strathspey","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Leicestershire CC and Rutland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Mid Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Mid Lancashire","Outside London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North and West Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","North Yorkshire CC","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Perth and Kinross, and Stirling","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Powys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Redbridge and Waltham Forest","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Scottish Borders","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South and West Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South Ayrshire","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","South West Wales","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Staffordshire CC","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Suffolk CC","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Thurrock","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Tyneside","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Surrey","Outside London","90","85","32900","28810"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Sussex (North East)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","West Sussex (South West)","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Animal and Plant Health Agency","Worcestershire CC","Outside London","30","30","30710","26520"
"In post","2022","Declared disabled","Animal and Plant Health Agency","York","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Attorney General's Office","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Birmingham","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Blackpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Bristol, City of","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Buckinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Cambridgeshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Camden and City of London","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Central Bedfordshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Central Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Croydon","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Darlington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Ayrshire and North Ayrshire mainland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Essex Haven Gateway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Falkirk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Glasgow City","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester North West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Greater Manchester South West","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Herefordshire, County of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Inverclyde, East Renfrewshire, and Renfrewshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Lancaster and Wyre","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Leeds","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Lewisham and Southwark","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Liverpool","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Manchester","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Milton Keynes","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Northumberland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Norwich and East Norfolk","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Peterborough","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Sheffield","Outside London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Shropshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Solihull","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South Hampshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South Lanarkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","South Nottinghamshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Southampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Swansea","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Telford and Wrekin","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Tower Hamlets","London","115","110","51060","54700"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Tyneside","Outside London","65","60","28870","24100"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Warrington","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","West Surrey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Westminster","London","375","370","48130","41470"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wiltshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Cabinet Office (excl. agencies)","York","Outside London","70","70","31360","32000"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Cornwall and Isles of Scilly","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Dorset","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","North Yorkshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Suffolk CC","Outside London","30","30","29210","27090"
"In post","2022","Declared disabled","Charity Commission","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Sefton","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Somerset CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Charity Commission","Westminster","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Antrim and Newtownabbey","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Ards and North Down","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Barnsley, Doncaster and Rotherham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Cardiff and Vale of Glamorgan","Outside London","85","75","31760","24950"
"In post","2022","Declared disabled","Companies House","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Clackmannanshire and Fife","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","East Lothian and Midlothian","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Glasgow City","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Haringey and Islington","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Lincolnshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Lisburn and Castlereagh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Merton, Kingston upon Thames and Sutton","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Milton Keynes","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Oxfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Plymouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Torbay","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Companies House","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Belfast","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Competition and Markets Authority","Tower Hamlets","London","45","45","54170","52190"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Glasgow City","Outside London","35","30","24330","25120"
"In post","2022","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Bradford","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Brent","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Calderdale and Kirklees","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Central Valleys","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Cheshire East","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Cheshire West and Chester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Dorset","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Durham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Derbyshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","East Riding of Yorkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Crown Commercial Service","Gloucestershire CC","Outside London","[c]","[c]","[c]","[c]"
