"Status","Year","Function_of_post","Organisation","Region_ITL1","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Commercial","Submarine Delivery Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","130","125","40600","37530"
"In post","2022","Commercial","Submarine Delivery Agency","South West (England)","Plymouth","10","10","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The Insolvency Service","West Midlands (England)","Birmingham","10","10","41120","42700"
"In post","2022","Commercial","The Insolvency Service","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","The National Archives","London","Hounslow and Richmond upon Thames","40","35","30070","24150"
"In post","2022","Commercial","UK Debt Management Office","London","Camden and City of London","10","10","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","East Midlands (England)","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","East of England","Central Bedfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","London","Westminster","190","190","53260","49470"
"In post","2022","Commercial","UK Export Finance","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","North West (England)","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Northern Ireland","Armagh City, Banbridge and Craigavon","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Wales","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","West Midlands (England)","Walsall","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","West Midlands (England)","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Yorkshire and The Humber","North Yorkshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Export Finance","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","East of England","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","London","Barnet","15","15","45210","40470"
"In post","2022","Commercial","UK Health Security Agency","London","Brent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","London","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","London","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","London","Lambeth","35","35","51960","53490"
"In post","2022","Commercial","UK Health Security Agency","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","London","Westminster","30","30","50140","53360"
"In post","2022","Commercial","UK Health Security Agency","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South East (England)","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South East (England)","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South East (England)","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South East (England)","Oxfordshire CC","5","5","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","South West (England)","Wiltshire","20","15","41590","39610"
"In post","2022","Commercial","UK Health Security Agency","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","Yorkshire and The Humber","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Health Security Agency","Yorkshire and The Humber","Leeds","15","15","50670","51840"
"In post","2022","Commercial","UK Health Security Agency","Yorkshire and The Humber","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Hydrographic Office","South West (England)","Somerset CC","85","85","42310","42510"
"In post","2022","Commercial","UK Space Agency","South West (England)","Swindon","5","5","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","UK Statistics Authority","South East (England)","South Hampshire","10","10","48870","50340"
"In post","2022","Commercial","UK Statistics Authority","Wales","Monmouthshire and Newport","25","25","41810","36840"
"In post","2022","Commercial","Valuation Office Agency","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Valuation Office Agency","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Water Services Regulation Authority","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Commercial","Wilton Park","South East (England)","West Sussex (North East)","25","20","29620","25760"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","London","Westminster","15","10","39790","38670"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Attorney General's Office","London","Westminster","15","15","44450","38290"
"In post","2022","Communications","Cabinet Office (excl. agencies)","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","London","Westminster","325","320","49180","43050"
"In post","2022","Communications","Cabinet Office (excl. agencies)","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Yorkshire and The Humber","Leeds","5","5","[c]","[c]"
"In post","2022","Communications","Cabinet Office (excl. agencies)","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Communications","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Charity Commission","London","Westminster","10","10","50820","51070"
"In post","2022","Communications","Charity Commission","North West (England)","Sefton","10","10","34560","29230"
"In post","2022","Communications","Charity Commission","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Companies House","Wales","Cardiff and Vale of Glamorgan","25","25","35760","30720"
"In post","2022","Communications","Competition and Markets Authority","London","Tower Hamlets","35","30","49220","41670"
"In post","2022","Communications","Crown Commercial Service","East of England","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Commercial Service","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Commercial Service","North West (England)","Liverpool","15","15","40730","38980"
"In post","2022","Communications","Crown Commercial Service","Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","Scotland","City of Edinburgh","15","15","36950","33070"
"In post","2022","Communications","Crown Office and Procurator Fiscal Service","Scotland","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","London","Westminster","30","30","43460","39750"
"In post","2022","Communications","Crown Prosecution Service","South East (England)","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Crown Prosecution Service","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Electronics and Components Agency","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Defence Equipment and Support","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","30","30","36310","33350"
"In post","2022","Communications","Defence Science and Technology Laboratory","South East (England)","Central Hampshire","5","5","[c]","[c]"
"In post","2022","Communications","Defence Science and Technology Laboratory","South West (England)","Wiltshire","20","20","37490","35500"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","Westminster","105","100","48780","45100"
"In post","2022","Communications","Department for Business, Energy and Industrial Strategy (excl. agencies)","North West (England)","Greater Manchester South West","5","5","[c]","[c]"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","London","Westminster","35","35","50620","43000"
"In post","2022","Communications","Department for Digital, Culture, Media and Sport","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education (excl. agencies)","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Education (excl. agencies)","London","Westminster","110","110","42990","40230"
"In post","2022","Communications","Department for Education (excl. agencies)","North East (England)","Darlington","20","20","30300","26000"
"In post","2022","Communications","Department for Education (excl. agencies)","North West (England)","Manchester","40","35","28140","25000"
"In post","2022","Communications","Department for Education (excl. agencies)","Yorkshire and The Humber","Sheffield","30","25","40410","41990"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","Lincolnshire CC","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East Midlands (England)","South Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Peterborough","10","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","East of England","Suffolk CC","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Westminster","120","115","43240","38750"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North East (England)","Tyneside","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","East Cumbria","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","North West (England)","Warrington","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Berkshire","5","5","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","West Kent","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Bristol, City of","25","20","39420","37120"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Gloucestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","South West (England)","Somerset CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","West Midlands (England)","Worcestershire CC","10","10","40450","37080"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","Leeds","10","10","[c]","[c]"
"In post","2022","Communications","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","London","Westminster","105","105","43970","38480"
"In post","2022","Communications","Department for International Trade","North East (England)","Darlington","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for International Trade","Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","London","Westminster","95","95","45720","40590"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","West Midlands (England)","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Levelling Up, Housing and Communities (excl. agencies)","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","London","Westminster","80","80","49140","42890"
"In post","2022","Communications","Department for Transport (excl. agencies)","South East (England)","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Transport (excl. agencies)","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","London","Westminster","115","110","42390","41880"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","North West (England)","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","South East (England)","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","South West (England)","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","West Midlands (England)","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Leeds","20","15","40780","40840"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","Sheffield","20","20","41580","39890"
"In post","2022","Communications","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","London","Westminster","285","280","45630","40650"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Communications","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","Leeds","45","45","55750","54990"
"In post","2022","Communications","Driver and Vehicle Licensing Agency","Wales","Swansea","70","65","29690","26780"
"In post","2022","Communications","Driver and Vehicle Standards Agency","East Midlands (England)","Nottingham","20","20","36890","33350"
"In post","2022","Communications","Driver and Vehicle Standards Agency","East of England","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","North East (England)","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","North West (England)","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","South West (England)","Bristol, City of","15","15","33350","31380"
"In post","2022","Communications","Driver and Vehicle Standards Agency","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Driver and Vehicle Standards Agency","Yorkshire and The Humber","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Education and Skills Funding Agency","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Education and Skills Funding Agency","Yorkshire and The Humber","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Estyn","Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Communications","FCDO Services","South East (England)","Milton Keynes","5","5","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East Midlands (England)","East Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East Midlands (England)","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East of England","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Ealing","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","London","Westminster","15","15","53070","45370"
"In post","2022","Communications","Food Standards Agency","North West (England)","Greater Manchester North East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","North West (England)","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Northern Ireland","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Northern Ireland","Ards and North Down","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Northern Ireland","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","South East (England)","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","South East (England)","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","South West (England)","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","South West (England)","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Wales","Cardiff and Vale of Glamorgan","10","10","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","West Midlands (England)","Shropshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Yorkshire and The Humber","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Yorkshire and The Humber","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Food Standards Agency","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","London","Westminster","90","90","50690","47340"
"In post","2022","Communications","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Actuary's Department","London","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Internal Audit Agency","North West (England)","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Government Legal Department","London","Westminster","15","15","40290","32570"
"In post","2022","Communications","Health and Safety Executive","London","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","Communications","Health and Safety Executive","North West (England)","Sefton","35","35","42120","39390"
"In post","2022","Communications","HM Courts and Tribunals Service","East of England","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","London","Westminster","10","10","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Courts and Tribunals Service","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","East Midlands (England)","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","London","Croydon","20","20","41640","37290"
"In post","2022","Communications","HM Land Registry","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","North West (England)","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","South West (England)","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Wales","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Land Registry","Yorkshire and The Humber","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","East of England","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Wandsworth","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","London","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North East (England)","Durham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","North West (England)","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","South East (England)","North Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","South East (England)","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Wales","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","West Midlands (England)","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","West Midlands (England)","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Yorkshire and The Humber","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Prison and Probation Service","Yorkshire and The Humber","York","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","East Midlands (England)","Nottingham","590","580","29500","26820"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","East of England","Southend-on-Sea","[c]","[c]","[c]","[c]"
"In post","2022","Communications","HM Revenue and Customs (excl. agencies)","London","Croydon","15","15","47920","43620"
