"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Southern Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","West Central Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","30","30","36270","34130"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Hampshire and Isle of Wight","65","60","35470","33300"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","South East (England)","Surrey, East and West Sussex","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Devon","80","70","34490","36160"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Dorset and Somerset","40","35","37500","33290"
"In post","2022","Declared disabled","Digital, Data and Technology","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","175","165","37090","35790"
"In post","2022","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Wales","East Wales","80","75","40430","37300"
"In post","2022","Declared disabled","Digital, Data and Technology","Wales","West Wales and The Valleys","55","55","37900","33790"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","Shropshire and Staffordshire","40","35","40450","35980"
"In post","2022","Declared disabled","Digital, Data and Technology","West Midlands (England)","West Midlands","50","50","40850","36640"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","South Yorkshire","65","60","42240","37900"
"In post","2022","Declared disabled","Digital, Data and Technology","Yorkshire and The Humber","West Yorkshire","55","55","38970","35310"
"In post","2022","Declared disabled","Economics","East Midlands (England)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","Inner London - East","20","15","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","Inner London - West","75","70","49510","51500"
"In post","2022","Declared disabled","Economics","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","North West (England)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","East Wales","10","10","[c]","[c]"
"In post","2022","Declared disabled","Economics","Wales","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Economics","Yorkshire and The Humber","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","East Midlands (England)","Lincolnshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","East Anglia","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","East of England","Essex","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","Inner London - East","35","35","47900","43810"
"In post","2022","Declared disabled","Finance","London","Inner London - West","165","160","48210","44370"
"In post","2022","Declared disabled","Finance","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","Outer London - South","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","North East (England)","Northumberland, and Tyne and Wear","35","30","35550","31990"
"In post","2022","Declared disabled","Finance","North East (England)","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","North West (England)","Cheshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","North West (England)","Greater Manchester","40","40","36050","34980"
"In post","2022","Declared disabled","Finance","North West (England)","Lancashire","60","55","32510","31990"
"In post","2022","Declared disabled","Finance","North West (England)","Merseyside","40","40","33150","28970"
"In post","2022","Declared disabled","Finance","Northern Ireland","Northern Ireland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","Overseas","Overseas","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Eastern Scotland","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Finance","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","45","45","41310","35300"
"In post","2022","Declared disabled","Finance","South East (England)","Hampshire and Isle of Wight","65","60","33870","33300"
"In post","2022","Declared disabled","Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","South East (England)","Surrey, East and West Sussex","25","25","[c]","[c]"
"In post","2022","Declared disabled","Finance","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","South West (England)","Devon","15","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared disabled","Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","150","140","36770","33300"
"In post","2022","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Wales","East Wales","30","30","41530","33300"
"In post","2022","Declared disabled","Finance","Wales","West Wales and The Valleys","20","15","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","West Midlands (England)","Shropshire and Staffordshire","30","30","38990","33300"
"In post","2022","Declared disabled","Finance","West Midlands (England)","West Midlands","40","35","40590","36800"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","North Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","South Yorkshire","40","40","35090","31990"
"In post","2022","Declared disabled","Finance","Yorkshire and The Humber","West Yorkshire","45","45","38720","34190"
"In post","2022","Declared disabled","Geography","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","East of England","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Dorset and Somerset","25","25","[c]","[c]"
"In post","2022","Declared disabled","Geography","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","West Midlands (England)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Geography","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Derbyshire and Nottinghamshire","55","50","36410","33370"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Human Resources","East Midlands (England)","Lincolnshire","5","5","[c]","[c]"
