"Status","Year","Disability","Profession_of_post","Region_ITL1","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Commercial","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East of England","East Anglia","20","20","[c]","[c]"
"In post","2022","Declared disabled","Commercial","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","London","Inner London - East","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","London","Inner London - West","65","65","42980","40650"
"In post","2022","Declared disabled","Commercial","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","London","Outer London - South","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","London","Outer London - West and North West","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North East (England)","Northumberland, and Tyne and Wear","10","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North East (England)","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North West (England)","Cheshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North West (England)","Greater Manchester","30","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North West (England)","Lancashire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","North West (England)","Merseyside","25","25","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scotland","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scotland","Southern Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Scotland","West Central Scotland","10","10","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South East (England)","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South East (England)","Surrey, East and West Sussex","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South West (England)","Devon","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South West (England)","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","140","135","39470","38110"
"In post","2022","Declared disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Wales","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Wales","West Wales and The Valleys","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Midlands (England)","Shropshire and Staffordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","West Midlands (England)","West Midlands","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Yorkshire and The Humber","South Yorkshire","35","30","34650","33170"
"In post","2022","Declared disabled","Commercial","Yorkshire and The Humber","West Yorkshire","40","35","38170","32130"
"In post","2022","Declared disabled","Communications","East Midlands (England)","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","East of England","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","East of England","East Anglia","10","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","East of England","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","London","Inner London - East","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","London","Inner London - West","105","105","43480","40500"
"In post","2022","Declared disabled","Communications","London","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","London","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","London","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North East (England)","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North East (England)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","North West (England)","Merseyside","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Eastern Scotland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Hampshire and Isle of Wight","25","25","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South East (England)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Dorset and Somerset","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","East Wales","20","20","[c]","[c]"
"In post","2022","Declared disabled","Communications","Wales","West Wales and The Valleys","10","10","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","West Midlands (England)","West Midlands","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","South Yorkshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Communications","Yorkshire and The Humber","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","London","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","London","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Scotland","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South East (England)","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South East (England)","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South West (England)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South West (England)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Wales","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","West Midlands (England)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Yorkshire and The Humber","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Corporate Finance","Yorkshire and The Humber","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","30","25","27930","27570"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East Midlands (England)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East of England","Bedfordshire and Hertfordshire","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East of England","East Anglia","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","East of England","Essex","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","London","Inner London - East","25","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","London","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","London","Outer London - East and North East","70","65","28760","25110"
"In post","2022","Declared disabled","Counter Fraud","London","Outer London - South","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Northumberland, and Tyne and Wear","40","40","28470","27570"
"In post","2022","Declared disabled","Counter Fraud","North East (England)","Tees Valley and Durham","50","40","26220","27570"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Greater Manchester","40","35","29120","27570"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Lancashire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","North West (England)","Merseyside","45","40","27730","27570"
"In post","2022","Declared disabled","Counter Fraud","Northern Ireland","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Eastern Scotland","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Scotland","North Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Scotland","Southern Scotland","30","25","23350","21260"
"In post","2022","Declared disabled","Counter Fraud","Scotland","West Central Scotland","50","40","27090","27570"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Hampshire and Isle of Wight","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Kent","50","45","28690","29290"
"In post","2022","Declared disabled","Counter Fraud","South East (England)","Surrey, East and West Sussex","30","30","29350","27820"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Cornwall and Isles of Scilly","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Devon","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Dorset and Somerset","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","30","25","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Wales","East Wales","15","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Wales","West Wales and The Valleys","55","50","27230","27570"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","20","15","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","West Midlands (England)","West Midlands","55","50","28730","27570"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","10","5","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","North Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","South Yorkshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Counter Fraud","Yorkshire and The Humber","West Yorkshire","40","35","28280","27570"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Derbyshire and Nottinghamshire","25","25","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East Midlands (England)","Lincolnshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","Bedfordshire and Hertfordshire","10","10","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","East Anglia","30","30","32390","29270"
"In post","2022","Declared disabled","Digital, Data and Technology","East of England","Essex","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Inner London - East","50","50","47420","41750"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Inner London - West","185","180","47580","42000"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Outer London - East and North East","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Outer London - South","45","40","56920","57430"
"In post","2022","Declared disabled","Digital, Data and Technology","London","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North East (England)","Northumberland, and Tyne and Wear","165","155","39840","36240"
"In post","2022","Declared disabled","Digital, Data and Technology","North East (England)","Tees Valley and Durham","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Cheshire","20","20","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Greater Manchester","110","105","43640","37450"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Lancashire","100","95","40220","35310"
"In post","2022","Declared disabled","Digital, Data and Technology","North West (England)","Merseyside","55","55","35440","31660"
"In post","2022","Declared disabled","Digital, Data and Technology","Northern Ireland","Northern Ireland","5","5","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Overseas","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Digital, Data and Technology","Scotland","Eastern Scotland","25","25","[c]","[c]"
