"Status","Year","Disability","Ethnicity","Parent_department","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","London","60","55","45900","40800"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","Outside London","40","35","37470","34480"
"In post","2022","Declared disabled","Asian","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","London","60","55","45430","40600"
"In post","2022","Declared disabled","Asian","Cabinet Office","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","London","60","60","45430","40050"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Outside London","25","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Education","Outside London","35","35","35410","33510"
"In post","2022","Declared disabled","Asian","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","London","30","30","35980","32560"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","London","30","30","42600","36970"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","London","345","310","31090","31060"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Outside London","695","615","26300","27570"
"In post","2022","Declared disabled","Asian","Department for Work and Pensions","Unknown","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Food Standards Agency","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","London","30","30","39680","35700"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Land Registry","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","London","135","125","39990","37930"
"In post","2022","Declared disabled","Asian","HM Revenue and Customs","Outside London","280","260","30470","26820"
"In post","2022","Declared disabled","Asian","HM Treasury","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Home Office","London","275","245","34950","29950"
"In post","2022","Declared disabled","Asian","Home Office","Outside London","95","90","25710","25040"
"In post","2022","Declared disabled","Asian","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","London","35","30","36070","33750"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Outside London","60","55","36550","32920"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Ministry of Justice","London","185","175","34280","30320"
"In post","2022","Declared disabled","Asian","Ministry of Justice","Outside London","290","265","28030","25120"
"In post","2022","Declared disabled","Asian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Government","Outside London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Asian","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Statistics Authority","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Asian","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Government","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Asian","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Attorney General's Departments","London","60","55","41190","31180"
"In post","2022","Declared disabled","Black","Attorney General's Departments","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cabinet Office","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Black","Cabinet Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Competition and Markets Authority","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","London","55","55","44080","40050"
"In post","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Education","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Education","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for International Trade","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Transport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Transport","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Transport","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department for Work and Pensions","London","380","355","31210","31060"
"In post","2022","Declared disabled","Black","Department for Work and Pensions","Outside London","245","220","26870","27570"
"In post","2022","Declared disabled","Black","Department for Work and Pensions","Unknown","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care","London","30","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Estyn","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Food Standards Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Foreign, Commonwealth and Development Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","HM Land Registry","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","HM Revenue and Customs","London","100","95","36900","33440"
"In post","2022","Declared disabled","Black","HM Revenue and Customs","Outside London","80","75","30170","28920"
"In post","2022","Declared disabled","Black","HM Treasury","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","HM Treasury","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Home Office","London","155","145","32800","29250"
"In post","2022","Declared disabled","Black","Home Office","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Black","Home Office","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Ministry of Defence","London","35","35","33770","31240"
"In post","2022","Declared disabled","Black","Ministry of Defence","Outside London","40","35","31060","29240"
"In post","2022","Declared disabled","Black","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Ministry of Justice","London","350","340","33300","30320"
"In post","2022","Declared disabled","Black","Ministry of Justice","Outside London","215","200","29540","28200"
"In post","2022","Declared disabled","Black","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","National Crime Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","National Crime Agency","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","National Crime Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Northern Ireland Office","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office for Standards in Education, Children's Services and Skills","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of Gas and Electricity Markets","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of Qualifications and Examinations Regulation","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of Rail and Road","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of the Secretary of State for Scotland","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of the Secretary of State for Scotland","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Office of the Secretary of State for Wales","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scottish Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Scottish Government","Outside London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Black","Scottish Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","The National Archives","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","The National Archives","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","UK Export Finance","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","UK Statistics Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","UK Statistics Authority","Outside London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Black","UK Supreme Court","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Water Services Regulation Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Welsh Government","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Welsh Government","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Black","Welsh Government","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Attorney General's Departments","London","20","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Attorney General's Departments","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cabinet Office","London","30","30","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cabinet Office","Outside London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Chancellor's other departments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Chancellor's other departments","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Charity Commission","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Charity Commission","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Competition and Markets Authority","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","London","30","30","41050","40050"
"In post","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Business, Energy and Industrial Strategy","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Digital, Culture, Media and Sport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Education","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Education","Outside London","20","20","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Education","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Outside London","25","25","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for International Trade","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for International Trade","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for International Trade","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Mixed","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
