"Status","Year","Disability","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Property","25","25","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Science and Engineering","5","5","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Security","35","35","32270","28840"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Foreign, Commonwealth and Development Office","Unknown","25","25","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Digital, Data and Technology","55","50","36970","38450"
"In post","2022","Declared disabled","HM Land Registry","Finance","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Human Resources","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Legal","25","20","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Operational Delivery","545","480","27980","27130"
"In post","2022","Declared disabled","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Project Delivery","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Land Registry","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Commercial","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Communications","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Digital, Data and Technology","180","170","41330","40180"
"In post","2022","Declared disabled","HM Revenue and Customs","Economics","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Finance","105","95","40170","40180"
"In post","2022","Declared disabled","HM Revenue and Customs","Human Resources","105","100","43280","40180"
"In post","2022","Declared disabled","HM Revenue and Customs","Intelligence Analysis","20","20","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Internal Audit","5","5","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","International Trade","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Legal","270","250","35440","33080"
"In post","2022","Declared disabled","HM Revenue and Customs","Operational Delivery","3040","2650","27000","22080"
"In post","2022","Declared disabled","HM Revenue and Customs","Operational Research","15","10","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Other","60","50","37570","35980"
"In post","2022","Declared disabled","HM Revenue and Customs","Policy","125","120","52040","55210"
"In post","2022","Declared disabled","HM Revenue and Customs","Project Delivery","250","235","44260","40520"
"In post","2022","Declared disabled","HM Revenue and Customs","Property","185","170","37340","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Security","20","15","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Social Research","10","5","[c]","[c]"
"In post","2022","Declared disabled","HM Revenue and Customs","Statistics","45","45","44780","40520"
"In post","2022","Declared disabled","HM Revenue and Customs","Tax","1565","1460","36510","33370"
"In post","2022","Declared disabled","HM Revenue and Customs","Unknown","350","340","35550","33080"
"In post","2022","Declared disabled","HM Treasury","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Economics","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Finance","10","10","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Human Resources","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Internal Audit","35","35","45710","44070"
"In post","2022","Declared disabled","HM Treasury","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Operational Delivery","15","15","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Other","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Policy","155","150","47940","52500"
"In post","2022","Declared disabled","HM Treasury","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Security","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","HM Treasury","Tax","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Commercial","10","10","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Communications","5","5","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Counter Fraud","20","20","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Digital, Data and Technology","110","110","53480","52050"
"In post","2022","Declared disabled","Home Office","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Finance","25","25","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Human Resources","95","90","43380","37460"
"In post","2022","Declared disabled","Home Office","Intelligence Analysis","120","110","30260","28760"
"In post","2022","Declared disabled","Home Office","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Operational Delivery","2105","1925","27980","25630"
"In post","2022","Declared disabled","Home Office","Operational Research","5","5","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Other","170","155","33990","30820"
"In post","2022","Declared disabled","Home Office","Policy","170","165","48620","42320"
"In post","2022","Declared disabled","Home Office","Project Delivery","130","125","43730","41140"
"In post","2022","Declared disabled","Home Office","Property","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Science and Engineering","10","10","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Security","30","30","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Social Research","10","10","[c]","[c]"
"In post","2022","Declared disabled","Home Office","Statistics","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Commercial","200","195","38390","37400"
"In post","2022","Declared disabled","Ministry of Defence","Communications","60","60","34930","33140"
"In post","2022","Declared disabled","Ministry of Defence","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Digital, Data and Technology","280","275","34500","33300"
"In post","2022","Declared disabled","Ministry of Defence","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Finance","405","390","35560","33300"
"In post","2022","Declared disabled","Ministry of Defence","Geography","25","25","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Human Resources","250","235","33260","29240"
"In post","2022","Declared disabled","Ministry of Defence","Intelligence Analysis","80","75","36600","33630"
"In post","2022","Declared disabled","Ministry of Defence","Internal Audit","25","25","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Knowledge and Information Management","115","110","31190","29260"
"In post","2022","Declared disabled","Ministry of Defence","Legal","5","5","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Medicine","75","70","55080","43980"
"In post","2022","Declared disabled","Ministry of Defence","Operational Delivery","75","70","34400","32710"
"In post","2022","Declared disabled","Ministry of Defence","Operational Research","30","30","42310","47010"
"In post","2022","Declared disabled","Ministry of Defence","Other","1430","1360","26980","22570"
"In post","2022","Declared disabled","Ministry of Defence","Policy","105","105","42050","35500"
"In post","2022","Declared disabled","Ministry of Defence","Project Delivery","530","515","41140","40000"
"In post","2022","Declared disabled","Ministry of Defence","Property","165","160","31800","33300"
"In post","2022","Declared disabled","Ministry of Defence","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Science and Engineering","615","600","37400","37310"
"In post","2022","Declared disabled","Ministry of Defence","Security","425","410","30530","26670"
"In post","2022","Declared disabled","Ministry of Defence","Statistics","20","15","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Defence","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Commercial","80","80","40960","41750"
"In post","2022","Declared disabled","Ministry of Justice","Communications","20","20","[c]","[c]"
"In post","2022","Declared disabled","Ministry of Justice","Counter Fraud","[c]","[c]","[c]","[c]"
