"Status","Year","Age","Parent_department","Region_ITL3","Region_london","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Attorney General's Departments","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Brighton and Hove","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","East Kent","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Heart of Essex","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Hertfordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Kingston upon Hull, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Norwich and East Norfolk","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Portsmouth","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Attorney General's Departments","Westminster","London","15","15","23530","23450"
"In post","2022","16-19","Attorney General's Departments","York","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Liverpool","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Tyneside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Cabinet Office","Westminster","London","10","10","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Camden and City of London","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Chancellor's other departments","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Charity Commission","Sefton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Competition and Markets Authority","Tower Hamlets","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Aberdeen City and Aberdeenshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Cardiff and Vale of Glamorgan","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","City of Edinburgh","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Devon CC","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Greater Manchester South West","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Hackney and Newham","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Manchester","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Medway","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Monmouthshire and Newport","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Business, Energy and Industrial Strategy","Westminster","London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education","Coventry","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Manchester","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Education","Sheffield","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Education","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Berkshire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Devon CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","East Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Leeds","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Mid Lancashire","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Nottingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Staffordshire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Suffolk CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Tyneside","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","West Cumbria","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","West Surrey","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Westminster","London","15","15","25110","25170"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","Worcestershire CC","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Environment, Food and Rural Affairs","York","Outside London","5","5","[c]","[c]"
"In post","2022","16-19","Department for International Trade","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Westminster","London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Wirral","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Levelling Up, Housing and Communities","Wolverhampton","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Birmingham","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","Bristol, City of","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","East Merseyside","Outside London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Department for Transport","East Sussex CC","Outside London","[c]","[c]","[c]","[c]"
