"Status","Year","Organisation","Region_london","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Veterinary Medicines Directorate","Outside London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","Heterosexual / straight","40","40","36510","36670"
"In post","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Veterinary Medicines Directorate","Outside London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","Heterosexual / straight","20","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","London","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Heterosexual / straight","70","65","46270","44500"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2022","Water Services Regulation Authority","Outside London","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","695","645","24300","24630"
"In post","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","LGBO","30","30","23630","24630"
"In post","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","Undeclared","95","85","24320","24630"
"In post","2022","Welsh Government (excl. agencies)","Outside London","AA/AO","Unknown","35","30","23770","24630"
"In post","2022","Welsh Government (excl. agencies)","Outside London","EO","Heterosexual / straight","905","845","28850","29430"
"In post","2022","Welsh Government (excl. agencies)","Outside London","EO","LGBO","45","45","28700","29430"
"In post","2022","Welsh Government (excl. agencies)","Outside London","EO","Undeclared","115","110","28980","29430"
"In post","2022","Welsh Government (excl. agencies)","Outside London","EO","Unknown","25","25","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","855","815","62460","61440"
"In post","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","LGBO","50","50","61770","61440"
"In post","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","Undeclared","150","140","62630","61440"
"In post","2022","Welsh Government (excl. agencies)","Outside London","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SCS level","Heterosexual / straight","145","140","87670","80930"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SCS level","Unknown","10","5","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","2185","2070","41430","38160"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","LGBO","105","100","40660","38160"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","Undeclared","310","295","41950","38160"
"In post","2022","Welsh Government (excl. agencies)","Outside London","SEO/HEO","Unknown","55","50","38490","38160"
"In post","2022","Welsh Government (excl. agencies)","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Government (excl. agencies)","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Welsh Revenue Authority","Outside London","SEO/HEO","Unknown","30","30","40240","40100"
"In post","2022","Wilton Park","Outside London","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Wilton Park","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Wilton Park","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Wilton Park","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Wilton Park","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","AA/AO","Heterosexual / straight","70","[c]","22120","21300"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","AA/AO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","AA/AO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","AA/AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","EO","Heterosexual / straight","40","[c]","25710","25010"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","EO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","Heterosexual / straight","55","[c]","37660","36560"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Animal and Plant Health Agency","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Attorney General's Office","London","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","AA/AO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6/G7","Heterosexual / straight","90","[c]","60330","57870"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6/G7","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6/G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","G6/G7","Unknown","80","[c]","65220","63640"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","Heterosexual / straight","35","[c]","95460","92500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SCS level","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","Heterosexual / straight","55","[c]","38220","38500"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","London","SEO/HEO","Unknown","65","[c]","33170","32000"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","AA/AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","G6/G7","Unknown","30","[c]","70640","69790"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","G6/G7","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SCS level","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
