"Status","Year","Disability","Function_of_post","Parent_department","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Devon","65","65","42580","48080"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","East Anglia","90","80","38190","31330"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","East Wales","200","190","40280","34480"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","East Yorkshire and Northern Lincolnshire","55","45","41820","48080"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Essex","130","115","43690","40000"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Gloucestershire, Wiltshire and Bath/Bristol area","140","130","44000","48450"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Greater Manchester","245","225","41050","34480"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Hampshire and Isle of Wight","165","155","43970","39540"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Herefordshire, Worcestershire and Warwickshire","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Inner London - East","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Inner London - West","2740","2560","51500","51830"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Kent","75","70","39880","30110"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Lancashire","115","110","40450","38000"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Leicestershire, Rutland and Northamptonshire","105","90","40590","48080"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Lincolnshire","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Merseyside","220","205","39040","31120"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","North Yorkshire","55","50","49310","50850"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Northumberland, and Tyne and Wear","160","145","40390","37780"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Outer London - East and North East","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Outer London - South","50","45","38530","32500"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Outer London - West and North West","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Shropshire and Staffordshire","45","40","41560","38180"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","South Yorkshire","95","85","35390","28430"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Surrey, East and West Sussex","105","100","44420","38000"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","Tees Valley and Durham","70","60","41620","45410"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","West Midlands","315","295","41250","38180"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","West Wales and The Valleys","50","45","42950","48080"
"In post","2022","Declared non-disabled","Legal","Attorney General's Departments","West Yorkshire","330","300","43870","48080"
"In post","2022","Declared non-disabled","Legal","Cabinet Office","Inner London - West","50","45","82700","79760"
"In post","2022","Declared non-disabled","Legal","Charity Commission","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","Inner London - West","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Charity Commission","Merseyside","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","Inner London - East","135","130","67610","71370"
"In post","2022","Declared non-disabled","Legal","Competition and Markets Authority","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Devon","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","East Wales","40","40","46210","41760"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Greater Manchester","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Inner London - East","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Business, Energy and Industrial Strategy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","West Midlands","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Education","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","Hampshire and Isle of Wight","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Transport","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","Merseyside","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department for Work and Pensions","West Yorkshire","45","40","29410","27570"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","Inner London - East","10","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Department of Health and Social Care","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Food Standards Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Berkshire, Buckinghamshire and Oxfordshire","40","30","48240","53430"
"In post","2022","Declared non-disabled","Legal","Foreign, Commonwealth and Development Office","Inner London - West","65","60","61740","65710"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Devon","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","East Anglia","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","East Yorkshire and Northern Lincolnshire","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Lancashire","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Leicestershire, Rutland and Northamptonshire","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Merseyside","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Outer London - South","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Shropshire and Staffordshire","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","Tees Valley and Durham","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","West Midlands","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Land Registry","West Wales and The Valleys","15","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Derbyshire and Nottinghamshire","55","50","29410","28570"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","East Wales","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Greater Manchester","150","145","43740","40520"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Inner London - East","215","205","55910","60940"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Inner London - West","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Lancashire","45","40","30780","27790"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Northern Ireland","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Northumberland, and Tyne and Wear","40","35","35890","33370"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Outer London - South","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","West Central Scotland","35","30","37890","33370"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","West Midlands","40","35","34540","33370"
"In post","2022","Declared non-disabled","Legal","HM Revenue and Customs","West Yorkshire","70","65","41650","33370"
"In post","2022","Declared non-disabled","Legal","HM Treasury","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Essex","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Gloucestershire, Wiltshire and Bath/Bristol area","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Outer London - West and North West","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Ministry of Justice","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","Inner London - East","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","National Crime Agency","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office for Standards in Education, Children's Services and Skills","Inner London - West","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","Inner London - East","50","50","63410","65060"
"In post","2022","Declared non-disabled","Legal","Office of Gas and Electricity Markets","West Central Scotland","25","20","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Qualifications and Examinations Regulation","West Midlands","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","Inner London - East","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Office of Rail and Road","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Scottish Government","Eastern Scotland","235","230","53230","53490"
"In post","2022","Declared non-disabled","Legal","Scottish Government","Highlands and Islands","30","30","54800","53660"
"In post","2022","Declared non-disabled","Legal","Scottish Government","North Eastern Scotland","35","30","51150","53490"
"In post","2022","Declared non-disabled","Legal","Scottish Government","Southern Scotland","95","90","52930","53000"
"In post","2022","Declared non-disabled","Legal","Scottish Government","West Central Scotland","250","235","55570","56920"
"In post","2022","Declared non-disabled","Legal","The National Archives","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Export Finance","Inner London - West","25","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Statistics Authority","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","UK Supreme Court","Inner London - West","30","25","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","Inner London - West","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Water Services Regulation Authority","West Midlands","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Welsh Government","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","Legal","Welsh Government","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Attorney General's Departments","Inner London - West","35","35","44450","35340"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","East Anglia","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","East Wales","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Greater Manchester","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Inner London - East","35","35","55170","56160"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Inner London - West","1300","1285","48760","49700"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Merseyside","35","35","38180","31820"
"In post","2022","Declared non-disabled","No function","Cabinet Office","North Yorkshire","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Northumberland, and Tyne and Wear","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","Unknown","35","35","46210","40600"
"In post","2022","Declared non-disabled","No function","Cabinet Office","West Central Scotland","35","35","46050","49700"
"In post","2022","Declared non-disabled","No function","Cabinet Office","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Cabinet Office","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","Inner London - West","40","40","63540","45060"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","Lancashire","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Chancellor's other departments","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","Dorset and Somerset","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","Inner London - West","30","30","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Charity Commission","Merseyside","110","105","31630","29160"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Berkshire, Buckinghamshire and Oxfordshire","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Derbyshire and Nottinghamshire","65","60","31030","26390"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Devon","45","40","29390","23810"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","East Anglia","50","45","33670","30150"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","East Wales","1175","1095","35010","28390"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Eastern Scotland","60","55","28270","24500"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Essex","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Gloucestershire, Wiltshire and Bath/Bristol area","45","40","36960","32060"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Greater Manchester","260","250","36780","34500"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Hampshire and Isle of Wight","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Inner London - East","95","85","40710","33870"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Inner London - West","3200","3120","50960","53380"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Kent","30","30","29440","26290"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Lancashire","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Merseyside","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","North Eastern Scotland","85","80","51410","49080"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Northern Ireland","15","15","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Northumberland, and Tyne and Wear","80","75","29470","26290"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Outer London - South","35","30","31550","25060"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Outer London - West and North West","70","70","44440","40220"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","West Central Scotland","30","25","29360","30950"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","West Midlands","335","320","34520","30360"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Business, Energy and Industrial Strategy","West Yorkshire","65","60","34140","31000"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","East Wales","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Eastern Scotland","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Greater Manchester","60","60","41280","34060"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Inner London - West","1100","1080","47720","51730"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Merseyside","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","Northumberland, and Tyne and Wear","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","West Central Scotland","5","5","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Digital, Culture, Media and Sport","West Yorkshire","10","10","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","Bedfordshire and Hertfordshire","20","20","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","Cheshire","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","Derbyshire and Nottinghamshire","140","130","42970","37100"
"In post","2022","Declared non-disabled","No function","Department for Education","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Declared non-disabled","No function","Department for Education","Dorset and Somerset","[c]","[c]","[c]","[c]"
