"Status","Year","Profession_of_post","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Project Delivery","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","AO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","EO","Heterosexual / straight","50","[c]","25240","25310"
"Leaver CS","2022","Project Delivery","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","EO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G6","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G6","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G7","Heterosexual / straight","55","[c]","53080","53780"
"Leaver CS","2022","Project Delivery","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G7","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","G7","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","HEO","Heterosexual / straight","115","[c]","31590","31950"
"Leaver CS","2022","Project Delivery","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","HEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SEO","Heterosexual / straight","115","[c]","40280","40330"
"Leaver CS","2022","Project Delivery","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","SEO","Unknown","35","[c]","39980","40000"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Heterosexual / straight","35","[c]","42100","40000"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Project Delivery","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AA","Heterosexual / straight","35","[c]","18380","18740"
"Leaver CS","2022","Property","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","EO","Heterosexual / straight","45","[c]","26520","26350"
"Leaver CS","2022","Property","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","EO","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G7","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","G7","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","HEO","Heterosexual / straight","60","[c]","33540","33300"
"Leaver CS","2022","Property","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","HEO","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SEO","Heterosexual / straight","55","[c]","42530","42000"
"Leaver CS","2022","Property","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Property","Outside London","SEO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Property","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","AO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","HEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Psychology","Outside London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AO","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","EO","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G7","Heterosexual / straight","40","[c]","52890","52610"
"Leaver CS","2022","Science and Engineering","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","G7","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","HEO","Heterosexual / straight","60","[c]","32840","32310"
"Leaver CS","2022","Science and Engineering","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","SEO","Heterosexual / straight","55","[c]","39980","40060"
"Leaver CS","2022","Science and Engineering","London","SEO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","SEO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AA","Heterosexual / straight","30","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AA","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AA","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AO","Heterosexual / straight","80","[c]","21700","21510"
"Leaver CS","2022","Science and Engineering","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AO","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","AO","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","EO","Heterosexual / straight","115","[c]","24810","25190"
"Leaver CS","2022","Science and Engineering","Outside London","EO","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","EO","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","EO","Unknown","40","[c]","23380","24920"
"Leaver CS","2022","Science and Engineering","Outside London","G6","Heterosexual / straight","30","[c]","75750","76030"
"Leaver CS","2022","Science and Engineering","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","G6","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","G7","Heterosexual / straight","90","[c]","53930","53220"
"Leaver CS","2022","Science and Engineering","Outside London","G7","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","G7","Unknown","40","[c]","51670","48560"
"Leaver CS","2022","Science and Engineering","Outside London","HEO","Heterosexual / straight","175","[c]","31930","31800"
"Leaver CS","2022","Science and Engineering","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","HEO","Undeclared","40","[c]","33940","33580"
"Leaver CS","2022","Science and Engineering","Outside London","HEO","Unknown","50","[c]","31280","30000"
"Leaver CS","2022","Science and Engineering","Outside London","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","SEO","Heterosexual / straight","195","[c]","41690","40580"
"Leaver CS","2022","Science and Engineering","Outside London","SEO","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","SEO","Undeclared","35","[c]","41660","40580"
"Leaver CS","2022","Science and Engineering","Outside London","SEO","Unknown","40","[c]","41130","40180"
"Leaver CS","2022","Science and Engineering","Outside London","Unknown","Heterosexual / straight","45","[c]","37240","37970"
"Leaver CS","2022","Science and Engineering","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Outside London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Science and Engineering","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AA","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","AA","Heterosexual / straight","105","[c]","20750","19810"
"Leaver CS","2022","Security","Outside London","AA","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","AA","Undeclared","15","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","AA","Unknown","35","[c]","22330","22630"
"Leaver CS","2022","Security","Outside London","AO","Heterosexual / straight","205","[c]","32860","39070"
"Leaver CS","2022","Security","Outside London","AO","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","AO","Undeclared","45","[c]","34880","39070"
"Leaver CS","2022","Security","Outside London","AO","Unknown","55","[c]","30800","27680"
"Leaver CS","2022","Security","Outside London","EO","Heterosexual / straight","50","[c]","36780","43920"
"Leaver CS","2022","Security","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","EO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","EO","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G7","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","HEO","Heterosexual / straight","35","[c]","40390","33510"
"Leaver CS","2022","Security","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","HEO","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","SEO","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Security","Unknown","AO","Undeclared","[c]","[c]","[c]","[c]"
