"Status","Year","Disability","Ethnicity","Function_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Undeclared","White","Project Delivery","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Property","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","AA/AO","50","[c]","21430","21170"
"New entrant CS","2022","Undeclared","White","Unknown","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","SEO/HEO","30","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Analysis","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","EO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","EO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","AA/AO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","AA/AO","75","[c]","21630","21250"
"New entrant CS","2022","Unknown","Asian","No function","EO","85","[c]","28280","27570"
"New entrant CS","2022","Unknown","Asian","No function","G6/G7","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","No function","SEO/HEO","75","[c]","35610","33570"
"New entrant CS","2022","Unknown","Asian","No function","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Property","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","AA/AO","35","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","EO","45","[c]","26850","27230"
"New entrant CS","2022","Unknown","Asian","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","SEO/HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Counter Fraud","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Debt","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","SEO/HEO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Grants Management","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Grants Management","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Grants Management","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Grants Management","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Internal Audit","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","AA/AO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","AA/AO","20","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","EO","35","[c]","27800","27570"
"New entrant CS","2022","Unknown","Black","No function","G6/G7","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","SEO/HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","No function","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Analysis","SEO/HEO","5","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Unknown","Mixed","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
