"Status","Year","Disability","Function_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Declared disabled","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Actuary's Department","London","15","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Actuary's Department","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Internal Audit Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Internal Audit Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Internal Audit Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Government Legal Department","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Health and Safety Executive","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Courts and Tribunals Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Land Registry","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","London","30","30","47010","43430"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","North West (England)","35","35","39990","33370"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Revenue and Customs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","HM Treasury (excl. agencies)","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Medicines and Healthcare Products Regulatory Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","London","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","London","40","35","45050","41750"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Ministry of Justice (excl. agencies)","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","National Savings and Investments","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Budget Responsibility","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","South West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office for Standards in Education, Children's Services and Skills","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","London","5","5","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Gas and Electricity Markets","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of Rail and Road","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Public Guardian","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Office of the Secretary of State for Wales","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Planning Inspectorate","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Registers of Scotland","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Rural Payments Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Scottish Courts and Tribunals Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","The Insolvency Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Debt Management Office","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Export Finance","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Space Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","South East (England)","55","50","40490","38340"
"In post","2022","Declared disabled","Analysis","UK Statistics Authority","Wales","115","110","36220","36840"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Water Services Regulation Authority","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Analysis","Welsh Revenue Authority","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Advisory, Conciliation and Arbitration Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Animal and Plant Health Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","London","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","North West (England)","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Cabinet Office (excl. agencies)","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Charity Commission","North West (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Companies House","Wales","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Competition and Markets Authority","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","East of England","5","5","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","London","[c]","[c]","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","North West (England)","15","15","[c]","[c]"
"In post","2022","Declared disabled","Commercial","Crown Commercial Service","South East (England)","[c]","[c]","[c]","[c]"
