"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Planning Inspectorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","London","SEO/HEO","10","[c]","37430","39690"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Public Health England","Outside London","SEO/HEO","10","[c]","36450","38200"
"Leaver CS","2022","Digital, Data & Technology","Queen Elizabeth II Centre","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Registers of Scotland","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Scottish Prison Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Serious Fraud Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The Insolvency Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","The National Archives","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Debt Management Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Health Security Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Hydrographic Office","Outside London","SEO/HEO","15","[c]","39440","36120"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","EO","20","[c]","23760","23630"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","G6/G7","15","[c]","54560","53400"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","UK Statistics Authority","Outside London","SEO/HEO","40","[c]","34050","34160"
"Leaver CS","2022","Digital, Data & Technology","UK Supreme Court","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Valuation Office Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Vehicle Certification Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Water Services Regulation Authority","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Digital, Data & Technology","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Cabinet Office (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Charity Commission","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","Outside London","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Companies House","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Competition and Markets Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Commercial Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Office and Procurator Fiscal Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Crown Prosecution Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Electronics and Components Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","Outside London","EO","10","[c]","23180","25280"
"Leaver CS","2022","Finance","Defence Equipment and Support","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Equipment and Support","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Defence Science and Technology Laboratory","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Digital, Culture, Media and Sport","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Education (excl. agencies)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for International Trade","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","10","[c]","21240","21260"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","10","[c]","52840","52170"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","30","[c]","35550","34290"
"Leaver CS","2022","Finance","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","London","SEO/HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Outside London","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Outside London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Department of Health and Social Care (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","Unknown","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Licensing Agency","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Driver and Vehicle Standards Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","Outside London","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Education and Skills Funding Agency","Outside London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","FCDO Services","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Food Standards Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Actuary's Department","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Government Legal Department","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Health and Safety Executive","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Land Registry","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Revenue and Customs (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","HM Treasury (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Intellectual Property Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Maritime and Coastguard Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Maritime and Coastguard Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Outside London","AA/AO","25","[c]","21590","21380"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Outside London","EO","20","[c]","27100","26670"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Outside London","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","35","[c]","41220","40580"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Crime Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","National Savings and Investments","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Northern Ireland Office","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office for Standards in Education, Children's Services and Skills","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Gas and Electricity Markets","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","London","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Public Health England","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Prison Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Serious Fraud Office","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Serious Fraud Office","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Submarine Delivery Agency","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The Insolvency Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Health Security Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Space Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","UK Statistics Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Valuation Office Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Valuation Office Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Valuation Office Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Veterinary Medicines Directorate","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wilton Park","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wilton Park","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Wilton Park","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Rural Payments Agency","Outside London","AA/AO","90","[c]","21180","21300"
"Leaver CS","2022","Grants Management","Rural Payments Agency","Outside London","EO","45","[c]","25610","25830"
"Leaver CS","2022","Grants Management","Rural Payments Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Rural Payments Agency","Outside London","SEO/HEO","20","[c]","32120","31900"
"Leaver CS","2022","Grants Management","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Human Resources","Cabinet Office (excl. agencies)","London","AA/AO","[c]","[c]","[c]","[c]"
