"Status","Year","Function_of_post","Organisation","Region_london","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Legal","Maritime and Coastguard Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Maritime and Coastguard Agency","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Medicines and Healthcare Products Regulatory Agency","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Legal","Met Office","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Met Office","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Outside London","G6/G7","15","15","63290","74000"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Overseas","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Defence (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Ministry of Justice (excl. agencies)","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","London","EO","15","15","32730","32260"
"In post","2022","Legal","National Crime Agency","London","G6/G7","30","30","64690","60960"
"In post","2022","Legal","National Crime Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","National Crime Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","London","G6/G7","10","10","67320","62810"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office for Standards in Education, Children's Services and Skills","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","London","G6/G7","50","50","65300","66310"
"In post","2022","Legal","Office of Gas and Electricity Markets","London","SCS level","5","5","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Gas and Electricity Markets","Outside London","G6/G7","25","20","56440","54150"
"In post","2022","Legal","Office of Gas and Electricity Markets","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Office of Rail and Road","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Registers of Scotland","Outside London","G6/G7","10","10","61220","62000"
"In post","2022","Legal","Registers of Scotland","Outside London","SEO/HEO","10","10","44820","47490"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Scottish Courts and Tribunals Service","Outside London","SEO/HEO","25","25","44560","46100"
"In post","2022","Legal","Scottish Prison Service","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Prison Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Prison Service","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Scottish Prison Service","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Serious Fraud Office","London","G6/G7","55","55","58000","55340"
"In post","2022","Legal","Serious Fraud Office","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Serious Fraud Office","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","London","EO","10","10","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","London","G6/G7","20","20","63740","65410"
"In post","2022","Legal","The Insolvency Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Outside London","G6/G7","10","10","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The Insolvency Service","Outside London","SEO/HEO","15","15","41200","40220"
"In post","2022","Legal","The National Archives","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","The National Archives","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Debt Management Office","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","London","EO","5","5","[c]","[c]"
"In post","2022","Legal","UK Export Finance","London","G6/G7","20","20","75830","76000"
"In post","2022","Legal","UK Export Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Export Finance","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Health Security Agency","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Statistics Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","London","EO","15","10","28130","28810"
"In post","2022","Legal","UK Supreme Court","London","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","UK Supreme Court","London","SEO/HEO","10","10","36030","37230"
"In post","2022","Legal","Water Services Regulation Authority","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Outside London","G6/G7","5","5","[c]","[c]"
"In post","2022","Legal","Water Services Regulation Authority","Outside London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Legal","Welsh Revenue Authority","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","London","EO","15","15","29370","28750"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","London","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","London","SEO/HEO","60","60","39310","38670"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","AA/AO","35","30","20620","20240"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","EO","275","255","24660","24250"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","G6/G7","15","10","56080","51380"
"In post","2022","No function","Advisory, Conciliation and Arbitration Service","Outside London","SEO/HEO","395","365","33940","32260"
"In post","2022","No function","Animal and Plant Health Agency","London","AA/AO","10","5","[c]","[c]"
"In post","2022","No function","Animal and Plant Health Agency","London","EO","55","50","30300","31460"
"In post","2022","No function","Animal and Plant Health Agency","London","G6/G7","15","15","58050","56870"
"In post","2022","No function","Animal and Plant Health Agency","London","SEO/HEO","30","30","37480","36620"
"In post","2022","No function","Animal and Plant Health Agency","Outside London","AA/AO","785","735","22100","21300"
"In post","2022","No function","Animal and Plant Health Agency","Outside London","EO","715","680","26130","25320"
"In post","2022","No function","Animal and Plant Health Agency","Outside London","G6/G7","200","195","54500","53870"
"In post","2022","No function","Animal and Plant Health Agency","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Animal and Plant Health Agency","Outside London","SEO/HEO","870","830","35510","35900"
"In post","2022","No function","Animal and Plant Health Agency","Unknown","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Animal and Plant Health Agency","Unknown","EO","10","10","[c]","[c]"
"In post","2022","No function","Animal and Plant Health Agency","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Animal and Plant Health Agency","Unknown","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Cabinet Office (excl. agencies)","London","AA/AO","80","75","24260","24490"
"In post","2022","No function","Cabinet Office (excl. agencies)","London","EO","245","245","28100","27500"
"In post","2022","No function","Cabinet Office (excl. agencies)","London","G6/G7","865","855","58660","54700"
"In post","2022","No function","Cabinet Office (excl. agencies)","London","SCS level","220","220","87510","78000"
"In post","2022","No function","Cabinet Office (excl. agencies)","London","SEO/HEO","1785","1780","32670","32000"
"In post","2022","No function","Cabinet Office (excl. agencies)","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office (excl. agencies)","Outside London","EO","20","20","24990","24100"
"In post","2022","No function","Cabinet Office (excl. agencies)","Outside London","G6/G7","65","60","53760","49700"
"In post","2022","No function","Cabinet Office (excl. agencies)","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","No function","Cabinet Office (excl. agencies)","Outside London","SEO/HEO","435","430","30500","29250"
"In post","2022","No function","Cabinet Office (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Cabinet Office (excl. agencies)","Unknown","G6/G7","20","20","55650","54700"
"In post","2022","No function","Cabinet Office (excl. agencies)","Unknown","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Cabinet Office (excl. agencies)","Unknown","SEO/HEO","250","250","30390","29250"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","EO","5","5","[c]","[c]"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Centre for Environment, Fisheries and Aquaculture Science","Outside London","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Charity Commission","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","London","G6/G7","15","15","53730","51070"
"In post","2022","No function","Charity Commission","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","London","SEO/HEO","30","30","33220","31140"
"In post","2022","No function","Charity Commission","Outside London","AA/AO","25","20","18530","17140"
"In post","2022","No function","Charity Commission","Outside London","EO","85","80","24920","24440"
"In post","2022","No function","Charity Commission","Outside London","G6/G7","10","10","52040","51070"
"In post","2022","No function","Charity Commission","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Charity Commission","Outside London","SEO/HEO","135","130","31530","29160"
"In post","2022","No function","Companies House","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Companies House","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Companies House","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Companies House","Outside London","AA/AO","310","270","21670","22740"
"In post","2022","No function","Companies House","Outside London","EO","130","125","25770","25100"
"In post","2022","No function","Companies House","Outside London","G6/G7","30","30","56250","51480"
"In post","2022","No function","Companies House","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Companies House","Outside London","SEO/HEO","60","55","36050","36240"
"In post","2022","No function","Criminal Injuries Compensation Authority","Outside London","AA/AO","120","110","21010","20970"
"In post","2022","No function","Criminal Injuries Compensation Authority","Outside London","EO","80","80","25360","25120"
"In post","2022","No function","Criminal Injuries Compensation Authority","Outside London","G6/G7","15","10","58380","59000"
"In post","2022","No function","Criminal Injuries Compensation Authority","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Criminal Injuries Compensation Authority","Outside London","SEO/HEO","95","95","31630","30450"
"In post","2022","No function","Criminal Injuries Compensation Authority","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","London","G6/G7","15","15","60420","60000"
"In post","2022","No function","Crown Commercial Service","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","Outside London","AA/AO","25","25","20510","20330"
"In post","2022","No function","Crown Commercial Service","Outside London","EO","35","30","25150","25520"
"In post","2022","No function","Crown Commercial Service","Outside London","G6/G7","70","70","54770","52000"
"In post","2022","No function","Crown Commercial Service","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Crown Commercial Service","Outside London","SEO/HEO","45","45","35010","35720"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","AA/AO","770","705","22510","23230"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","EO","295","280","28480","27940"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","G6/G7","20","20","64100","63720"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Crown Office and Procurator Fiscal Service","Outside London","SEO/HEO","400","380","35470","34600"
"In post","2022","No function","Defence Electronics and Components Agency","Outside London","AA/AO","85","85","20740","20550"
"In post","2022","No function","Defence Electronics and Components Agency","Outside London","EO","220","210","29160","29470"
"In post","2022","No function","Defence Electronics and Components Agency","Outside London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Electronics and Components Agency","Outside London","SEO/HEO","50","45","36450","33670"
"In post","2022","No function","Defence Equipment and Support","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Outside London","EO","15","15","21690","21210"
"In post","2022","No function","Defence Equipment and Support","Outside London","G6/G7","20","20","54530","53720"
"In post","2022","No function","Defence Equipment and Support","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Equipment and Support","Outside London","SEO/HEO","70","65","33570","33350"
"In post","2022","No function","Defence Equipment and Support","Overseas","SEO/HEO","5","5","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Outside London","AA/AO","130","130","19920","18330"
"In post","2022","No function","Defence Science and Technology Laboratory","Outside London","EO","100","95","25320","23490"
"In post","2022","No function","Defence Science and Technology Laboratory","Outside London","G6/G7","1165","1115","52560","47760"
"In post","2022","No function","Defence Science and Technology Laboratory","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Defence Science and Technology Laboratory","Outside London","SEO/HEO","1340","1315","34220","38070"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","AA/AO","35","35","24940","24900"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","EO","250","245","28640","27680"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","G6/G7","2105","2055","58420","56100"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SCS level","270","255","87440","80260"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","London","SEO/HEO","1795","1775","38010","40050"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","AA/AO","10","10","21580","21580"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","EO","90","85","25200","24570"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","G6/G7","210","205","54560","50620"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SCS level","25","25","88970","76100"
"In post","2022","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outside London","SEO/HEO","335","330","37980","36740"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","London","AA/AO","5","5","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","London","EO","125","125","27080","26180"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","London","G6/G7","670","655","55850","52250"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","London","SCS level","95","90","83740","75830"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","London","SEO/HEO","525","520","35180","34020"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","EO","20","20","25140","24570"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","G6/G7","55","55","52250","51730"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Digital, Culture, Media and Sport","Outside London","SEO/HEO","85","85","33390","34020"
"In post","2022","No function","Department for Education (excl. agencies)","London","AA/AO","15","10","24610","24250"
"In post","2022","No function","Department for Education (excl. agencies)","London","EO","95","95","29080","28500"
"In post","2022","No function","Department for Education (excl. agencies)","London","G6/G7","625","595","58350","54400"
"In post","2022","No function","Department for Education (excl. agencies)","London","SCS level","130","125","83610","74370"
"In post","2022","No function","Department for Education (excl. agencies)","London","SEO/HEO","510","495","38490","40230"
"In post","2022","No function","Department for Education (excl. agencies)","Outside London","AA/AO","10","10","21320","21250"
"In post","2022","No function","Department for Education (excl. agencies)","Outside London","EO","210","200","25420","25000"
"In post","2022","No function","Department for Education (excl. agencies)","Outside London","G6/G7","620","595","53460","50630"
"In post","2022","No function","Department for Education (excl. agencies)","Outside London","SCS level","50","45","84860","74100"
"In post","2022","No function","Department for Education (excl. agencies)","Outside London","SEO/HEO","1040","995","34570","36500"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","AA/AO","65","60","24390","24370"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","EO","240","235","28160","28070"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","G6/G7","800","770","57030","54610"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SCS level","115","110","83520","76730"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","SEO/HEO","1145","1120","36480","35570"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","London","Unknown","20","20","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","AA/AO","20","20","21350","21300"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","EO","115","115","25010","24920"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","G6/G7","520","500","51780","49000"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SCS level","25","25","80090","75370"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","SEO/HEO","1030","990","33850","35900"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Outside London","Unknown","5","5","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","London","AA/AO","20","20","25290","25140"
"In post","2022","No function","Department for International Trade","London","EO","140","140","27880","27230"
"In post","2022","No function","Department for International Trade","London","G6/G7","640","635","56530","53380"
"In post","2022","No function","Department for International Trade","London","SCS level","110","105","87790","76230"
"In post","2022","No function","Department for International Trade","London","SEO/HEO","770","765","36510","38160"
"In post","2022","No function","Department for International Trade","Outside London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Outside London","EO","20","20","24560","23720"
"In post","2022","No function","Department for International Trade","Outside London","G6/G7","70","70","53020","49080"
"In post","2022","No function","Department for International Trade","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","No function","Department for International Trade","Outside London","SEO/HEO","65","65","33420","34430"
"In post","2022","No function","Department for International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for International Trade","Overseas","G6/G7","100","100","57040","55030"
"In post","2022","No function","Department for International Trade","Overseas","SCS level","25","25","83630","75290"
"In post","2022","No function","Department for International Trade","Overseas","SEO/HEO","50","50","37560","38300"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","AA/AO","20","20","26440","26870"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","EO","175","170","28910","27850"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","G6/G7","705","685","57700","54130"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SCS level","120","115","84980","76080"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","London","SEO/HEO","590","585","36940","37600"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","AA/AO","20","20","24030","23320"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","EO","90","90","25670","24830"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","G6/G7","235","230","51710","48200"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SCS level","15","15","90130","81000"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Outside London","SEO/HEO","460","445","34180","34690"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","London","AA/AO","100","85","31260","33390"
"In post","2022","No function","Department for Transport (excl. agencies)","London","EO","190","185","29790","30270"
"In post","2022","No function","Department for Transport (excl. agencies)","London","G6/G7","645","635","58840","54760"
"In post","2022","No function","Department for Transport (excl. agencies)","London","SCS level","140","130","88420","78730"
"In post","2022","No function","Department for Transport (excl. agencies)","London","SEO/HEO","630","620","39400","42470"
"In post","2022","No function","Department for Transport (excl. agencies)","Outside London","AA/AO","25","20","21840","21840"
"In post","2022","No function","Department for Transport (excl. agencies)","Outside London","EO","65","65","25880","26130"
"In post","2022","No function","Department for Transport (excl. agencies)","Outside London","G6/G7","150","145","67950","74490"
"In post","2022","No function","Department for Transport (excl. agencies)","Outside London","SCS level","10","10","93520","93650"
"In post","2022","No function","Department for Transport (excl. agencies)","Outside London","SEO/HEO","150","145","34540","33350"
"In post","2022","No function","Department for Transport (excl. agencies)","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Transport (excl. agencies)","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","London","AA/AO","905","815","24530","25110"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","London","EO","5345","5005","31040","31060"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","London","G6/G7","115","110","58700","54070"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","London","SCS level","45","40","99160","84950"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","London","SEO/HEO","525","510","38030","36650"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","AA/AO","23315","20090","21210","21260"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","EO","35640","32030","27660","27570"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","G6/G7","570","555","52870","49170"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","SCS level","55","55","81180","73870"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Outside London","SEO/HEO","3815","3565","33680","33090"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","AA/AO","50","45","21410","21260"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","EO","310","290","28730","27570"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","G6/G7","5","5","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","No function","Department for Work and Pensions (excl. agencies)","Unknown","SEO/HEO","40","40","34730","35120"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","London","AA/AO","10","10","22730","23170"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","London","EO","125","120","27740","27270"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","London","G6/G7","490","465","59160","55130"
"In post","2022","No function","Department of Health and Social Care (excl. agencies)","London","SCS level","120","115","92160","82290"
