"Status","Year","Ethnicity","Region_ITL2","Region_ITL3","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Asian","East Anglia","Suffolk CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Anglia","Suffolk CC","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","East Wales","Cardiff and Vale of Glamorgan","Heterosexual / straight","255","245","31710","26820"
"In post","2022","Asian","East Wales","Cardiff and Vale of Glamorgan","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","East Wales","Cardiff and Vale of Glamorgan","Undeclared","15","15","[c]","[c]"
"In post","2022","Asian","East Wales","Cardiff and Vale of Glamorgan","Unknown","25","25","[c]","[c]"
"In post","2022","Asian","East Wales","Flintshire and Wrexham","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Flintshire and Wrexham","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Flintshire and Wrexham","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Flintshire and Wrexham","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Monmouthshire and Newport","Heterosexual / straight","110","105","33550","30710"
"In post","2022","Asian","East Wales","Monmouthshire and Newport","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Monmouthshire and Newport","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","East Wales","Monmouthshire and Newport","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","East Wales","Powys","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Powys","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Powys","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Wales","Powys","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Angus and Dundee City","Heterosexual / straight","50","45","27040","22140"
"In post","2022","Asian","Eastern Scotland","Angus and Dundee City","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Angus and Dundee City","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Angus and Dundee City","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","City of Edinburgh","Heterosexual / straight","165","160","34650","31540"
"In post","2022","Asian","Eastern Scotland","City of Edinburgh","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","City of Edinburgh","Undeclared","10","10","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","City of Edinburgh","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Clackmannanshire and Fife","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Clackmannanshire and Fife","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Clackmannanshire and Fife","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Clackmannanshire and Fife","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","East Lothian and Midlothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","East Lothian and Midlothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","East Lothian and Midlothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","East Lothian and Midlothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Falkirk","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Falkirk","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Falkirk","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Falkirk","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Perth and Kinross, and Stirling","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Perth and Kinross, and Stirling","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Perth and Kinross, and Stirling","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","Perth and Kinross, and Stirling","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","West Lothian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","West Lothian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","West Lothian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Eastern Scotland","West Lothian","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Haven Gateway","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Asian","Essex","Essex Haven Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Haven Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Haven Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Thames Gateway","Heterosexual / straight","40","35","26670","24250"
"In post","2022","Asian","Essex","Essex Thames Gateway","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Thames Gateway","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Essex Thames Gateway","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Heart of Essex","Heterosexual / straight","35","30","35110","29290"
"In post","2022","Asian","Essex","Heart of Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Heart of Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Heart of Essex","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Southend-on-Sea","Heterosexual / straight","25","20","[c]","[c]"
"In post","2022","Asian","Essex","Southend-on-Sea","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Southend-on-Sea","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Southend-on-Sea","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Thurrock","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Essex","Thurrock","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Thurrock","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","Thurrock","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","West Essex","Heterosexual / straight","50","45","36450","29290"
"In post","2022","Asian","Essex","West Essex","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","West Essex","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Essex","West Essex","Unknown","5","5","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Heterosexual / straight","355","345","35680","33200"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","LGBO","15","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Undeclared","20","20","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Heterosexual / straight","175","165","34290","29360"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","LGBO","5","5","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","Unknown","20","20","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Heterosexual / straight","30","30","32930","27570"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Gloucestershire CC","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Swindon","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Heterosexual / straight","90","85","34470","33000"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","Unknown","30","30","43310","39250"
"In post","2022","Asian","Greater Manchester","Greater Manchester North East","Heterosexual / straight","90","85","28290","27570"
"In post","2022","Asian","Greater Manchester","Greater Manchester North East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester North East","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester North East","Unknown","10","10","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester North West","Heterosexual / straight","85","80","24720","23140"
"In post","2022","Asian","Greater Manchester","Greater Manchester North West","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester North West","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester North West","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester South East","Heterosexual / straight","45","45","26170","27570"
"In post","2022","Asian","Greater Manchester","Greater Manchester South East","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester South East","Undeclared","10","5","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester South East","Unknown","10","5","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester South West","Heterosexual / straight","620","590","30380","26820"
"In post","2022","Asian","Greater Manchester","Greater Manchester South West","LGBO","20","20","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester South West","Undeclared","25","25","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Greater Manchester South West","Unknown","75","70","26710","25190"
"In post","2022","Asian","Greater Manchester","Manchester","Heterosexual / straight","710","690","32000","27570"
"In post","2022","Asian","Greater Manchester","Manchester","LGBO","30","25","[c]","[c]"
"In post","2022","Asian","Greater Manchester","Manchester","Undeclared","40","35","30100","27570"
"In post","2022","Asian","Greater Manchester","Manchester","Unknown","50","40","32370","28670"
"In post","2022","Asian","Hampshire and Isle of Wight","Central Hampshire","Heterosexual / straight","50","50","29150","26670"
"In post","2022","Asian","Hampshire and Isle of Wight","Central Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Central Hampshire","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Central Hampshire","Unknown","15","15","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Isle of Wight","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Isle of Wight","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Isle of Wight","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","Isle of Wight","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","North Hampshire","Heterosexual / straight","45","45","26260","24680"
"In post","2022","Asian","Hampshire and Isle of Wight","North Hampshire","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","North Hampshire","Undeclared","5","5","[c]","[c]"
"In post","2022","Asian","Hampshire and Isle of Wight","North Hampshire","Unknown","[c]","[c]","[c]","[c]"
