"Status","Year","Region_ITL1","Responsibility_level_grouped","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","East Midlands (England)","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Female","Heterosexual / straight","40","40","88530","83960"
"In post","2022","East Midlands (England)","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Male","Heterosexual / straight","35","30","89500","87210"
"In post","2022","East Midlands (England)","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Male","Unknown","5","5","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SEO/HEO","Female","Heterosexual / straight","2040","1905","36310","34020"
"In post","2022","East Midlands (England)","SEO/HEO","Female","LGBO","120","120","35500","33370"
"In post","2022","East Midlands (England)","SEO/HEO","Female","Undeclared","265","250","36900","34560"
"In post","2022","East Midlands (England)","SEO/HEO","Female","Unknown","435","410","35300","33370"
"In post","2022","East Midlands (England)","SEO/HEO","Male","Heterosexual / straight","1740","1700","36980","35570"
"In post","2022","East Midlands (England)","SEO/HEO","Male","LGBO","95","90","35400","33370"
"In post","2022","East Midlands (England)","SEO/HEO","Male","Undeclared","280","270","37270","35470"
"In post","2022","East Midlands (England)","SEO/HEO","Male","Unknown","425","410","35660","33370"
"In post","2022","East Midlands (England)","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Female","Heterosexual / straight","870","795","29440","28200"
"In post","2022","East Midlands (England)","Unknown","Female","LGBO","50","50","29320","26310"
"In post","2022","East Midlands (England)","Unknown","Female","Undeclared","65","60","30580","30210"
"In post","2022","East Midlands (England)","Unknown","Female","Unknown","205","180","27940","26310"
"In post","2022","East Midlands (England)","Unknown","Male","Heterosexual / straight","215","205","31070","30210"
"In post","2022","East Midlands (England)","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Male","Undeclared","40","40","34320","32700"
"In post","2022","East Midlands (England)","Unknown","Male","Unknown","75","70","29290","27260"
"In post","2022","East Midlands (England)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East Midlands (England)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","AA/AO","Female","Heterosexual / straight","2710","2390","22760","21680"
"In post","2022","East of England","AA/AO","Female","LGBO","180","175","24170","22600"
"In post","2022","East of England","AA/AO","Female","Undeclared","345","305","22600","21680"
"In post","2022","East of England","AA/AO","Female","Unknown","685","585","23160","21790"
"In post","2022","East of England","AA/AO","Male","Heterosexual / straight","2405","2335","25340","23720"
"In post","2022","East of England","AA/AO","Male","LGBO","100","100","24620","22080"
"In post","2022","East of England","AA/AO","Male","Undeclared","295","280","25320","22080"
"In post","2022","East of England","AA/AO","Male","Unknown","695","660","25040","23140"
"In post","2022","East of England","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","EO","Female","Heterosexual / straight","2850","2560","28060","27570"
"In post","2022","East of England","EO","Female","LGBO","135","130","28100","27570"
"In post","2022","East of England","EO","Female","Undeclared","325","290","28280","27570"
"In post","2022","East of England","EO","Female","Unknown","630","540","28100","27570"
"In post","2022","East of England","EO","Male","Heterosexual / straight","2075","1990","28700","27570"
"In post","2022","East of England","EO","Male","LGBO","130","125","28180","27570"
"In post","2022","East of England","EO","Male","Undeclared","335","315","28720","27570"
"In post","2022","East of England","EO","Male","Unknown","485","460","28540","27570"
"In post","2022","East of England","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6/G7","Female","Heterosexual / straight","505","475","58860","55210"
"In post","2022","East of England","G6/G7","Female","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","G6/G7","Female","Undeclared","60","55","55980","53560"
"In post","2022","East of England","G6/G7","Female","Unknown","140","125","59560","57440"
"In post","2022","East of England","G6/G7","Male","Heterosexual / straight","505","495","60120","57540"
"In post","2022","East of England","G6/G7","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","G6/G7","Male","Undeclared","70","65","59280","56750"
"In post","2022","East of England","G6/G7","Male","Unknown","155","155","58510","55870"
"In post","2022","East of England","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Female","Heterosexual / straight","40","35","97160","95380"
"In post","2022","East of England","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","East of England","SCS level","Female","Unknown","10","10","[c]","[c]"
"In post","2022","East of England","SCS level","Male","Heterosexual / straight","60","60","94620","94070"
"In post","2022","East of England","SCS level","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","East of England","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SEO/HEO","Female","Heterosexual / straight","1825","1715","36760","35530"
"In post","2022","East of England","SEO/HEO","Female","LGBO","70","65","36860","35510"
"In post","2022","East of England","SEO/HEO","Female","Undeclared","275","260","37050","35820"
"In post","2022","East of England","SEO/HEO","Female","Unknown","365","340","36200","35900"
"In post","2022","East of England","SEO/HEO","Male","Heterosexual / straight","1895","1845","37440","36300"
"In post","2022","East of England","SEO/HEO","Male","LGBO","85","85","37070","36460"
"In post","2022","East of England","SEO/HEO","Male","Undeclared","340","330","37670","36300"
"In post","2022","East of England","SEO/HEO","Male","Unknown","350","340","36660","35980"
"In post","2022","East of England","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Female","Heterosexual / straight","910","830","29340","28200"
"In post","2022","East of England","Unknown","Female","LGBO","55","55","27000","24800"
"In post","2022","East of England","Unknown","Female","Undeclared","60","55","29330","28200"
"In post","2022","East of England","Unknown","Female","Unknown","270","240","26450","24800"
"In post","2022","East of England","Unknown","Male","Heterosexual / straight","280","270","29970","27860"
"In post","2022","East of England","Unknown","Male","LGBO","20","20","[c]","[c]"
"In post","2022","East of England","Unknown","Male","Undeclared","35","35","30460","32890"
"In post","2022","East of England","Unknown","Male","Unknown","100","95","27010","26010"
"In post","2022","East of England","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","East of England","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","AA/AO","Female","Heterosexual / straight","4250","3805","25240","25110"
"In post","2022","London","AA/AO","Female","LGBO","215","200","26920","25330"
"In post","2022","London","AA/AO","Female","Undeclared","645","565","24970","25110"
"In post","2022","London","AA/AO","Female","Unknown","1625","1450","25700","25110"
"In post","2022","London","AA/AO","Male","Heterosexual / straight","3270","3175","26910","25330"
"In post","2022","London","AA/AO","Male","LGBO","190","185","26750","25110"
"In post","2022","London","AA/AO","Male","Undeclared","410","390","25840","25110"
"In post","2022","London","AA/AO","Male","Unknown","1275","1230","27480","25630"
"In post","2022","London","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","EO","Female","Heterosexual / straight","8500","7970","30090","30350"
"In post","2022","London","EO","Female","LGBO","470","455","29830","30110"
"In post","2022","London","EO","Female","Undeclared","1160","1070","29900","30150"
"In post","2022","London","EO","Female","Unknown","2430","2250","30230","30750"
"In post","2022","London","EO","Male","Heterosexual / straight","5640","5510","30360","30550"
"In post","2022","London","EO","Male","LGBO","450","445","29920","30120"
"In post","2022","London","EO","Male","Undeclared","835","800","30460","30460"
"In post","2022","London","EO","Male","Unknown","1635","1600","30390","30750"
"In post","2022","London","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","G6/G7","Female","Heterosexual / straight","10250","9720","59980","57830"
"In post","2022","London","G6/G7","Female","LGBO","685","665","58820","55670"
"In post","2022","London","G6/G7","Female","Undeclared","1325","1265","60340","57840"
"In post","2022","London","G6/G7","Female","Unknown","2700","2575","60550","58990"
"In post","2022","London","G6/G7","Male","Heterosexual / straight","9115","8975","61290","59650"
"In post","2022","London","G6/G7","Male","LGBO","1160","1150","59750","57680"
"In post","2022","London","G6/G7","Male","Undeclared","1510","1475","61600","59730"
"In post","2022","London","G6/G7","Male","Unknown","2585","2555","62080","61200"
"In post","2022","London","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","Female","Heterosexual / straight","1575","1485","87350","79930"
"In post","2022","London","SCS level","Female","LGBO","90","85","86570","77740"
"In post","2022","London","SCS level","Female","Undeclared","165","155","85040","80260"
"In post","2022","London","SCS level","Female","Unknown","345","330","94180","83600"
"In post","2022","London","SCS level","Male","Heterosexual / straight","1545","1525","93190","84050"
"In post","2022","London","SCS level","Male","LGBO","170","165","88890","80500"
"In post","2022","London","SCS level","Male","Undeclared","200","200","92050","83340"
"In post","2022","London","SCS level","Male","Unknown","390","380","99920","93000"
"In post","2022","London","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO/HEO","Female","Heterosexual / straight","12550","12145","38790","38160"
"In post","2022","London","SEO/HEO","Female","LGBO","940","930","38100","37610"
"In post","2022","London","SEO/HEO","Female","Undeclared","1675","1620","38620","38370"
"In post","2022","London","SEO/HEO","Female","Unknown","3845","3745","37090","37500"
"In post","2022","London","SEO/HEO","Male","Heterosexual / straight","10280","10160","39500","39030"
"In post","2022","London","SEO/HEO","Male","LGBO","1115","1105","38550","38060"
"In post","2022","London","SEO/HEO","Male","Undeclared","1630","1600","39720","39770"
"In post","2022","London","SEO/HEO","Male","Unknown","3550","3510","37940","37930"
"In post","2022","London","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Female","Heterosexual / straight","1275","1215","34310","33740"
"In post","2022","London","Unknown","Female","LGBO","75","75","34500","27980"
"In post","2022","London","Unknown","Female","Undeclared","125","115","37190","34100"
"In post","2022","London","Unknown","Female","Unknown","255","235","32370","27980"
"In post","2022","London","Unknown","Male","Heterosexual / straight","465","460","35620","33950"
"In post","2022","London","Unknown","Male","LGBO","40","40","36770","36770"
"In post","2022","London","Unknown","Male","Undeclared","60","60","38490","35940"
"In post","2022","London","Unknown","Male","Unknown","135","125","34290","33700"
"In post","2022","London","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AA/AO","Female","Heterosexual / straight","4970","4080","21640","21260"
"In post","2022","North East (England)","AA/AO","Female","LGBO","270","255","22220","21260"
"In post","2022","North East (England)","AA/AO","Female","Undeclared","550","435","21860","21260"
"In post","2022","North East (England)","AA/AO","Female","Unknown","2315","1835","21700","21260"
"In post","2022","North East (England)","AA/AO","Male","Heterosexual / straight","3090","2905","22650","21260"
"In post","2022","North East (England)","AA/AO","Male","LGBO","220","210","21740","21260"
"In post","2022","North East (England)","AA/AO","Male","Undeclared","360","335","22470","21260"
"In post","2022","North East (England)","AA/AO","Male","Unknown","1430","1330","22680","21260"
"In post","2022","North East (England)","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","EO","Female","Heterosexual / straight","3625","3190","27040","27570"
"In post","2022","North East (England)","EO","Female","LGBO","160","155","27150","27570"
"In post","2022","North East (England)","EO","Female","Undeclared","300","265","27050","27570"
"In post","2022","North East (England)","EO","Female","Unknown","1000","880","26900","26820"
"In post","2022","North East (England)","EO","Male","Heterosexual / straight","2145","2055","27350","27570"
"In post","2022","North East (England)","EO","Male","LGBO","155","150","27110","27570"
"In post","2022","North East (England)","EO","Male","Undeclared","265","250","27420","27570"
"In post","2022","North East (England)","EO","Male","Unknown","780","745","27090","26820"
"In post","2022","North East (England)","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6/G7","Female","Heterosexual / straight","925","885","55870","55210"
"In post","2022","North East (England)","G6/G7","Female","LGBO","45","45","52560","50430"
"In post","2022","North East (England)","G6/G7","Female","Undeclared","75","70","57030","55210"
"In post","2022","North East (England)","G6/G7","Female","Unknown","170","160","56110","55210"
"In post","2022","North East (England)","G6/G7","Male","Heterosexual / straight","1060","1045","56540","55210"
"In post","2022","North East (England)","G6/G7","Male","LGBO","65","65","56020","54690"
"In post","2022","North East (England)","G6/G7","Male","Undeclared","130","130","57060","55210"
"In post","2022","North East (England)","G6/G7","Male","Unknown","245","240","58210","55210"
"In post","2022","North East (England)","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Female","Heterosexual / straight","55","55","82470","75800"
"In post","2022","North East (England)","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Female","Unknown","10","5","[c]","[c]"
"In post","2022","North East (England)","SCS level","Male","Heterosexual / straight","45","45","90840","85370"
"In post","2022","North East (England)","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","North East (England)","SCS level","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Male","Unknown","10","10","[c]","[c]"
"In post","2022","North East (England)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SEO/HEO","Female","Heterosexual / straight","2945","2755","35290","33370"
"In post","2022","North East (England)","SEO/HEO","Female","LGBO","155","155","34510","33370"
"In post","2022","North East (England)","SEO/HEO","Female","Undeclared","230","210","36040","35170"
"In post","2022","North East (England)","SEO/HEO","Female","Unknown","615","585","35010","33370"
"In post","2022","North East (England)","SEO/HEO","Male","Heterosexual / straight","2325","2265","36080","34230"
"In post","2022","North East (England)","SEO/HEO","Male","LGBO","160","160","34430","33370"
"In post","2022","North East (England)","SEO/HEO","Male","Undeclared","280","270","36690","35310"
"In post","2022","North East (England)","SEO/HEO","Male","Unknown","730","715","35790","33370"
"In post","2022","North East (England)","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Female","Heterosexual / straight","720","680","29210","28200"
"In post","2022","North East (England)","Unknown","Female","LGBO","45","40","29020","25480"
"In post","2022","North East (England)","Unknown","Female","Undeclared","40","35","31310","31420"
"In post","2022","North East (England)","Unknown","Female","Unknown","110","100","28190","27980"
"In post","2022","North East (England)","Unknown","Male","Heterosexual / straight","205","200","31320","28940"
"In post","2022","North East (England)","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2022","North East (England)","Unknown","Male","Undeclared","20","20","[c]","[c]"
"In post","2022","North East (England)","Unknown","Male","Unknown","35","35","30240","28200"
"In post","2022","North East (England)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North East (England)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","AA/AO","Female","Heterosexual / straight","7790","6690","21500","21260"
"In post","2022","North West (England)","AA/AO","Female","LGBO","475","450","22510","21260"
"In post","2022","North West (England)","AA/AO","Female","Undeclared","895","745","21640","21260"
"In post","2022","North West (England)","AA/AO","Female","Unknown","3275","2745","21590","21260"
"In post","2022","North West (England)","AA/AO","Male","Heterosexual / straight","5185","4960","22450","21260"
"In post","2022","North West (England)","AA/AO","Male","LGBO","390","380","21710","21260"
"In post","2022","North West (England)","AA/AO","Male","Undeclared","635","595","22500","21260"
"In post","2022","North West (England)","AA/AO","Male","Unknown","2290","2170","22830","21260"
"In post","2022","North West (England)","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","EO","Female","Heterosexual / straight","7760","6985","26960","27570"
"In post","2022","North West (England)","EO","Female","LGBO","385","375","27330","27570"
"In post","2022","North West (England)","EO","Female","Undeclared","805","715","27060","27570"
"In post","2022","North West (England)","EO","Female","Unknown","2205","1955","26990","27570"
"In post","2022","North West (England)","EO","Male","Heterosexual / straight","5060","4905","27350","27570"
"In post","2022","North West (England)","EO","Male","LGBO","460","450","26880","27570"
"In post","2022","North West (England)","EO","Male","Undeclared","660","625","27580","27570"
"In post","2022","North West (England)","EO","Male","Unknown","1740","1675","27280","27130"
"In post","2022","North West (England)","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","G6/G7","Female","Heterosexual / straight","2115","2020","56130","55210"
"In post","2022","North West (England)","G6/G7","Female","LGBO","95","95","56010","55210"
"In post","2022","North West (England)","G6/G7","Female","Undeclared","155","150","56620","55210"
"In post","2022","North West (England)","G6/G7","Female","Unknown","400","375","57270","55210"
"In post","2022","North West (England)","G6/G7","Male","Heterosexual / straight","1940","1905","58030","55210"
"In post","2022","North West (England)","G6/G7","Male","LGBO","140","135","57290","55210"
"In post","2022","North West (England)","G6/G7","Male","Undeclared","245","245","57410","55210"
"In post","2022","North West (England)","G6/G7","Male","Unknown","490","480","58500","55210"
"In post","2022","North West (England)","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","G6/G7","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS level","Female","Heterosexual / straight","105","100","84350","76890"
"In post","2022","North West (England)","SCS level","Female","LGBO","5","5","[c]","[c]"
"In post","2022","North West (England)","SCS level","Female","Undeclared","10","10","[c]","[c]"
"In post","2022","North West (England)","SCS level","Female","Unknown","25","25","[c]","[c]"
"In post","2022","North West (England)","SCS level","Male","Heterosexual / straight","105","105","89770","82610"
"In post","2022","North West (England)","SCS level","Male","LGBO","5","5","[c]","[c]"
"In post","2022","North West (England)","SCS level","Male","Undeclared","5","5","[c]","[c]"
"In post","2022","North West (England)","SCS level","Male","Unknown","30","30","93420","88830"
"In post","2022","North West (England)","SCS level","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS level","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SEO/HEO","Female","Heterosexual / straight","5885","5545","35470","33680"
"In post","2022","North West (England)","SEO/HEO","Female","LGBO","290","285","35370","33370"
"In post","2022","North West (England)","SEO/HEO","Female","Undeclared","595","555","35750","34100"
"In post","2022","North West (England)","SEO/HEO","Female","Unknown","1250","1190","34810","33370"
"In post","2022","North West (England)","SEO/HEO","Male","Heterosexual / straight","4815","4700","36360","34880"
"In post","2022","North West (England)","SEO/HEO","Male","LGBO","390","385","35010","33370"
"In post","2022","North West (England)","SEO/HEO","Male","Undeclared","590","570","36880","35650"
"In post","2022","North West (England)","SEO/HEO","Male","Unknown","1330","1305","35560","33370"
"In post","2022","North West (England)","SEO/HEO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SEO/HEO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Female","Heterosexual / straight","1655","1545","29750","28200"
"In post","2022","North West (England)","Unknown","Female","LGBO","125","120","29510","26310"
"In post","2022","North West (England)","Unknown","Female","Undeclared","110","100","31780","31360"
"In post","2022","North West (England)","Unknown","Female","Unknown","505","465","27190","24800"
"In post","2022","North West (England)","Unknown","Male","Heterosexual / straight","545","520","33450","31230"
"In post","2022","North West (England)","Unknown","Male","LGBO","70","70","30510","28200"
"In post","2022","North West (England)","Unknown","Male","Undeclared","70","65","33620","33740"
"In post","2022","North West (England)","Unknown","Male","Unknown","190","170","28750","26360"
"In post","2022","North West (England)","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Female","Heterosexual / straight","415","365","21520","21680"
"In post","2022","Northern Ireland","AA/AO","Female","LGBO","20","20","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Female","Undeclared","35","30","22020","21680"
"In post","2022","Northern Ireland","AA/AO","Female","Unknown","205","175","21470","21250"
"In post","2022","Northern Ireland","AA/AO","Male","Heterosexual / straight","650","635","21090","20560"
"In post","2022","Northern Ireland","AA/AO","Male","LGBO","25","25","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Male","Undeclared","55","50","21510","21250"
"In post","2022","Northern Ireland","AA/AO","Male","Unknown","235","230","21180","21250"
"In post","2022","Northern Ireland","AA/AO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Female","Heterosexual / straight","390","360","27080","26820"
"In post","2022","Northern Ireland","EO","Female","LGBO","20","15","[c]","[c]"
"In post","2022","Northern Ireland","EO","Female","Undeclared","25","20","[c]","[c]"
"In post","2022","Northern Ireland","EO","Female","Unknown","135","125","26560","26590"
"In post","2022","Northern Ireland","EO","Male","Heterosexual / straight","330","325","27180","26820"
"In post","2022","Northern Ireland","EO","Male","LGBO","25","20","[c]","[c]"
"In post","2022","Northern Ireland","EO","Male","Undeclared","30","30","[c]","[c]"
"In post","2022","Northern Ireland","EO","Male","Unknown","150","150","26340","26590"
"In post","2022","Northern Ireland","EO","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","EO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Female","Heterosexual / straight","105","100","58310","55210"
"In post","2022","Northern Ireland","G6/G7","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Female","Undeclared","5","5","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Female","Unknown","25","20","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Male","Heterosexual / straight","130","125","57450","55210"
"In post","2022","Northern Ireland","G6/G7","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Male","Undeclared","10","5","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Male","Unknown","20","20","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","G6/G7","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS level","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Northern Ireland","SCS level","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS level","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","SCS level","Female","Unknown","[c]","[c]","[c]","[c]"
