"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Counter Fraud","Other","SEO/HEO","Heterosexual / straight","80","75","37630","38160"
"In post","2022","Counter Fraud","Other","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Other","SEO/HEO","Undeclared","15","10","[c]","[c]"
"In post","2022","Counter Fraud","Other","SEO/HEO","Unknown","30","25","[c]","[c]"
"In post","2022","Counter Fraud","Tax","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Tax","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2022","Counter Fraud","Tax","EO","Heterosexual / straight","225","200","28150","26820"
"In post","2022","Counter Fraud","Tax","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Tax","EO","Undeclared","35","30","29160","28920"
"In post","2022","Counter Fraud","Tax","EO","Unknown","135","125","28320","26820"
"In post","2022","Counter Fraud","Tax","G6/G7","Heterosexual / straight","370","355","59760","55210"
"In post","2022","Counter Fraud","Tax","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2022","Counter Fraud","Tax","G6/G7","Undeclared","80","75","61380","55410"
"In post","2022","Counter Fraud","Tax","G6/G7","Unknown","85","75","58790","55210"
"In post","2022","Counter Fraud","Tax","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Tax","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Tax","SEO/HEO","Heterosexual / straight","580","550","37230","37930"
"In post","2022","Counter Fraud","Tax","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Tax","SEO/HEO","Undeclared","85","80","37480","37930"
"In post","2022","Counter Fraud","Tax","SEO/HEO","Unknown","225","215","36730","35350"
"In post","2022","Counter Fraud","Unknown","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","EO","Heterosexual / straight","235","235","27800","26590"
"In post","2022","Counter Fraud","Unknown","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","EO","Undeclared","20","20","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","EO","Unknown","145","145","27740","26590"
"In post","2022","Counter Fraud","Unknown","G6/G7","Heterosexual / straight","50","50","57960","56520"
"In post","2022","Counter Fraud","Unknown","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","Heterosexual / straight","155","155","36140","35070"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Counter Fraud","Unknown","SEO/HEO","Unknown","70","70","36210","35590"
"In post","2022","Debt","Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","AA/AO","Heterosexual / straight","1165","1025","22010","21250"
"In post","2022","Debt","Operational Delivery","AA/AO","LGBO","80","75","21710","21250"
"In post","2022","Debt","Operational Delivery","AA/AO","Undeclared","185","155","22490","22080"
"In post","2022","Debt","Operational Delivery","AA/AO","Unknown","865","765","22070","21250"
"In post","2022","Debt","Operational Delivery","EO","Heterosexual / straight","445","405","27740","26820"
"In post","2022","Debt","Operational Delivery","EO","LGBO","40","35","27760","26820"
"In post","2022","Debt","Operational Delivery","EO","Undeclared","60","55","28890","28920"
"In post","2022","Debt","Operational Delivery","EO","Unknown","215","195","28420","26820"
"In post","2022","Debt","Operational Delivery","G6/G7","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Debt","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Operational Delivery","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2022","Debt","Operational Delivery","SEO/HEO","Heterosexual / straight","185","170","35850","33500"
"In post","2022","Debt","Operational Delivery","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Debt","Operational Delivery","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2022","Debt","Operational Delivery","SEO/HEO","Unknown","45","40","36500","33780"
"In post","2022","Debt","Other","AA/AO","Heterosexual / straight","1405","1185","21260","21260"
"In post","2022","Debt","Other","AA/AO","LGBO","85","80","21360","21260"
"In post","2022","Debt","Other","AA/AO","Undeclared","185","155","21190","21260"
"In post","2022","Debt","Other","AA/AO","Unknown","390","325","21320","21260"
"In post","2022","Debt","Other","EO","Heterosexual / straight","245","210","27670","27570"
"In post","2022","Debt","Other","EO","LGBO","20","20","[c]","[c]"
"In post","2022","Debt","Other","EO","Undeclared","30","25","[c]","[c]"
"In post","2022","Debt","Other","EO","Unknown","50","45","27730","27570"
"In post","2022","Debt","Other","SEO/HEO","Heterosexual / straight","75","65","32810","31990"
"In post","2022","Debt","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Other","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2022","Debt","Tax","AA/AO","Heterosexual / straight","345","335","21440","21250"
"In post","2022","Debt","Tax","AA/AO","LGBO","50","50","21420","21250"
"In post","2022","Debt","Tax","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2022","Debt","Tax","AA/AO","Unknown","350","335","21360","21250"
"In post","2022","Debt","Tax","EO","Heterosexual / straight","40","40","26600","26590"
"In post","2022","Debt","Tax","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Debt","Tax","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","EO","Unknown","30","30","27060","26700"
"In post","2022","Debt","Tax","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Tax","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","AA/AO","Heterosexual / straight","45","40","21380","21250"
"In post","2022","Debt","Unknown","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Debt","Unknown","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Debt","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","EO","Unknown","10","10","[c]","[c]"
"In post","2022","Debt","Unknown","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Debt","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Debt","Unknown","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Commercial","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Heterosexual / straight","430","415","21930","21300"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","LGBO","35","35","20640","21260"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Undeclared","55","55","21810","21600"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","AA/AO","Unknown","105","100","21740","21260"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","EO","Heterosexual / straight","2115","2020","27690","27380"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","EO","LGBO","145","140","27240","27040"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","EO","Undeclared","320","305","27930","27330"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","EO","Unknown","665","635","27880","27570"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Heterosexual / straight","3135","3080","57890","55340"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","LGBO","185","185","57980","55550"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Undeclared","435","425","58800","55820"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","G6/G7","Unknown","850","840","58560","56190"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","Heterosexual / straight","190","185","90670","85060"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SCS level","Unknown","35","35","90350","88040"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Heterosexual / straight","5675","5515","37670","36840"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","LGBO","355","350","36610","36050"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Undeclared","930","905","37910","37310"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","Unknown","1660","1630","37740","36840"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Heterosexual / straight","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Digital, Data and Technology","Unknown","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Finance","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","Heterosexual / straight","150","145","22190","21380"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","Undeclared","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","AA/AO","Unknown","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","EO","Heterosexual / straight","155","150","27080","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","EO","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","EO","Undeclared","35","30","27730","26670"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","EO","Unknown","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Heterosexual / straight","50","50","55800","54540"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","260","255","35720","34230"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Undeclared","65","60","35760","35040"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","EO","Heterosexual / straight","65","60","27370","26820"
"In post","2022","Digital, Data & Technology","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","EO","Undeclared","10","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","EO","Unknown","30","30","26310","26820"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6/G7","Heterosexual / straight","60","60","57050","55210"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","Heterosexual / straight","225","220","36730","36050"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Delivery","SEO/HEO","Unknown","60","55","36090","33370"
"In post","2022","Digital, Data & Technology","Operational Research","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","EO","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","G6/G7","Heterosexual / straight","60","60","57380","54550"
"In post","2022","Digital, Data & Technology","Policy","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SEO/HEO","Heterosexual / straight","75","75","34930","36500"
"In post","2022","Digital, Data & Technology","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Policy","SEO/HEO","Unknown","30","30","35640","36500"
"In post","2022","Digital, Data & Technology","Project Delivery","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","G6/G7","Heterosexual / straight","35","35","57200","54760"
"In post","2022","Digital, Data & Technology","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","Heterosexual / straight","100","90","35730","34290"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Project Delivery","SEO/HEO","Unknown","15","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","AA/AO","Heterosexual / straight","45","45","21320","21430"
"In post","2022","Digital, Data & Technology","Science and Engineering","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","EO","Heterosexual / straight","35","35","25320","24720"
"In post","2022","Digital, Data & Technology","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","EO","Undeclared","10","10","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","G6/G7","Heterosexual / straight","165","150","51680","48420"
"In post","2022","Digital, Data & Technology","Science and Engineering","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","G6/G7","Undeclared","40","35","53170","49650"
"In post","2022","Digital, Data & Technology","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","Heterosexual / straight","470","445","36820","38200"
"In post","2022","Digital, Data & Technology","Science and Engineering","SEO/HEO","LGBO","40","40","37340","39650"
