"Status","Year","Disability","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Planning Inspectors","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","London","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Policy","London","EO","80","80","29150","28650"
"In post","2022","Undeclared","Policy","London","G6/G7","520","510","59120","57320"
"In post","2022","Undeclared","Policy","London","SCS level","65","65","83220","77080"
"In post","2022","Undeclared","Policy","London","SEO/HEO","445","440","37260","36540"
"In post","2022","Undeclared","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","North East (England)","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Policy","North East (England)","SEO/HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Policy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","North West (England)","G6/G7","30","30","55090","54160"
"In post","2022","Undeclared","Policy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","North West (England)","SEO/HEO","45","45","35690","35900"
"In post","2022","Undeclared","Policy","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Northern Ireland","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","G6/G7","40","40","58030","56590"
"In post","2022","Undeclared","Policy","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Policy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","South East (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","South East (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Policy","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","South West (England)","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Policy","South West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Policy","Wales","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","Wales","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Policy","Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Wales","SEO/HEO","60","55","37950","38160"
"In post","2022","Undeclared","Policy","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","West Midlands (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Policy","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Policy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Yorkshire and The Humber","SEO/HEO","65","60","35260","36500"
"In post","2022","Undeclared","Project Delivery","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","East Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","East of England","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","East of England","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","G6/G7","65","65","62430","60980"
"In post","2022","Undeclared","Project Delivery","London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","SEO/HEO","65","65","40340","41750"
"In post","2022","Undeclared","Project Delivery","North East (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North East (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North East (England)","SEO/HEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North West (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North West (England)","G6/G7","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","North West (England)","SEO/HEO","40","40","36330","35310"
"In post","2022","Undeclared","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Scotland","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","South East (England)","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","South East (England)","SEO/HEO","45","45","38160","40000"
"In post","2022","Undeclared","Project Delivery","South West (England)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","South West (England)","G6/G7","60","60","55310","54540"
"In post","2022","Undeclared","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","South West (England)","SEO/HEO","130","125","37710","40000"
"In post","2022","Undeclared","Project Delivery","South West (England)","Unknown","30","30","47390","44390"
"In post","2022","Undeclared","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Wales","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Wales","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","West Midlands (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","West Midlands (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Yorkshire and The Humber","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Yorkshire and The Humber","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Property","East Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","East of England","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","East of England","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Property","London","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","London","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Property","London","G6/G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","SEO/HEO","45","40","42420","39910"
"In post","2022","Undeclared","Property","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","North East (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","North East (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","North West (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","North West (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","North West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Scotland","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","South East (England)","AA/AO","10","5","[c]","[c]"
"In post","2022","Undeclared","Property","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","South East (England)","SEO/HEO","35","30","40010","40290"
"In post","2022","Undeclared","Property","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","South West (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","South West (England)","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","South West (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","South West (England)","SEO/HEO","40","40","37530","36120"
"In post","2022","Undeclared","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Wales","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Wales","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","West Midlands (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Property","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","West Midlands (England)","G6/G7","10","5","[c]","[c]"
"In post","2022","Undeclared","Property","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Property","Yorkshire and The Humber","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Psychology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","East Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Psychology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","East of England","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","North East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Psychology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","South East (England)","SEO/HEO","15","10","[c]","[c]"
"In post","2022","Undeclared","Psychology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","South West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Psychology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East Midlands (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East of England","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East of England","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East of England","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","East of England","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North West (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","North West (England)","Unknown","10","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Scotland","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South East (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South East (England)","SEO/HEO","45","45","36470","34610"
"In post","2022","Undeclared","Science and Engineering","South West (England)","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South West (England)","EO","20","20","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","South West (England)","G6/G7","35","35","58830","57040"
"In post","2022","Undeclared","Science and Engineering","South West (England)","SEO/HEO","150","140","38530","39840"
"In post","2022","Undeclared","Science and Engineering","South West (England)","Unknown","45","45","45370","46460"
"In post","2022","Undeclared","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Wales","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Wales","EO","65","60","29620","29470"
"In post","2022","Undeclared","Science and Engineering","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Wales","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","West Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","West Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Yorkshire and The Humber","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","East Midlands (England)","AA/AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","East of England","AA/AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","East of England","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","East of England","SEO/HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","London","AA/AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Security","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","London","G6/G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","SEO/HEO","50","50","44100","43240"
"In post","2022","Undeclared","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","North East (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","North West (England)","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","North West (England)","G6/G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","North West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Northern Ireland","AA/AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Scotland","AA/AO","55","55","29880","25140"
"In post","2022","Undeclared","Security","Scotland","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","Scotland","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","South East (England)","AA/AO","105","105","31010","35200"
"In post","2022","Undeclared","Security","South East (England)","EO","35","35","39590","42100"
"In post","2022","Undeclared","Security","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","South East (England)","SEO/HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Security","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","South West (England)","AA/AO","80","80","26390","20740"
"In post","2022","Undeclared","Security","South West (England)","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","South West (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Wales","AA/AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","Wales","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","West Midlands (England)","AA/AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","West Midlands (England)","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Yorkshire and The Humber","AA/AO","40","40","31110","38750"
"In post","2022","Undeclared","Security","Yorkshire and The Humber","EO","20","15","[c]","[c]"
"In post","2022","Undeclared","Security","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Yorkshire and The Humber","SEO/HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","G6/G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","SEO/HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Social Research","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","South East (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Social Research","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
