"Status","Year","Parent_department","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Ministry of Defence","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SEO/HEO","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SEO/HEO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","EO","Heterosexual / straight","30","[c]","27830","28700"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Intelligence Analysis","SEO/HEO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","AA/AO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Knowledge and Information Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","AA/AO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","EO","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","G6/G7","Heterosexual / straight","30","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","G6/G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SEO/HEO","Heterosexual / straight","40","[c]","37570","39030"
"New entrant CS","2022","Ministry of Defence","Medicine","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Medicine","SEO/HEO","Unknown","35","[c]","38150","39030"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","AA/AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","SEO/HEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","Unknown","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Delivery","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Operational Research","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","AA/AO","Heterosexual / straight","295","[c]","20670","21170"
"New entrant CS","2022","Ministry of Defence","Other","AA/AO","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","AA/AO","Unknown","140","[c]","20670","21170"
"New entrant CS","2022","Ministry of Defence","Other","EO","Heterosexual / straight","200","[c]","24030","26350"
"New entrant CS","2022","Ministry of Defence","Other","EO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","EO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","EO","Unknown","105","[c]","22050","19460"
"New entrant CS","2022","Ministry of Defence","Other","G6/G7","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","G6/G7","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SEO/HEO","Heterosexual / straight","160","[c]","32940","33000"
"New entrant CS","2022","Ministry of Defence","Other","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SEO/HEO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","SEO/HEO","Unknown","90","[c]","33470","33000"
"New entrant CS","2022","Ministry of Defence","Other","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Other","Unknown","Unknown","155","[c]","20830","16190"
"New entrant CS","2022","Ministry of Defence","Policy","AA/AO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SEO/HEO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Policy","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","EO","Heterosexual / straight","80","[c]","24210","24750"
"New entrant CS","2022","Ministry of Defence","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","G6/G7","Heterosexual / straight","35","[c]","57820","54910"
"New entrant CS","2022","Ministry of Defence","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","G6/G7","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SEO/HEO","Heterosexual / straight","185","[c]","35800","36350"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SEO/HEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SEO/HEO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","SEO/HEO","Unknown","75","[c]","35270","34000"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Unknown","Heterosexual / straight","40","[c]","41140","38250"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Project Delivery","Unknown","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","AA/AO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","AA/AO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","EO","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","EO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","G6/G7","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","SEO/HEO","Heterosexual / straight","80","[c]","34950","33000"
"New entrant CS","2022","Ministry of Defence","Property","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Property","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Psychology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","AA/AO","Heterosexual / straight","35","[c]","19540","19570"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","AA/AO","LGBO","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","AA/AO","Unknown","65","[c]","18900","17790"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","EO","Heterosexual / straight","65","[c]","25860","26350"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","EO","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","EO","Unknown","80","[c]","20490","17140"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","G6/G7","Heterosexual / straight","35","[c]","55460","56000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","G6/G7","Unknown","30","[c]","53650","52000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","SEO/HEO","Heterosexual / straight","215","[c]","36360","33000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","SEO/HEO","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","SEO/HEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","SEO/HEO","Unknown","165","[c]","31790","29230"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","Unknown","Heterosexual / straight","70","[c]","36770","33000"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Science and Engineering","Unknown","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","AA/AO","Heterosexual / straight","225","[c]","25180","24540"
"New entrant CS","2022","Ministry of Defence","Security","AA/AO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","AA/AO","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","AA/AO","Unknown","210","[c]","25000","23540"
"New entrant CS","2022","Ministry of Defence","Security","EO","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","EO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","SEO/HEO","Heterosexual / straight","15","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","Unknown","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","AA/AO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Statistics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","EO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","SEO/HEO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","SEO/HEO","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","SEO/HEO","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Communications","SEO/HEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","EO","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","EO","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice","Digital, Data and Technology","EO","Unknown","5","[c]","[c]","[c]"
