"Status","Year","Region_ITL1","Responsibility_level_grouped","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","London","AA/AO","AO","Male","4315","4180","27710","25630"
"In post","2022","London","EO","EO","Female","12565","11745","30090","30370"
"In post","2022","London","EO","EO","Male","8560","8350","30350","30600"
"In post","2022","London","G6/G7","G6","Female","4535","4265","68740","66980"
"In post","2022","London","G6/G7","G6","Male","4550","4470","70100","68700"
"In post","2022","London","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","G6/G7","G7","Female","10420","9965","56290","54700"
"In post","2022","London","G6/G7","G7","Male","9820","9690","57290","56430"
"In post","2022","London","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","SCS level","SCS level","Female","2175","2060","88230","80000"
"In post","2022","London","SCS level","SCS level","Male","2305","2270","93910","84990"
"In post","2022","London","SEO/HEO","HEO","Female","11080","10760","35210","35050"
"In post","2022","London","SEO/HEO","HEO","Male","9415","9305","35810","35200"
"In post","2022","London","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","SEO/HEO","SEO","Female","7930","7675","42860","41970"
"In post","2022","London","SEO/HEO","SEO","Male","7160","7070","43490","42470"
"In post","2022","London","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","London","Unknown","Unknown","Female","1730","1640","34240","33700"
"In post","2022","London","Unknown","Unknown","Male","705","685","35710","33950"
"In post","2022","North East (England)","AA/AO","AA","Female","620","470","20750","21250"
"In post","2022","North East (England)","AA/AO","AA","Male","440","405","20620","20890"
"In post","2022","North East (England)","AA/AO","AO","Female","7485","6135","21770","21260"
"In post","2022","North East (England)","AA/AO","AO","Male","4660","4370","22800","21260"
"In post","2022","North East (England)","EO","EO","Female","5085","4490","27020","27570"
"In post","2022","North East (England)","EO","EO","Male","3345","3205","27280","27370"
"In post","2022","North East (England)","G6/G7","G6","Female","275","265","65800","66610"
"In post","2022","North East (England)","G6/G7","G6","Male","340","335","67470","67810"
"In post","2022","North East (England)","G6/G7","G7","Female","940","895","52950","52630"
"In post","2022","North East (England)","G6/G7","G7","Male","1160","1140","53690","54160"
"In post","2022","North East (England)","SCS level","SCS level","Female","65","65","83870","76190"
"In post","2022","North East (England)","SCS level","SCS level","Male","65","65","90190","84380"
"In post","2022","North East (England)","SEO/HEO","HEO","Female","2420","2275","32490","33080"
"In post","2022","North East (England)","SEO/HEO","HEO","Male","2055","1995","32930","33080"
"In post","2022","North East (England)","SEO/HEO","SEO","Female","1520","1430","39660","40180"
"In post","2022","North East (England)","SEO/HEO","SEO","Male","1445","1410","40350","40180"
"In post","2022","North East (England)","Unknown","Unknown","Female","910","855","29180","28200"
"In post","2022","North East (England)","Unknown","Unknown","Male","265","260","31200","28400"
"In post","2022","North West (England)","AA/AO","AA","Female","870","745","19930","19810"
"In post","2022","North West (England)","AA/AO","AA","Male","785","730","20350","20890"
"In post","2022","North West (England)","AA/AO","AO","Female","11565","9890","21690","21260"
"In post","2022","North West (England)","AA/AO","AO","Male","7720","7380","22740","21260"
"In post","2022","North West (England)","EO","EO","Female","11155","10030","26990","27570"
"In post","2022","North West (England)","EO","EO","Male","7920","7655","27320","27570"
"In post","2022","North West (England)","G6/G7","G6","Female","620","600","66530","66270"
"In post","2022","North West (England)","G6/G7","G6","Male","720","705","68300","67910"
"In post","2022","North West (England)","G6/G7","G7","Female","2145","2040","53370","52930"
"In post","2022","North West (England)","G6/G7","G7","Male","2100","2060","54500","54540"
"In post","2022","North West (England)","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","North West (England)","SCS level","SCS level","Female","140","140","85170","77400"
"In post","2022","North West (England)","SCS level","SCS level","Male","150","145","90280","83130"
"In post","2022","North West (England)","SEO/HEO","HEO","Female","4880","4585","32560","32900"
"In post","2022","North West (England)","SEO/HEO","HEO","Male","4315","4210","33220","33080"
"In post","2022","North West (England)","SEO/HEO","SEO","Female","3145","2990","39760","39850"
"In post","2022","North West (England)","SEO/HEO","SEO","Male","2810","2745","40730","40180"
"In post","2022","North West (England)","Unknown","Unknown","Female","2390","2230","29280","27140"
"In post","2022","North West (England)","Unknown","Unknown","Male","875","825","32210","29390"
"In post","2022","Northern Ireland","AA/AO","AA","Female","70","65","19940","20560"
"In post","2022","Northern Ireland","AA/AO","AA","Male","415","405","20240","20560"
"In post","2022","Northern Ireland","AA/AO","AO","Female","605","525","21710","21680"
"In post","2022","Northern Ireland","AA/AO","AO","Male","555","535","21820","21250"
"In post","2022","Northern Ireland","EO","EO","Female","570","525","26950","26820"
"In post","2022","Northern Ireland","EO","EO","Male","535","525","26910","26820"
"In post","2022","Northern Ireland","G6/G7","G6","Female","30","30","71050","67910"
"In post","2022","Northern Ireland","G6/G7","G6","Male","30","30","68990","67910"
"In post","2022","Northern Ireland","G6/G7","G7","Female","105","105","53730","55210"
"In post","2022","Northern Ireland","G6/G7","G7","Male","130","125","55080","55210"
"In post","2022","Northern Ireland","SCS level","SCS level","Female","10","10","[c]","[c]"
"In post","2022","Northern Ireland","SCS level","SCS level","Male","10","10","[c]","[c]"
"In post","2022","Northern Ireland","SEO/HEO","HEO","Female","400","385","33360","33080"
"In post","2022","Northern Ireland","SEO/HEO","HEO","Male","400","400","33790","33370"
"In post","2022","Northern Ireland","SEO/HEO","SEO","Female","190","185","39890","40180"
"In post","2022","Northern Ireland","SEO/HEO","SEO","Male","200","195","40570","40180"
"In post","2022","Northern Ireland","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2022","Northern Ireland","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","AA","Female","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","AA","Male","[c]","[c]","[c]","[c]"
"In post","2022","Overseas","AA/AO","AO","Female","40","40","22170","21680"
"In post","2022","Overseas","AA/AO","AO","Male","25","25","[c]","[c]"
"In post","2022","Overseas","EO","EO","Female","135","135","27770","27070"
"In post","2022","Overseas","EO","EO","Male","150","150","27640","27170"
"In post","2022","Overseas","G6/G7","G6","Female","185","185","66540","65050"
"In post","2022","Overseas","G6/G7","G6","Male","260","260","66750","65210"
"In post","2022","Overseas","G6/G7","G7","Female","370","365","55670","54670"
"In post","2022","Overseas","G6/G7","G7","Male","495","495","56230","54540"
"In post","2022","Overseas","SCS level","SCS level","Female","125","125","85600","76030"
"In post","2022","Overseas","SCS level","SCS level","Male","170","165","85280","76930"
"In post","2022","Overseas","SEO/HEO","HEO","Female","440","440","36570","34220"
"In post","2022","Overseas","SEO/HEO","HEO","Male","620","620","35790","34220"
"In post","2022","Overseas","SEO/HEO","SEO","Female","130","130","43200","40660"
"In post","2022","Overseas","SEO/HEO","SEO","Male","330","330","47790","42270"
"In post","2022","Overseas","Unknown","Unknown","Female","80","80","[c]","[c]"
"In post","2022","Overseas","Unknown","Unknown","Male","120","120","[c]","[c]"
"In post","2022","Scotland","AA/AO","AA","Female","1455","1310","21570","21050"
"In post","2022","Scotland","AA/AO","AA","Male","1540","1460","21340","21050"
"In post","2022","Scotland","AA/AO","AO","Female","7960","6895","22330","21260"
"In post","2022","Scotland","AA/AO","AO","Male","5920","5705","24140","21680"
"In post","2022","Scotland","EO","EO","Female","7920","7190","28150","27570"
"In post","2022","Scotland","EO","EO","Male","6450","6165","29390","27570"
"In post","2022","Scotland","G6/G7","G6","Female","920","870","71450","72030"
"In post","2022","Scotland","G6/G7","G6","Male","835","820","71860","70690"
"In post","2022","Scotland","G6/G7","G7","Female","1980","1875","56420","55210"
"In post","2022","Scotland","G6/G7","G7","Male","1675","1640","57140","55410"
"In post","2022","Scotland","SCS level","SCS level","Female","185","180","87330","83230"
"In post","2022","Scotland","SCS level","SCS level","Male","195","195","88390","83230"
"In post","2022","Scotland","SEO/HEO","HEO","Female","4230","4000","33780","33370"
"In post","2022","Scotland","SEO/HEO","HEO","Male","3865","3755","34930","33370"
"In post","2022","Scotland","SEO/HEO","SEO","Female","2995","2835","43800","41750"
"In post","2022","Scotland","SEO/HEO","SEO","Male","2790","2705","45160","43000"
"In post","2022","Scotland","Unknown","Unknown","Female","35","35","33590","26670"
"In post","2022","Scotland","Unknown","Unknown","Male","65","65","44150","44000"
"In post","2022","South East (England)","AA/AO","AA","Female","1195","990","20710","19860"
"In post","2022","South East (England)","AA/AO","AA","Male","1300","1220","20720","19810"
"In post","2022","South East (England)","AA/AO","AO","Female","5700","5005","23660","21830"
"In post","2022","South East (England)","AA/AO","AO","Male","5340","5075","27070","25700"
"In post","2022","South East (England)","EO","EO","Female","6695","6015","27880","27570"
"In post","2022","South East (England)","EO","EO","Male","5750","5510","28590","27570"
"In post","2022","South East (England)","G6/G7","G6","Female","320","300","71030","67870"
"In post","2022","South East (England)","G6/G7","G6","Male","450","430","70440","67770"
"In post","2022","South East (England)","G6/G7","G7","Female","1260","1180","54750","53500"
"In post","2022","South East (England)","G6/G7","G7","Male","1720","1665","55140","54400"
"In post","2022","South East (England)","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","SCS level","SCS level","Female","105","95","93060","92090"
"In post","2022","South East (England)","SCS level","SCS level","Male","105","100","96630","93860"
"In post","2022","South East (England)","SEO/HEO","HEO","Female","3180","2995","33360","33300"
"In post","2022","South East (England)","SEO/HEO","HEO","Male","3095","3005","34330","33300"
"In post","2022","South East (England)","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","South East (England)","SEO/HEO","SEO","Female","1955","1845","41480","40520"
"In post","2022","South East (England)","SEO/HEO","SEO","Male","2190","2135","42510","40580"
"In post","2022","South East (England)","Unknown","Unknown","Female","1710","1560","29750","28200"
"In post","2022","South East (England)","Unknown","Unknown","Male","560","525","30270","27720"
"In post","2022","South West (England)","AA/AO","AA","Female","620","560","19870","19810"
"In post","2022","South West (England)","AA/AO","AA","Male","1045","1010","20250","19810"
"In post","2022","South West (England)","AA/AO","AO","Female","4280","3715","22030","21260"
"In post","2022","South West (England)","AA/AO","AO","Male","3285","3165","24440","22040"
"In post","2022","South West (England)","EO","EO","Female","5485","4870","26580","27130"
"In post","2022","South West (England)","EO","EO","Male","4675","4515","27010","27130"
"In post","2022","South West (England)","G6/G7","G6","Female","565","530","67210","65340"
"In post","2022","South West (England)","G6/G7","G6","Male","1005","970","68120","67150"
"In post","2022","South West (England)","G6/G7","G7","Female","2035","1915","52080","50430"
"In post","2022","South West (England)","G6/G7","G7","Male","3045","2980","52900","53100"
"In post","2022","South West (England)","SCS level","SCS level","Female","120","120","93370","88620"
"In post","2022","South West (England)","SCS level","SCS level","Male","220","215","99640","91090"
"In post","2022","South West (England)","SEO/HEO","HEO","Female","4300","3990","31910","32730"
"In post","2022","South West (England)","SEO/HEO","HEO","Male","4705","4600","32740","33000"
"In post","2022","South West (England)","SEO/HEO","SEO","Female","3290","3075","40170","40000"
"In post","2022","South West (England)","SEO/HEO","SEO","Male","4830","4710","41260","40580"
"In post","2022","South West (England)","Unknown","Unknown","Female","1640","1490","31700","28900"
"In post","2022","South West (England)","Unknown","Unknown","Male","1565","1535","39180","36810"
"In post","2022","Unknown","AA/AO","AA","Female","10","10","[c]","[c]"
"In post","2022","Unknown","AA/AO","AA","Male","10","10","[c]","[c]"
"In post","2022","Unknown","AA/AO","AO","Female","135","115","22750","21380"
"In post","2022","Unknown","AA/AO","AO","Male","50","45","22300","21260"
"In post","2022","Unknown","EO","EO","Female","265","245","28560","27570"
"In post","2022","Unknown","EO","EO","Male","175","170","27890","27570"
"In post","2022","Unknown","G6/G7","G6","Female","20","20","[c]","[c]"
"In post","2022","Unknown","G6/G7","G6","Male","15","15","[c]","[c]"
"In post","2022","Unknown","G6/G7","G7","Female","65","60","53240","53000"
"In post","2022","Unknown","G6/G7","G7","Male","65","65","54880","54000"
"In post","2022","Unknown","SCS level","SCS level","Female","10","5","[c]","[c]"
"In post","2022","Unknown","SCS level","SCS level","Male","15","15","[c]","[c]"
"In post","2022","Unknown","SEO/HEO","HEO","Female","270","265","32820","32000"
"In post","2022","Unknown","SEO/HEO","HEO","Male","215","215","33440","32000"
"In post","2022","Unknown","SEO/HEO","SEO","Female","50","45","40650","40250"
"In post","2022","Unknown","SEO/HEO","SEO","Male","60","60","40940","40600"
"In post","2022","Unknown","Unknown","Unknown","Female","210","205","32530","30780"
"In post","2022","Unknown","Unknown","Unknown","Male","1680","1675","37530","33600"
"In post","2022","Wales","AA/AO","AA","Female","1030","795","18730","18310"
"In post","2022","Wales","AA/AO","AA","Male","820","770","19510","18310"
"In post","2022","Wales","AA/AO","AO","Female","6655","5685","21850","21840"
"In post","2022","Wales","AA/AO","AO","Male","4085","3915","22570","21840"
"In post","2022","Wales","EO","EO","Female","5630","5080","27050","27570"
"In post","2022","Wales","EO","EO","Male","4100","3970","27520","27460"
"In post","2022","Wales","EO","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","G6/G7","G6","Female","360","340","69700","67910"
"In post","2022","Wales","G6/G7","G6","Male","460","445","69640","67910"
"In post","2022","Wales","G6/G7","G7","Female","1390","1310","55290","54600"
"In post","2022","Wales","G6/G7","G7","Male","1475","1440","56590","55610"
"In post","2022","Wales","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SCS level","SCS level","Female","130","125","83450","78460"
"In post","2022","Wales","SCS level","SCS level","Male","195","185","88150","79950"
"In post","2022","Wales","SEO/HEO","HEO","Female","3255","3045","33710","33190"
"In post","2022","Wales","SEO/HEO","HEO","Male","2610","2540","33950","33370"
"In post","2022","Wales","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","SEO/HEO","SEO","Female","2185","2060","42030","40520"
"In post","2022","Wales","SEO/HEO","SEO","Male","2075","2030","42660","41420"
"In post","2022","Wales","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Wales","Unknown","Unknown","Female","1080","1010","29030","26820"
"In post","2022","Wales","Unknown","Unknown","Male","355","340","30510","28760"
"In post","2022","West Midlands (England)","AA/AO","AA","Female","590","520","20160","20480"
"In post","2022","West Midlands (England)","AA/AO","AA","Male","610","580","20350","20310"
"In post","2022","West Midlands (England)","AA/AO","AO","Female","5475","4745","21830","21260"
"In post","2022","West Midlands (England)","AA/AO","AO","Male","3655","3515","23690","21300"
"In post","2022","West Midlands (England)","EO","EO","Female","5730","5135","27110","27570"
"In post","2022","West Midlands (England)","EO","EO","Male","4125","3990","27610","27570"
"In post","2022","West Midlands (England)","G6/G7","G6","Female","345","330","67870","66610"
"In post","2022","West Midlands (England)","G6/G7","G6","Male","340","330","69280","67910"
"In post","2022","West Midlands (England)","G6/G7","G7","Female","1140","1090","53240","52030"
"In post","2022","West Midlands (England)","G6/G7","G7","Male","1035","1020","54360","54200"
"In post","2022","West Midlands (England)","SCS level","SCS level","Female","100","95","94140","85570"
"In post","2022","West Midlands (England)","SCS level","SCS level","Male","115","110","99940","90200"
"In post","2022","West Midlands (England)","SEO/HEO","HEO","Female","2530","2385","32650","33000"
"In post","2022","West Midlands (England)","SEO/HEO","HEO","Male","2185","2130","33450","33300"
"In post","2022","West Midlands (England)","SEO/HEO","SEO","Female","1690","1600","40470","40180"
"In post","2022","West Midlands (England)","SEO/HEO","SEO","Male","1405","1380","41440","40520"
"In post","2022","West Midlands (England)","Unknown","Unknown","Female","1565","1430","29100","28200"
"In post","2022","West Midlands (England)","Unknown","Unknown","Male","525","480","30690","28200"
"In post","2022","Yorkshire and The Humber","AA/AO","AA","Female","615","550","20370","20890"
"In post","2022","Yorkshire and The Humber","AA/AO","AA","Male","665","630","20370","20890"
"In post","2022","Yorkshire and The Humber","AA/AO","AO","Female","5425","4605","22190","21260"
"In post","2022","Yorkshire and The Humber","AA/AO","AO","Male","4580","4375","24210","21680"
"In post","2022","Yorkshire and The Humber","EO","EO","Female","6105","5410","27030","27570"
"In post","2022","Yorkshire and The Humber","EO","EO","Male","4890","4710","27620","27380"
"In post","2022","Yorkshire and The Humber","G6/G7","G6","Female","580","550","65390","63260"
"In post","2022","Yorkshire and The Humber","G6/G7","G6","Male","585","570","66400","65310"
"In post","2022","Yorkshire and The Humber","G6/G7","G7","Female","1735","1635","52750","50630"
"In post","2022","Yorkshire and The Humber","G6/G7","G7","Male","1610","1580","53820","52150"
"In post","2022","Yorkshire and The Humber","SCS level","SCS level","Female","135","130","85090","77800"
"In post","2022","Yorkshire and The Humber","SCS level","SCS level","Male","155","150","85640","77630"
"In post","2022","Yorkshire and The Humber","SEO/HEO","HEO","Female","3205","2985","32360","31990"
"In post","2022","Yorkshire and The Humber","SEO/HEO","HEO","Male","2735","2655","33070","33080"
"In post","2022","Yorkshire and The Humber","SEO/HEO","SEO","Female","2195","2070","39300","37710"
"In post","2022","Yorkshire and The Humber","SEO/HEO","SEO","Male","1930","1885","40270","38650"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","Female","1595","1450","29580","28200"
"In post","2022","Yorkshire and The Humber","Unknown","Unknown","Male","500","470","30450","28200"
"Leaver CS","2022","East Midlands (England)","AA/AO","AA","Female","100","[c]","18860","19050"
"Leaver CS","2022","East Midlands (England)","AA/AO","AA","Male","85","[c]","19040","19010"
"Leaver CS","2022","East Midlands (England)","AA/AO","AO","Female","550","[c]","20910","21010"
"Leaver CS","2022","East Midlands (England)","AA/AO","AO","Male","425","[c]","21440","21260"
"Leaver CS","2022","East Midlands (England)","EO","EO","Female","335","[c]","27240","27570"
"Leaver CS","2022","East Midlands (England)","EO","EO","Male","245","[c]","27360","27570"
"Leaver CS","2022","East Midlands (England)","G6/G7","G6","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","G6","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","G7","Female","25","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","G6/G7","G7","Male","40","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS level","SCS level","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SCS level","SCS level","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","HEO","Female","80","[c]","33250","33840"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","HEO","Male","90","[c]","33420","33300"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","SEO","Female","85","[c]","42160","40580"
"Leaver CS","2022","East Midlands (England)","SEO/HEO","SEO","Male","60","[c]","43030","42150"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","Female","90","[c]","[c]","[c]"
"Leaver CS","2022","East Midlands (England)","Unknown","Unknown","Male","30","[c]","[c]","[c]"
"Leaver CS","2022","East of England","AA/AO","AA","Female","110","[c]","18860","19010"
"Leaver CS","2022","East of England","AA/AO","AA","Male","120","[c]","19020","19120"
"Leaver CS","2022","East of England","AA/AO","AO","Female","460","[c]","21900","21300"
"Leaver CS","2022","East of England","AA/AO","AO","Male","475","[c]","23390","21430"
"Leaver CS","2022","East of England","EO","EO","Female","390","[c]","28010","27570"
"Leaver CS","2022","East of England","EO","EO","Male","345","[c]","28360","27570"
"Leaver CS","2022","East of England","G6/G7","G6","Female","20","[c]","[c]","[c]"
"Leaver CS","2022","East of England","G6/G7","G6","Male","25","[c]","[c]","[c]"
"Leaver CS","2022","East of England","G6/G7","G7","Female","55","[c]","56220","54250"
"Leaver CS","2022","East of England","G6/G7","G7","Male","55","[c]","58570","54770"
"Leaver CS","2022","East of England","SCS level","SCS level","Female","10","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","East of England","SEO/HEO","HEO","Female","100","[c]","33180","33090"
"Leaver CS","2022","East of England","SEO/HEO","HEO","Male","140","[c]","35000","33270"
"Leaver CS","2022","East of England","SEO/HEO","SEO","Female","100","[c]","40960","40070"
"Leaver CS","2022","East of England","SEO/HEO","SEO","Male","85","[c]","42650","40580"
"Leaver CS","2022","East of England","Unknown","Unknown","Female","140","[c]","[c]","[c]"
"Leaver CS","2022","East of England","Unknown","Unknown","Male","45","[c]","[c]","[c]"
"Leaver CS","2022","London","AA/AO","AA","Female","185","[c]","20690","21650"
"Leaver CS","2022","London","AA/AO","AA","Male","140","[c]","21040","21650"
"Leaver CS","2022","London","AA/AO","AO","Female","805","[c]","23630","23720"
"Leaver CS","2022","London","AA/AO","AO","Male","640","[c]","24190","23780"
"Leaver CS","2022","London","EO","EO","Female","1330","[c]","29270","30330"
"Leaver CS","2022","London","EO","EO","Male","870","[c]","29780","30780"
"Leaver CS","2022","London","G6/G7","G6","Female","300","[c]","68900","67240"
"Leaver CS","2022","London","G6/G7","G6","Male","330","[c]","70310","68700"
"Leaver CS","2022","London","G6/G7","G7","Female","735","[c]","55210","54250"
"Leaver CS","2022","London","G6/G7","G7","Male","710","[c]","56860","55000"
"Leaver CS","2022","London","SCS level","SCS level","Female","190","[c]","96830","92340"
"Leaver CS","2022","London","SCS level","SCS level","Male","240","[c]","98870","93000"
"Leaver CS","2022","London","SEO/HEO","HEO","Female","900","[c]","33940","34020"
"Leaver CS","2022","London","SEO/HEO","HEO","Male","770","[c]","35000","34710"
"Leaver CS","2022","London","SEO/HEO","HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","SEO/HEO","SEO","Female","645","[c]","41720","41000"
"Leaver CS","2022","London","SEO/HEO","SEO","Male","520","[c]","42680","41970"
"Leaver CS","2022","London","SEO/HEO","SEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","Female","235","[c]","[c]","[c]"
"Leaver CS","2022","London","Unknown","Unknown","Male","85","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","AA/AO","AA","Female","95","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","AA/AO","AA","Male","55","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","AA/AO","AO","Female","825","[c]","21210","21260"
"Leaver CS","2022","North East (England)","AA/AO","AO","Male","560","[c]","21230","21260"
"Leaver CS","2022","North East (England)","EO","EO","Female","290","[c]","26970","27570"
"Leaver CS","2022","North East (England)","EO","EO","Male","200","[c]","26760","27570"
"Leaver CS","2022","North East (England)","G6/G7","G6","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","G6/G7","G6","Male","10","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","G6/G7","G7","Female","60","[c]","53200","53050"
"Leaver CS","2022","North East (England)","G6/G7","G7","Male","40","[c]","56390","56230"
"Leaver CS","2022","North East (England)","SCS level","SCS level","Female","5","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS level","SCS level","Male","5","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","SEO/HEO","HEO","Female","110","[c]","32790","33090"
"Leaver CS","2022","North East (England)","SEO/HEO","HEO","Male","80","[c]","32730","32780"
"Leaver CS","2022","North East (England)","SEO/HEO","SEO","Female","75","[c]","40340","39850"
"Leaver CS","2022","North East (England)","SEO/HEO","SEO","Male","55","[c]","40660","39510"
"Leaver CS","2022","North East (England)","Unknown","Unknown","Female","40","[c]","[c]","[c]"
"Leaver CS","2022","North East (England)","Unknown","Unknown","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","AA/AO","AA","Female","105","[c]","18320","18240"
"Leaver CS","2022","North West (England)","AA/AO","AA","Male","115","[c]","18750","19200"
"Leaver CS","2022","North West (England)","AA/AO","AO","Female","1125","[c]","21120","21260"
"Leaver CS","2022","North West (England)","AA/AO","AO","Male","905","[c]","21340","21260"
"Leaver CS","2022","North West (England)","EO","EO","Female","695","[c]","26820","27570"
"Leaver CS","2022","North West (England)","EO","EO","Male","485","[c]","27050","27570"
"Leaver CS","2022","North West (England)","G6/G7","G6","Female","35","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","G6/G7","G6","Male","60","[c]","72760","71150"
"Leaver CS","2022","North West (England)","G6/G7","G7","Female","110","[c]","54260","52070"
"Leaver CS","2022","North West (England)","G6/G7","G7","Male","95","[c]","57450","56550"
"Leaver CS","2022","North West (England)","SCS level","SCS level","Female","15","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SCS level","SCS level","Male","15","[c]","[c]","[c]"
"Leaver CS","2022","North West (England)","SEO/HEO","HEO","Female","190","[c]","32800","32510"
"Leaver CS","2022","North West (England)","SEO/HEO","HEO","Male","175","[c]","33100","32010"
