"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","60-64","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Undeclared","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G6","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","White","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2022","60-64","White","AO","50","[c]","21790","21680"
"Leaver Dept.","2022","60-64","White","EO","75","[c]","26760","27570"
"Leaver Dept.","2022","60-64","White","G6","50","[c]","71370","70000"
"Leaver Dept.","2022","60-64","White","G7","60","[c]","54140","54020"
"Leaver Dept.","2022","60-64","White","HEO","60","[c]","33690","33800"
"Leaver Dept.","2022","60-64","White","SCS level","50","[c]","121490","114000"
"Leaver Dept.","2022","60-64","White","SEO","60","[c]","40380","40060"
"Leaver Dept.","2022","60-64","White","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Undeclared","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","AO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","EO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","G6","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","G7","25","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","HEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","SCS level","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","SEO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","65+","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Asian","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Mixed","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Undeclared","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","White","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Asian","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Asian","AO","55","[c]","21700","21260"
"New entrant CS","2022","16-19","Asian","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Asian","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","AO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","AO","15","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","EO","5","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Undeclared","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","AA","100","[c]","19860","20890"
"New entrant CS","2022","16-19","Unknown","AO","195","[c]","22310","21300"
"New entrant CS","2022","16-19","Unknown","EO","95","[c]","21890","23850"
"New entrant CS","2022","16-19","Unknown","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","Unknown","Unknown","30","[c]","[c]","[c]"
"New entrant CS","2022","16-19","White","AA","90","[c]","19260","19380"
"New entrant CS","2022","16-19","White","AO","290","[c]","22080","21260"
"New entrant CS","2022","16-19","White","EO","80","[c]","23910","24570"
"New entrant CS","2022","16-19","White","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Asian","AA","65","[c]","20300","20920"
"New entrant CS","2022","20-29","Asian","AO","870","[c]","21930","21260"
"New entrant CS","2022","20-29","Asian","EO","910","[c]","27690","27570"
"New entrant CS","2022","20-29","Asian","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Asian","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Asian","HEO","385","[c]","33200","33080"
"New entrant CS","2022","20-29","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Asian","SEO","95","[c]","39880","40070"
"New entrant CS","2022","20-29","Asian","Unknown","75","[c]","24000","23170"
"New entrant CS","2022","20-29","Black","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","AO","255","[c]","23100","21260"
"New entrant CS","2022","20-29","Black","EO","390","[c]","28170","27570"
"New entrant CS","2022","20-29","Black","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","HEO","135","[c]","33500","33080"
"New entrant CS","2022","20-29","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","SEO","30","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Black","Unknown","75","[c]","25180","26150"
"New entrant CS","2022","20-29","Mixed","AA","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","AO","270","[c]","22720","21260"
"New entrant CS","2022","20-29","Mixed","EO","270","[c]","27190","27230"
"New entrant CS","2022","20-29","Mixed","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","HEO","165","[c]","32680","32790"
"New entrant CS","2022","20-29","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Mixed","SEO","35","[c]","39390","39600"
"New entrant CS","2022","20-29","Mixed","Unknown","60","[c]","23380","23170"
"New entrant CS","2022","20-29","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","AO","75","[c]","23670","21840"
"New entrant CS","2022","20-29","Other ethnicity","EO","70","[c]","27870","27570"
"New entrant CS","2022","20-29","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","HEO","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Other ethnicity","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","AO","90","[c]","22410","21280"
"New entrant CS","2022","20-29","Undeclared","EO","80","[c]","26990","27500"
"New entrant CS","2022","20-29","Undeclared","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","HEO","65","[c]","32020","32600"
"New entrant CS","2022","20-29","Undeclared","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Undeclared","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","AA","680","[c]","20740","20890"
"New entrant CS","2022","20-29","Unknown","AO","3290","[c]","22410","21300"
"New entrant CS","2022","20-29","Unknown","EO","2145","[c]","26610","26590"
"New entrant CS","2022","20-29","Unknown","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","G7","135","[c]","53800","53360"
"New entrant CS","2022","20-29","Unknown","HEO","1700","[c]","30840","30730"
"New entrant CS","2022","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","Unknown","SEO","310","[c]","40330","40180"
"New entrant CS","2022","20-29","Unknown","Unknown","830","[c]","23610","23170"
"New entrant CS","2022","20-29","White","AA","820","[c]","20390","20890"
"New entrant CS","2022","20-29","White","AO","5170","[c]","22250","21260"
"New entrant CS","2022","20-29","White","EO","3575","[c]","26640","26670"
"New entrant CS","2022","20-29","White","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","20-29","White","G7","255","[c]","53010","52880"
"New entrant CS","2022","20-29","White","HEO","2610","[c]","32130","32330"
"New entrant CS","2022","20-29","White","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","20-29","White","SEO","645","[c]","39450","39600"
"New entrant CS","2022","20-29","White","Unknown","1085","[c]","23880","23170"
"New entrant CS","2022","30-39","Asian","AA","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Asian","AO","355","[c]","22110","21260"
"New entrant CS","2022","30-39","Asian","EO","455","[c]","27850","27570"
"New entrant CS","2022","30-39","Asian","G6","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Asian","G7","115","[c]","53700","52760"
"New entrant CS","2022","30-39","Asian","HEO","230","[c]","33130","33080"
"New entrant CS","2022","30-39","Asian","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Asian","SEO","160","[c]","40310","40070"
"New entrant CS","2022","30-39","Asian","Unknown","65","[c]","26630","24090"
"New entrant CS","2022","30-39","Black","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Black","AO","175","[c]","23350","21260"
"New entrant CS","2022","30-39","Black","EO","235","[c]","28280","27570"
"New entrant CS","2022","30-39","Black","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Black","G7","40","[c]","52710","51730"
"New entrant CS","2022","30-39","Black","HEO","110","[c]","33120","33080"
"New entrant CS","2022","30-39","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Black","SEO","90","[c]","39810","40050"
"New entrant CS","2022","30-39","Black","Unknown","80","[c]","27390","27060"
"New entrant CS","2022","30-39","Mixed","AA","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Mixed","AO","105","[c]","22790","21260"
"New entrant CS","2022","30-39","Mixed","EO","100","[c]","27470","27570"
"New entrant CS","2022","30-39","Mixed","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Mixed","G7","30","[c]","53500","53380"
"New entrant CS","2022","30-39","Mixed","HEO","70","[c]","33490","33080"
"New entrant CS","2022","30-39","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Mixed","SEO","35","[c]","40110","40000"
"New entrant CS","2022","30-39","Mixed","Unknown","65","[c]","28430","24890"
"New entrant CS","2022","30-39","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","EO","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","G7","10","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Other ethnicity","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","AO","60","[c]","22400","21260"
"New entrant CS","2022","30-39","Undeclared","EO","65","[c]","27510","27570"
"New entrant CS","2022","30-39","Undeclared","G6","5","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","HEO","45","[c]","32590","32640"
"New entrant CS","2022","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Undeclared","SEO","40","[c]","39740","39740"
"New entrant CS","2022","30-39","Undeclared","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","AA","295","[c]","21230","20950"
"New entrant CS","2022","30-39","Unknown","AO","1485","[c]","22570","21300"
"New entrant CS","2022","30-39","Unknown","EO","1050","[c]","26940","27020"
"New entrant CS","2022","30-39","Unknown","G6","90","[c]","68830","65440"
"New entrant CS","2022","30-39","Unknown","G7","355","[c]","56190","54500"
"New entrant CS","2022","30-39","Unknown","HEO","605","[c]","32490","32790"
"New entrant CS","2022","30-39","Unknown","SCS level","20","[c]","[c]","[c]"
"New entrant CS","2022","30-39","Unknown","SEO","465","[c]","40000","40000"
"New entrant CS","2022","30-39","Unknown","Unknown","795","[c]","26570","24800"
"New entrant CS","2022","30-39","White","AA","355","[c]","20740","20890"
"New entrant CS","2022","30-39","White","AO","2325","[c]","22360","21260"
"New entrant CS","2022","30-39","White","EO","1975","[c]","27010","27230"
"New entrant CS","2022","30-39","White","G6","135","[c]","67310","65390"
"New entrant CS","2022","30-39","White","G7","770","[c]","52380","52000"
"New entrant CS","2022","30-39","White","HEO","1400","[c]","32450","32380"
"New entrant CS","2022","30-39","White","SCS level","45","[c]","85390","84560"
"New entrant CS","2022","30-39","White","SEO","1015","[c]","40090","39660"
"New entrant CS","2022","30-39","White","Unknown","915","[c]","27500","24800"
"New entrant CS","2022","40-49","Asian","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Asian","AO","175","[c]","22170","21260"
"New entrant CS","2022","40-49","Asian","EO","235","[c]","27590","27570"
"New entrant CS","2022","40-49","Asian","G6","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Asian","G7","90","[c]","54970","53050"
"New entrant CS","2022","40-49","Asian","HEO","120","[c]","33410","33080"
"New entrant CS","2022","40-49","Asian","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Asian","SEO","90","[c]","40950","40070"
"New entrant CS","2022","40-49","Asian","Unknown","70","[c]","29610","27980"
"New entrant CS","2022","40-49","Black","AA","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Black","AO","115","[c]","23370","21260"
"New entrant CS","2022","40-49","Black","EO","125","[c]","28210","27570"
"New entrant CS","2022","40-49","Black","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Black","G7","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Black","HEO","70","[c]","33360","33080"
"New entrant CS","2022","40-49","Black","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Black","SEO","70","[c]","41230","40070"
"New entrant CS","2022","40-49","Black","Unknown","90","[c]","31730","29940"
"New entrant CS","2022","40-49","Mixed","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","AO","40","[c]","22310","21260"
"New entrant CS","2022","40-49","Mixed","EO","55","[c]","27820","27570"
"New entrant CS","2022","40-49","Mixed","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","G7","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","SEO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Mixed","Unknown","35","[c]","32150","28200"
"New entrant CS","2022","40-49","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","AO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","EO","15","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","HEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","SEO","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Other ethnicity","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AA","5","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","AO","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","EO","45","[c]","27780","27570"
"New entrant CS","2022","40-49","Undeclared","G6","10","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","G7","30","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","HEO","20","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","SEO","25","[c]","[c]","[c]"
"New entrant CS","2022","40-49","Undeclared","Unknown","35","[c]","30950","28200"
"New entrant CS","2022","40-49","Unknown","AA","205","[c]","20950","20890"
"New entrant CS","2022","40-49","Unknown","AO","760","[c]","22340","21300"
"New entrant CS","2022","40-49","Unknown","EO","595","[c]","27040","26820"
"New entrant CS","2022","40-49","Unknown","G6","110","[c]","70660","66230"
"New entrant CS","2022","40-49","Unknown","G7","280","[c]","55580","53360"
"New entrant CS","2022","40-49","Unknown","HEO","330","[c]","32510","32410"
