"Status","Year","Age","Ethnicity","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Unknown","White","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Undeclared","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","AO","45","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","AO","65","[c]","21500","21260"
"Leaver CS","2022","16-19","White","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","16-19","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AA","45","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","AO","340","[c]","21810","21260"
"Leaver CS","2022","20-29","Asian","EO","270","[c]","27810","27570"
"Leaver CS","2022","20-29","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","HEO","100","[c]","33280","33100"
"Leaver CS","2022","20-29","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Asian","SEO","40","[c]","40420","40530"
"Leaver CS","2022","20-29","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","AO","145","[c]","22870","22680"
"Leaver CS","2022","20-29","Black","EO","180","[c]","28850","29290"
"Leaver CS","2022","20-29","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","HEO","55","[c]","33670","33570"
"Leaver CS","2022","20-29","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Black","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AA","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","AO","140","[c]","21760","21260"
"Leaver CS","2022","20-29","Mixed","EO","105","[c]","27420","27570"
"Leaver CS","2022","20-29","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","HEO","50","[c]","33430","33670"
"Leaver CS","2022","20-29","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Mixed","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","AO","95","[c]","21210","20970"
"Leaver CS","2022","20-29","Undeclared","EO","45","[c]","26380","26880"
"Leaver CS","2022","20-29","Undeclared","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","HEO","45","[c]","32330","32540"
"Leaver CS","2022","20-29","Undeclared","SEO","25","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Undeclared","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","AA","295","[c]","19670","19060"
"Leaver CS","2022","20-29","Unknown","AO","1540","[c]","21750","21260"
"Leaver CS","2022","20-29","Unknown","EO","685","[c]","25940","27270"
"Leaver CS","2022","20-29","Unknown","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","G7","70","[c]","53560","53360"
"Leaver CS","2022","20-29","Unknown","HEO","435","[c]","32340","32300"
"Leaver CS","2022","20-29","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","Unknown","SEO","105","[c]","40440","40600"
"Leaver CS","2022","20-29","Unknown","Unknown","265","[c]","27590","28980"
"Leaver CS","2022","20-29","White","AA","375","[c]","19400","19050"
"Leaver CS","2022","20-29","White","AO","2505","[c]","21660","21260"
"Leaver CS","2022","20-29","White","EO","1220","[c]","26520","27570"
"Leaver CS","2022","20-29","White","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","G7","120","[c]","53550","53420"
"Leaver CS","2022","20-29","White","HEO","640","[c]","32160","32330"
"Leaver CS","2022","20-29","White","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","20-29","White","SEO","240","[c]","39730","40050"
"Leaver CS","2022","20-29","White","Unknown","240","[c]","27290","26220"
"Leaver CS","2022","30-39","Asian","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","AO","135","[c]","22140","21360"
"Leaver CS","2022","30-39","Asian","EO","175","[c]","28100","27570"
"Leaver CS","2022","30-39","Asian","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","G7","65","[c]","55560","54250"
"Leaver CS","2022","30-39","Asian","HEO","100","[c]","33240","33000"
"Leaver CS","2022","30-39","Asian","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Asian","SEO","80","[c]","39750","40000"
"Leaver CS","2022","30-39","Asian","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","AO","85","[c]","22320","21760"
"Leaver CS","2022","30-39","Black","EO","105","[c]","28990","29290"
"Leaver CS","2022","30-39","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","HEO","55","[c]","32860","32330"
"Leaver CS","2022","30-39","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Black","SEO","45","[c]","40390","40070"
"Leaver CS","2022","30-39","Black","Unknown","30","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","AO","50","[c]","22440","21260"
"Leaver CS","2022","30-39","Mixed","EO","65","[c]","28430","27570"
"Leaver CS","2022","30-39","Mixed","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","HEO","35","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Mixed","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","EO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","AO","60","[c]","23340","21260"
"Leaver CS","2022","30-39","Undeclared","EO","50","[c]","27670","27570"
"Leaver CS","2022","30-39","Undeclared","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","G7","50","[c]","54880","54400"
"Leaver CS","2022","30-39","Undeclared","HEO","45","[c]","33300","32540"
"Leaver CS","2022","30-39","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Undeclared","SEO","45","[c]","41240","40670"
"Leaver CS","2022","30-39","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","AA","115","[c]","19860","19200"
"Leaver CS","2022","30-39","Unknown","AO","680","[c]","22230","21260"
"Leaver CS","2022","30-39","Unknown","EO","380","[c]","27750","27570"
"Leaver CS","2022","30-39","Unknown","G6","50","[c]","70720","66440"
"Leaver CS","2022","30-39","Unknown","G7","180","[c]","55080","54230"
"Leaver CS","2022","30-39","Unknown","HEO","215","[c]","33640","33300"
"Leaver CS","2022","30-39","Unknown","SCS level","20","[c]","[c]","[c]"
"Leaver CS","2022","30-39","Unknown","SEO","180","[c]","41030","40650"
"Leaver CS","2022","30-39","Unknown","Unknown","210","[c]","34910","32700"
"Leaver CS","2022","30-39","White","AA","200","[c]","19720","19560"
"Leaver CS","2022","30-39","White","AO","1520","[c]","22140","21260"
"Leaver CS","2022","30-39","White","EO","925","[c]","27450","27570"
"Leaver CS","2022","30-39","White","G6","140","[c]","67430","66230"
"Leaver CS","2022","30-39","White","G7","415","[c]","54060","53720"
"Leaver CS","2022","30-39","White","HEO","535","[c]","33350","33080"
"Leaver CS","2022","30-39","White","SCS level","40","[c]","[c]","[c]"
"Leaver CS","2022","30-39","White","SEO","525","[c]","40510","40060"
"Leaver CS","2022","30-39","White","Unknown","215","[c]","36670","33450"
"Leaver CS","2022","40-49","Asian","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","AO","95","[c]","22310","21390"
"Leaver CS","2022","40-49","Asian","EO","100","[c]","28570","27570"
"Leaver CS","2022","40-49","Asian","G6","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","G7","55","[c]","56830","55670"
"Leaver CS","2022","40-49","Asian","HEO","45","[c]","32990","33570"
"Leaver CS","2022","40-49","Asian","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Asian","SEO","45","[c]","41680","41960"
"Leaver CS","2022","40-49","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","AO","50","[c]","22640","22320"
"Leaver CS","2022","40-49","Black","EO","80","[c]","29350","29290"
"Leaver CS","2022","40-49","Black","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Black","SEO","45","[c]","43070","41320"
"Leaver CS","2022","40-49","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","EO","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","G7","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","AA","5","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","AO","65","[c]","22720","21260"
"Leaver CS","2022","40-49","Undeclared","EO","40","[c]","27840","27470"
"Leaver CS","2022","40-49","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","G7","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Undeclared","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","40-49","Unknown","AA","80","[c]","20910","19830"
"Leaver CS","2022","40-49","Unknown","AO","365","[c]","22230","21300"
"Leaver CS","2022","40-49","Unknown","EO","240","[c]","27870","27570"
"Leaver CS","2022","40-49","Unknown","G6","75","[c]","69560","66260"
"Leaver CS","2022","40-49","Unknown","G7","145","[c]","57040","54760"
"Leaver CS","2022","40-49","Unknown","HEO","105","[c]","33960","33000"
"Leaver CS","2022","40-49","Unknown","SCS level","40","[c]","100980","92680"
"Leaver CS","2022","40-49","Unknown","SEO","115","[c]","41500","40650"
"Leaver CS","2022","40-49","Unknown","Unknown","135","[c]","39020","34210"
"Leaver CS","2022","40-49","White","AA","155","[c]","19750","19200"
"Leaver CS","2022","40-49","White","AO","1035","[c]","22100","21260"
"Leaver CS","2022","40-49","White","EO","845","[c]","27790","27570"
"Leaver CS","2022","40-49","White","G6","180","[c]","69300","67170"
"Leaver CS","2022","40-49","White","G7","350","[c]","55130","54700"
"Leaver CS","2022","40-49","White","HEO","335","[c]","33530","33000"
"Leaver CS","2022","40-49","White","SCS level","120","[c]","93400","89860"
"Leaver CS","2022","40-49","White","SEO","430","[c]","41600","40530"
"Leaver CS","2022","40-49","White","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","AO","65","[c]","21960","21260"
"Leaver CS","2022","50-59","Asian","EO","75","[c]","28220","27570"
"Leaver CS","2022","50-59","Asian","G6","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","HEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","SCS level","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","SEO","30","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Asian","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","AO","60","[c]","22760","22860"
"Leaver CS","2022","50-59","Black","EO","80","[c]","29350","29290"
"Leaver CS","2022","50-59","Black","G6","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","G7","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","SEO","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","AO","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","EO","40","[c]","28330","27570"
"Leaver CS","2022","50-59","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","G7","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","AO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","EO","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","AA","20","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","AO","90","[c]","22550","21260"
"Leaver CS","2022","50-59","Undeclared","EO","115","[c]","29020","27640"
"Leaver CS","2022","50-59","Undeclared","G6","25","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","G7","35","[c]","55290","54170"
"Leaver CS","2022","50-59","Undeclared","HEO","50","[c]","34890","34290"
"Leaver CS","2022","50-59","Undeclared","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Undeclared","SEO","40","[c]","44870","44460"
"Leaver CS","2022","50-59","Undeclared","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2022","50-59","Unknown","AA","110","[c]","20900","20950"
"Leaver CS","2022","50-59","Unknown","AO","375","[c]","22680","21260"
"Leaver CS","2022","50-59","Unknown","EO","255","[c]","28340","27570"
"Leaver CS","2022","50-59","Unknown","G6","60","[c]","72710","70340"
"Leaver CS","2022","50-59","Unknown","G7","105","[c]","58140","55610"
"Leaver CS","2022","50-59","Unknown","HEO","100","[c]","35070","33590"
"Leaver CS","2022","50-59","Unknown","SCS level","45","[c]","117810","112530"
"Leaver CS","2022","50-59","Unknown","SEO","105","[c]","41700","40910"
"Leaver CS","2022","50-59","Unknown","Unknown","125","[c]","39720","34460"
"Leaver CS","2022","50-59","White","AA","330","[c]","19560","19560"
"Leaver CS","2022","50-59","White","AO","1645","[c]","22570","21260"
"Leaver CS","2022","50-59","White","EO","1540","[c]","27990","27570"
"Leaver CS","2022","50-59","White","G6","245","[c]","71720","69350"
"Leaver CS","2022","50-59","White","G7","530","[c]","56250","54540"
"Leaver CS","2022","50-59","White","HEO","650","[c]","34340","33320"
"Leaver CS","2022","50-59","White","SCS level","165","[c]","96830","95140"
"Leaver CS","2022","50-59","White","SEO","585","[c]","42370","41020"
"Leaver CS","2022","50-59","White","Unknown","205","[c]","42430","39680"
"Leaver CS","2022","60-64","Asian","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","AO","40","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","EO","45","[c]","28640","29080"
"Leaver CS","2022","60-64","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","HEO","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","AO","20","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","EO","40","[c]","29520","29530"
"Leaver CS","2022","60-64","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","HEO","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","SEO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","EO","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","SEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Mixed","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","AO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","EO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","HEO","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","AO","105","[c]","23460","21260"
"Leaver CS","2022","60-64","Undeclared","EO","120","[c]","28960","27570"
"Leaver CS","2022","60-64","Undeclared","G6","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","G7","25","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","HEO","70","[c]","35550","34770"
"Leaver CS","2022","60-64","Undeclared","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Undeclared","SEO","50","[c]","42430","42320"
"Leaver CS","2022","60-64","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","AA","55","[c]","20860","20950"
"Leaver CS","2022","60-64","Unknown","AO","190","[c]","22720","21260"
"Leaver CS","2022","60-64","Unknown","EO","140","[c]","29720","28920"
"Leaver CS","2022","60-64","Unknown","G6","30","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","G7","35","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","HEO","80","[c]","36260","35910"
"Leaver CS","2022","60-64","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2022","60-64","Unknown","SEO","50","[c]","44400","45210"
"Leaver CS","2022","60-64","Unknown","Unknown","105","[c]","44250","38310"
"Leaver CS","2022","60-64","White","AA","275","[c]","19480","19200"
"Leaver CS","2022","60-64","White","AO","1240","[c]","22510","21260"
"Leaver CS","2022","60-64","White","EO","1210","[c]","28150","27570"
"Leaver CS","2022","60-64","White","G6","215","[c]","72010","70410"
"Leaver CS","2022","60-64","White","G7","400","[c]","57420","56450"
"Leaver CS","2022","60-64","White","HEO","655","[c]","35010","34290"
"Leaver CS","2022","60-64","White","SCS level","135","[c]","105070","101380"
"Leaver CS","2022","60-64","White","SEO","525","[c]","44060","43020"
"Leaver CS","2022","60-64","White","Unknown","160","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AA","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","AO","65","[c]","23610","23770"
"Leaver CS","2022","65+","Asian","EO","45","[c]","29700","30110"
"Leaver CS","2022","65+","Asian","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","G7","5","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","HEO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","SEO","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AA","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","AO","15","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","EO","25","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Black","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2022","65+","Mixed","AO","10","[c]","[c]","[c]"
