"Status","Year","Age","Ethnicity","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Black","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lancashire","Mid Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands","Birmingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Yorkshire","Bradford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Yorkshire","Leeds","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Mixed","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
