"Status","Year","Age","Ethnicity","Region_ITL2","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","16-19","Asian","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Inner London - West","Westminster","15","15","[c]","[c]"
"In post","2022","16-19","Asian","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lancashire","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lancashire","Mid Lancashire","10","10","[c]","[c]"
"In post","2022","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Leicester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Leicestershire, Rutland and Northamptonshire","North Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Lincolnshire","Lincolnshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Merseyside","East Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Merseyside","Liverpool","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Merseyside","Sefton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Merseyside","Wirral","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","North Eastern Scotland","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","North Yorkshire","York","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northern Ireland","Belfast","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northern Ireland","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northern Ireland","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northumberland, and Tyne and Wear","Sunderland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Northumberland, and Tyne and Wear","Tyneside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - East and North East","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - East and North East","Enfield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - East and North East","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - South","Croydon","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - West and North West","Barnet","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - West and North West","Brent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Outer London - West and North West","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Shropshire and Staffordshire","Staffordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Shropshire and Staffordshire","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","South Yorkshire","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","South Yorkshire","Sheffield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Southern Scotland","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Southern Scotland","Scottish Borders","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Southern Scotland","South Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Surrey, East and West Sussex","Brighton and Hove","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Surrey, East and West Sussex","East Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Surrey, East and West Sussex","East Sussex CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Surrey, East and West Sussex","West Surrey","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Surrey, East and West Sussex","West Sussex (South West)","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Tees Valley and Durham","Durham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Tees Valley and Durham","South Teesside","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Central Scotland","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Central Scotland","Glasgow City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Central Scotland","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Central Scotland","North Lanarkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Midlands","Birmingham","5","5","[c]","[c]"
"In post","2022","16-19","Asian","West Midlands","Coventry","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Midlands","Dudley","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Midlands","Solihull","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Midlands","Wolverhampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Wales and The Valleys","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Wales and The Valleys","Central Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Wales and The Valleys","Gwent Valleys","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Wales and The Valleys","South West Wales","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Wales and The Valleys","Swansea","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Yorkshire","Bradford","10","10","[c]","[c]"
"In post","2022","16-19","Asian","West Yorkshire","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Asian","West Yorkshire","Leeds","5","5","[c]","[c]"
"In post","2022","16-19","Asian","West Yorkshire","Wakefield","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Bedfordshire and Hertfordshire","Bedford","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Bedfordshire and Hertfordshire","Hertfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Berkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Buckinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Milton Keynes","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Berkshire, Buckinghamshire and Oxfordshire","Oxfordshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cheshire","Cheshire East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cheshire","Warrington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cornwall and Isles of Scilly","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cumbria","East Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Cumbria","West Cumbria","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Derbyshire and Nottinghamshire","North Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Derbyshire and Nottinghamshire","Nottingham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Derbyshire and Nottinghamshire","South and West Derbyshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Devon","Devon CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Devon","Plymouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Dorset and Somerset","Dorset","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Anglia","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Anglia","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Anglia","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Anglia","Peterborough","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Anglia","Suffolk CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Wales","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Wales","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Wales","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Yorkshire and Northern Lincolnshire","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Yorkshire and Northern Lincolnshire","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","East Yorkshire and Northern Lincolnshire","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","Angus and Dundee City","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","City of Edinburgh","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","Falkirk","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Eastern Scotland","West Lothian","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Essex","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Essex","Heart of Essex","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Essex","Thurrock","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Bristol, City of","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Gloucestershire, Wiltshire and Bath/Bristol area","Wiltshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester","Greater Manchester North West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester","Greater Manchester South East","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester","Greater Manchester South West","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Greater Manchester","Manchester","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hampshire and Isle of Wight","Central Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hampshire and Isle of Wight","Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hampshire and Isle of Wight","Portsmouth","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hampshire and Isle of Wight","South Hampshire","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Hampshire and Isle of Wight","Southampton","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Warwickshire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Herefordshire, Worcestershire and Warwickshire","Worcestershire CC","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Highlands and Islands","Lochaber, Skye and Lochalsh, Arran and Cumbrae, and Argyll and Bute","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Highlands and Islands","Shetland Islands","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - East","Hackney and Newham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - East","Haringey and Islington","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - East","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - East","Tower Hamlets","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - West","Camden and City of London","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Inner London - West","Westminster","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kent","East Kent","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kent","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Kent","Medway","[c]","[c]","[c]","[c]"
"In post","2022","16-19","Black","Lancashire","Blackpool","[c]","[c]","[c]","[c]"
