"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Mixed","Operational Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Research","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Operational Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Planning Inspectors","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Policy","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Project Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Psychology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Science and Engineering","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Security","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Social Research","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Statistics","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Tax","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","HEO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","AO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","EO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","Veterinarian","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Commercial","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Communications","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Corporate Finance","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Counter Fraud","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Other ethnicity","Digital, Data and Technology","Unknown","EO","[c]","[c]","[c]","[c]"
