"Status","Year","Ethnicity","Profession_of_post","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","AO","25","25","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","EO","155","150","28100","27570"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","G6","45","45","70090","70370"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","G7","165","165","54550","54460"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","HEO","230","220","34260","33490"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","SEO","255","250","41900","40670"
"In post","2022","Undeclared","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Digital, Data and Technology","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Economics","London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Economics","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Economics","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Economics","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Economics","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Finance","London","G7","30","30","58850","57460"
"In post","2022","Undeclared","Finance","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","London","SEO","35","35","44640","44850"
"In post","2022","Undeclared","Finance","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","AO","35","30","21840","21680"
"In post","2022","Undeclared","Finance","Outside London","EO","90","85","26910","26670"
"In post","2022","Undeclared","Finance","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","G7","55","50","53870","54350"
"In post","2022","Undeclared","Finance","Outside London","HEO","120","115","34100","33300"
"In post","2022","Undeclared","Finance","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Outside London","SEO","100","95","41880","40580"
"In post","2022","Undeclared","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Finance","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Outside London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Geography","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Geography","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Geography","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","London","SEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","AO","30","30","21660","21380"
"In post","2022","Undeclared","Human Resources","Outside London","EO","45","45","27450","27570"
"In post","2022","Undeclared","Human Resources","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","HEO","55","50","32530","33040"
"In post","2022","Undeclared","Human Resources","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Human Resources","Outside London","SEO","35","35","40000","40520"
"In post","2022","Undeclared","Human Resources","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Inspector of Education and Training","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","EO","30","30","29940","30150"
"In post","2022","Undeclared","Intelligence Analysis","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","London","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","EO","45","45","27130","27370"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","HEO","35","35","33060","33300"
"In post","2022","Undeclared","Intelligence Analysis","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Intelligence Analysis","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Internal Audit","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","International Trade","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Outside London","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","International Trade","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","HEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","AO","20","20","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","EO","30","25","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","G7","10","10","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","SEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Knowledge and Information Management","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","London","EO","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","London","G6","45","40","70270","67810"
"In post","2022","Undeclared","Legal","London","G7","70","65","58460","57540"
"In post","2022","Undeclared","Legal","London","HEO","35","35","37890","37930"
"In post","2022","Undeclared","Legal","London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","London","SEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","EO","50","50","27580","26820"
"In post","2022","Undeclared","Legal","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","G7","75","70","57050","55610"
"In post","2022","Undeclared","Legal","Outside London","HEO","65","60","33980","33370"
"In post","2022","Undeclared","Legal","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Legal","Outside London","SEO","70","60","44150","41770"
"In post","2022","Undeclared","Medicine","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","G7","10","5","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Medicine","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Medicine","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","London","AA","30","25","22750","22460"
"In post","2022","Undeclared","Operational Delivery","London","AO","345","315","25600","25110"
"In post","2022","Undeclared","Operational Delivery","London","EO","735","685","30670","31020"
"In post","2022","Undeclared","Operational Delivery","London","G6","30","30","68930","68830"
"In post","2022","Undeclared","Operational Delivery","London","G7","80","80","59190","57680"
"In post","2022","Undeclared","Operational Delivery","London","HEO","225","215","36800","36410"
"In post","2022","Undeclared","Operational Delivery","London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","London","SEO","125","120","44230","43090"
"In post","2022","Undeclared","Operational Delivery","London","Unknown","100","95","35610","33700"
"In post","2022","Undeclared","Operational Delivery","Outside London","AA","185","160","20040","19850"
"In post","2022","Undeclared","Operational Delivery","Outside London","AO","2865","2510","22690","21260"
"In post","2022","Undeclared","Operational Delivery","Outside London","EO","3005","2730","28140","27570"
"In post","2022","Undeclared","Operational Delivery","Outside London","G6","40","40","69370","66990"
"In post","2022","Undeclared","Operational Delivery","Outside London","G7","160","155","55630","53500"
"In post","2022","Undeclared","Operational Delivery","Outside London","HEO","930","875","33960","33370"
"In post","2022","Undeclared","Operational Delivery","Outside London","SCS level","15","15","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Outside London","SEO","415","395","43010","40520"
"In post","2022","Undeclared","Operational Delivery","Outside London","Unknown","370","340","31270","30210"
"In post","2022","Undeclared","Operational Delivery","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","HEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Delivery","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Outside London","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Operational Research","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","London","AO","30","25","[c]","[c]"
"In post","2022","Undeclared","Other","London","EO","50","45","29000","30370"
"In post","2022","Undeclared","Other","London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Other","London","G7","20","15","[c]","[c]"
"In post","2022","Undeclared","Other","London","HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Other","London","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Other","Outside London","AA","60","55","19550","19050"
"In post","2022","Undeclared","Other","Outside London","AO","360","335","21680","21260"
"In post","2022","Undeclared","Other","Outside London","EO","315","295","27560","27570"
"In post","2022","Undeclared","Other","Outside London","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Other","Outside London","G7","35","30","54000","54220"
"In post","2022","Undeclared","Other","Outside London","HEO","170","160","32920","33300"
"In post","2022","Undeclared","Other","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Outside London","SEO","100","95","41650","40580"
"In post","2022","Undeclared","Other","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Overseas","Unknown","15","15","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Other","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Outside London","G6","10","5","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Outside London","G7","5","5","[c]","[c]"
"In post","2022","Undeclared","Planning Inspectors","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","London","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","London","EO","65","65","30020","29240"
"In post","2022","Undeclared","Policy","London","G6","130","125","68700","68480"
"In post","2022","Undeclared","Policy","London","G7","255","250","56690","56600"
"In post","2022","Undeclared","Policy","London","HEO","160","155","36120","35700"
"In post","2022","Undeclared","Policy","London","SCS level","45","40","81250","77060"
"In post","2022","Undeclared","Policy","London","SEO","125","125","42720","42080"
"In post","2022","Undeclared","Policy","Outside London","AO","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","Outside London","EO","30","30","26960","26670"
"In post","2022","Undeclared","Policy","Outside London","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Policy","Outside London","G7","80","80","52250","50210"
"In post","2022","Undeclared","Policy","Outside London","HEO","95","90","32950","32180"
"In post","2022","Undeclared","Policy","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Policy","Outside London","SEO","95","90","40620","40320"
"In post","2022","Undeclared","Policy","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","G6","15","15","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","SCS level","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","Overseas","SEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Policy","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","EO","10","10","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","G7","40","40","58050","57680"
"In post","2022","Undeclared","Project Delivery","London","HEO","25","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","London","SEO","35","35","43860","42820"
"In post","2022","Undeclared","Project Delivery","Outside London","AO","15","15","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Outside London","EO","30","30","27680","27550"
"In post","2022","Undeclared","Project Delivery","Outside London","G6","30","30","64800","63500"
"In post","2022","Undeclared","Project Delivery","Outside London","G7","135","130","53360","54540"
"In post","2022","Undeclared","Project Delivery","Outside London","HEO","105","100","33130","33300"
"In post","2022","Undeclared","Project Delivery","Outside London","SCS level","5","5","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Outside London","SEO","205","200","40470","40520"
"In post","2022","Undeclared","Project Delivery","Outside London","Unknown","25","25","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Project Delivery","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","AO","20","15","[c]","[c]"
"In post","2022","Undeclared","Property","London","EO","35","30","31120","30620"
"In post","2022","Undeclared","Property","London","G6","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","London","G7","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","London","HEO","25","20","[c]","[c]"
"In post","2022","Undeclared","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","London","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","AA","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","AO","45","40","22100","22040"
"In post","2022","Undeclared","Property","Outside London","EO","105","90","26940","27000"
"In post","2022","Undeclared","Property","Outside London","G6","20","20","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","G7","55","55","54260","55910"
"In post","2022","Undeclared","Property","Outside London","HEO","105","100","33100","33300"
"In post","2022","Undeclared","Property","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Outside London","SEO","95","85","43900","44610"
"In post","2022","Undeclared","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Property","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Property","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Psychology","Outside London","SEO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","AO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","EO","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","G7","25","25","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","HEO","10","10","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","London","SEO","15","15","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Outside London","AO","30","30","22170","22470"
"In post","2022","Undeclared","Science and Engineering","Outside London","EO","80","80","26680","26670"
"In post","2022","Undeclared","Science and Engineering","Outside London","G6","40","35","67340","66270"
"In post","2022","Undeclared","Science and Engineering","Outside London","G7","200","195","52140","49740"
"In post","2022","Undeclared","Science and Engineering","Outside London","HEO","200","190","33070","33000"
"In post","2022","Undeclared","Science and Engineering","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Outside London","SEO","305","295","41390","40580"
"In post","2022","Undeclared","Science and Engineering","Outside London","Unknown","55","55","43800","43120"
"In post","2022","Undeclared","Science and Engineering","Overseas","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","AA","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","AO","10","10","[c]","[c]"
"In post","2022","Undeclared","Security","London","EO","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","London","G6","5","5","[c]","[c]"
"In post","2022","Undeclared","Security","London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","London","HEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","London","SEO","20","20","[c]","[c]"
"In post","2022","Undeclared","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","AA","70","70","20300","19810"
"In post","2022","Undeclared","Security","Outside London","AO","135","130","34550","39070"
"In post","2022","Undeclared","Security","Outside London","EO","45","45","37960","43920"
"In post","2022","Undeclared","Security","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","G7","15","15","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","HEO","50","45","36530","33300"
"In post","2022","Undeclared","Security","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","SEO","30","25","[c]","[c]"
"In post","2022","Undeclared","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","G7","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","London","SEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Social Research","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","EO","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","G6","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","Statistics","London","G7","10","10","[c]","[c]"
