"Status","Year","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","No function","Undeclared","22545","20580","32600","27570"
"In post","2022","No function","Unknown","60695","55420","30350","27570"
"In post","2022","Project Delivery","Heterosexual / straight","18915","18200","42130","39980"
"In post","2022","Project Delivery","LGBO","965","950","41930","38600"
"In post","2022","Project Delivery","Undeclared","2335","2225","42510","40410"
"In post","2022","Project Delivery","Unknown","4345","4145","42210","39950"
"In post","2022","Property","Heterosexual / straight","6550","6290","37560","33370"
"In post","2022","Property","LGBO","280","275","36970","33300"
"In post","2022","Property","Undeclared","830","785","38140","34000"
"In post","2022","Property","Unknown","1880","1795","33120","29360"
"In post","2022","Security","Heterosexual / straight","7515","7330","32440","30130"
"In post","2022","Security","LGBO","365","360","33630","32000"
"In post","2022","Security","Undeclared","1105","1075","35970","37600"
"In post","2022","Security","Unknown","1700","1670","32790","29370"
"In post","2022","Unknown","Heterosexual / straight","56205","53150","34770","29670"
"In post","2022","Unknown","LGBO","2805","2730","36080","30980"
"In post","2022","Unknown","Undeclared","7330","6890","34920","30220"
"In post","2022","Unknown","Unknown","13315","12830","35380","30820"
"Leaver CS","2022","Analysis","Heterosexual / straight","260","[c]","37210","33850"
"Leaver CS","2022","Analysis","LGBO","50","[c]","37380","31260"
"Leaver CS","2022","Analysis","Undeclared","85","[c]","36860","33710"
"Leaver CS","2022","Analysis","Unknown","150","[c]","36850","31990"
"Leaver CS","2022","Commercial","Heterosexual / straight","245","[c]","42100","37680"
"Leaver CS","2022","Commercial","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Undeclared","75","[c]","[c]","[c]"
"Leaver CS","2022","Commercial","Unknown","180","[c]","67160","63320"
"Leaver CS","2022","Communications","Heterosexual / straight","220","[c]","39620","36780"
"Leaver CS","2022","Communications","LGBO","25","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Undeclared","45","[c]","[c]","[c]"
"Leaver CS","2022","Communications","Unknown","125","[c]","43430","39370"
"Leaver CS","2022","Counter Fraud","Heterosexual / straight","200","[c]","29520","27570"
"Leaver CS","2022","Counter Fraud","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Counter Fraud","Undeclared","50","[c]","28720","27570"
"Leaver CS","2022","Counter Fraud","Unknown","85","[c]","29680","27570"
"Leaver CS","2022","Debt","Heterosexual / straight","150","[c]","22590","21260"
"Leaver CS","2022","Debt","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2022","Debt","Unknown","45","[c]","22580","21260"
"Leaver CS","2022","Digital, Data & Technology","Heterosexual / straight","800","[c]","42650","39460"
"Leaver CS","2022","Digital, Data & Technology","LGBO","70","[c]","39700","36710"
"Leaver CS","2022","Digital, Data & Technology","Undeclared","195","[c]","40470","38290"
"Leaver CS","2022","Digital, Data & Technology","Unknown","335","[c]","39690","36530"
"Leaver CS","2022","Finance","Heterosexual / straight","330","[c]","40150","35480"
"Leaver CS","2022","Finance","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Finance","Undeclared","90","[c]","40310","38460"
"Leaver CS","2022","Finance","Unknown","75","[c]","36930","32320"
"Leaver CS","2022","Grants Management","Heterosexual / straight","60","[c]","25260","24920"
"Leaver CS","2022","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Grants Management","Unknown","90","[c]","23490","21300"
"Leaver CS","2022","Human Resources","Heterosexual / straight","475","[c]","36690","32650"
"Leaver CS","2022","Human Resources","LGBO","40","[c]","32840","28000"
"Leaver CS","2022","Human Resources","Undeclared","55","[c]","34990","32670"
"Leaver CS","2022","Human Resources","Unknown","95","[c]","31140","27570"
"Leaver CS","2022","Internal Audit","Heterosexual / straight","45","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Internal Audit","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2022","Legal","Heterosexual / straight","500","[c]","44790","48830"
"Leaver CS","2022","Legal","LGBO","35","[c]","42720","38550"
"Leaver CS","2022","Legal","Undeclared","50","[c]","53910","54390"
"Leaver CS","2022","Legal","Unknown","155","[c]","50160","53270"
"Leaver CS","2022","No function","Heterosexual / straight","15155","[c]","31610","27570"
"Leaver CS","2022","No function","LGBO","1320","[c]","30410","27570"
"Leaver CS","2022","No function","Undeclared","2010","[c]","32280","27570"
"Leaver CS","2022","No function","Unknown","5970","[c]","30850","26470"
"Leaver CS","2022","Project Delivery","Heterosexual / straight","895","[c]","39340","35810"
"Leaver CS","2022","Project Delivery","LGBO","30","[c]","36430","34280"
"Leaver CS","2022","Project Delivery","Undeclared","125","[c]","39570","38250"
"Leaver CS","2022","Project Delivery","Unknown","250","[c]","39400","37400"
"Leaver CS","2022","Property","Heterosexual / straight","365","[c]","33240","29020"
"Leaver CS","2022","Property","LGBO","15","[c]","[c]","[c]"
"Leaver CS","2022","Property","Undeclared","55","[c]","36630","29320"
"Leaver CS","2022","Property","Unknown","170","[c]","29010","23550"
"Leaver CS","2022","Security","Heterosexual / straight","540","[c]","32450","31090"
"Leaver CS","2022","Security","LGBO","20","[c]","[c]","[c]"
"Leaver CS","2022","Security","Undeclared","95","[c]","33850","37770"
"Leaver CS","2022","Security","Unknown","160","[c]","29760","26670"
"Leaver CS","2022","Unknown","Heterosexual / straight","3885","[c]","31950","26930"
"Leaver CS","2022","Unknown","LGBO","200","[c]","30250","26350"
"Leaver CS","2022","Unknown","Undeclared","620","[c]","32230","28650"
"Leaver CS","2022","Unknown","Unknown","6750","[c]","31210","27570"
"Leaver Dept.","2022","Analysis","Heterosexual / straight","265","[c]","42650","38340"
"Leaver Dept.","2022","Analysis","LGBO","45","[c]","40460","38310"
"Leaver Dept.","2022","Analysis","Undeclared","145","[c]","[c]","[c]"
"Leaver Dept.","2022","Analysis","Unknown","80","[c]","38190","34680"
"Leaver Dept.","2022","Commercial","Heterosexual / straight","235","[c]","43070","40410"
"Leaver Dept.","2022","Commercial","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Commercial","Undeclared","160","[c]","45520","40820"
"Leaver Dept.","2022","Commercial","Unknown","50","[c]","51860","51940"
"Leaver Dept.","2022","Communications","Heterosexual / straight","260","[c]","41620","37280"
"Leaver Dept.","2022","Communications","LGBO","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Undeclared","110","[c]","[c]","[c]"
"Leaver Dept.","2022","Communications","Unknown","75","[c]","43440","39180"
"Leaver Dept.","2022","Counter Fraud","Heterosexual / straight","100","[c]","32080","27570"
"Leaver Dept.","2022","Counter Fraud","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Counter Fraud","Unknown","35","[c]","30260","29290"
"Leaver Dept.","2022","Debt","Heterosexual / straight","45","[c]","23400","21260"
"Leaver Dept.","2022","Debt","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Debt","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Digital, Data & Technology","Heterosexual / straight","440","[c]","42300","38000"
"Leaver Dept.","2022","Digital, Data & Technology","LGBO","45","[c]","37110","35450"
"Leaver Dept.","2022","Digital, Data & Technology","Undeclared","160","[c]","43900","38000"
"Leaver Dept.","2022","Digital, Data & Technology","Unknown","135","[c]","41530","37910"
"Leaver Dept.","2022","Finance","Heterosexual / straight","355","[c]","40840","36830"
"Leaver Dept.","2022","Finance","LGBO","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Finance","Undeclared","155","[c]","44610","40220"
"Leaver Dept.","2022","Finance","Unknown","60","[c]","43730","39960"
"Leaver Dept.","2022","Grants Management","Heterosexual / straight","30","[c]","25930","21300"
"Leaver Dept.","2022","Grants Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Grants Management","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2022","Human Resources","Heterosexual / straight","555","[c]","38020","32330"
"Leaver Dept.","2022","Human Resources","LGBO","50","[c]","36890","32000"
"Leaver Dept.","2022","Human Resources","Undeclared","70","[c]","39150","33950"
"Leaver Dept.","2022","Human Resources","Unknown","75","[c]","38080","32000"
"Leaver Dept.","2022","Internal Audit","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Heterosexual / straight","140","[c]","42960","31180"
"Leaver Dept.","2022","Legal","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal","Unknown","65","[c]","48460","52560"
"Leaver Dept.","2022","No function","Heterosexual / straight","9435","[c]","37780","31990"
"Leaver Dept.","2022","No function","LGBO","880","[c]","37160","32330"
"Leaver Dept.","2022","No function","Undeclared","1570","[c]","40230","34370"
"Leaver Dept.","2022","No function","Unknown","2900","[c]","40750","32780"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","505","[c]","39620","36530"
"Leaver Dept.","2022","Project Delivery","LGBO","35","[c]","35900","34020"
"Leaver Dept.","2022","Project Delivery","Undeclared","55","[c]","40020","39410"
"Leaver Dept.","2022","Project Delivery","Unknown","90","[c]","43760","39920"
"Leaver Dept.","2022","Property","Heterosexual / straight","105","[c]","40480","34770"
"Leaver Dept.","2022","Property","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","40","[c]","28070","26520"
"Leaver Dept.","2022","Security","Heterosexual / straight","105","[c]","38210","33300"
"Leaver Dept.","2022","Security","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","1420","[c]","35330","28850"
"Leaver Dept.","2022","Unknown","LGBO","110","[c]","36170","31990"
"Leaver Dept.","2022","Unknown","Undeclared","220","[c]","36730","31260"
"Leaver Dept.","2022","Unknown","Unknown","1995","[c]","36520","31770"
"New entrant CS","2022","Analysis","Heterosexual / straight","925","[c]","34170","31000"
"New entrant CS","2022","Analysis","LGBO","140","[c]","31880","30710"
"New entrant CS","2022","Analysis","Undeclared","140","[c]","34680","30850"
"New entrant CS","2022","Analysis","Unknown","275","[c]","32840","29750"
"New entrant CS","2022","Commercial","Heterosexual / straight","500","[c]","34440","32000"
"New entrant CS","2022","Commercial","LGBO","50","[c]","32870","28700"
"New entrant CS","2022","Commercial","Undeclared","100","[c]","34150","33780"
"New entrant CS","2022","Commercial","Unknown","350","[c]","56470","61710"
"New entrant CS","2022","Communications","Heterosexual / straight","760","[c]","31220","26590"
"New entrant CS","2022","Communications","LGBO","100","[c]","31130","27570"
"New entrant CS","2022","Communications","Undeclared","135","[c]","34020","27270"
"New entrant CS","2022","Communications","Unknown","510","[c]","29390","26590"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","1085","[c]","26980","26590"
"New entrant CS","2022","Counter Fraud","LGBO","90","[c]","26560","26590"
"New entrant CS","2022","Counter Fraud","Undeclared","55","[c]","27250","26590"
"New entrant CS","2022","Counter Fraud","Unknown","360","[c]","27990","26590"
"New entrant CS","2022","Debt","Heterosexual / straight","620","[c]","21660","21250"
"New entrant CS","2022","Debt","LGBO","65","[c]","21400","21250"
"New entrant CS","2022","Debt","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2022","Debt","Unknown","315","[c]","21670","21250"
"New entrant CS","2022","Digital, Data & Technology","Heterosexual / straight","1785","[c]","37900","35100"
"New entrant CS","2022","Digital, Data & Technology","LGBO","195","[c]","35990","33040"
"New entrant CS","2022","Digital, Data & Technology","Undeclared","260","[c]","37020","33080"
"New entrant CS","2022","Digital, Data & Technology","Unknown","650","[c]","37180","33510"
"New entrant CS","2022","Finance","Heterosexual / straight","710","[c]","33610","30750"
"New entrant CS","2022","Finance","LGBO","65","[c]","33390","28970"
"New entrant CS","2022","Finance","Undeclared","145","[c]","34330","30250"
"New entrant CS","2022","Finance","Unknown","255","[c]","34790","31990"
"New entrant CS","2022","Grants Management","Heterosexual / straight","155","[c]","21890","21300"
"New entrant CS","2022","Grants Management","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2022","Grants Management","Unknown","335","[c]","21560","21300"
"New entrant CS","2022","Human Resources","Heterosexual / straight","885","[c]","32430","28000"
"New entrant CS","2022","Human Resources","LGBO","110","[c]","32840","27780"
"New entrant CS","2022","Human Resources","Undeclared","80","[c]","30330","27570"
"New entrant CS","2022","Human Resources","Unknown","280","[c]","33540","28310"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","40","[c]","42860","42630"
"New entrant CS","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","1000","[c]","36900","31560"
"New entrant CS","2022","Legal","LGBO","85","[c]","31760","26950"
"New entrant CS","2022","Legal","Undeclared","70","[c]","34790","28420"
"New entrant CS","2022","Legal","Unknown","100","[c]","38820","37230"
"New entrant CS","2022","No function","Heterosexual / straight","24860","[c]","28340","26590"
"New entrant CS","2022","No function","LGBO","2710","[c]","27840","26130"
"New entrant CS","2022","No function","Undeclared","1890","[c]","30540","27570"
"New entrant CS","2022","No function","Unknown","12445","[c]","27220","24800"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","1315","[c]","36120","33000"
"New entrant CS","2022","Project Delivery","LGBO","95","[c]","32980","30730"
"New entrant CS","2022","Project Delivery","Undeclared","85","[c]","38290","33850"
"New entrant CS","2022","Project Delivery","Unknown","515","[c]","32710","30730"
"New entrant CS","2022","Property","Heterosexual / straight","590","[c]","34140","31130"
"New entrant CS","2022","Property","LGBO","50","[c]","32050","25140"
"New entrant CS","2022","Property","Undeclared","35","[c]","34560","32070"
"New entrant CS","2022","Property","Unknown","435","[c]","29940","25000"
"New entrant CS","2022","Security","Heterosexual / straight","465","[c]","29690","25540"
"New entrant CS","2022","Security","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","35","[c]","32270","27500"
"New entrant CS","2022","Security","Unknown","350","[c]","27460","25000"
"New entrant CS","2022","Unknown","Heterosexual / straight","3845","[c]","30900","27230"
"New entrant CS","2022","Unknown","LGBO","440","[c]","30030","27230"
"New entrant CS","2022","Unknown","Undeclared","285","[c]","31490","27570"
"New entrant CS","2022","Unknown","Unknown","5070","[c]","29750","27230"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Function_of_post","Functions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Home Office, Welsh Government and Royal Fleet Auxiliary did not report any functions information for their employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any functions information for their employees.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
